<doc id="wr_1758-01-21" attrs="word" year="1758" month="01" day="21" corpus="2">
<head id="h2_d212e3556">
Lüneburg,	w1_d212e3560
paßiren,	w5_d212e25341
und	w7_d212e25344
einen	w9_d212e25347
verstellten	w11_d212e25350
An	w13_d212e25354
grif	w1_d212e25359
an	w3_d212e25362
diesem	w5_d212e25365
Ort,	w7_d212e25368
nahe	w9_d212e25371
an	w11_d212e25374
Großheim	w13_d212e25378
und	w15_d212e25381
Kleinheim,	w1_d212e25386
thun.	w3_d212e25389
Zu	w5_d212e25392
gleicher	w7_d212e25395
Zeit	w9_d212e25398
sollte	w11_d212e25401
auch	w13_d212e25405
der	w1_d212e25411
Herr	w3_d212e25414
von	w5_d212e25417
Auvet	w7_d212e25420
mit	w9_d212e25423
7.	w11_d212e25426
Battaillons	w13_d212e25430
und	w15_d212e25433
4.	w1_d212e25438
Escadrons,	w3_d212e25441
denen	w5_d212e25444
Volontairs	w7_d212e25447
von	w9_d212e25450
Hen	w11_d212e25453
negau,	w1_d212e25458
100.	w3_d212e25461
Hussaren	w5_d212e25464
und	w7_d212e25467
6.	w9_d212e25470
Canonen	w11_d212e25473
aus	w13_d212e25477
der	w1_d212e25482
Vorstadt	w3_d212e25485
von	w5_d212e25488
Celle	w7_d212e25491
aufbrechen,	w9_d212e25494
um	w11_d212e25497
gleich	w13_d212e25501
falls	w1_d212e25507
einen	w3_d212e25510
verstellten	w5_d212e25513
Angrif	w7_d212e25516
zu	w9_d212e25519
thun,	w11_d212e25522
wel	w13_d212e25526
cher	w1_d212e25531
verstärket	w3_d212e25534
werden	w5_d212e25537
sollte,	w7_d212e25540
wann	w9_d212e25543
der	w11_d212e25546
Fort	w13_d212e25550
gang	w1_d212e25555
der	w3_d212e25558
anderen	w5_d212e25561
diesen	w7_d212e25564
wichtiger	w9_d212e25567
machen	w11_d212e25570
soll	w13_d212e25574
te.	w1_d212e25579
Es	w3_d212e25582
seynd	w5_d212e25585
unter	w7_d212e25588
denen	w9_d212e25591
Befehlen	w11_d212e25594
des	w13_d212e25598
Herr	w15_d212e25601
zogs	w1_d212e25607
von	w3_d212e25610
Ayen,	w5_d212e25613
der	w7_d212e25616
Hr.	w9_d212e25619
von	w11_d212e25622
Segur,	w13_d212e25626
und	w15_d212e25629
die	w17_d212e25632
Brigadiers	w1_d212e25637
von	w3_d212e25640
la	w5_d212e25643
Marine,	w7_d212e25646
Vaubecourt	w9_d212e25649
und	w11_d212e25652
Orleans	w1_d212e25657
Jnfanterie,	w3_d212e25660
die	w5_d212e25663
von	w7_d212e25666
der	w9_d212e25669
Cavallerie	w11_d212e25672
von	w1_d212e25677
Cravattes,	w3_d212e25680
4	w5_d212e25683
Escadrons	w7_d212e25686
von	w9_d212e25689
den	w11_d212e25692
Gens	w13_d212e25696
d'Armees	w1_d212e25702
und	w3_d212e25705
8.	w5_d212e25708
Canonen.	w7_d212e25711
Mit	w9_d212e25714
diesen	w11_d212e25717
soll	w13_d212e25721
te	w1_d212e25726
er	w3_d212e25729
über	w5_d212e25732
die	w7_d212e25735
Brücke	w9_d212e25738
bey	w11_d212e25741
Alten=zell	w13_d212e25745
auf	w15_d212e25748
brechen,	w1_d212e25753
welche	w3_d212e25756
wieder	w5_d212e25759
hergestellet	w7_d212e25762
war,	w9_d212e25765
um	w11_d212e25768
alles	w1_d212e25773
dasjenige	w3_d212e25776
zu	w5_d212e25779
beobachten,	w7_d212e25782
was	w9_d212e25785
die	w11_d212e25788
Al	w13_d212e25792
ler	w1_d212e25798
herunter	w3_d212e25801
kommen	w5_d212e25804
könnte,	w7_d212e25807
und	w9_d212e25810
mit	w11_d212e25813
dem	w13_d212e25817
Corps	w1_d212e25822
der	w3_d212e25825
Armee	w5_d212e25828
de	w7_d212e25831
Concert	w9_d212e25834
zu	w11_d212e25837
agiren.	w13_d212e25841
Die	w15_d212e25844
Brigade	w1_d212e25849
von	w3_d212e25852
Orleans	w5_d212e25855
wurde	w7_d212e25858
vom	w9_d212e25861
Corps	w11_d212e25864
be	w13_d212e25868
orderet	w1_d212e25873
und	w3_d212e25876
bestimmet,	w5_d212e25879
unter	w7_d212e25882
dem	w9_d212e25885
Comman	w11_d212e25888
do	w1_d212e25894
des	w3_d212e25897
Hrn.	w5_d212e25900
von	w7_d212e25903
Meaupeau,	w9_d212e25906
eine	w11_d212e25909
andere	w13_d212e25913
Operation	w1_d212e25918
unweit	w3_d212e25921
Lachtenhausen	w5_d212e25924
vorzuneh	w7_d212e25927
men,	w1_d212e25932
und	w3_d212e25935
der	w5_d212e25938
Rest	w7_d212e25941
der	w9_d212e25944
Armee	w11_d212e25947
sollte	w13_d212e25951
nach	w15_d212e25954
Offensee	w1_d212e25959
und	w3_d212e25962
Schwachenhausen	w5_d212e25965
gehen,	w7_d212e25968
und	w9_d212e25971
daselbst	w1_d212e25977
2.	w3_d212e25980
Linien	w5_d212e25983
formiren.	w7_d212e25986
Die	w9_d212e25989
erste	w11_d212e25992
bestun	w13_d212e25996
de	w1_d212e26001
aus	w3_d212e26004
denen	w5_d212e26007
Brigaden	w7_d212e26010
von	w9_d212e26013
Picardie,	w11_d212e26016
Na	w13_d212e26020
varre,	w1_d212e26025
Auvergne,	w3_d212e26028
Belsunce,	w5_d212e26031
la	w7_d212e26034
Tour	w9_d212e26037
du	w11_d212e26040
Pin,	w13_d212e26044
und	w1_d212e26049
Lionnois	w3_d212e26052
Jnfanterie;	w5_d212e26055
aus	w7_d212e26058
denen	w9_d212e26061
von	w11_d212e26064
der	w13_d212e26068
Cavallerie	w1_d212e26074
Küraßiers,	w3_d212e26077
Commissaire	w5_d212e26080
General	w7_d212e26083
Royal	w1_d212e26088
Allemand,	w3_d212e26091
Royal	w5_d212e26094
Roußillon,	w7_d212e26097
und	w9_d212e26100
aus	w11_d212e26103
24	w1_d212e26108
Canonen,	w3_d212e26111
unter	w5_d212e26114
dem	w7_d212e26117
Commando	w9_d212e26120
des	w11_d212e26123
Mar	w13_d212e26127
quis	w1_d212e26132
von	w3_d212e26135
Armentieres.	w5_d212e26138
Die	w7_d212e26141
zweyte	w9_d212e26144
bestand	w11_d212e26147
aus	w1_d212e26153
denen	w3_d212e26156
Brigaden	w5_d212e26159
von	w7_d212e26162
Champagne,	w9_d212e26165
Dau	w11_d212e26168
phin	w1_d212e26173
und	w3_d212e26176
Aquitaine	w5_d212e26179
Jnfanterie,	w7_d212e26182
denen	w9_d212e26185
Ca	w11_d212e26188
rabiniers,	w1_d212e26193
dem	w3_d212e26196
Regiment	w5_d212e26199
Harcourt	w7_d212e26202
Cavalle	w9_d212e26205
rie,	w1_d212e26210
und	w3_d212e26213
aus	w5_d212e26216
14.	w7_d212e26219
Canonen.	w9_d212e26222
Die	w11_d212e26225
Trupen	w13_d212e26229
der	w15_d212e26232
2ten	w1_d212e26238
Linie,	w3_d212e26241
unter	w5_d212e26244
dem	w7_d212e26247
Commando	w9_d212e26250
des	w11_d212e26253
Gene	w13_d212e26257
ral=leutenants,	w1_d212e26262
Grafen	w3_d212e26265
von	w5_d212e26268
Noailles,	w7_d212e26271
und	w9_d212e26274
des	w1_d212e26279
Marschalls	w3_d212e26282
de	w5_d212e26285
Camp,	w7_d212e26288
Hrn.	w9_d212e26291
von	w11_d212e26294
Monty	w13_d212e26298
waren	w1_d212e26303
beorderet,	w3_d212e26306
die	w5_d212e26309
Brücken	w7_d212e26312
zu	w9_d212e26315
schlagen,	w11_d212e26318
deren	w1_d212e26324
Verfertigung	w3_d212e26327
der	w5_d212e26330
Marquis	w7_d212e26333
von	w9_d212e26336
Ville	w11_d212e26339
mur	w1_d212e26344
mit	w3_d212e26347
seinem	w5_d212e26350
Corps	w7_d212e26353
bedecken	w9_d212e26356
sollte,	w11_d212e26359
unter	w13_d212e26363
dessen,	w1_d212e26368
daß	w3_d212e26371
die	w5_d212e26374
erste	w7_d212e26377
Linie	w9_d212e26380
am	w11_d212e26383
Ufer	w13_d212e26387
der	w15_d212e26390
Al	w17_d212e26393
</p>
<p id="p16_d212e26396">
ler	w1_d212e26400
in	w3_d212e26403
Bataille	w5_d212e26406
zwischen	w7_d212e26409
Offensee	w9_d212e26412
und	w11_d212e26415
Schwa	w13_d212e26419
chenhausen	w1_d212e26424
stehen	w3_d212e26427
bleiben	w5_d212e26430
sollte.	w7_d212e26433
Da	w9_d212e26436
alle	w11_d212e26439
Dispositionen	w1_d212e26444
den	w3_d212e26447
Ausgang	w5_d212e26450
hatten,	w7_d212e26453
den	w9_d212e26456
man	w1_d212e26462
von	w3_d212e26465
einer	w5_d212e26468
solchen	w7_d212e26471
sowol	w9_d212e26474
vereinigten	w11_d212e26477
Operationen	w1_d212e26482
erwarten	w3_d212e26485
konnte;	w5_d212e26488
so	w7_d212e26491
ware	w9_d212e26494
die	w11_d212e26497
Armee	w1_d212e26502
im	w3_d212e26505
Stande,	w5_d212e26508
des	w7_d212e26511
Morgens	w9_d212e26514
um	w11_d212e26517
8.	w13_d212e26521
Uhr	w1_d212e26526
aufzubrechen.	w3_d212e26529
Um	w5_d212e26532
Mitternacht	w7_d212e26535
brach	w9_d212e26538
der	w1_d212e26544
Marschall	w3_d212e26547
von	w5_d212e26550
Richelizu	w7_d212e26553
mit,	w9_d212e26556
dem	w11_d212e26559
Ekat=major	w1_d212e26564
nach	w3_d212e26567
Schwachenhausen	w5_d212e26570
auf,	w7_d212e26573
und	w1_d212e26578
erfuhr	w3_d212e26581
bey	w5_d212e26584
dem	w7_d212e26587
Anbruch	w9_d212e26590
des	w11_d212e26593
Tages,	w13_d212e26597
daß	w15_d212e26600
die	w1_d212e26605
Attaquen	w3_d212e26608
des	w5_d212e26611
linken	w7_d212e26614
Flügels	w9_d212e26617
nur	w11_d212e26620
sehr	w13_d212e26624
we	w15_d212e26627
nig	w1_d212e26633
Widerstand	w3_d212e26636
bey	w5_d212e26639
ihrem	w7_d212e26642
Aufbruch	w9_d212e26645
gefunden	w11_d212e26648
hatten,	w1_d212e26653
und	w3_d212e26656
bis	w5_d212e26659
in	w7_d212e26662
das	w9_d212e26665
feindliche	w11_d212e26668
Lager	w13_d212e26672
ge	w15_d212e26675
drungen	w1_d212e26680
waren,	w3_d212e26683
welches	w5_d212e26686
man	w7_d212e26689
verlassen	w9_d212e26692
ge	w11_d212e26695
funden:	w1_d212e26700
dann	w3_d212e26703
der	w5_d212e26706
Feind	w7_d212e26709
hatte	w9_d212e26712
es	w11_d212e26715
während	w13_d212e26719
der	w1_d212e26725
Nacht	w3_d212e26728
verlassen,	w5_d212e26731
und	w7_d212e26734
seinen	w9_d212e26737
Zurück=zug	w11_d212e26740
durch	w1_d212e26745
verschiedene	w3_d212e26748
Bewegungen	w5_d212e26751
angezeiget,	w7_d212e26754
die	w1_d212e26759
man	w3_d212e26762
ihn	w5_d212e26765
von	w7_d212e26768
der	w9_d212e26771
Seite	w11_d212e26774
von	w13_d212e26778
Winsen	w15_d212e26781
hat	w17_d212e26784
te	w1_d212e26789
machen	w3_d212e26792
sehen.	w5_d212e26795
Sobald	w7_d212e26798
der	w9_d212e26801
Marschall	w11_d212e26804
die	w13_d212e26808
se	w1_d212e26814
Nachricht	w3_d212e26817
erhalten	w5_d212e26820
hatte,	w7_d212e26823
so	w9_d212e26826
befahl	w11_d212e26829
er,	w13_d212e26833
daß	w1_d212e26838
alle	w3_d212e26841
Deraschements,	w5_d212e26844
soviel	w7_d212e26847
die	w9_d212e26850
starken	w11_d212e26853
Strapazen	w1_d212e26858
des	w3_d212e26861
vorigen	w5_d212e26864
Tages	w7_d212e26867
und	w9_d212e26870
die	w11_d212e26873
Stren	w13_d212e26877
ge	w1_d212e26882
des	w3_d212e26885
Wetters	w5_d212e26888
erlaubeten,	w7_d212e26891
marschiren,	w9_d212e26894
und	w11_d212e26897
den	w1_d212e26903
Feind	w3_d212e26906
verfolgen	w5_d212e26909
sollten.	w7_d212e26912
Wir	w9_d212e26915
haben	w11_d212e26918
bis	w13_d212e26922
jetzo	w1_d212e26927
590.	w3_d212e26930
Gefangene	w5_d212e26933
gemacht,	w7_d212e26936
und	w9_d212e26939
alle	w11_d212e26942
die	w13_d212e26946
man	w1_d212e26951
auf	w3_d212e26954
ihrer	w5_d212e26957
übereilten	w7_d212e26960
Flucht	w9_d212e26963
erreichen	w11_d212e26966
könn	w13_d212e26970
te.	w1_d212e26975
Wir	w3_d212e26978
haben	w5_d212e26981
nicht	w7_d212e26984
mehr,	w9_d212e26987
als	w11_d212e26990
ungefähr	w13_d212e26994
22.	w15_d212e26997
Mann,	w1_d212e27003
verloren.	w3_d212e27006
Ueber	w5_d212e27009
dem	w7_d212e27012
seynd	w9_d212e27015
uns	w11_d212e27018
auch	w13_d212e27022
viele	w1_d212e27027
Proviant	w3_d212e27030
und	w5_d212e27033
Bagage=wägen	w7_d212e27036
in	w9_d212e27039
die	w11_d212e27042
Hände	w1_d212e27047
gefallen.	w3_d212e27050
Die	w5_d212e27053
Feinde	w7_d212e27056
setzen	w9_d212e27059
ihren	w11_d212e27062
Ruck=marsch	w1_d212e27067
nach	w3_d212e27070
Lüneburg	w5_d212e27073
auf	w7_d212e27076
dem	w9_d212e27079
Weege	w11_d212e27082
fort,	w1_d212e27088
den	w3_d212e27091
sie	w5_d212e27094
nahmen,	w7_d212e27097
als	w9_d212e27100
sie	w11_d212e27103
nach	w13_d212e27107
Zelle	w15_d212e27110
giengen.	w1_d212e27115
Den	w3_d212e27118
25sten	w5_d212e27121
gegen	w7_d212e27124
Abend,	w9_d212e27127
ist	w11_d212e27130
der	w13_d212e27134
Marschall	w1_d212e27139
wieder	w3_d212e27142
nach	w5_d212e27145
Zelle	w7_d212e27148
gekehret,	w9_d212e27151
wo	w11_d212e27154
er	w1_d212e27159
sein	w3_d212e27162
Haupt=quartier	w5_d212e27165
errichtet	w7_d212e27168
hat.	w9_d212e27171
Sein	w11_d212e27174
Lager	w1_d212e27180
hat	w3_d212e27183
er	w5_d212e27186
an	w7_d212e27189
eben	w9_d212e27192
dem	w11_d212e27195
Ort	w13_d212e27199
aufgeschlagen,	w15_d212e27202
welchen	w1_d212e27207
noch	w3_d212e27210
die	w5_d212e27213
Armee	w7_d212e27216
des	w9_d212e27219
Prinzens	w11_d212e27222
Ferdi	w13_d212e27226
nand	w1_d212e27231
inne	w3_d212e27234
hatte.	w5_d212e27237
Die	w7_d212e27240
Volontairs	w9_d212e27243
von	w11_d212e27246
Flan	w13_d212e27250
dern,	w1_d212e27255
welche	w3_d212e27258
rechter	w5_d212e27261
Hand	w7_d212e27264
den	w9_d212e27267
Feind	w11_d212e27270
verfol	w13_d212e27274
get	w1_d212e27280
hatten,	w3_d212e27283
haben	w5_d212e27286
250.	w7_d212e27289
Pferde,	w9_d212e27292
und	w11_d212e27295
viele	w13_d212e27299
mit	w1_d212e27304
Equipage,	w3_d212e27307
Provision	w5_d212e27310
und	w7_d212e27313
Gerrätschaft	w9_d212e27316
zu	w1_d212e27321
Pontons	w3_d212e27324
beladene	w5_d212e27327
Wägen	w7_d212e27330
bekommen.	w9_d212e27333
</p>
<head id="h2_d212e27339">
Wien	w1_d212e27343
21.	w3_d212e27346
Januar.	w5_d212e27349
</head>
<p id="p4_d212e27352">
Dieser	w1_d212e27356
Tagen	w3_d212e27359
ist	w5_d212e27362
allhier	w7_d212e27365
folgende	w9_d212e27368
Publica	w11_d212e27371
tion	w1_d212e27376
sowol	w3_d212e27379
an	w5_d212e27382
denen	w7_d212e27385
Stadt=thören,	w9_d212e27388
als	w11_d212e27391
allen	w13_d212e27395
sonst	w1_d212e27400
gewöhnlichen	w3_d212e27403
Orten	w5_d212e27406
offentlich	w7_d212e27409
ange	w9_d212e27412
schlagen	w1_d212e27418
worden.	w3_d212e27421
</p>
<p id="p10_d212e27434">
Von	w1_d212e27438
der	w3_d212e27441
Kaiserl.	w5_d212e27444
Königl.	w7_d212e27447
N.	w9_d212e27450
Oe.	w11_d212e27453
Repräsen	w13_d212e27457
tation	w1_d212e27462
und	w3_d212e27465
Cammer	w5_d212e27468
wegen	w7_d212e27471
denen	w9_d212e27474
hierländi	w11_d212e27477
gen	w1_d212e27482
Kaiserl.	w3_d212e27485
Königl.	w5_d212e27488
Kreiß=ämtern,	w7_d212e27491
Stadt	w9_d212e27494
MarktDorf	w1_d212e27500
und	w3_d212e27503
Grund=obrigkeiten,	w5_d212e27506
wie	w7_d212e27509
auch	w1_d212e27514
sonsten	w3_d212e27517
jedermänniglich,	w5_d212e27520
besonders	w7_d212e27523
aber	w9_d212e27526
jenen	w1_d212e27531
Landes=inwohnern,	w3_d212e27534
welche	w5_d212e27537
Kaiserl.	w7_d212e27540
Königl.	w1_d212e27545
Kriegs=dienste	w3_d212e27548
anzunehmen	w5_d212e27551
sich	w7_d212e27554
ent	w9_d212e27557
schliessen	w1_d212e27563
wollen,	w3_d212e27566
hiemit	w5_d212e27569
anzufügen:	w7_d212e27572
</p>
<p id="p12_d212e27576">
Es	w1_d212e27580
haben	w3_d212e27583
Jhre	w5_d212e27586
Kaiserl.	w7_d212e27589
Königl.	w9_d212e27592
Majestät	w11_d212e27595
Unsere	w1_d212e27600
aller=gnädigste	w3_d212e27603
Erb=landes=fürstin	w5_d212e27606
und	w7_d212e27609
Frau	w1_d212e27614
/	w3_d212e27617
vermög	w5_d212e27620
der	w7_d212e27623
unterm	w9_d212e27626
11.	w11_d212e27629
dieses	w13_d212e27633
Monats	w15_d212e27636
Jenner	w1_d212e27642
geschöpften	w3_d212e27645
aller=höchsten	w5_d212e27648
Resolution	w7_d212e27651
aller=mildest	w1_d212e27656
zu	w3_d212e27659
bewilligen	w5_d212e27662
geruhet,	w7_d212e27665
daß	w9_d212e27668
Dero	w11_d212e27671
sammentliche	w1_d212e27676
sowol	w3_d212e27679
Jnfanterie	w5_d212e27682
als	w7_d212e27685
Cavalle	w9_d212e27688
rie=regimenter	w1_d212e27693
in	w3_d212e27696
denen	w5_d212e27699
Oesterreichisch	w7_d212e27702
wie	w9_d212e27705
auch	w1_d212e27711
Böheimisch	w3_d212e27714
und	w5_d212e27717
Mährischen	w7_d212e27720
Erblan	w9_d212e27723
den	w1_d212e27728
die	w3_d212e27731
sich	w5_d212e27734
anmeldende	w7_d212e27737
taugliche	w9_d212e27740
Leute	w11_d212e27743
mit	w13_d212e27747
telst	w1_d212e27752
Capitulation	w3_d212e27755
auf	w5_d212e27758
die	w7_d212e27761
Zeit	w9_d212e27764
des	w11_d212e27767
vordauren	w13_d212e27771
den	w1_d212e27776
Kriegs,	w3_d212e27779
jedoch	w5_d212e27782
in	w7_d212e27785
letzteren	w9_d212e27788
beeden	w11_d212e27791
Landen	w13_d212e27795
keine	w1_d212e27801
andere,	w3_d212e27804
als	w5_d212e27807
welche	w7_d212e27810
Teutsche,	w9_d212e27813
oder	w11_d212e27816
doch	w13_d212e27820
dieser	w1_d212e27825
Sprach	w3_d212e27828
wol	w5_d212e27831
kündig	w7_d212e27834
seynd,	w9_d212e27837
zu	w11_d212e27840
Diensten	w13_d212e27844
anwerben	w1_d212e27849
können,	w3_d212e27852
und	w5_d212e27855
ihnen	w7_d212e27858
hiebey	w9_d212e27861
die	w11_d212e27864
Hof	w13_d212e27868
nung	w1_d212e27873
zu	w3_d212e27876
geben	w5_d212e27879
seye,	w7_d212e27882
daß	w9_d212e27885
sie,	w11_d212e27888
nach	w13_d212e27892
Maaß	w15_d212e27895
ihrer	w17_d212e27898
Anlassung	w1_d212e27904
in	w3_d212e27907
dem	w5_d212e27910
Kriegs=dienst,	w7_d212e27913
und	w9_d212e27916
deren	w11_d212e27919
sonst	w1_d212e27924
habenden	w3_d212e27927
Eigenschaften	w5_d212e27930
zu	w7_d212e27933
Unteroffi	w9_d212e27936
ciers,	w1_d212e27941
oder	w3_d212e27944
auch	w5_d212e27947
noch	w7_d212e27950
weiters	w9_d212e27953
mit	w11_d212e27956
der	w13_d212e27960
Zeit	w15_d212e27963
wur	w17_d212e27966
den	w1_d212e27971
avanciret	w3_d212e27974
werden.	w5_d212e27977
</p>
<p id="p14_d212e27980">
Und	w1_d212e27984
gleichwie	w3_d212e27987
durch	w5_d212e27990
den	w7_d212e27993
Kaiserl.	w9_d212e27996
Königl.	w11_d212e27999
Hof=kriegs=raht	w1_d212e28004
hierwegen	w3_d212e28007
an	w5_d212e28010
seine	w7_d212e28013
Behörde	w9_d212e28016
das	w1_d212e28021
Erforderliche	w3_d212e28024
bereits	w5_d212e28027
verfüget	w7_d212e28030
worden	w9_d212e28033
ist	w11_d212e28036
also	w1_d212e28042
haben	w3_d212e28045
Allerhöchst=gedacht	w5_d212e28048
Jhre	w7_d212e28051
Kaiserl.	w9_d212e28054
Königl.	w1_d212e28059
Majestät	w3_d212e28062
weiters	w5_d212e28065
aller=gnädigst	w7_d212e28068
an	w9_d212e28071
befohlen,	w1_d212e28076
daß	w3_d212e28079
auch	w5_d212e28082
von	w7_d212e28085
Seiten	w9_d212e28088
des	w11_d212e28091
Civilis	w13_d212e28095
auf	w15_d212e28098
derley	w1_d212e28103
Capitulanten,	w3_d212e28106
wann	w5_d212e28109
solche	w7_d212e28112
nach	w9_d212e28115
geen	w11_d212e28118
digtem	w1_d212e28124
Krieg	w3_d212e28127
nicht	w5_d212e28130
mehr	w7_d212e28133
in	w9_d212e28136
Militar=diensten	w11_d212e28139
verbleiben,	w1_d212e28144
sondern	w3_d212e28147
sich	w5_d212e28150
irgendswo	w7_d212e28153
ansäßig	w9_d212e28156
machen	w1_d212e28161
wolten,	w3_d212e28164
vor	w5_d212e28167
anderen	w7_d212e28170
reflectiret,	w9_d212e28173
und	w1_d212e28178
dieselbe	w3_d212e28181
nach	w5_d212e28184
Maß	w7_d212e28187
ihrer	w9_d212e28190
besitzenden	w11_d212e28193
senschaft,	w1_d212e28199
oder	w3_d212e28202
erlernten	w5_d212e28205
Kunst,	w7_d212e28208
Profeßion,	w9_d212e28211
oder	w11_d212e28214
Hand=werk	w1_d212e28219
auf	w3_d212e28222
ihr	w5_d212e28225
allmaliges	w7_d212e28228
Ansuchen	w9_d212e28231
bey	w11_d212e28234
sich	w1_d212e28239
ereignenden	w3_d212e28242
Aperturen	w5_d212e28245
vorzüglichen	w7_d212e28248
unter	w9_d212e28251
gebracht,	w1_d212e28256
oder	w3_d212e28259
zum	w5_d212e28262
Burger=recht,	w7_d212e28265
und	w9_d212e28268
Mei	w11_d212e28271
sterschaften	w1_d212e28277
beförderet	w3_d212e28280
werden	w5_d212e28283
sollen.	w7_d212e28286
</p>
<p id="p16_d212e28289">
Welch	w1_d212e28293
allerhöchste	w3_d212e28296
Entschliessung	w5_d212e28299
demnach	w7_d212e28302
Eingangs	w1_d212e28307
ernannten	w3_d212e28310
hierländigen	w5_d212e28313
Kaiserl.	w7_d212e28316
Königl.	w1_d212e28321
Kreiß=ämtern,	w3_d212e28324
StadtMarktDorf	w5_d212e28327
und	w1_d212e28333
Grund=obrigkeiten	w3_d212e28336
zur	w5_d212e28339
genauen	w7_d212e28342
Darob	w9_d212e28345
</p>
<p id="p18_d212e28348">
haltung,	w1_d212e28352
all=übrigen	w3_d212e28355
Landes=inwohnern	w5_d212e28358
aber,	w7_d212e28361
und	w1_d212e28366
zuvorderist	w3_d212e28369
jenen,	w5_d212e28372
welche	w7_d212e28375
in	w9_d212e28378
Kaiserl.	w11_d212e28381
Kö	w13_d212e28385
nigl.	w1_d212e28390
Kriegs=dienste	w3_d212e28393
zu	w5_d212e28396
tretten	w7_d212e28399
Willens	w9_d212e28402
seynd,	w11_d212e28405
zur	w1_d212e28411
guten	w3_d212e28414
Nachricht	w5_d212e28417
und	w7_d212e28420
ihrer	w9_d212e28423
Versicherung,	w11_d212e28426
hierdurch	w1_d212e28431
kund	w3_d212e28434
gemacht	w5_d212e28437
wird.	w7_d212e28440
</p>
<p id="p20_d212e28443">
Johann	w1_d212e28447
Joseph	w3_d212e28450
Freyherr	w5_d212e28453
von	w7_d212e28456
Mannagetta,	w1_d212e28461
und	w3_d212e28464
Lerchenau.	w5_d212e28467
</p>
<head id="h2_d212e28473">
Johann	w1_d212e28477
Leopold	w3_d212e28480
E.	w5_d212e28483
H.	w7_d212e28486
von	w9_d212e28489
Schick.	w11_d212e28492
Thaddäus	w1_d212e28497
Edler	w3_d212e28500
von	w5_d212e28503
Spaun.	w7_d212e28506
</head>
<p id="p4_d212e28509">
Es	w1_d212e28513
wird	w3_d212e28516
dem	w5_d212e28519
Publico	w7_d212e28522
hiemit	w9_d212e28525
zu	w11_d212e28528
wissen	w13_d212e28532
ge	w15_d212e28535
macht,	w1_d212e28540
wie	w3_d212e28543
daß	w5_d212e28546
den	w7_d212e28549
27.	w9_d212e28552
Febr.	w11_d212e28555
dies	w13_d212e28559
lauffen	w15_d212e28562
den	w1_d212e28567
1758.	w3_d212e28570
Jahrs	w5_d212e28573
der	w7_d212e28576
Kramreiterische	w9_d212e28579
zu	w11_d212e28582
Pellendorf	w1_d212e28588
unweit	w3_d212e28591
Lanzendorf	w5_d212e28594
ligende	w7_d212e28597
ganz	w9_d212e28600
und	w1_d212e28605
ein	w3_d212e28608
viertel	w5_d212e28611
Lehen=hof	w7_d212e28614
samt	w9_d212e28617
dem	w11_d212e28620
darzu	w13_d212e28624
gehörigen	w1_d212e28629
Haus,	w3_d212e28632
und	w5_d212e28635
Uberländ	w7_d212e28638
Grund=stücken	w9_d212e28641
licitando	w1_d212e28646
werde	w3_d212e28649
verkauft	w5_d212e28652
werden,	w7_d212e28655
wer	w9_d212e28658
nun	w11_d212e28661
also	w13_d212e28665
solche	w1_d212e28671
gute	w3_d212e28674
Wirtschaft	w5_d212e28677
käuflichen	w7_d212e28680
an	w9_d212e28683
sich	w11_d212e28686
zu	w13_d212e28690
bringen	w1_d212e28695
gedenket,	w3_d212e28698
wird	w5_d212e28701
auf	w7_d212e28704
obigen	w9_d212e28707
Tag	w11_d212e28710
früh	w13_d212e28714
um	w1_d212e28719
9.	w3_d212e28722
Uhr	w5_d212e28725
in	w7_d212e28728
der	w9_d212e28731
Graf	w11_d212e28734
Gatterburgischen	w13_d212e28738
Herr	w15_d212e28741
schafts=canzley	w1_d212e28746
zu	w3_d212e28749
Zwölfäxing	w5_d212e28752
zu	w7_d212e28755
erscheinen	w9_d212e28758
sich	w1_d212e28764
belieben	w3_d212e28767
lassen.	w5_d212e28770
</p>
<p id="p6_d212e28773">
Den	w1_d212e28777
31ten	w3_d212e28780
dieses	w5_d212e28783
Monats	w7_d212e28786
Jan.	w9_d212e28789
Nachmit	w11_d212e28792
tags	w1_d212e28797
um	w3_d212e28800
2.	w5_d212e28803
Uhr	w7_d212e28806
wird	w9_d212e28809
in	w11_d212e28812
dem	w13_d212e28816
Dorotheerhof	w15_d212e28819
in	w17_d212e28822
der	w1_d212e28827
Wohnung	w3_d212e28830
des	w5_d212e28833
Herrn	w7_d212e28836
Fellner	w9_d212e28839
als	w11_d212e28842
Closter	w13_d212e28846
Michael	w1_d212e28852
Bayerischen	w3_d212e28855
Grund=buch=handlers	w5_d212e28858
im	w7_d212e28861
2ten	w1_d212e28866
Stock	w3_d212e28869
die	w5_d212e28872
zu	w7_d212e28875
Währing	w9_d212e28878
nächst	w11_d212e28881
Wien	w13_d212e28885
ge	w15_d212e28888
legene	w1_d212e28893
Rebellische	w3_d212e28896
Behausung	w5_d212e28899
samt	w7_d212e28902
Garten,	w9_d212e28905
6.	w1_d212e28910
Zimmer	w3_d212e28913
in	w5_d212e28916
dem	w7_d212e28919
ersten	w9_d212e28922
Stock,	w11_d212e28925
dann	w13_d212e28929
8.	w15_d212e28932
Hol	w17_d212e28935
den=wohnungen,	w1_d212e28941
Mayr=hof,	w3_d212e28944
und	w5_d212e28947
19.	w7_d212e28950
Joch	w9_d212e28953
Aecker	w1_d212e28958
