<doc id="wr_1757-04-30" attrs="word" year="1757" month="04" day="30" corpus="2">
<head id="h2_d139e3473">
Philadelphia	w1_d139e3477
Hochberg	w5_d139e25148
gewest	w7_d139e25151
Kaiserl.	w9_d139e25154
Kön.	w11_d139e25157
Obristen,	w1_d139e25162
und	w3_d139e25165
des	w5_d139e25168
Löbl.	w7_d139e25171
Hessen=darmstättischen	w9_d139e25174
Dragoner=regiments	w1_d139e25179
Commendantens	w3_d139e25182
seel	w5_d139e25185
Verlassenschaft	w1_d139e25191
einige	w3_d139e25194
Sprüch,	w5_d139e25197
und	w7_d139e25200
Anforde	w9_d139e25203
rung	w1_d139e25208
haben,	w3_d139e25211
oder	w5_d139e25214
zu	w7_d139e25217
machen	w9_d139e25220
vermeinen,	w11_d139e25223
den	w13_d139e25227
3.	w1_d139e25232
August	w3_d139e25235
innlebenden	w5_d139e25238
Jahrs,	w7_d139e25241
in	w9_d139e25244
dasiger	w11_d139e25247
Canz	w13_d139e25251
ley	w1_d139e25256
auf	w3_d139e25259
der	w5_d139e25262
Sailer=stadt	w7_d139e25265
in	w9_d139e25268
der	w11_d139e25271
sogenannten	w13_d139e25275
Holler=stauden,	w1_d139e25281
Fruh	w3_d139e25284
um	w5_d139e25287
9.	w7_d139e25290
Uhr	w9_d139e25293
sub	w11_d139e25296
clau-	w13_d139e25300
sula	w1_d139e25305
perpetui	w3_d139e25308
silentii	w5_d139e25311
pro	w7_d139e25314
1mo	w9_d139e25317
2do	w11_d139e25320
&	w13_d139e25324
3tio	w15_d139e25327
Terinino	w1_d139e25332
zu	w3_d139e25335
erscheinen,	w5_d139e25338
ihre	w7_d139e25341
Sprüch	w9_d139e25344
anzu	w11_d139e25347
melden,	w1_d139e25352
auch	w3_d139e25355
behörig	w5_d139e25358
zu	w7_d139e25361
liquidiren.	w9_d139e25364
</p>
<p id="p30_d139e25367">
Den	w1_d139e25371
13.	w3_d139e25374
künftigen	w5_d139e25377
Monats	w7_d139e25380
Junii,	w9_d139e25383
und	w11_d139e25386
nachfolgende	w1_d139e25391
Täge	w3_d139e25394
Fruhe	w5_d139e25397
von	w7_d139e25400
9.	w9_d139e25403
bis	w11_d139e25406
12.	w13_d139e25410
Uhr	w15_d139e25413
und	w1_d139e25418
Nachmittag	w3_d139e25421
von	w5_d139e25424
3.	w7_d139e25427
bis	w9_d139e25430
6.	w11_d139e25433
Uhr	w13_d139e25437
werden	w15_d139e25440
in	w17_d139e25443
des	w1_d139e25449
verstorbenen	w3_d139e25452
Kaiserl.	w5_d139e25455
Königl.	w7_d139e25458
Hofmathe	w9_d139e25461
matici	w1_d139e25466
Herren	w3_d139e25469
von	w5_d139e25472
Marinoni	w7_d139e25475
seel.	w9_d139e25478
auf	w11_d139e25481
der	w13_d139e25485
Mölkerl=bastey	w1_d139e25490
ligenden	w3_d139e25493
Verlassenschafts	w5_d139e25496
haus	w1_d139e25501
die	w3_d139e25504
ruckgebliebene	w5_d139e25507
sammentliche	w7_d139e25510
Mathe	w9_d139e25513
matische	w1_d139e25519
Jnstrumenten	w3_d139e25522
und	w5_d139e25525
Maschinen,	w7_d139e25528
wie	w9_d139e25531
auch	w1_d139e25536
verschiedene	w3_d139e25539
Einrichtungen	w5_d139e25542
dem	w7_d139e25545
Meist	w9_d139e25548
bietenden	w1_d139e25553
verkauffet	w3_d139e25556
werden.	w5_d139e25559
</p>
<p id="p36_d139e25573">
AVERTISSEMENT.	w1_d139e25577
Es	w1_d139e25582
dienet	w3_d139e25585
hiemit	w5_d139e25588
dem	w7_d139e25591
Publico	w9_d139e25594
zur	w11_d139e25597
Nach	w13_d139e25601
richt,	w1_d139e25606
daß	w3_d139e25609
in	w5_d139e25612
Linz	w7_d139e25615
bey	w9_d139e25618
dem	w11_d139e25621
Burgerlichen	w13_d139e25625
Buch	w15_d139e25628
druckern	w1_d139e25634
Hrn.	w3_d139e25637
Auinger,	w5_d139e25640
in	w7_d139e25643
St.	w9_d139e25646
Pölten	w11_d139e25649
bey	w13_d139e25653
dem	w15_d139e25656
Burgerlichen	w1_d139e25661
Buchbindern	w3_d139e25664
Hrn.	w5_d139e25667
Fuhrman	w7_d139e25670
in	w1_d139e25675
Stein	w3_d139e25678
bey	w5_d139e25681
Hrn.	w7_d139e25684
Joseph	w9_d139e25687
Obermann,	w11_d139e25690
und	w13_d139e25694
in	w15_d139e25697
Wien	w1_d139e25702
bey	w3_d139e25705
dem	w5_d139e25708
Verleger	w7_d139e25711
des	w9_d139e25714
Wienerischen	w11_d139e25717
Dia	w13_d139e25721
rii	w1_d139e25727
nicht	w3_d139e25730
nur	w5_d139e25733
das	w7_d139e25736
Tractatl,	w9_d139e25739
oder	w11_d139e25742
Unterrich	w13_d139e25746
von	w1_d139e25751
dem	w3_d139e25754
unter	w5_d139e25757
der	w7_d139e25760
Gräfl.	w9_d139e25763
Grundemannischen	w11_d139e25766
Herrschaft	w1_d139e25771
Waldenfels	w3_d139e25774
in	w5_d139e25777
Ober=österreich	w7_d139e25780
entspringenden	w1_d139e25785
Gesundheits	w3_d139e25788
oder	w5_d139e25791
sogenann	w7_d139e25794
ten	w1_d139e25800
Riendl=wasser,	w3_d139e25803
in	w5_d139e25806
der	w7_d139e25809
nunmehrigzwey	w9_d139e25812
ten	w1_d139e25817
Auflag,	w3_d139e25820
und	w5_d139e25823
zwar	w7_d139e25826
ein	w9_d139e25829
Exemplar	w11_d139e25832
per	w13_d139e25836
5.	w15_d139e25839
kr.	w17_d139e25842
sondern	w1_d139e25847
auch	w3_d139e25850
ein	w5_d139e25853
Extra=blat,	w7_d139e25856
oder	w9_d139e25859
so	w11_d139e25862
betitult	w13_d139e25866
nachrichtliche	w1_d139e25871
Anzeige	w3_d139e25874
zu	w5_d139e25877
Behuf,	w7_d139e25880
und	w9_d139e25883
Wissen	w11_d139e25886
schaft	w1_d139e25892
derer	w3_d139e25895
jenigen,	w5_d139e25898
so	w7_d139e25901
sich	w9_d139e25904
bereits	w11_d139e25907
mit	w13_d139e25911
denen	w15_d139e25914
Tractateln	w1_d139e25919
über	w3_d139e25922
vorberührtes	w5_d139e25925
Riendl=wasser	w7_d139e25928
von	w1_d139e25933
der	w3_d139e25936
ersten	w5_d139e25939
Auflag	w7_d139e25942
versehen	w9_d139e25945
befinden,	w11_d139e25948
und	w13_d139e25952
zwar	w1_d139e25957
jedes	w3_d139e25960
Stuck	w5_d139e25963
sothanen	w7_d139e25966
Extra=blats	w9_d139e25969
per	w11_d139e25972
1.	w13_d139e25976
kr.	w1_d139e25982
zu	w3_d139e25985
erlangen	w5_d139e25988
seye:	w7_d139e25991
Gestalten	w9_d139e25994
sowol	w11_d139e25997
aus	w13_d139e26001
die	w15_d139e26004
sem,	w1_d139e26009
als	w3_d139e26012
aus	w5_d139e26015
dem	w7_d139e26018
Tractatl	w9_d139e26021
selbst	w11_d139e26024
zu	w13_d139e26028
ersehen	w15_d139e26031
seyn	w17_d139e26034
wird,	w1_d139e26039
an	w3_d139e26042
welchen	w5_d139e26045
Orten,	w7_d139e26048
oder	w9_d139e26051
benanntlichen	w11_d139e26054
bey	w1_d139e26059
weme	w3_d139e26062
sowol	w5_d139e26065
in	w7_d139e26068
Linz,	w9_d139e26071
als	w11_d139e26074
auch	w13_d139e26078
in	w15_d139e26081
Stein,	w17_d139e26084
St.	w1_d139e26090
Pölten,	w3_d139e26093
und	w5_d139e26096
Wien	w7_d139e26099
erwehntes	w9_d139e26102
Riendl	w11_d139e26105
wasser	w1_d139e26110
in	w3_d139e26113
dreyerley	w5_d139e26116
Gattungen,	w7_d139e26119
somit	w9_d139e26122
in	w11_d139e26125
unterschiedenbillich	w1_d139e26130
und	w3_d139e26133
leidentlichen	w5_d139e26136
Preiß	w7_d139e26139
von	w1_d139e26144
jenen	w3_d139e26147
(die	w5_d139e26150
sich	w7_d139e26153
dieses	w9_d139e26156
Gesund=wassers	w11_d139e26159
welches	w1_d139e26165
in	w3_d139e26168
zerschiedenen	w5_d139e26171
inn	w7_d139e26174
und	w9_d139e26177
äusserlichen	w11_d139e26180
Zuständen,	w1_d139e26185
sonderheitlich	w3_d139e26188
in	w5_d139e26191
der	w7_d139e26194
blind	w9_d139e26197
und	w11_d139e26200
fliessend=goldenen	w1_d139e26205
Ader,	w3_d139e26208
Verstopfungen,	w5_d139e26211
hy	w7_d139e26214
pocondrischen	w1_d139e26219
Zufällen,	w3_d139e26222
und	w5_d139e26225
vielfältig=anderen	w7_d139e26228
Gebrechlichkeiten	w1_d139e26234
wunderbarliche	w3_d139e26237
Proben	w5_d139e26240
ab	w7_d139e26243
geleget,	w1_d139e26248
zu	w3_d139e26251
gebrauchen	w5_d139e26254
Belieben	w7_d139e26257
tragen)	w9_d139e26260
jedes	w11_d139e26263
mal	w1_d139e26268
erlanget	w3_d139e26271
werden	w5_d139e26274
möge.	w7_d139e26277
</p>
<p id="p38_d139e26280">
Den	w1_d139e26284
9ten	w3_d139e26287
nächst=künftigen	w5_d139e26290
Mayemonats	w7_d139e26293
Fruhe	w1_d139e26298
um	w3_d139e26301
9.	w5_d139e26304
Uhr	w7_d139e26307
wird	w9_d139e26310
auf	w11_d139e26313
dem	w13_d139e26317
allhiesigen	w15_d139e26320
Raht=haus	w1_d139e26325
das	w3_d139e26328
Oberlinische	w5_d139e26331
in	w7_d139e26334
der	w9_d139e26337
Stadt	w11_d139e26340
am	w1_d139e26346
alten	w3_d139e26349
Bauren=markt	w5_d139e26352
ligend	w7_d139e26355
und	w9_d139e26358
zum	w11_d139e26361
blauen	w1_d139e26366
Herrgott	w3_d139e26369
genannte	w5_d139e26372
Haus	w7_d139e26375
licitiret,	w9_d139e26378
und	w1_d139e26383
an	w3_d139e26386
den	w5_d139e26389
Meistbietenden	w7_d139e26392
verkauffet	w9_d139e26395
werden.	w11_d139e26398
</p>
<p id="p40_d139e26401">
NB.	w1_d139e26405
Es	w3_d139e26408
wird	w5_d139e26411
in	w7_d139e26414
dem	w9_d139e26417
Lands=fürstl.	w11_d139e26420
Markt	w13_d139e26424
Mödling,	w1_d139e26429
weil.	w3_d139e26432
Hrn.	w5_d139e26435
Franz	w7_d139e26438
Kroygers,	w9_d139e26441
ge	w11_d139e26444
westen	w1_d139e26449
Salz=verschleissers	w3_d139e26452
daselbst	w5_d139e26455
hinter	w7_d139e26458
lassenes	w1_d139e26464
Haus,	w3_d139e26467
bestehend	w5_d139e26470
in	w7_d139e26473
13.	w9_d139e26476
Zimmern,	w11_d139e26479
2.	w1_d139e26484
Stallungen	w3_d139e26487
auf	w5_d139e26490
16	w7_d139e26493
Pferd,	w9_d139e26496
3.	w11_d139e26499
Kucheln,	w13_d139e26503
2.	w1_d139e26508
Keller,	w3_d139e26511
2.	w5_d139e26514
Gärten,	w7_d139e26517
einer	w9_d139e26520
grossen	w11_d139e26523
Preß	w13_d139e26527
nebst	w1_d139e26532
1752.	w3_d139e26535
1753.	w5_d139e26538
1754.	w7_d139e26541
1755.	w9_d139e26544
1756.	w11_d139e26547
Wein	w13_d139e26551
wie	w1_d139e26557
auch	w3_d139e26560
leere	w5_d139e26563
Fässer	w7_d139e26566
mit	w9_d139e26569
eisernen	w11_d139e26572
Banden	w13_d139e26576
verkauft.	w1_d139e26581
Wessentwegen	w3_d139e26584
sich	w5_d139e26587
in	w7_d139e26590
besagter	w9_d139e26593
Be	w11_d139e26596
hausung	w1_d139e26601
daselbst	w3_d139e26604
zu	w5_d139e26607
melden.	w7_d139e26610
</p>
<head id="h2_d139e26616">
EDICT.	w1_d139e26620
</head>
<p id="p4_d139e26623">
Jch	w1_d139e26627
Johann	w3_d139e26630
Wilhelm	w5_d139e26633
des	w7_d139e26636
Heil.	w9_d139e26639
Römischen	w11_d139e26642
Reichs	w1_d139e26647
Fürst	w3_d139e26650
Trautson,	w5_d139e26653
Graf	w7_d139e26656
zu	w9_d139e26659
Falkenstein,	w11_d139e26662
Ritter	w1_d139e26667
des	w3_d139e26670
goldenen	w5_d139e26673
Vliesses,	w7_d139e26676
der	w9_d139e26679
Römisch	w11_d139e26682
Kaiserl.	w1_d139e26688
Majestät	w3_d139e26691
würklich	w5_d139e26694
geheimer	w7_d139e26697
Raht	w9_d139e26700
Obrist=hof=meister,	w1_d139e26705
und	w3_d139e26708
Land=marschall	w5_d139e26711
in	w7_d139e26714
Oesterreich	w1_d139e26719
unter	w3_d139e26722
der	w5_d139e26725
Enß.	w7_d139e26728
Entbiete	w9_d139e26731
allen	w11_d139e26734
und	w1_d139e26739
jeden,	w3_d139e26742
weß	w5_d139e26745
Standes	w7_d139e26748
und	w9_d139e26751
Würden	w11_d139e26754
die	w13_d139e26758
seynd,	w1_d139e26764
der	w3_d139e26767
Gebühr	w5_d139e26770
nach,	w7_d139e26773
meinen	w9_d139e26776
respect.	w11_d139e26779
Dienst	w1_d139e26784
in	w3_d139e26787
guten	w5_d139e26790
Willen	w7_d139e26793
zuvor,	w9_d139e26796
und	w11_d139e26799
füg	w13_d139e26803
hiemit	w1_d139e26808
zu	w3_d139e26811
vernehmen.	w5_d139e26814
</p>
<p id="p6_d139e26817">
Demnach	w1_d139e26821
bey	w3_d139e26824
einer	w5_d139e26827
unterm	w7_d139e26830
12.	w9_d139e26833
dies	w11_d139e26836
Mo	w13_d139e26840
nats	w1_d139e26845
zwischen	w3_d139e26848
der	w5_d139e26851
Frauen	w7_d139e26854
Mariam	w9_d139e26857
Emeren	w11_d139e26860
tina,	w1_d139e26865
verwittibten	w3_d139e26868
von	w5_d139e26871
Schneid,	w7_d139e26874
dann	w9_d139e26877
dem	w11_d139e26880
Schneidischen	w1_d139e26886
Curatore	w3_d139e26889
ab	w5_d139e26892
lites,	w7_d139e26895
und	w9_d139e26898
dem	w11_d139e26901
Curatore	w1_d139e26906
Causä	w3_d139e26909
piä	w5_d139e26912
angeordnet	w7_d139e26915
gewesten,	w9_d139e26918
Erfoderung	w1_d139e26923
veranlasset	w3_d139e26926
worden,	w5_d139e26929
daß	w7_d139e26932
das	w9_d139e26935
Gut	w1_d139e26940
Stadersdorf	w3_d139e26943
über	w5_d139e26946
die	w7_d139e26949
gerichtlich	w9_d139e26952
vorge	w11_d139e26955
nommene	w1_d139e26961
Schätzung	w3_d139e26964
plus	w5_d139e26967
offerenti	w7_d139e26970
licitando	w9_d139e26973
verkauffet	w1_d139e26978
werden	w3_d139e26981
solle;	w5_d139e26984
hat	w7_d139e26987
wiederholte	w9_d139e26990
Frau	w11_d139e26993
Wittib	w1_d139e26998
von	w3_d139e27001
Schneid	w5_d139e27004
um	w7_d139e27007
Ausfertigungsauf	w9_d139e27010
lag	w1_d139e27015
eines	w3_d139e27018
gewöhnlichen	w5_d139e27021
Licitations=edicts	w7_d139e27024
an	w9_d139e27027
gelanget,	w1_d139e27033
und	w3_d139e27036
gebetten:	w5_d139e27039
wann	w7_d139e27042
nun	w9_d139e27045
hierinn	w11_d139e27048
fals	w1_d139e27053
verwilliget	w3_d139e27056
und	w5_d139e27059
zur	w7_d139e27062
Licitationstagsa	w9_d139e27065
tzung	w1_d139e27070
der	w3_d139e27073
13.	w5_d139e27076
Junii	w7_d139e27079
bestimmet	w9_d139e27082
worden	w11_d139e27085
ist.	w13_d139e27089
Als	w1_d139e27094
hat	w3_d139e27097
man	w5_d139e27100
ein	w7_d139e27103
solches	w9_d139e27106
hiemit	w11_d139e27109
zu	w13_d139e27113
dem	w15_d139e27116
Ende	w1_d139e27122
jedermänniglich	w3_d139e27125
kund	w5_d139e27128
machen	w7_d139e27131
wollen	w9_d139e27134
damit	w1_d139e27139
der	w3_d139e27142
oder	w5_d139e27145
diejenige,	w7_d139e27148
so	w9_d139e27151
obbemeldtes	w11_d139e27154
Gut	w13_d139e27158
Stadersdorf	w1_d139e27163
cum	w3_d139e27166
appertinentus	w5_d139e27169
käuflichen	w7_d139e27172
an	w1_d139e27177
sich	w3_d139e27180
zu	w5_d139e27183
bringen	w7_d139e27186
Willens	w9_d139e27189
seynd,	w11_d139e27192
an	w13_d139e27196
obbe	w15_d139e27199
stimmten	w1_d139e27205
Tag	w3_d139e27208
fruh	w5_d139e27211
um	w7_d139e27214
8.	w9_d139e27217
Uhr	w11_d139e27220
ad	w13_d139e27224
licitandum	w15_d139e27227
vor	w1_d139e27232
Gericht	w3_d139e27235
zu	w5_d139e27238
erscheinen	w7_d139e27241
wissen	w9_d139e27244
werden.	w11_d139e27247
Actum	w1_d139e27252
Wien	w3_d139e27255
den	w5_d139e27258
31.	w7_d139e27261
Martii	w9_d139e27264
1757.	w11_d139e27267
</p>
<p id="p8_d139e27270">
Es	w1_d139e27274
ist	w3_d139e27277
das	w5_d139e27280
in	w7_d139e27283
dem	w9_d139e27286
Kraut=gassel	w11_d139e27289
nächst	w13_d139e27293
dem	w15_d139e27296
neuen	w1_d139e27301
Markt	w3_d139e27304
gelegene,	w5_d139e27307
bey	w7_d139e27310
denen	w9_d139e27313
sieben	w11_d139e27316
Kör	w13_d139e27320
ben	w1_d139e27325
genannte	w3_d139e27328
Haus	w5_d139e27331
zu	w7_d139e27334
verkauffen;	w9_d139e27337
wer	w11_d139e27340
ses	w13_d139e27344
käuflich	w1_d139e27350
an	w3_d139e27353
sich	w5_d139e27356
zu	w7_d139e27359
bringen	w9_d139e27362
gedenket,	w11_d139e27365
kan	w13_d139e27369
sich	w15_d139e27372
durch	w1_d139e27377
den	w3_d139e27380
daselbst	w5_d139e27383
befindlichen	w7_d139e27386
Haus=meister	w9_d139e27389
bey	w1_d139e27394
der	w3_d139e27397
Eigentümerin	w5_d139e27400
anmelden	w7_d139e27403
lassen.	w9_d139e27406
</p>
<p id="p10_d139e27409">
Bey	w1_d139e27413
Franz	w3_d139e27416
Andre	w5_d139e27419
Kirchberger,	w7_d139e27422
Universi	w9_d139e27425
täts=buchdruckern	w1_d139e27430
auf	w3_d139e27433
dem	w5_d139e27436
alten	w7_d139e27439
Fleisch	w9_d139e27442
markt	w1_d139e27447
im	w3_d139e27450
Kullmayrischen	w5_d139e27453
Haus	w7_d139e27456
ist	w9_d139e27459
zu	w11_d139e27462
haben	w13_d139e27466
Cher=freytag=Predig	w1_d139e27472
des	w3_d139e27475
P.	w5_d139e27478
Von	w7_d139e27481
Pi	w9_d139e27484
Manzador,	w1_d139e27489
1757.	w3_d139e27492
eingebunden	w5_d139e27495
das	w7_d139e27498
Stuck9	w9_d139e27501
kr.	w1_d139e27506
</p>
<head id="h2_d139e27556">
Wien	w1_d139e27560
den	w3_d139e27563
30.	w5_d139e27566
April.	w7_d139e27569
</head>
<p id="p4_d139e27572">
Unmehro	w1_d139e27576
ist	w3_d139e27579
zwar	w5_d139e27582
die	w7_d139e27585
Beschreibung	w9_d139e27588
der	w11_d139e27591
zu	w13_d139e27595
Rei	w15_d139e27598
chenberg	w1_d139e27603
den	w3_d139e27606
21.	w5_d139e27609
dieses	w7_d139e27612
vorgefallenen	w9_d139e27615
Affaire	w11_d139e27618
hier	w13_d139e27622
)(	w1_d139e27627
eingetroffen.	w1_d139e27633
Da	w3_d139e27636
aber	w5_d139e27639
vor	w7_d139e27642
heut	w9_d139e27645
die	w11_d139e27648
Zeit	w13_d139e27652
zu	w15_d139e27655
kurz	w17_d139e27658
fallet	w19_d139e27661
solche	w1_d139e27666
umständlich	w3_d139e27669
mitzutheilen;	w5_d139e27672
so	w7_d139e27675
wird	w9_d139e27678
nur	w11_d139e27681
so	w13_d139e27685
vieles	w15_d139e27688
bemerket,	w1_d139e27693
daß	w3_d139e27696
die	w5_d139e27699
Kaiserl.	w7_d139e27702
Königl.	w9_d139e27705
Cavallerie	w11_d139e27708
der	w13_d139e27712
feind	w15_d139e27715
lichen	w1_d139e27720
entgegen	w3_d139e27723
gerucket	w5_d139e27726
seye,	w7_d139e27729
und	w9_d139e27732
diese	w11_d139e27735
mit	w13_d139e27739
grosser	w15_d139e27742
Ta	w17_d139e27745
pferkeit	w1_d139e27751
zum	w3_d139e27754
Weichen	w5_d139e27757
gezwungen	w7_d139e27760
habe;	w9_d139e27763
als	w11_d139e27766
sie	w13_d139e27770
aber	w15_d139e27773
durch	w1_d139e27778
das	w3_d139e27781
starke	w5_d139e27784
feindliche	w7_d139e27787
Canonen	w9_d139e27790
und	w11_d139e27793
Musque-	w13_d139e27797
ten=feuer	w1_d139e27802
zuruck	w3_d139e27805
getrieben	w5_d139e27808
worden,	w7_d139e27811
und	w9_d139e27814
sich	w11_d139e27817
andurch	w13_d139e27821
eine	w15_d139e27824
Oefnung	w1_d139e27829
ergeben;	w3_d139e27832
So	w5_d139e27835
ist	w7_d139e27838
auch	w9_d139e27841
die	w11_d139e27844
an	w13_d139e27848
der	w15_d139e27851
Cavallerie	w17_d139e27854
ge	w19_d139e27857
standene	w1_d139e27863
Jnfanterie	w3_d139e27866
in	w5_d139e27869
Unordnung	w7_d139e27872
gerahten,	w9_d139e27875
und	w11_d139e27878
hat	w13_d139e27882
sich	w1_d139e27887
aus	w3_d139e27890
ihren	w5_d139e27893
Posten	w7_d139e27896
zuruck	w9_d139e27899
gezogen;	w11_d139e27902
bey	w13_d139e27906
welchen	w15_d139e27909
Um	w17_d139e27912
ständen,	w1_d139e27917
und	w3_d139e27920
da	w5_d139e27923
der	w7_d139e27926
Feind	w9_d139e27929
ohnedem	w11_d139e27932
an	w13_d139e27936
der	w15_d139e27939
Zahl	w17_d139e27942
weit	w19_d139e27945
überlegen	w1_d139e27950
war,	w3_d139e27953
der	w5_d139e27956
commandirende	w7_d139e27959
Feld=zeug=meister	w9_d139e27962
Herr	w1_d139e27968
Graf	w3_d139e27971
von	w5_d139e27974
Königsegg	w7_d139e27977
sich	w9_d139e27980
veranlaßt	w11_d139e27983
gesehen,	w13_d139e27987
alle	w15_d139e27990
übrige	w1_d139e27995
postirt=gestandene	w3_d139e27998
Trupen	w5_d139e28001
in	w7_d139e28004
4.	w9_d139e28007
Collonen	w11_d139e28010
bis	w13_d139e28014
nach	w15_d139e28017
Libenau	w1_d139e28022
zuruck	w3_d139e28025
zu	w5_d139e28028
ziehen;	w7_d139e28031
wo	w9_d139e28034
selbsten	w11_d139e28037
er	w13_d139e28041
auch	w15_d139e28044
bis	w17_d139e28047
den	w19_d139e28050
24.	w1_d139e28055
dieses	w3_d139e28058
stehen	w5_d139e28061
geblieben	w7_d139e28064
ist.	w9_d139e28067
</p>
<p id="p6_d139e28070">
Da	w1_d139e28074
aber	w3_d139e28077
immittelst	w5_d139e28080
das	w7_d139e28083
unter	w9_d139e28086
Commando	w11_d139e28089
des	w13_d139e28093
Feld	w15_d139e28096
marschallen	w1_d139e28101
Grafen	w3_d139e28104
Schwerin	w5_d139e28107
stehende	w7_d139e28110
feindliche	w9_d139e28113
Corpo	w11_d139e28116
sich	w1_d139e28121
immer	w3_d139e28124
mehrers	w5_d139e28127
gegen	w7_d139e28130
Reichenberg	w9_d139e28133
gezogen,	w11_d139e28136
und	w13_d139e28140
nicht	w1_d139e28146
nur	w3_d139e28149
Gitschin	w5_d139e28152
sondern	w7_d139e28155
auch	w9_d139e28158
Tirnau	w11_d139e28161
erreichet	w13_d139e28165
hat	w15_d139e28168
te;	w1_d139e28173
So	w3_d139e28176
ware	w5_d139e28179
der	w7_d139e28182
Herr	w9_d139e28185
Feld=zeugmeister	w11_d139e28188
Graf	w13_d139e28192
von	w15_d139e28195
Königsegg	w1_d139e28200
der	w3_d139e28203
Gefahr	w5_d139e28206
ausgesetzet,	w7_d139e28209
zwischen	w9_d139e28212
die	w11_d139e28215
zwey	w13_d139e28219
feindliche	w1_d139e28224
Corpo	w3_d139e28227
zu	w5_d139e28230
gerahten,	w7_d139e28233
und	w9_d139e28236
abgeschnitten	w11_d139e28239
zu	w13_d139e28243
wer	w15_d139e28246
den;	w1_d139e28252
Dahero	w3_d139e28255
er	w5_d139e28258
auch	w7_d139e28261
seinen	w9_d139e28264
Ruck=marsch	w11_d139e28267
gegen	w13_d139e28271
Brandeiß	w1_d139e28276
ohne	w3_d139e28279
weitern	w5_d139e28282
Verzug	w7_d139e28285
angetretten,	w9_d139e28288
und	w11_d139e28291
sol	w13_d139e28295
chen	w1_d139e28300
glücklich	w3_d139e28303
und	w5_d139e28306
ohne	w7_d139e28309
einen	w9_d139e28312
Mann	w11_d139e28315
hierbey	w13_d139e28319
zu	w15_d139e28322
verliehren	w17_d139e28325
</p>
<p id="p12_d139e28339">
bewerkstelliget	w1_d139e28343
hat.	w3_d139e28346
Der	w5_d139e28349
diesseitige	w7_d139e28352
Verlust	w9_d139e28355
bey	w11_d139e28358
Rei	w13_d139e28362
chenberg	w1_d139e28367
an	w3_d139e28370
Todten,	w5_d139e28373
Bleßirten,	w7_d139e28376
und	w9_d139e28379
Verlorenen	w11_d139e28382
oder	w13_d139e28386
Ge	w15_d139e28389
fangenen	w1_d139e28394
betragt	w3_d139e28397
in	w5_d139e28400
allem	w7_d139e28403
	w1_d139e28409
	w3_d139e28412
	w5_d139e28415
	w7_d139e28418
	w9_d139e28421
	w11_d139e28424
	w13_d139e28428
348.	w15_d139e28431
Mann	w17_d139e28434
An	w1_d139e28439
Jnfanterie	w1_d139e28444
(Dragoner	w1_d139e28449
	w3_d139e28452
182.	w5_d139e28455
An	w1_d139e28461
Cavallerie	w3_d139e28464
(Cuiraßiers=.	w1_d139e28469
344.	w3_d139e28472
</p>
<head id="h2_d139e28478">
Summa	w1_d139e28482
874.	w1_d139e28487
</head>
<p id="p4_d139e28490">
Seit	w1_d139e28494
deme	w3_d139e28497
auch	w5_d139e28500
der	w7_d139e28503
König	w9_d139e28506
in	w11_d139e28509
Preussen	w13_d139e28513
das	w15_d139e28516
bey	w17_d139e28519
Zwickau	w19_d139e28522
gestan	w21_d139e28525
dene	w1_d139e28530
Corpo	w3_d139e28533
an	w5_d139e28536
sich	w7_d139e28539
gezogen	w9_d139e28542
hat,	w11_d139e28545
und	w13_d139e28549
mit	w15_d139e28552
einer	w17_d139e28555
Armee	w19_d139e28558
von	w21_d139e28561
etlich	w23_d139e28564
und	w25_d139e28568
50000.	w1_d139e28573
Mann	w3_d139e28576
über	w5_d139e28579
Aussig	w7_d139e28582
vorgerucket	w9_d139e28585
ist;	w11_d139e28588
so	w13_d139e28592
gehet	w15_d139e28595
seine	w17_d139e28598
Absicht	w19_d139e28601
dahin	w21_d139e28604
sich	w1_d139e28610
derzeit,	w3_d139e28613
da	w5_d139e28616
die	w7_d139e28619
Kaiserl.	w9_d139e28622
Königl.	w11_d139e28625
Trupen	w13_d139e28629
sich	w15_d139e28632
von	w17_d139e28635
allen	w19_d139e28638
Seiten	w21_d139e28641
aus	w23_d139e28644
denen	w1_d139e28649
Cantonirungs=quartiren	w3_d139e28652
zusammen	w5_d139e28655
ziehen,	w7_d139e28658
zu	w9_d139e28661
Nutzen	w11_d139e28664
zu	w13_d139e28668
ma	w15_d139e28671
chen,	w1_d139e28676
sie,	w3_d139e28679
wo	w5_d139e28682
möglich	w7_d139e28685
zu	w9_d139e28688
trennen,	w11_d139e28691
und	w13_d139e28695
bevor	w15_d139e28698
noch	w17_d139e28701
deren	w19_d139e28704
vollständige	w21_d139e28707
Versammlung	w1_d139e28712
geschehen,	w3_d139e28715
mit	w5_d139e28718
einer	w7_d139e28721
überlegnen	w9_d139e28724
Macht	w11_d139e28727
anzugreiffen.	w13_d139e28731
Es	w1_d139e28737
hat	w3_d139e28740
also	w5_d139e28743
der	w7_d139e28746
Herr	w9_d139e28749
Feld=marschall	w11_d139e28752
Graf	w13_d139e28756
Broune	w15_d139e28759
sich	w17_d139e28762
anfänglichen	w19_d139e28765
mit	w21_d139e28768
einem	w1_d139e28773
Corpo	w3_d139e28776
bey	w5_d139e28779
Budin	w7_d139e28782
gesetzet,	w9_d139e28785
und	w11_d139e28788
dem	w13_d139e28792
Herrn	w15_d139e28795
