<doc id="wr_1757-08-13" attrs="word" year="1757" month="08" day="13" corpus="2">
<head id="h2_d169e3058">
Ragusa,	w1_d169e3062
fanterie	w1_d169e24743
zur	w3_d169e24746
Verstärkung	w5_d169e24749
der	w7_d169e24752
Armée	w9_d169e24755
ganz	w11_d169e24758
neuerlich	w13_d169e24762
dahier	w15_d169e24765
angelanget,	w17_d169e24768
und	w19_d169e24771
zu	w1_d169e24776
denen	w3_d169e24779
übrigen	w5_d169e24782
derley	w7_d169e24785
Gränzern	w9_d169e24788
verwiesen	w11_d169e24791
worden	w13_d169e24795
</p>
<p id="p8_d169e24798">
Die	w1_d169e24802
Preußische	w3_d169e24805
Troupen	w5_d169e24808
befinden	w7_d169e24811
sich	w9_d169e24814
noch	w11_d169e24817
in	w13_d169e24821
der	w15_d169e24824
Position,	w17_d169e24827
welche	w19_d169e24830
sie	w1_d169e24835
seit	w3_d169e24838
einiger	w5_d169e24841
Zeit	w7_d169e24844
genommen	w9_d169e24847
haben;	w11_d169e24850
nur	w13_d169e24854
hat	w15_d169e24857
der	w17_d169e24860
in	w19_d169e24863
der	w21_d169e24866
Gegend	w23_d169e24869
von	w25_d169e24873
Bi	w27_d169e24876
schofswerda	w1_d169e24881
bey	w3_d169e24884
Thumitz	w5_d169e24887
gelagerte	w7_d169e24890
Feld=marschall	w9_d169e24893
Keich	w11_d169e24896
2.	w13_d169e24900
Regimenter	w15_d169e24903
Hussaren	w1_d169e24909
nacher	w3_d169e24912
Kausig	w5_d169e24915
vorausgestellet,	w7_d169e24918
und	w9_d169e24921
von	w11_d169e24924
dieser	w13_d169e24928
hat	w15_d169e24931
es	w17_d169e24934
einem	w19_d169e24937
star	w21_d169e24940
ken	w1_d169e24945
Detachement	w3_d169e24948
gelungen,	w5_d169e24951
ein	w7_d169e24954
diesseitiges	w9_d169e24957
Commando	w11_d169e24960
(so	w13_d169e24964
unter	w15_d169e24967
dem	w17_d169e24970
Ritt	w19_d169e24973
meister	w1_d169e24978
Cziracky	w3_d169e24981
in	w5_d169e24984
120.	w7_d169e24987
Pferden	w9_d169e24990
bestunde,	w11_d169e24993
und	w13_d169e24997
die	w15_d169e25000
Gegenden	w17_d169e25003
der	w19_d169e25006
Elbe	w21_d169e25009
nebst	w23_d169e25012
dem	w1_d169e25017
Keitischen	w3_d169e25020
Corps	w5_d169e25023
zu	w7_d169e25026
beobachten	w9_d169e25029
hatte)	w11_d169e25032
eine	w13_d169e25036
halbe	w15_d169e25039
Stund	w17_d169e25042
von	w19_d169e25045
solchem	w21_d169e25048
gestern	w1_d169e25054
fruhe	w3_d169e25057
vor	w5_d169e25060
anbrechendem	w7_d169e25063
Tag	w9_d169e25066
zu	w11_d169e25069
attaquiren,	w13_d169e25073
auch	w15_d169e25076
es	w17_d169e25079
zum	w19_d169e25082
weichen	w21_d169e25085
zu	w1_d169e25090
nöhtigen;	w3_d169e25093
was	w5_d169e25096
aber	w7_d169e25099
bey	w9_d169e25102
dieser	w11_d169e25105
Vorfallenheit	w13_d169e25109
davon	w15_d169e25112
verloren	w17_d169e25115
gegangen,	w19_d169e25118
ist	w1_d169e25123
noch	w3_d169e25126
dermalen	w5_d169e25129
eigentlich	w7_d169e25132
nicht	w9_d169e25135
bekannt.	w11_d169e25138
Zu	w13_d169e25142
Bautzen	w15_d169e25145
soll	w17_d169e25148
der	w19_d169e25151
Prinz	w21_d169e25154
von	w23_d169e25157
Bevern	w1_d169e25162
mit	w3_d169e25165
einem	w5_d169e25168
Fieber	w7_d169e25171
befallen,	w9_d169e25174
und	w11_d169e25177
der	w13_d169e25181
König	w15_d169e25184
aus	w17_d169e25187
dem	w19_d169e25190
Lager	w21_d169e25193
bey	w23_d169e25196
Weis	w25_d169e25200
senberg	w1_d169e25206
in	w3_d169e25209
jenes	w5_d169e25212
bey	w7_d169e25215
Bautzen	w9_d169e25218
gestern	w11_d169e25221
fruh	w13_d169e25225
ab	w15_d169e25228
auch	w17_d169e25231
gleich	w19_d169e25234
darauf	w21_d169e25237
in	w23_d169e25240
das	w25_d169e25244
erstere	w1_d169e25249
wiederum	w3_d169e25252
zuruckgegangen	w5_d169e25255
seyn.	w7_d169e25258
</p>
<head id="h4_d169e25274">
Eben	w1_d169e25278
alda	w3_d169e25281
den	w5_d169e25284
9.	w7_d169e25287
Augusti.	w9_d169e25290
</head>
<p id="p6_d169e25293">
SAmmentliche	w1_d169e25297
heut	w3_d169e25300
fruhe	w5_d169e25303
eingegangene	w7_d169e25306
Raporten	w9_d169e25309
haben	w11_d169e25312
gegeben,	w13_d169e25316
daß	w1_d169e25321
gestern	w3_d169e25324
Abends	w5_d169e25327
um	w7_d169e25330
7.	w9_d169e25333
Uhr	w11_d169e25336
der	w13_d169e25340
Feind	w15_d169e25343
bey	w17_d169e25346
Bautzen	w19_d169e25349
aufgebro	w21_d169e25352
)9.	w1_d169e25357
chen,	w1_d169e25363
und	w3_d169e25366
in	w5_d169e25369
2.	w7_d169e25372
Colonen	w9_d169e25375
den	w11_d169e25378
geraden	w13_d169e25382
Weeg	w15_d169e25385
näher	w17_d169e25388
gegen	w19_d169e25391
Weissenberg	w21_d169e25394
eilfertig	w1_d169e25399
marschieret	w3_d169e25402
seye;	w5_d169e25405
vorhero	w7_d169e25408
aber	w9_d169e25411
ist	w11_d169e25414
der	w13_d169e25418
König	w15_d169e25421
nach	w17_d169e25424
einer	w19_d169e25427
voraus	w21_d169e25430
ge	w23_d169e25433
schickten	w1_d169e25438
Bedeckung	w3_d169e25441
von	w5_d169e25444
3000.	w7_d169e25447
Mann	w9_d169e25450
von	w11_d169e25453
Weissenberg	w13_d169e25457
auf	w15_d169e25460
der	w17_d169e25463
Lebauer	w19_d169e25466
strasse,	w1_d169e25471
und	w3_d169e25474
auf	w5_d169e25477
dem	w7_d169e25480
sogenanten	w9_d169e25483
Strohm=berg	w11_d169e25486
recognosciren	w13_d169e25490
gewesen,	w15_d169e25493
eine	w1_d169e25499
Colonne	w3_d169e25502
solcher	w5_d169e25505
Bedeckung	w7_d169e25508
auch	w9_d169e25511
gegen	w11_d169e25514
Küttlitz	w13_d169e25518
vorgerucket,	w15_d169e25521
nach	w17_d169e25524
6.	w1_d169e25529
Uhr	w3_d169e25532
aber	w5_d169e25535
alles	w7_d169e25538
nacher	w9_d169e25541
Weissenberg	w11_d169e25544
wieder	w13_d169e25548
zuruck	w15_d169e25551
marschieret.	w17_d169e25554
Ob	w19_d169e25557
nun	w21_d169e25560
zwar	w1_d169e25565
die	w3_d169e25568
etwas	w5_d169e25571
nähere	w7_d169e25574
Zusammen=ruckung	w9_d169e25577
deren	w11_d169e25580
unter	w13_d169e25584
dem	w15_d169e25587
König	w17_d169e25590
von	w19_d169e25593
Preussen,	w1_d169e25598
und	w3_d169e25601
Prinzen	w5_d169e25604
von	w7_d169e25607
Bevern	w9_d169e25610
zeithero	w11_d169e25613
weiter	w13_d169e25617
abgesöndert	w15_d169e25620
gestan	w17_d169e25623
denen	w1_d169e25629
zweyen	w3_d169e25632
Corps	w5_d169e25635
feindlicher	w7_d169e25638
Troupen	w9_d169e25641
nunmehro	w11_d169e25644
erfolget,	w13_d169e25648
so	w15_d169e25651
ist	w17_d169e25654
doch	w19_d169e25657
das	w1_d169e25662
dritte	w3_d169e25665
Corps,	w5_d169e25668
so	w7_d169e25671
der	w9_d169e25674
Feld=marschall	w11_d169e25677
Keith	w13_d169e25681
nachführet,	w15_d169e25684
bey	w17_d169e25687
Tumitz	w19_d169e25690
unbeweglich.	w1_d169e25695
</p>
<p id="p8_d169e25698">
Das	w1_d169e25702
Commando	w3_d169e25705
unter	w5_d169e25708
dem	w7_d169e25711
Ritt=meister	w9_d169e25714
Cziracky,	w11_d169e25717
so	w13_d169e25721
aus	w15_d169e25724
die	w17_d169e25727
sem	w1_d169e25732
Lager,	w3_d169e25735
besage	w5_d169e25738
des	w7_d169e25741
gestrigen	w9_d169e25744
Journals	w11_d169e25747
attaquiret	w13_d169e25751
worden,	w15_d169e25754
hat	w17_d169e25757
ei	w19_d169e25760
nen	w1_d169e25765
Ritt=meister,	w3_d169e25768
2	w5_d169e25771
Cornets,	w7_d169e25774
2.	w9_d169e25777
Caporalen,	w11_d169e25780
und	w13_d169e25784
28.	w15_d169e25787
Gemeine	w17_d169e25790
an	w19_d169e25793
TodtBlessirt	w1_d169e25799
und	w3_d169e25802
Kriegs=gefangenen	w5_d169e25805
verloren,	w7_d169e25808
und	w9_d169e25811
ist	w11_d169e25814
sodann	w13_d169e25818
bey	w15_d169e25821
dem	w17_d169e25824
Corps,	w1_d169e25829
wozu	w3_d169e25832
es	w5_d169e25835
gehörig,	w7_d169e25838
nach	w9_d169e25841
gehabter	w11_d169e25844
Ordre	w13_d169e25848
wiederum	w15_d169e25851
eingerucket,	w17_d169e25854
wo	w1_d169e25859
gegen	w3_d169e25862
auch	w5_d169e25865
diesseits	w7_d169e25868
hiebey	w9_d169e25871
einige	w11_d169e25874
Kriegs=gefangene	w13_d169e25878
gemacht	w15_d169e25881
wor	w17_d169e25884
den.	w1_d169e25889
</p>
<p id="p10_d169e25892">
Vermög	w1_d169e25896
eines	w3_d169e25899
ganz	w5_d169e25902
neuerlich	w7_d169e25905
eingegangenen	w9_d169e25908
Raports	w11_d169e25911
wurde	w13_d169e25915
ge	w15_d169e25918
stern	w1_d169e25923
das	w3_d169e25926
bey	w5_d169e25929
Stolpen	w7_d169e25932
stehende	w9_d169e25935
Commando	w11_d169e25938
des	w13_d169e25942
General	w15_d169e25945
feldmarschall	w17_d169e25948
leutenants	w1_d169e25953
Grafens	w3_d169e25956
von	w5_d169e25959
Kalnocky	w7_d169e25962
durch	w9_d169e25965
das	w11_d169e25968
Bareutische	w13_d169e25972
feindliche	w15_d169e25975
Dragoner=regiment	w1_d169e25981
attaquiret,	w3_d169e25984
repoussirte	w5_d169e25987
aber	w7_d169e25990
solches	w9_d169e25993
bis	w11_d169e25996
nach	w13_d169e26000
Bi	w15_d169e26003
schofswerda,	w1_d169e26008
und	w3_d169e26011
bey	w5_d169e26014
dieser	w7_d169e26017
Vorfallenheit	w9_d169e26020
distinguirte	w11_d169e26023
sich	w13_d169e26027
ins	w15_d169e26030
besondere	w17_d169e26033
der	w1_d169e26038
Kaiserl.	w3_d169e26041
Königl.	w5_d169e26044
Feld=wacht=meister	w7_d169e26047
Rudolph	w9_d169e26050
Graf	w11_d169e26053
von	w13_d169e26057
Palfy,	w15_d169e26060
wie	w17_d169e26063
dann	w1_d169e26068
der	w3_d169e26071
Obriste	w5_d169e26074
erst	w7_d169e26077
besagten	w9_d169e26080
Regiments	w11_d169e26083
nebst	w13_d169e26087
einem	w15_d169e26090
Leutenant	w17_d169e26093
stark	w19_d169e26096
verwundet,	w1_d169e26102
in	w3_d169e26105
die	w5_d169e26108
diesseitige	w7_d169e26111
Kriegs=gefangenschaft	w9_d169e26114
verfiele.	w11_d169e26117
</p>
<p id="p12_d169e26121">
Der	w1_d169e26125
General	w3_d169e26128
der	w5_d169e26131
Cavallerie	w7_d169e26134
Graf	w9_d169e26137
von	w11_d169e26140
Nadasdy	w13_d169e26144
hat	w15_d169e26147
letztlich	w17_d169e26150
einen	w19_d169e26153
Ritt=meister	w1_d169e26158
bis	w3_d169e26161
nach	w5_d169e26164
Sprenberg,	w7_d169e26167
und	w9_d169e26170
dasige	w11_d169e26173
Gegenden	w13_d169e26177
abgeschicket,	w15_d169e26180
welcher	w1_d169e26185
bey	w3_d169e26188
seiner	w5_d169e26191
Ruck=kunft	w7_d169e26194
einen	w9_d169e26197
Cornet,	w11_d169e26200
und	w13_d169e26204
16.	w15_d169e26207
Gemeine	w17_d169e26210
von	w19_d169e26213
de	w21_d169e26216
nen	w1_d169e26222
Preußischen	w3_d169e26225
grünen	w5_d169e26228
Hussaren	w7_d169e26231
Kriegs=gefangen	w9_d169e26234
eingebracht	w11_d169e26237
und	w1_d169e26242
dabey	w3_d169e26245
raportiret	w5_d169e26248
hat,	w7_d169e26251
daß	w9_d169e26254
zu	w11_d169e26257
ermeldeten	w13_d169e26261
Sprenberg	w15_d169e26264
der	w17_d169e26267
General	w19_d169e26270
</p>
<p id="p18_d169e26283">
Warnezy	w1_d169e26287
mit	w3_d169e26290
1600.	w5_d169e26293
Mann	w7_d169e26296
sich	w9_d169e26299
befände,	w11_d169e26302
und	w13_d169e26306
auf	w15_d169e26309
eine	w17_d169e26312
Anzahl	w19_d169e26315
Recrouten.	w21_d169e26318
welche	w1_d169e26323
aus	w3_d169e26326
Brandeburg	w5_d169e26329
kommen	w7_d169e26332
solten,	w9_d169e26335
wartete,	w11_d169e26338
um	w13_d169e26342
solche	w15_d169e26345
zur	w17_d169e26348
Preus.	w19_d169e26351
</p>
<p id="p20_d169e26354">
sischen	w1_d169e26358
Armée	w3_d169e26361
zu	w5_d169e26364
convoyiren.	w7_d169e26367
Aus	w1_d169e26372
Sachsen	w3_d169e26375
berichtet	w5_d169e26378
der	w7_d169e26381
daselbst	w9_d169e26384
stehende	w11_d169e26387
Obriste	w13_d169e26391
von	w15_d169e26394
Laudor	w17_d169e26397
was	w1_d169e26402
massen	w3_d169e26405
nach	w5_d169e26408
erhaltener	w7_d169e26411
Kundschaft,	w9_d169e26414
daß	w11_d169e26417
zu	w13_d169e26421
Freyberg	w15_d169e26424
ein	w17_d169e26427
Ugg	w19_d169e26430
2in	w1_d169e26436
von	w3_d169e26439
800.	w5_d169e26442
Strich	w7_d169e26445
Haber	w9_d169e26448
vorhanden	w11_d169e26451
wäre,	w13_d169e26455
er	w15_d169e26458
einen	w17_d169e26461
Hussaren	w19_d169e26464
/rit	w21_d169e26467
meister	w1_d169e26472
dahin	w3_d169e26475
abgeschicket,	w5_d169e26478
um	w7_d169e26481
sich	w9_d169e26484
dessen	w11_d169e26487
zu	w13_d169e26491
bemeistern,	w15_d169e26494
dieser	w17_d169e26497
aber	w19_d169e26500
da	w1_d169e26505
ihme	w3_d169e26508
zum	w5_d169e26511
Transport	w7_d169e26514
die	w9_d169e26517
nöhtigen	w11_d169e26520
Fuhren	w13_d169e26524
aufzubringen	w15_d169e26527
nicht	w17_d169e26530
möglit	w19_d169e26533
gewesen,	w1_d169e26538
nur	w3_d169e26541
1400.	w5_d169e26544
Portionen	w7_d169e26547
Haber	w9_d169e26550
von	w11_d169e26553
dannen	w13_d169e26557
hinweg	w15_d169e26560
geführet,	w17_d169e26563
und	w19_d169e26566
der	w21_d169e26569
übrigen	w1_d169e26575
Vorrat	w3_d169e26578
unter	w5_d169e26581
die	w7_d169e26584
Burger	w9_d169e26587
vertheilet,	w11_d169e26590
zugleich	w13_d169e26594
aber	w15_d169e26597
2.	w17_d169e26600
Preusisch	w19_d169e26603
Proviant-officier	w1_d169e26608
nebst	w3_d169e26611
einem	w5_d169e26614
Fähndrich	w7_d169e26617
zu	w9_d169e26620
Kriegs=gefangenen	w11_d169e26623
gemachtba	w13_d169e26627
be.	w1_d169e26632
Ansonst	w3_d169e26635
wird	w5_d169e26638
dem	w7_d169e26641
entgegen,	w9_d169e26644
was	w11_d169e26647
dem	w13_d169e26651
Journal	w15_d169e26654
vom	w17_d169e26657
5.	w19_d169e26660
Dieses	w21_d169e26663
in	w23_d169e26666
Folse	w25_d169e26670
eines	w1_d169e26675
damaligen	w3_d169e26678
Berichts	w5_d169e26681
inseriret	w7_d169e26684
worden,	w9_d169e26687
daß	w11_d169e26690
nämlich	w13_d169e26694
Prinz	w15_d169e26697
Mori	w17_d169e26700
von	w1_d169e26706
Anhalt	w3_d169e26709
nacher	w5_d169e26712
Dresden	w7_d169e26715
marschieret	w9_d169e26718
wäre,	w11_d169e26721
nunmehro	w13_d169e26725
aus	w15_d169e26728
Sach	w17_d169e26731
sen	w1_d169e26736
raportiret,	w3_d169e26739
daß	w5_d169e26742
wiederholter	w7_d169e26745
Prinz	w9_d169e26748
den	w11_d169e26751
7.	w13_d169e26755
dieses	w15_d169e26758
noch	w17_d169e26761
bey	w19_d169e26764
Cotta,	w21_d169e26767
jedoch	w1_d169e26772
zum	w3_d169e26775
Abmarsche	w5_d169e26778
in	w7_d169e26781
Bereitschaft	w9_d169e26784
gestanden,	w11_d169e26787
und	w13_d169e26791
das	w15_d169e26794
Magazin	w17_d169e26797
von	w1_d169e26802
Pirna	w3_d169e26805
zu	w5_d169e26808
verkauffen	w7_d169e26811
angefangen	w9_d169e26814
worden,	w11_d169e26817
ansonst	w13_d169e26821
auch	w15_d169e26824
ein	w17_d169e26827
Preußi	w19_d169e26830
sches	w1_d169e26836
Detachement	w3_d169e26839
zu	w5_d169e26842
Gottleibbe	w7_d169e26845
postiret,	w9_d169e26848
verschanzet,	w11_d169e26851
und	w13_d169e26855
mit	w15_d169e26858
16.	w17_d169e26861
Canonen	w1_d169e26866
versehen	w3_d169e26869
wäre,	w5_d169e26872
weshalben,	w7_d169e26875
und	w9_d169e26878
um	w11_d169e26881
solches	w13_d169e26885
zu	w15_d169e26888
allarmiren,	w17_d169e26891
der	w1_d169e26896
Obrist	w3_d169e26899
von	w5_d169e26902
Laudon	w7_d169e26905
von	w9_d169e26908
Breittenau	w11_d169e26911
sich	w13_d169e26915
nacher	w15_d169e26918
Helendorf	w17_d169e26921
ziehen	w1_d169e26926
wird.	w3_d169e26929
</p>
</doc>
