<doc id="wr_1758-02-08" attrs="word" year="1758" month="02" day="08" corpus="2">
<head id="h2_d217e3160">
Rom,	w1_d217e3164
erlegt	w1_d217e24868
seyn	w3_d217e24871
solle,	w5_d217e24874
Actum	w7_d217e24877
Schloß	w9_d217e24880
Mautern	w11_d217e24883
17.	w1_d217e24889
Dec.	w3_d217e24892
1757.	w5_d217e24895
</p>
<head id="h2_d217e24902">
EDICT.	w1_d217e24906
</head>
<p id="p4_d217e24909">
Von	w1_d217e24913
des	w3_d217e24916
Löbl.	w5_d217e24919
Kaiserl.	w7_d217e24922
Herren=stifts	w9_d217e24925
St.	w11_d217e24928
Dorothe	w1_d217e24933
Grund=buchs	w3_d217e24936
wegen	w5_d217e24939
wird	w7_d217e24942
hiemit	w9_d217e24945
weil.	w1_d217e24950
Reginä	w3_d217e24953
Hödlin	w5_d217e24956
gewesten	w7_d217e24959
Unterthann	w9_d217e24962
zu	w1_d217e24968
Rauchenwart	w3_d217e24971
seel.	w5_d217e24974
hinterlassenen	w7_d217e24977
Befreund	w9_d217e24980
ten	w1_d217e24985
durch	w3_d217e24988
dieses	w5_d217e24991
offene	w7_d217e24994
Edict	w9_d217e24997
zu	w11_d217e25000
vernehmen	w13_d217e25004
ge	w15_d217e25007
geben,	w1_d217e25012
was	w3_d217e25015
gestalten	w5_d217e25018
ermeldete	w7_d217e25021
Hödlin,	w9_d217e25024
dem	w11_d217e25027
Vernehmen	w1_d217e25032
nach	w3_d217e25035
von	w5_d217e25038
Geburt	w7_d217e25041
Knablin	w9_d217e25044
bereits	w11_d217e25047
Anno	w1_d217e25053
1725.	w3_d217e25056
dieses	w5_d217e25059
Zeitliche	w7_d217e25062
gesegnet,	w9_d217e25065
und	w11_d217e25068
in	w13_d217e25072
ihrem	w1_d217e25077
hinterlassenen	w3_d217e25080
letzten	w5_d217e25083
Willen	w7_d217e25086
verordnet,	w9_d217e25089
daß	w1_d217e25094
nach	w3_d217e25097
ihres	w5_d217e25100
Manns	w7_d217e25103
Bartelme	w9_d217e25106
Hödl	w11_d217e25109
Tod	w13_d217e25113
ihren	w1_d217e25118
Befreundten	w3_d217e25121
ihre	w5_d217e25124
wenige	w7_d217e25127
Verlassenschaft	w9_d217e25130
</p>
<p id="p10_d217e25143">
zufallen	w1_d217e25147
solle;	w3_d217e25150
zumahlen	w5_d217e25153
nun	w7_d217e25156
ermeldter	w9_d217e25159
Hödl	w11_d217e25162
auch	w1_d217e25167
bereits	w3_d217e25170
Anno	w5_d217e25173
1729.	w7_d217e25176
gestorben,	w9_d217e25179
und	w11_d217e25182
sich	w13_d217e25186
von	w1_d217e25191
Zeit	w3_d217e25194
der	w5_d217e25197
Hödlin	w7_d217e25200
ihrem	w9_d217e25203
Absterben	w11_d217e25206
durch	w13_d217e25210
genze	w1_d217e25216
22.	w3_d217e25219
Jahr	w5_d217e25222
von	w7_d217e25225
denen	w9_d217e25228
Befreundten	w11_d217e25231
nie	w13_d217e25235
mand	w1_d217e25240
anderer	w3_d217e25243
als	w5_d217e25246
die	w7_d217e25249
von	w9_d217e25252
der	w11_d217e25255
Ursula	w13_d217e25259
Dieslin	w15_d217e25262
seel.	w1_d217e25267
einer	w3_d217e25270
leiblichen	w5_d217e25273
Schwezter	w7_d217e25276
ermeldter	w9_d217e25279
Hödlin	w1_d217e25284
hinterlassene	w3_d217e25287
Kinder,	w5_d217e25290
benanntlich	w7_d217e25293
Anna,	w1_d217e25299
verwirtibte	w3_d217e25302
Eisenbietlin,	w5_d217e25305
dann	w7_d217e25308
der	w9_d217e25311
selben	w1_d217e25316
Bruder	w3_d217e25319
Cafpar	w5_d217e25322
Disl,	w7_d217e25325
auch	w9_d217e25328
gewesten	w11_d217e25331
Unterthan	w1_d217e25336
zu	w3_d217e25339
Rauchenwart	w5_d217e25342
seel.	w7_d217e25345
hinzerlassene	w9_d217e25348
2.	w1_d217e25353
Söhn,	w3_d217e25356
Lorenz	w5_d217e25359
und	w7_d217e25362
Johann	w9_d217e25365
Michael	w11_d217e25368
Disl,	w13_d217e25372
gemeldet,	w1_d217e25378
hingegen	w3_d217e25381
vorkommet,	w5_d217e25384
daß	w7_d217e25387
gedachte	w9_d217e25390
Hödlu,	w1_d217e25395
noch	w3_d217e25398
mehrere	w5_d217e25401
Geschwistrigte,	w7_d217e25404
und	w9_d217e25407
in	w11_d217e25410
sonderheit	w1_d217e25415
einen	w3_d217e25418
Bruder,	w5_d217e25421
Nahmens	w7_d217e25424
Georg	w9_d217e25427
Wahl,	w1_d217e25432
und	w3_d217e25435
2.	w5_d217e25438
Schwestern,	w7_d217e25441
Barbara	w9_d217e25444
und	w11_d217e25447
Maria,	w1_d217e25453
alle	w3_d217e25456
3.	w5_d217e25459
im	w7_d217e25462
Land	w9_d217e25465
Bayern	w11_d217e25468
gehabt	w13_d217e25472
hätte.	w15_d217e25475
deren	w1_d217e25480
Aufenthalt	w3_d217e25483
aber,	w5_d217e25486
und	w7_d217e25489
ob	w9_d217e25492
sie	w11_d217e25495
noch	w13_d217e25499
am	w15_d217e25502
Le	w17_d217e25505
ben,	w1_d217e25510
oder	w3_d217e25513
Kinder	w5_d217e25516
unterlassen,	w7_d217e25519
unwissend	w9_d217e25522
ist;	w11_d217e25525
Als	w1_d217e25530
hat	w3_d217e25533
man	w5_d217e25536
für	w7_d217e25539
nothwendig	w9_d217e25542
befunden,	w11_d217e25545
die	w13_d217e25549
selbe	w1_d217e25555
durch	w3_d217e25558
dieses	w5_d217e25561
Edict	w7_d217e25564
dergestalten	w9_d217e25567
fürzufor	w11_d217e25570
dern,	w1_d217e25575
daß	w3_d217e25578
sie	w5_d217e25581
innerhalb	w7_d217e25584
ein	w9_d217e25587
Jahr,	w11_d217e25590
6.	w13_d217e25594
Wochen	w15_d217e25597
Aad	w1_d217e25602
3.	w3_d217e25605
Täg,	w5_d217e25608
von	w7_d217e25611
unten	w9_d217e25614
gesetzten	w11_d217e25617
Dato	w13_d217e25621
an	w15_d217e25624
also	w17_d217e25627
gewiß	w1_d217e25632
bey	w3_d217e25635
alhiesigen	w5_d217e25638
Grund=buch	w7_d217e25641
erscheinen,	w9_d217e25644
und	w1_d217e25650
ihre	w3_d217e25653
Legitimations=nothdurften	w5_d217e25656
beybrin	w7_d217e25659
gen	w1_d217e25664
sollen,	w3_d217e25667
widrigenfals	w5_d217e25670
zwischen	w7_d217e25673
denen	w9_d217e25676
ob	w11_d217e25679
gedacht	w1_d217e25684
sich	w3_d217e25687
bereits	w5_d217e25690
gemeldten	w7_d217e25693
Befreundten	w9_d217e25696
dee	w1_d217e25701
wenige	w3_d217e25704
Hödlische	w5_d217e25707
Verlassenschaft	w7_d217e25710
abge	w9_d217e25713
theilt	w1_d217e25719
werden	w3_d217e25722
solle.	w5_d217e25725
Actum	w7_d217e25728
Wien	w9_d217e25731
den	w11_d217e25734
30.	w13_d217e25738
Jun.	w15_d217e25741
1757.	w1_d217e25746
</p>
<p id="p12_d217e25750">
Es	w1_d217e25754
wird	w3_d217e25757
hiemit	w5_d217e25760
allen	w7_d217e25763
und	w9_d217e25766
jeden	w11_d217e25769
kund	w13_d217e25773
und	w15_d217e25776
zu	w1_d217e25781
wissen	w3_d217e25784
gemacht,	w5_d217e25787
wie	w7_d217e25790
daß	w9_d217e25793
auf	w11_d217e25796
Verordnung	w13_d217e25800
Jhro	w1_d217e25805
Hochwürden	w3_d217e25808
und	w5_d217e25811
Gnaden	w7_d217e25814
Hrn.	w9_d217e25817
Alberici	w11_d217e25820
Würdigsten	w1_d217e25826
Abtens	w3_d217e25829
zum	w5_d217e25832
Heit.	w7_d217e25835
Creut,	w9_d217e25838
und	w11_d217e25841
St.	w13_d217e25845
Gotthard	w1_d217e25850
als	w3_d217e25853
Grund	w5_d217e25856
herrn,	w7_d217e25859
und	w9_d217e25862
Obrigkeit	w11_d217e25865
in	w13_d217e25869
dem	w1_d217e25874
Heil.	w3_d217e25877
Creutzer	w5_d217e25880
Stein=bruch	w7_d217e25883
an	w9_d217e25886
dem	w11_d217e25889
Leitha	w13_d217e25893
ä	w1_d217e25898
Höges,	w3_d217e25901
gewesten	w5_d217e25904
bera,	w1_d217e25910
des	w3_d217e25913
verstorbenen	w5_d217e25916
Ei	w7_d217e25919
Unterthang	w1_d217e25924
Steinmetz=meisters	w3_d217e25927
hinterlassene	w5_d217e25930
zwey	w1_d217e25935
Häuse,	w3_d217e25938
Obst	w5_d217e25941
und	w7_d217e25944
Kraut=garten,	w9_d217e25947
Keller,	w11_d217e25950
und	w1_d217e25955
Preß=haus,	w3_d217e25958
wie	w5_d217e25961
auch	w7_d217e25964
zwey	w9_d217e25967
Stein=brüche	w11_d217e25970
somt	w1_d217e25976
verfertigter	w3_d217e25979
Stemme	w5_d217e25982
tarbeit,	w7_d217e25985
und	w9_d217e25988
schon	w11_d217e25991
ausgebrochenen	w1_d217e25996
rauhen	w3_d217e25999
Steinen	w5_d217e26002
den	w7_d217e26005
13.	w9_d217e26008
Febr.	w11_d217e26011
feil	w1_d217e26016
geboten,	w3_d217e26019
und	w5_d217e26022
dem	w7_d217e26025
Meisthierenden	w9_d217e26028
gegen	w11_d217e26031
baarer	w1_d217e26036
Bezahlung	w3_d217e26039
hinban	w5_d217e26042
gegeben	w7_d217e26045
werden	w9_d217e26048
wer	w1_d217e26054
also	w3_d217e26057
obbemeldet	w5_d217e26060
zwey	w7_d217e26063
Häuser,	w9_d217e26066
Grund	w11_d217e26069
Zück,	w1_d217e26074
Obst=gorter,	w3_d217e26077
samt	w5_d217e26080
vorhandenen	w7_d217e26083
ausge	w9_d217e26086
Cheiteten,	w1_d217e26091
und	w3_d217e26094
dauhen	w5_d217e26097
Steintern	w7_d217e26100
zu	w9_d217e26103
erkauffen	w11_d217e26106
gedenket,	w1_d217e26111
der	w3_d217e26114
ken	w5_d217e26117
sich	w7_d217e26120
an	w9_d217e26123
obbestimten	w11_d217e26126
Tag	w13_d217e26130
um	w15_d217e26133
ruhben	w1_d217e26139
der	w3_d217e26142
Hril.	w5_d217e26145
Creutzer	w7_d217e26148
Herrschaft	w9_d217e26151
Kömar=hofen	w1_d217e26156
an	w3_d217e26159
der	w5_d217e26162
Litha	w7_d217e26165
ntweder	w9_d217e26168
in	w11_d217e26171
Per	w13_d217e26175
durch	w1_d217e26180
Bevollmächtigte	w3_d217e26183
ad	w5_d217e26186
tractan-	w7_d217e26189
ddum	w1_d217e26194
anmelden.	w3_d217e26197
</p>
<p id="p14_d217e26200">
EBICT.	w1_d217e26204
Von	w1_d217e26209
dem	w3_d217e26212
zu	w5_d217e26215
Erörterung	w7_d217e26218
deren	w9_d217e26221
zwischen	w11_d217e26224
dem	w1_d217e26229
Kaiserl.	w3_d217e26232
Königl.	w5_d217e26235
Ærario,	w7_d217e26238
dann	w9_d217e26241
der	w11_d217e26244
Sa	w13_d217e26248
muel	w1_d217e26254
und	w3_d217e26257
Emanuel	w5_d217e26260
Oppenheimischen	w7_d217e26263
Verlas	w9_d217e26266
senschafts=massa	w1_d217e26271
obwaltenden	w3_d217e26274
Rechtungs	w5_d217e26277
Disterenzen	w1_d217e26282
verordneten	w3_d217e26285
Kaiserl.	w5_d217e26288
Königl.	w7_d217e26291
Judicio	w1_d217e26296
Delegato	w3_d217e26299
wird	w5_d217e26302
hiemit	w7_d217e26305
jedermäniglich	w9_d217e26308
kund	w1_d217e26314
und	w3_d217e26317
zu	w5_d217e26320
wissen	w7_d217e26323
gemacht,	w9_d217e26326
welcher	w11_d217e26329
gestal	w13_d217e26333
ten	w1_d217e26338
der	w3_d217e26341
Samuel	w5_d217e26344
und	w7_d217e26347
Emanuel	w9_d217e26350
Oppenheimi	w11_d217e26353
scher	w1_d217e26358
Curatur	w3_d217e26361
ad	w5_d217e26364
lites	w7_d217e26367
zufolge	w9_d217e26370
dem	w11_d217e26373
zwischen	w13_d217e26377
ihnen	w1_d217e26382
und	w3_d217e26385
dem	w5_d217e26388
Kaiserl.	w7_d217e26391
Königl.	w9_d217e26394
Hof	w11_d217e26397
und	w13_d217e26401
N.	w15_d217e26404
Oe.	w1_d217e26410
Herrn	w3_d217e26413
Cammer=procuratore	w5_d217e26416
in	w7_d217e26419
puncto	w9_d217e26422
zweyer	w1_d217e26427
in	w3_d217e26430
Verstoß	w5_d217e26433
gerahtenen	w7_d217e26436
Kriegs=zahl=amts	w9_d217e26439
quietungen	w1_d217e26444
pr.	w3_d217e26447
21000.	w5_d217e26450
Fl.	w7_d217e26453
und	w9_d217e26456
25000.	w11_d217e26459
Fl.	w13_d217e26463
untern	w1_d217e26468
18.	w3_d217e26471
November	w5_d217e26474
letzthin	w7_d217e26477
ergangenen	w9_d217e26480
Ver	w11_d217e26483
laß	w1_d217e26489
um	w3_d217e26492
die	w5_d217e26495
Ausfertigung	w7_d217e26498
des	w9_d217e26501
valval	w11_d217e26504
Edicts	w13_d217e26508
dahin,	w1_d217e26513
daß	w3_d217e26516
die	w5_d217e26519
Jnnhabere	w7_d217e26522
sowol	w9_d217e26525
der	w11_d217e26528
von	w13_d217e26532
denen	w1_d217e26537
der	w3_d217e26540
Samuel	w5_d217e26543
Oppenheim	w7_d217e26546
untern	w9_d217e26549
31.	w11_d217e26552
Je	w13_d217e26556
ner	w1_d217e26561
1696.	w3_d217e26564
nacher	w5_d217e26567
Ober=österreich	w7_d217e26570
affignir-	w9_d217e26573
ten	w1_d217e26579
100000.	w3_d217e26582
verstossenen	w5_d217e26585
Kriegs=zahl=amts	w7_d217e26588
Quittung	w1_d217e26593
per.	w3_d217e26596
21000.	w5_d217e26599
Fl.	w7_d217e26602
als	w9_d217e26605
auch	w11_d217e26608
der	w13_d217e26612
von	w15_d217e26615
denen	w1_d217e26620
im	w3_d217e26623
Königreich	w5_d217e26626
Böheim	w7_d217e26629
den	w9_d217e26632
29.	w11_d217e26635
Jener	w13_d217e26639
1700.	w1_d217e26644
angewiesenen	w3_d217e26647
150000.	w5_d217e26650
Fl.	w7_d217e26653
gleichfalls	w9_d217e26656
in	w1_d217e26662
Verstoß	w3_d217e26665
gerahtenen	w5_d217e26668
ebenmäßsigen	w7_d217e26671
Kriegs	w9_d217e26674
zahl=amts=quittung	w1_d217e26679
pr.	w3_d217e26682
25000.	w5_d217e26685
Fl.	w7_d217e26688
inner	w9_d217e26691
Jahr	w1_d217e26696
6.	w3_d217e26699
Wochen,	w5_d217e26702
und	w7_d217e26705
3.	w9_d217e26708
Tagen,	w11_d217e26711
sich	w13_d217e26715
also	w15_d217e26718
gewis	w17_d217e26721
anmelden,	w1_d217e26726
und	w3_d217e26729
zu	w5_d217e26732
vorberührten	w7_d217e26735
beyden	w9_d217e26738
Quit	w11_d217e26741
tungen	w1_d217e26747
mitt=lst	w3_d217e26750
Producirung	w5_d217e26753
deren	w7_d217e26756
Origina	w9_d217e26759
lien	w1_d217e26764
rechtlich	w3_d217e26767
legitimiren,	w5_d217e26770
als	w7_d217e26773
im	w9_d217e26776
widrigen	w11_d217e26779
nach	w1_d217e26784
Exspirirung	w3_d217e26787
sothannen	w5_d217e26790
Termins	w7_d217e26793
selbe	w9_d217e26796
gänzlichen	w1_d217e26801
assiret,	w3_d217e26804
und	w5_d217e26807
annullitet	w7_d217e26810
seyn	w9_d217e26813
sollen,	w11_d217e26816
bey	w1_d217e26822
diesem	w3_d217e26825
Kaiserl.	w5_d217e26828
Königl.	w7_d217e26831
Judicio	w9_d217e26834
Delegato	w11_d217e26837
gehorsamst	w1_d217e26842
angelanget	w3_d217e26845
habe;	w5_d217e26848
da	w7_d217e26851
nun	w9_d217e26854
in	w11_d217e26857
die	w13_d217e26861
ses	w1_d217e26866
des	w3_d217e26869
Herrn	w5_d217e26872
Curatoris	w7_d217e26875
Gesuch	w9_d217e26878
von	w11_d217e26881
Rechts	w13_d217e26885
wegen	w1_d217e26890
gewilliget	w3_d217e26893
worden,	w5_d217e26896
als	w7_d217e26899
wird	w9_d217e26902
denen	w11_d217e26905
et	w13_d217e26909
wannigen	w1_d217e26915
Jnnhabern	w3_d217e26918
vor=erwehnt=zweyer	w5_d217e26921
Kriegs=zahl=amts=quittungen	w1_d217e26926
per.	w3_d217e26929
21000.	w5_d217e26932
und	w1_d217e26937
25000.	w3_d217e26940
Fl.	w5_d217e26943
durch	w7_d217e26946
gegenwärtiges	w9_d217e26949
Edict	w11_d217e26952
anbefohlen,	w1_d217e26957
daß	w3_d217e26960
selbe	w5_d217e26963
längstens	w7_d217e26966
bis	w9_d217e26969
1.	w11_d217e26972
April	w13_d217e26976
dieses	w1_d217e26982
1758.	w3_d217e26985
Jahrs	w5_d217e26988
bey	w7_d217e26991
diesem	w9_d217e26994
sub	w11_d217e26997
præsidio	w13_d217e27001
ihrer	w1_d217e27006
Kaiserl.	w3_d217e27009
Königl	w5_d217e27012
Majestät	w7_d217e27015
würcklichen	w9_d217e27018
geheimen	w1_d217e27023
Nahts	w3_d217e27026
Cammerern,	w5_d217e27029
und	w7_d217e27032
N.	w9_d217e27035
Oe	w11_d217e27038
Regierung	w1_d217e27043
in	w3_d217e27046
Just	w5_d217e27049
2=sachen	w7_d217e27052
vice-præsidrn-	w9_d217e27055
tens	w1_d217e27061
Herrn	w3_d217e27064
Ferdinand	w5_d217e27067
Grafens	w7_d217e27070
d.	w9_d217e27073
Pergen	w11_d217e27076
ver	w13_d217e27080
ordneten	w1_d217e27085
Kaiserl.	w3_d217e27088
Königl.	w5_d217e27091
Jud.	w7_d217e27094
Deleg.	w9_d217e27097
sich	w11_d217e27100
also	w1_d217e27105
gewiß	w3_d217e27108
anmelden,	w5_d217e27111
und	w7_d217e27114
zu	w9_d217e27117
mehr	w11_d217e27120
erwehnten	w13_d217e27124
Kriegs=zahl=amts=quittungen	w1_d217e27129
mittels	w3_d217e27132
Pro-	w5_d217e27135
ducirung	w1_d217e27141
deren	w3_d217e27144
Originalien	w5_d217e27147
rechtlichen	w7_d217e27150
legi	w9_d217e27153
timiren,	w1_d217e27158
als	w3_d217e27161
im	w5_d217e27164
widrigen	w7_d217e27167
nach	w9_d217e27170
Exspirirung	w11_d217e27173
besagten	w1_d217e27178
Termins	w3_d217e27181
sothane	w5_d217e27184
Quittungen	w7_d217e27187
gänz	w9_d217e27190
lichen	w1_d217e27195
cassiret	w3_d217e27198
und	w5_d217e27201
annulliret	w7_d217e27204
seyn	w9_d217e27207
sollen,	w11_d217e27210
Wienn	w1_d217e27216
den	w3_d217e27219
17.	w5_d217e27222
December	w7_d217e27225
1756.	w9_d217e27228
</p>
</doc>
