<doc id="edoc_wd_1783-12-24" attrs="word" year="1783" month="12" day="24" corpus="1">
<head id="hl1">
Jnnländische	w29
<g/>
=
<g/>
,
und	w9971
2	w9972
Zimmer	w9973
zu	w9974
ebener	w9975
Erde	w9976
<g/>
,
auf	w9978
künf=tige	w9979
<g/>
=
Georgizeit	w9981
zu	w9982
verlassen	w9983
<g/>
,
und	w9985
sich	w9986
deshalb	w9987
daselbst	w9988
anzufragen	w9989
<g/>
.
</p>
<head id="hl38">
Folgende	w9991
Sachen	w9992
<g/>
,
</head>
<p id="p90">
als	w9994
1	w9995
<g/>
)
ein	w9997
der	w9998
neuer	w9999
wohlbeschlagener	w10000
Schlit=tenkussen	w10001
<g/>
=
samt	w10003
der	w10004
auch	w10005
ganz	w10006
neu	w10007
dazu	w10008
gehö=rigen	w10009
<g/>
=
Schlittenequipage	w10011
<g/>
,
2	w10013
<g/>
)
ein	w10015
ganz	w10016
neues	w10017
Pie=rutsch	w10018
<g/>
=
auf	w10020
englische	w10021
Art	w10022
ausgemacht	w10023
<g/>
,
3	w10025
<g/>
)
ein	w10027
überführtes	w10028
Pierutsch	w10029
mit	w10030
Berlinbäumen	w10031
<g/>
,
4	w10033
<g/>
)
ein	w10035
überführter	w10036
Schwimmer	w10037
<g/>
(
beede	w10039
letztere	w10040
2	w10041
und	w10042
4sitzig	w10043
<g/>
,
in	w10045
der	w10046
Stadt	w10047
und	w10048
auf	w10049
der	w10050
Reise	w10051
brauchbar	w10052
<g/>
)
dann	w10054
ein	w10055
paar	w10056
neue	w10057
und	w10058
ein	w10059
paar	w10060
gebrauchte	w10061
Pferdgeschirre	w10062
samt	w10063
dazugehörigen	w10064
Leitseilen	w10065
<g/>
,
sind	w10067
täglich	w10068
zu	w10069
verkaufen	w10070
<g/>
.
Kauflu=stige	w10072
<g/>
=
belieben	w10074
sich	w10075
deshalb	w10076
im	w10077
Zeitungskomtoir	w10078
zu	w10079
melden	w10080
<g/>
.
</p>
<head id="hl39">
Licit	w10082
<g/>
.
Bücher	w10084
und	w10085
Kupferstiche	w10086
<g/>
.
</head>
<p id="p91">
Die	w10088
der	w10089
22	w10090
<g/>
.
Decemb	w10092
<g/>
.
bey	w10094
dem	w10095
rothen	w10096
Thurm	w10097
im	w10098
großen	w10099
Küßdenpfenning	w10100
abzuhaltende	w10101
Bü=cher	w10102
<g/>
=
<g/>
=
und	w10105
Kupferstichlicitation	w10106
<g/>
,
wovon	w10108
die	w10109
ge gedrukten	w10110
<g/>
=
</p>
<p id="p92">
drukten	w10112
Kataloge	w10113
in	w10114
der	w10115
Friserischen	w10116
Kunst	w10117
<g/>
=
und	w10119
Kupferstichhandlung	w10120
am	w10121
Bauernmarkt	w10122
be=reits	w10123
<g/>
=
ausgegeben	w10125
worden	w10126
sind	w10127
<g/>
,
wird	w10129
bis	w10130
auf	w10131
den	w10132
nächsten	w10133
Samstag	w10134
als	w10135
den	w10136
27	w10137
<g/>
.
December	w10139
d	w10140
<g/>
.
J	w10142
<g/>
.
verschoben	w10144
<g/>
,
an	w10146
welchem	w10147
Tag	w10148
in	w10149
obbe=meldten	w10150
<g/>
=
Haus	w10152
früh	w10153
um	w10154
9	w10155
Uhr	w10156
gewiß	w10157
der	w10158
An=fang	w10159
<g/>
=
gemacht	w10161
wird	w10162
<g/>
.
</p>
<head id="hl40">
Licit	w10164
<g/>
.
Effekten	w10166
<g/>
.
</head>
<p id="p93">
Den	w10168
29	w10169
<g/>
.
dies	w10171
zu	w10172
den	w10173
gewöhnlichen	w10174
Vor	w10175
<g/>
=
und	w10177
Nachmittagsstunden	w10178
werden	w10179
in	w10180
der	w10181
Schulter=gasse	w10182
<g/>
=
Nr	w10184
<g/>
.
277	w10186
im	w10187
sogenannt	w10188
Seyfartischen	w10189
Haus	w10190
im	w10191
ersten	w10192
Stock	w10193
verschiedene	w10194
Verlassenschafts=fahrnisse	w10195
<g/>
=
<g/>
,
als	w10198
silberne	w10199
Mundbesteck	w10200
<g/>
,
Uhr	w10202
und	w10203
Schnallen	w10204
<g/>
,
dann	w10206
tüch	w10207
<g/>
=
und	w10209
zeugene	w10210
Mannsklei=der	w10211
<g/>
=
<g/>
,
derley	w10214
<g/>
=
und	w10216
Hauswäsche	w10217
<g/>
,
Spiegel	w10219
<g/>
,
Sof=fen	w10221
<g/>
=
<g/>
,
Sessel	w10224
<g/>
,
harte	w10226
Schreib	w10227
<g/>
=
Schubladkästen	w10229
und	w10230
Tische	w10231
<g/>
,
gemalte	w10233
Bilder	w10234
<g/>
,
Meßing	w10236
<g/>
=
Zinn	w10238
<g/>
=
Ku=pfer	w10240
<g/>
=
<g/>
=
und	w10243
Eisengeschirr	w10244
<g/>
,
und	w10246
andere	w10247
Effekten	w10248
li=citando	w10249
<g/>
=
verkauft	w10251
<g/>
.
</p>
<head id="hl41">
Licit	w10253
<g/>
.
Effekten	w10255
<g/>
.
</head>
<p id="p94">
Den	w10257
29	w10258
<g/>
.
dies	w10260
und	w10261
folgende	w10262
Täge	w10263
werden	w10264
in	w10265
der	w10266
Goldschmidgasse	w10267
vom	w10268
Rebhünhl	w10269
über	w10270
Nr	w10271
<g/>
.
541	w10273
im	w10274
2ten	w10275
Stock	w10276
verschiedene	w10277
Verlassenschafts=sachen	w10278
<g/>
=
<g/>
,
als	w10281
ein	w10282
schöner	w10283
Mannsring	w10284
von	w10285
Rau=ten	w10286
<g/>
=
<g/>
,
silberne	w10289
Eß	w10290
<g/>
=
und	w10292
Caffeelöffel	w10293
<g/>
,
Manns	w10295
<g/>
=
und	w10297
Frauenschnallen	w10298
<g/>
,
Fürtuchhacken	w10300
<g/>
,
Etuis	w10302
<g/>
,
ein	w10304
stahlenen	w10305
besonders	w10306
schöner	w10307
Frauenuhrhacken	w10308
mit	w10309
Gold	w10310
eingelegt	w10311
<g/>
,
deto	w10313
von	w10314
Gold	w10315
<g/>
,
eine	w10317
Menge	w10318
Braßleten	w10319
<g/>
,
Ohrringelh	w10321
<g/>
,
Kopfnadeln	w10323
<g/>
,
und	w10325
Hals=bänder	w10326
<g/>
=
von	w10328
Coquegranaten	w10329
<g/>
,
Marquesiten	w10331
und	w10332
Topas	w10333
<g/>
,
mit	w10335
Silber	w10336
beschlagene	w10337
Rosenkränze	w10338
<g/>
,
verschiedene	w10340
Ringe	w10341
und	w10342
Frauendosen	w10343
<g/>
,
Leuchter	w10345
von	w10346
Argent	w10347
<g/>
=
Haschee	w10349
Spieltrüherl	w10350
und	w10351
neue	w10352
Karten	w10353
<g/>
,
dann	w10355
verschiedene	w10356
Manns	w10357
<g/>
=
und	w10359
Frauen=kleider	w10360
<g/>
=
von	w10362
Atlaß	w10363
<g/>
,
großdemur	w10365
<g/>
,
Taffet	w10367
<g/>
,
Zitz	w10369
<g/>
,
rosenfarber	w10371
neuer	w10372
Atlaß	w10373
auf	w10374
ein	w10375
Frauenkleid	w10376
<g/>
,
Frauenpelze	w10378
und	w10379
anderes	w10380
Pelzwerk	w10381
<g/>
,
damastene	w10383
Mieder	w10384
<g/>
,
Stickröcke	w10386
<g/>
,
Frauenmantel	w10388
<g/>
,
Kopi=schon	w10390
<g/>
=
<g/>
,
Halstüchel	w10393
<g/>
,
40	w10395
Paar	w10396
neue	w10397
Frauenhand=schuhe	w10398
<g/>
=
und	w10400
Stützeln	w10401
<g/>
,
verschiedene	w10403
schöne	w10404
Fä=cher	w10405
<g/>
=
<g/>
,
Hauben	w10408
und	w10409
Tatzetn	w10410
mit	w10411
Blondspitzen	w10412
<g/>
,
Frauenhütte	w10414
<g/>
,
dann	w10416
Wäsche	w10417
<g/>
,
damastener	w10419
Tisch=zeug	w10420
<g/>
=
und	w10422
andere	w10423
Hauswäsche	w10424
<g/>
,
Bettgewand=ein	w10426
<g/>
=
ovaler	w10428
Spiegel	w10429
im	w10430
Ganzen	w10431
von	w10432
besonderer	w10433
Größe	w10434
<g/>
,
Luster	w10436
<g/>
,
Hänguhr	w10438
<g/>
,
fournirte	w10440
Aufsätze	w10441
Schublad	w10442
<g/>
=
Eck	w10444
<g/>
=
Garderob	w10446
und	w10447
Toiletkästen	w10448
<g/>
,
Tische	w10450
Soffen	w10451
<g/>
,
und	w10453
Sessel	w10454
von	w10455
Rohr	w10456
<g/>
,
ganz	w10458
eine	w10459
Papierspalier	w10460
<g/>
,
50	w10462
Stück	w10463
Bilder	w10464
in	w10465
eiche=nen	w10466
<g/>
=
Rahmen	w10468
und	w10469
Gläser	w10470
<g/>
,
dann	w10472
mehrere	w10473
ge=faßte	w10474
<g/>
=
mit	w10476
vergoldten	w10477
Rahmen	w10478
<g/>
,
ein	w10480
Klavier	w10481
und	w10482
andere	w10483
Jnstrumente	w10484
<g/>
,
verschiedenes	w10486
Porzel=lain	w10487
<g/>
=
<g/>
,
Hollitscher	w10490
<g/>
=
Zinn	w10492
<g/>
=
Meßing	w10494
<g/>
=
Kupfer	w10496
<g/>
=
Ei=sen	w10498
<g/>
=
und	w10500
Erdgeschier	w10501
<g/>
,
und	w10503
andere	w10504
Fahrnissen	w10505
den	w10506
Meistbietenden	w10507
gehen	w10508
baare	w10509
Bezahlung	w10510
zu	w10511
den	w10512
gewöhnlichen	w10513
Stunden	w10514
steigerungsweis	w10515
hin	w10516
dangegeben	w10517
werden	w10518
<g/>
.
</p>
<head id="hl42">
Licit	w10520
<g/>
.
Effekten	w10522
</head>
<p id="p95">
Den	w10523
30	w10524
<g/>
.
dies	w10526
zu	w10527
den	w10528
gewöhnlichen	w10529
Vor	w10530
<g/>
=
und	w10532
Nachmittagsstunden	w10533
werden	w10534
auf	w10535
Verordnung	w10536
eines	w10537
löbl	w10538
<g/>
.
Magistrat	w10540
der	w10541
k	w10542
<g/>
.
k	w10544
<g/>
.
Haupt	w10546
<g/>
=
und	w10548
Re=sidenzstadt	w10549
<g/>
=
Wien	w10551
in	w10552
der	w10553
Leopoldstadt	w10554
auf	w10555
der	w10556
Hauptstrasse	w10557
ausser	w10558
dem	w10559
schwarzen	w10560
Bärn	w10561
im	w10562
Haf=nerischen	w10563
<g/>
=
Haus	w10565
Nr	w10566
<g/>
.
271	w10568
im	w10569
2ten	w10570
Stock	w10571
ver=schiedene	w10572
<g/>
=
Verlassenschaftsfahrnisse	w10574
<g/>
,
als	w10576
Manns	w10577
<g/>
=
und	w10579
Frauenkleider	w10580
<g/>
,
derley	w10582
<g/>
=
und	w10584
Hauswäsche	w10585
<g/>
,
hart	w10587
und	w10588
weiche	w10589
Kästen	w10590
<g/>
,
Tische	w10592
und	w10593
Sessel	w10594
<g/>
,
gemalte	w10596
Bilder	w10597
<g/>
,
Bettstätte	w10599
samt	w10600
Bettgewand	w10601
und	w10602
andere	w10603
Effekten	w10604
licitando	w10605
verkauft	w10606
<g/>
.
</p>
<head id="hl43">
Licit	w10608
<g/>
.
Bücher	w10610
<g/>
.
</head>
<p id="p96">
Die	w10612
auf	w10613
den	w10614
29	w10615
<g/>
.
dies	w10617
am	w10618
Lichtensteeg	w10619
im	w10620
Dr	w10621
<g/>
.
Ertlischen	w10623
Haus	w10624
angekündigte	w10625
Bücherlicitation	w10626
wird	w10627
bis	w10628
auf	w10629
den	w10630
2	w10631
<g/>
.
Jäner	w10633
1784	w10634
verschoben	w10635
<g/>
;
die	w10637
Bücher	w10638
sind	w10639
sehr	w10640
wohl	w10641
konditionirt	w10642
<g/>
,
meistens	w10644
v	w10645
<g/>
.
guten	w10647
Auflag	w10648
und	w10649
unterschiedlichen	w10650
sehr	w10651
brauch=baren	w10652
<g/>
=
Gattungen	w10654
<g/>
,
absonderlich	w10656
aber	w10657
medicini=sche	w10658
<g/>
=
<g/>
,
physische	w10661
<g/>
,
allerhand	w10663
chimische	w10664
und	w10665
alchi=mistische	w10666
<g/>
=
<g/>
,
chirurgische	w10669
<g/>
,
dann	w10671
von	w10672
Gattung	w10673
der	w10674
Naturgeschichte	w10675
<g/>
,
worunter	w10677
sehr	w10678
schöne	w10679
vom	w10680
Mi=neralreich	w10681
<g/>
=
befindlich	w10683
sind	w10684
<g/>
;
es	w10686
sind	w10687
auch	w10688
darun=ter	w10689
<g/>
=
Opera	w10691
Hoffmanni	w10692
omnia	w10693
<g/>
,
item	w10695
Hippo	w10696
cratis	w10697
<g/>
&
Galeni	w10699
<g/>
:
Weinnmann	w10701
grosses	w10702
botani=sches	w10703
<g/>
=
Werk	w10705
in	w10706
4	w10707
Foliobänden	w10708
<g/>
,
mit	w10710
etliche	w10711
1000	w10712
nach	w10713
der	w10714
Natur	w10715
illumin	w10716
<g/>
.
Pflanzen	w10718
<g/>
,
alle	w10720
Werke	w10721
des	w10722
van	w10723
Swieten	w10724
<g/>
,
Boerhave	w10726
<g/>
,
Stall	w10728
<g/>
,
Haen	w10730
<g/>
,
item	w10732
vom	w10733
Linnäus	w10734
<g/>
,
ein	w10736
Wörterbuch	w10737
von	w10738
der	w10739
ganzen	w10740
Naturgeschichte	w10741
<g/>
,
wie	w10743
auch	w10744
von	w10745
der	w10746
Bo=tanik	w10747
<g/>
=
<g/>
,
u	w10750
<g/>
.
a	w10752
<g/>
.
m	w10754
<g/>
.
Der	w10756
Katalog	w10757
hievon	w10758
ist	w10759
in	w10760
dem	w10761
Gewölb	w10762
des	w10763
Kunst	w10764
<g/>
=
und	w10766
Kupferhändlers	w10767
Joh	w10768
<g/>
.
Stöckl	w10770
neben	w10771
Herrn	w10772
Wapplers	w10773
Buchhand	w10774
lung	w10775
ruckwärts	w10776
der	w10777
Kriegskanzley	w10778
ohnentgeldlich	w10779
zu	w10780
bekommen	w10781
<g/>
.
</p>
<head id="hl44">
Bey	w10783
Sebastian	w10784
Hartl	w10785
<g/>
,
Buchbinder	w10787
und	w10788
Buchhändler	w10789
in	w10790
der	w10791
Sin=gerstrasse	w10792
<g/>
=
am	w10794
St	w10795
<g/>
.
Stephansthor	w10797
ist	w10798
unter	w10799
andern	w10800
zu	w10801
haben	w10802
<g/>
:
</head>
<p id="p97">
Taschenbuch	w10804
für	w10805
Brüder	w10806
Freymaurer	w10807
<g/>
,
1784	w10809
<g/>
.
12	w10811
<g/>
.
20	w10813
kr	w10814
<g/>
.
</p>
<p id="p98">
Des	w10816
verbesserten	w10817
Konstirutionenbuchs	w10818
der	w10819
alten	w10820
ehrwürdigen	w10821
Bruderschaft	w10822
der	w10823
Freymäurer	w10824
<g/>
,
erster	w10826
Theil	w10827
<g/>
,
Geschichte	w10829
des	w10830
Ordens	w10831
<g/>
,
auf	w10833
Befehl	w10834
der	w10835
grossen	w10836
Loge	w10837
aus	w10838
ihren	w10839
Urkunden	w10840
<g/>
,
Traditionen	w10842
und	w10843
Logebüchern	w10844
zum	w10845
Gebrauch	w10846
der	w10847
Logen	w10848
verfasset	w10849
von	w10850
Jakob	w10851
Anderson	w10852
D	w10853
<g/>
.
D	w10855
<g/>
.
A	w10857
<g/>
.
d	w10859
<g/>
.
E	w10861
<g/>
.
übersetzt	w10863
<g/>
,
vierte	w10865
vermehrte	w10866
Auflage	w10867
<g/>
,
Frankf	w10869
<g/>
.
am	w10871
Mayn	w10872
1713	w10873
<g/>
.
gr	w10875
<g/>
.
8	w10877
<g/>
.
1	w10879
fl	w10880
<g/>
.
45	w10882
kr	w10883
<g/>
.
</p>
<p id="p99">
Die	w10885
Freymäuerey	w10886
im	w10887
Fischbeinrocke	w10888
<g/>
,
2	w10890
<g/>
.
Theile	w10892
<g/>
,
8	w10894
<g/>
.
Frankf	w10896
<g/>
.
und	w10898
Leipz	w10899
<g/>
.
1775	w10901
<g/>
.
30	w10903
kr	w10904
<g/>
.
</p>
<p id="p100">
Etwas	w10906
zum	w10907
vernünftigen	w10908
Nachdenken	w10909
für	w10910
die	w10911
Fräumäurer	w10912
<g/>
,
8	w10914
<g/>
.
Deutsch	w10916
<g/>
.
1783	w10918
30	w10919
kr	w10920
<g/>
.
</p>
<p id="p101">
Vertheidigung	w10922
der	w10923
Freymäurer	w10924
wider	w10925
die	w10926
Ver=läumdungen	w10927
<g/>
=
zweener	w10929
Geistlichen	w10930
<g/>
,
welche	w10932
den	w10933
</p>
<p id="p102">
Orden	w10934
öffentlich	w10935
auf	w10936
der	w10937
Kanzel	w10938
angegriffen	w10939
<g/>
.
haben	w10941
<g/>
,
a	w10943
d	w10944
<g/>
.
Französ	w10946
<g/>
.
8	w10948
<g/>
.
Frankf	w10950
<g/>
.
und	w10952
Leipz	w10953
1779	w10954
<g/>
.
30	w10956
kr	w10957
<g/>
.
</p>
<p id="p103">
Neueste	w10959
Sammlung	w10960
von	w10961
vorzüglichsten	w10962
Liedern	w10963
für	w10964
Brüder	w10965
Fräumaurer	w10966
<g/>
,
8	w10968
<g/>
.
Sendal	w10970
1782	w10971
<g/>
.
20	w10973
kr	w10974
<g/>
.
</p>
<p id="p104">
Sendschreiben	w10976
an	w10977
die	w10978
erhabenen	w10979
Unbekannten	w10980
<g/>
,
oder	w10982
die	w10983
ächten	w10984
und	w10985
rechten	w10986
Fräymäurer	w10987
<g/>
,
8	w10989
<g/>
.
1781	w10991
<g/>
.
30	w10993
kr	w10994
<g/>
.
</p>
<p id="p105">
Karl	w10996
Hubert	w10997
Lobreich	w10998
von	w10999
Plumensek	w11000
geoffen=barten	w11001
<g/>
=
Einfluß	w11003
in	w11004
das	w11005
allgemeine	w11006
Wohl	w11007
der	w11008
Statten	w11009
der	w11010
ächten	w11011
Freymäurerey	w11012
aus	w11013
dem	w11014
wahren	w11015
Endzweck	w11016
ihrer	w11017
ursprünglichen	w11018
Stif=tung	w11019
<g/>
=
erwiesen	w11021
ꝛc	w11022
<g/>
.
ꝛc	w11024
<g/>
.
</p>
<p id="p106">
Robertsons	w11026
<g/>
,
Dr	w11028
<g/>
.
Wilhelm	w11030
ꝛc	w11031
<g/>
.
Geschichte	w11033
der	w11034
Regierung	w11035
Kaiser	w11036
Karls	w11037
des	w11038
V	w11039
<g/>
.
nebst	w11041
einem	w11042
Abriß	w11043
des	w11044
Wachtsthums	w11045
und	w11046
Fortgangs	w11047
des	w11048
gesellschaftlichen	w11049
Lebens	w11050
in	w11051
Europa	w11052
bis	w11053
auf	w11054
den	w11055
Anfang	w11056
des	w11057
sechszehnten	w11058
Jahrhunderts	w11059
<g/>
,
a	w11061
<g/>
.
d	w11063
<g/>
.
Englischen	w11065
übersetzt	w11066
<g/>
,
und	w11068
mit	w11069
Anmer=kungen	w11070
<g/>
=
begleitet	w11072
<g/>
,
3	w11074
Bände	w11075
<g/>
,
gr	w11077
<g/>
.
8	w11079
<g/>
.
Stadt	w11081
Kempten	w11082
1781	w11083
<g/>
—
83	w11085
<g/>
.
4	w11087
fl	w11088
<g/>
.
</p>
<p id="p107">
Anmerkungen	w11090
über	w11091
den	w11092
erzbischöfl	w11093
<g/>
.
Mechelnschen	w11095
Hirtenbrief	w11096
vom	w11097
8	w11098
<g/>
.
Hornung	w11100
1783	w11101
<g/>
.
a	w11103
<g/>
.
d	w11105
<g/>
.
Französ	w11107
<g/>
.
übersetzt	w11109
<g/>
,
und	w11111
dem	w11112
ungenannten	w11113
Hrn	w11114
<g/>
.
Uebersetzer	w11116
des	w11117
in	w11118
Wien	w11119
deutsch	w11120
verleg=ten	w11121
<g/>
=
auch	w11123
mechelnschen	w11124
Hirtenbiefs	w11125
vom	w11126
22	w11127
<g/>
.
Hornung	w11129
1782	w11130
<g/>
.
gewidmet	w11132
von	w11133
dem	w11134
österrei=chischen	w11135
<g/>
=
Pfarrer	w11137
<g/>
,
gr	w11139
<g/>
.
8	w11141
<g/>
.
1783	w11143
<g/>
.
geb	w11145
<g/>
.
20	w11147
kr	w11148
<g/>
.
</p>
<head id="hl45">
Jn	w11150
der	w11151
Weingandischen	w11152
Buchhandlung	w11153
am	w11154
Graben	w11155
Nr	w11156
<g/>
.
1174	w11158
<g/>
.
sind	w11160
nebst	w11161
andern	w11162
Büchern	w11163
<g/>
,
Landkarten	w11165
und	w11166
Kupferstichen	w11167
<g/>
,
auch	w11169
nachstehende	w11170
zu	w11171
haben	w11172
<g/>
:
</head>
<p id="p108">
Bildersaals	w11174
<g/>
(
das	w11176
neueröfneten	w11177
historischen	w11178
<g/>
)
17ter	w11180
Theil	w11181
<g/>
,
in	w11183
welchen	w11184
die	w11185
allgemeine	w11186
Weltge=schichte	w11187
<g/>
=
vom	w11189
Jahr	w11190
1776	w11191
<g/>
—
1780	w11193
<g/>
.
unter	w11195
Kai=ser	w11196
<g/>
=
Joseph	w11198
U	w11199
<g/>
.
und	w11201
dessen	w11202
glorreicher	w11203
Regie=rung	w11204
<g/>
=
aufrichtig	w11206
und	w11207
unpartheyisch	w11208
beschrie=ben	w11209
<g/>
=
ist	w11211
<g/>
,
und	w11213
viele	w11214
Begebenheiten	w11215
in	w11216
Kupfern	w11217
vorgestellt	w11218
sind	w11219
<g/>
,
gr	w11221
<g/>
.
8	w11223
<g/>
.
Nürnb	w11225
<g/>
.
1784	w11227
<g/>
.
3	w11229
fl	w11230
<g/>
.
</p>
<p id="p109">
Nachtrag	w11232
zu	w11233
der	w11234
Frage	w11235
<g/>
,
was	w11237
ist	w11238
der	w11239
Staat	w11240
<g/>
,
von	w11242
einem	w11243
Rechtsgelehrten	w11244
und	w11245
Publicisten	w11246
im	w11247
deutschen	w11248
Reiche	w11249
beantwortet	w11250
von	w11251
Verfas=ser	w11252
<g/>
=
der	w11254
ersten	w11255
Frage	w11256
<g/>
,
was	w11258
ist	w11259
der	w11260
Staat	w11261
<g/>
?
8	w11263
<g/>
.
1783	w11265
<g/>
.
ungeb	w11267
<g/>
.
15	w11269
kr	w11270
<g/>
.
geb	w11272
<g/>
.
16	w11274
kr	w11275
<g/>
.
</p>
<p id="p110">
Ermahnungen	w11277
heilsame	w11278
an	w11279
den	w11280
Kranken	w11281
<g/>
,
wie	w11283
sich	w11284
derselbe	w11285
in	w11286
seiner	w11287
Krankheit	w11288
verhalten	w11289
und	w11290
zu	w11291
den	w11292
Tod	w11293
bereiten	w11294
müsse	w11295
<g/>
,
nebst	w11297
einem	w11298
Unterricht	w11299
wie	w11300
man	w11301
denselben	w11302
in	w11303
der	w11304
Noth	w11305
beystehen	w11306
soll	w11307
<g/>
,
12	w11309
<g/>
.
Graz	w11311
1784	w11312
<g/>
.
10	w11314
kr	w11315
<g/>
.
</p>
<p id="p111">
Luby	w11317
<g/>
(
Anton	w11319
Theologia	w11320
moralis	w11321
in	w11322
systema	w11323
redactæ redactae	w11324
<g/>
,
pars	w11326
3tia	w11327
<g/>
,
8	w11329
<g/>
.
maj	w11331
<g/>
.
1783	w11333
<g/>
.
1	w11335
fl	w11336
<g/>
.
20	w11338
kr	w11339
<g/>
.
</p>
<p id="p112">
Unterricht	w11341
eines	w11342
alten	w11343
Beamten	w11344
an	w11345
seine	w11346
jun=ge	w11347
<g/>
=
Beamten	w11349
<g/>
,
Kandidaten	w11351
und	w11352
Praktitanten	w11353
<g/>
,
8	w11355
<g/>
.
München	w11357
1784	w11358
<g/>
.
1	w11360
fl	w11361
<g/>
.
geb	w11363
<g/>
.
1	w11365
fl	w11366
<g/>
.
7	w11368
kr	w11369
<g/>
.
</p>
<p id="p113">
Rousseau	w11371
<g/>
(
J	w11373
<g/>
.
J	w11375
<g/>
)
einsame	w11377
Spaziergänge	w11378
<g/>
,
sein	w11380
letztes	w11381
nachgelassener	w11382
Werk	w11383
mit	w11384
dessen	w11385
Por=trait	w11386
<g/>
=
<g/>
,
8	w11389
<g/>
.
1783	w11391
<g/>
.
45	w11393
kr	w11394
<g/>
.
</p>
<p id="p114">
Virgils	w11396
Aeneis	w11397
travesirt	w11398
von	w11399
Blumaner	w11400
<g/>
,
1ter	w11402
Band	w11403
<g/>
,
8	w11405
<g/>
.
1784	w11407
<g/>
.
1	w11409
fl	w11410
<g/>
.
</p>
<p id="p115">
Faustin	w11412
<g/>
,
oder	w11414
das	w11415
philosophische	w11416
Jahrhundert	w11417
<g/>
,
8	w11419
<g/>
.
1783	w11421
<g/>
.
45	w11423
kr	w11424
<g/>
.
geb	w11426
52	w11427
kr	w11428
<g/>
.
</p>
<p id="p116">
Holland	w11430
<g/>
(
J	w11432
<g/>
.
G	w11434
<g/>
.
<g/>
)
kurze	w11437
Predigten	w11438
auf	w11439
alle	w11440
Sonn=täge	w11441
<g/>
=
des	w11443
Jahrs	w11444
aus	w11445
verschiedenen	w11446
französi=schen	w11447
<g/>
=
Rednern	w11449
gezogen	w11450
<g/>
,
und	w11452
für	w11453
das	w11454
Land=volk	w11455
<g/>
=
brauchbar	w11457
gemacht	w11458
<g/>
,
8	w11460
<g/>
.
Bamberg	w11462
1783	w11463
<g/>
.
1	w11465
fl	w11466
<g/>
.
30	w11468
kr	w11469
<g/>
.
</p>
<p id="p117">
Evangelium	w11471
<g/>
(
das	w11473
zergliederte	w11474
<g/>
)
nach	w11476
den	w11477
histori=schen	w11478
<g/>
=
Zusammenhang	w11480
der	w11481
4	w11482
Evangelisten	w11483
<g/>
,
4	w11485
Theile	w11486
gr	w11487
<g/>
.
8	w11489
Wien	w11490
1783	w11491
<g/>
.
5	w11493
fl	w11494
<g/>
.
</p>
<p id="p118">
Patriot	w11496
<g/>
(
der	w11498
<g/>
)
oder	w11500
gemeinnütziger	w11501
Vorschlage	w11502
zum	w11503
besten	w11504
der	w11505
Religion	w11506
und	w11507
des	w11508
Vaterlandes	w11509
samt	w11510
wichtigen	w11511
Vorstellungen	w11512
an	w11513
die	w11514
hohen	w11515
Ordinariaten	w11516
<g/>
,
8	w11518
1783	w11519
<g/>
.
1	w11521
fl	w11522
<g/>
.
</p>
<p id="p119">
Wienerbüchelschreiber	w11524
nach	w11525
den	w11526
Leben	w11527
geschil=dert	w11528
<g/>
=
von	w11530
einen	w11531
Wiener	w11532
<g/>
,
8	w11534
<g/>
.
1783	w11536
<g/>
.
geb	w11538
<g/>
.
4	w11540
kr	w11541
<g/>
.
</p>
<p id="p120">
Hanemanns	w11543
<g/>
(
W	w11545
<g/>
.
<g/>
)
verwunderlicher	w11548
englischer	w11549
Wahrsager	w11550
<g/>
,
oder	w11552
ausführliches	w11553
Prognostikon	w11554
auf	w11555
das	w11556
Schaltjahr	w11557
1784	w11558
<g/>
.
samt	w11560
der	w11561
aller	w11562
neuesten	w11563
Genealogie	w11564
allerhöchster	w11565
Standesper=sonen	w11566
<g/>
=
<g/>
,
gr	w11569
<g/>
.
8	w11571
<g/>
.
30	w11573
kr	w11574
<g/>
.
</p>
<head id="hl46">
Jn	w11576
der	w11577
Sonnleithnerischen	w11578
Buchhandlung	w11579
in	w11580
der	w11581
Bognergasse	w11582
neben	w11583
dem	w11584
Todenkopf	w11585
Nr	w11586
<g/>
.
220	w11588
<g/>
.
sind	w11590
nebst	w11591
vielen	w11592
andern	w11593
Büchern	w11594
<g/>
,
auch	w11596
nachstehende	w11597
zu	w11598
haben	w11599
<g/>
:
</head>
<p id="p121">
Adelheit	w11601
und	w11602
Theodor	w11603
<g/>
,
oder	w11605
Briefe	w11606
über	w11607
die	w11608
Erziehung	w11609
<g/>
,
aus	w11611
dem	w11612
Französischen	w11613
der	w11614
Frau	w11615
Gräfin	w11616
von	w11617
Genlis	w11618
<g/>
,
übersetzt	w11620
von	w11621
P	w11622
<g/>
.
A	w11624
<g/>
.
<g/>
,
Winkopp	w11627
mit	w11628
einer	w11629
Vorrede	w11630
u	w11631
<g/>
.
d	w11633
Anmerkung	w11634
von	w11635
Herrn	w11636
Rath	w11637
Campe	w11638
<g/>
,
1ter	w11640
Theil	w11641
<g/>
,
Deutsch=land	w11643
<g/>
=
edelsten	w11645
Muttern	w11646
gewidmet	w11647
<g/>
,
8	w11649
<g/>
.
Gera	w11651
1783	w11652
<g/>
.
1	w11654
fl	w11655
<g/>
.
auf	w11657
Schreibpp	w11658
<g/>
.
