<doc id="wr_1759-08-08" attrs="word" year="1759" month="08" day="08" corpus="2">
<head id="h2_d371e4010">
Münster	w4_d371e4013
Uhr	w68_d371e26297
etwas	w70_d371e26301
Sil	w72_d371e26304
ber,	w75_d371e26308
verschiedene	w77_d371e26312
Manns=kleider,	w79_d371e26315
1.	w81_d371e26319
ganz	w83_d371e26322
neuer	w85_d371e26325
roth	w88_d371e26329
Scharlatiner=mantel	w90_d371e26333
mit	w92_d371e26337
schwarzen	w94_d371e26340
Sam	w96_d371e26343
met	w99_d371e26347
gefüttert,	w101_d371e26351
dann	w103_d371e26355
verschiedene	w105_d371e26358
Kästen,	w107_d371e26361
harte	w109_d371e26364
Tisch,	w112_d371e26368
neue	w114_d371e26373
Soffi	w116_d371e26376
samt	w118_d371e26379
darzu	w120_d371e26382
gehörigen	w122_d371e26385
Polster	w124_d371e26388
Sesseln,	w127_d371e26393
ein	w129_d371e26397
neue	w131_d371e26400
Stock	w133_d371e26403
dann	w135_d371e26406
eine	w137_d371e26410
Feld=uhr	w139_d371e26413
unterschiedliche	w142_d371e26417
schöne	w144_d371e26421
Chyrurgische	w146_d371e26424
Jnstrumen	w148_d371e26428
ten,	w151_d371e26432
und	w153_d371e26436
deto	w155_d371e26439
Tabellen,	w157_d371e26442
samt	w159_d371e26446
Apoteckel,	w161_d371e26449
Spiegl,	w163_d371e26452
Beth=gewand,	w166_d371e26456
und	w168_d371e26460
unterschiedliche	w170_d371e26464
Hausmobi	w172_d371e26467
lien	w175_d371e26471
denen	w177_d371e26475
Meistbietenden	w179_d371e26478
hindann	w181_d371e26482
gegeben	w183_d371e26485
werden.	w185_d371e26488
</p>
<p id="p58_d371e26491">
Auf	w4_d371e26494
Verordnung	w6_d371e26498
einer	w8_d371e26501
Hochlöbl.	w10_d371e26504
N.	w12_d371e26507
Oe.	w14_d371e26511
Re	w16_d371e26514
gierung,	w19_d371e26518
werden	w21_d371e26522
beym	w23_d371e26525
grünen	w25_d371e26529
Anger	w27_d371e26532
im	w29_d371e26535
Kipffel	w31_d371e26538
beckischen	w34_d371e26542
Haus	w36_d371e26547
im	w38_d371e26550
ersten	w40_d371e26553
Stock	w42_d371e26556
verschiedene	w44_d371e26559
in	w46_d371e26562
Gold,	w49_d371e26567
Silber,	w51_d371e26571
Perln,	w53_d371e26574
Bilder,	w55_d371e26577
und	w57_d371e26580
anderen	w59_d371e26584
Zim	w61_d371e26587
mer=mobilien	w64_d371e26591
bestehende	w66_d371e26595
Effecten,	w68_d371e26598
den	w70_d371e26602
9ten	w72_d371e26605
Augusii	w75_d371e26609
fruh	w77_d371e26613
von	w79_d371e26616
9.	w81_d371e26620
bis	w83_d371e26623
12.	w85_d371e26626
dann	w87_d371e26629
Nachmittag	w89_d371e26632
von	w91_d371e26635
3.	w94_d371e26640
bis	w96_d371e26644
6.	w98_d371e26647
Uhr	w100_d371e26650
dem	w102_d371e26653
Meistbietenden	w104_d371e26657
licitando	w106_d371e26660
ver	w108_d371e26663
kauffet.	w111_d371e26667
</p>
<p id="p60_d371e26672">
Auf	w4_d371e26675
künftigen	w6_d371e26679
Michaelis	w8_d371e26682
ist	w10_d371e26685
das	w12_d371e26688
allhier	w14_d371e26692
in	w16_d371e26695
der	w18_d371e26698
Annä=gassen	w21_d371e26702
gelegene	w23_d371e26706
Maltheser=haus	w25_d371e26710
samt	w27_d371e26713
Stallungen,	w30_d371e26717
Wagen=schupfen,	w32_d371e26721
Kellern,	w34_d371e26724
und	w36_d371e26728
aller	w38_d371e26731
Zugehör	w41_d371e26735
zu	w43_d371e26739
verlassen,	w45_d371e26742
und	w47_d371e26746
sich	w49_d371e26749
deswegen	w51_d371e26752
am	w53_d371e26755
Kohl	w55_d371e26758
markt	w58_d371e26763
im	w60_d371e26767
Churländischen	w62_d371e26770
Haus	w64_d371e26773
im	w66_d371e26776
zweyten	w68_d371e26779
Stock	w70_d371e26783
anzumelden.	w73_d371e26787
</p>
<p id="p62_d371e26791">
Denen	w4_d371e26794
respective	w6_d371e26798
Herren	w8_d371e26801
Garten=liebhaberst	w10_d371e26804
wird	w13_d371e26809
hiemit	w15_d371e26813
zu	w17_d371e26816
wissen	w19_d371e26819
gemacht,	w21_d371e26822
daß	w23_d371e26825
für	w25_d371e26829
anheues	w27_d371e26832
wiederum	w30_d371e26836
die	w32_d371e26840
neue	w34_d371e26843
Blumen=zwiebel=catalogi	w36_d371e26847
von	w39_d371e26851
denen	w41_d371e26855
berühmten	w43_d371e26858
Blumisten,	w45_d371e26861
Herren	w47_d371e26865
Gebrü	w49_d371e26868
deren	w52_d371e26872
Johann,	w54_d371e26876
und	w56_d371e26879
Mathias	w58_d371e26883
Klefecker	w60_d371e26886
in	w62_d371e26889
Ham	w64_d371e26892
burg	w67_d371e26896
alhier	w69_d371e26901
ankommen,	w71_d371e26904
worinnen	w73_d371e26907
alle	w75_d371e26910
Sorten	w77_d371e26913
deren	w80_d371e26918
schönst	w82_d371e26922
und	w84_d371e26925
raresten	w86_d371e26928
Zwiebeln,	w88_d371e26931
oder	w90_d371e26934
Klei	w92_d371e26938
gewächsen	w95_d371e26942
nach	w97_d371e26946
dero	w99_d371e26949
Namen	w101_d371e26952
und	w103_d371e26956
Preis	w105_d371e26959
specistel	w107_d371e26962
ret	w110_d371e26966
seynd.	w112_d371e26970
Weme	w114_d371e26974
nun	w116_d371e26977
von	w118_d371e26980
dergleichen	w120_d371e26983
räten	w122_d371e26986
Zwiebel	w125_d371e26991
und	w127_d371e26995
Kiel=werk,	w129_d371e26998
wie	w131_d371e27001
auch	w133_d371e27004
von	w135_d371e27007
besten	w137_d371e27011
Französischen	w140_d371e27015
hoch	w142_d371e27019
und	w144_d371e27022
nieder=stämmigen	w146_d371e27025
Obse	w148_d371e27029
bäumen,	w151_d371e27033
ingleichen	w153_d371e27037
Taxis,	w155_d371e27040
Pyramiden,	w157_d371e27043
Orale	w159_d371e27047
gen,	w162_d371e27051
Lorber,	w164_d371e27055
und	w166_d371e27058
Myrthen=bäumen,	w168_d371e27061
auch	w170_d371e27065
al	w172_d371e27068
lerhand	w175_d371e27072
frischen	w177_d371e27076
Garten=saamen,	w179_d371e27079
und	w181_d371e27083
Pflanzen,	w183_d371e27086
etwas	w186_d371e27090
beliebig	w188_d371e27094
seyn	w190_d371e27097
möchte,	w192_d371e27101
der	w194_d371e27104
wird	w196_d371e27107
bey	w198_d371e27110
dem	w200_d371e27113
Verleger	w203_d371e27118
des	w205_d371e27122
Wienerischen	w207_d371e27125
Diarii,	w209_d371e27128
obbesagten	w211_d371e27131
Catalogum	w214_d371e27136
umsonst	w216_d371e27140
abholen	w218_d371e27143
zu	w220_d371e27146
lassen,	w222_d371e27149
sich	w224_d371e27152
be	w226_d371e27156
lieben.	w229_d371e27160
</p>
<p id="p64_d371e27164">
Wann	w4_d371e27167
aber	w6_d371e27171
jemand	w8_d371e27174
nicht	w10_d371e27177
gerne	w12_d371e27180
adrittura	w14_d371e27184
von	w16_d371e27187
denen	w19_d371e27191
Herren	w21_d371e27195
Klefeckern	w23_d371e27198
in	w25_d371e27202
Hamburg	w27_d371e27205
eine	w29_d371e27208
Be	w31_d371e27211
stellung	w34_d371e27215
machen	w36_d371e27220
möchte,	w38_d371e27223
so	w40_d371e27226
kan	w42_d371e27229
solches	w44_d371e27232
auch	w46_d371e27235
durch	w48_d371e27239
ihre	w51_d371e27243
alhiesige	w53_d371e27247
Cortespondenten	w55_d371e27250
(welche	w57_d371e27253
bey	w59_d371e27257
dem	w61_d371e27260
Verleger	w64_d371e27264
des	w66_d371e27268
Wienerischen	w68_d371e27271
Diarii	w70_d371e27275
zu	w72_d371e27278
erfragen	w74_d371e27281
seynd)	w77_d371e27285
geschehen.	w79_d371e27289
Diese	w81_d371e27293
werden	w83_d371e27296
hierinfalls	w85_d371e27299
willis	w87_d371e27302
an	w90_d371e27306
die	w92_d371e27311
Hand	w94_d371e27314
gehen,	w96_d371e27317
und	w98_d371e27320
auch	w100_d371e27323
alle	w102_d371e27326
weiters	w104_d371e27330
veß	w106_d371e27333
2	w109_d371e27337
langende	w112_d371e27342
Auskunft	w114_d371e27346
geben.	w116_d371e27350
</p>
<head id="h2_d371e27388">
JOURNAL	w4_d371e27391
Von	w7_d371e27396
der	w9_d371e27400
combinirt=Kaiserl.	w11_d371e27403
Königl.	w13_d371e27407
und	w15_d371e27410
Reichsexecu	w17_d371e27413
tions=armee	w20_d371e27417
vom	w22_d371e27421
27.	w24_d371e27425
bis	w26_d371e27428
Letzten	w28_d371e27431
Julii	w30_d371e27434
1759.	w32_d371e27437
Haupt=quartier	w34_d371e27440
Sulza.	w37_d371e27445
</head>
<p id="p4_d371e27449">
Den	w4_d371e27452
27.	w6_d371e27456
bliebe	w8_d371e27459
die	w10_d371e27462
Armee	w12_d371e27465
in	w14_d371e27469
ihrer	w16_d371e27472
vorigen	w18_d371e27475
Stellung,	w20_d371e27478
und	w22_d371e27481
lieffe	w25_d371e27486
nur	w27_d371e27490
von	w29_d371e27493
dem	w31_d371e27496
Herrn	w33_d371e27499
Generalen	w35_d371e27502
Ried	w37_d371e27506
der	w39_d371e27509
Raport	w41_d371e27512
ein,	w44_d371e27516
daß	w46_d371e27520
solcher	w48_d371e27524
von	w50_d371e27527
Klettenberg	w52_d371e27530
nach	w54_d371e27533
Heiligenstadt	w56_d371e27536
mar	w58_d371e27539
schiret	w61_d371e27544
seye,	w63_d371e27548
und	w65_d371e27551
von	w67_d371e27554
da	w69_d371e27557
weiters	w71_d371e27561
auf	w73_d371e27564
Querfurt	w75_d371e27567
abzurucken	w77_d371e27570
im	w80_d371e27574
Begrif	w82_d371e27579
stehe.	w84_d371e27582
</p>
<p id="p6_d371e27585">
Den	w4_d371e27588
28.	w6_d371e27592
brache	w8_d371e27595
das	w10_d371e27598
Haupt=quartier	w12_d371e27601
nebst	w14_d371e27605
dem	w16_d371e27608
noch	w18_d371e27611
bey	w21_d371e27615
Erfurt	w23_d371e27619
gestandenen	w25_d371e27623
linken	w27_d371e27626
Flügel	w29_d371e27629
der	w31_d371e27632
Arme	w33_d371e27635
auf,	w35_d371e27638
und	w37_d371e27642
marschirte	w40_d371e27646
nach	w42_d371e27650
Weymar,	w44_d371e27653
allwo	w46_d371e27656
der	w48_d371e27660
rechte	w50_d371e27663
Flügel	w52_d371e27666
bereits	w54_d371e27669
gelagert	w57_d371e27673
ware.	w59_d371e27678
Das	w61_d371e27681
Haupt=quartier	w63_d371e27684
wurde	w65_d371e27687
in	w67_d371e27690
der	w69_d371e27693
Stadt	w71_d371e27697
genommen,	w74_d371e27701
die	w76_d371e27705
Armee	w78_d371e27708
bliebe	w80_d371e27711
auch	w82_d371e27715
allda	w84_d371e27718
</p>
<p id="p8_d371e27721">
Den	w4_d371e27724
29.	w6_d371e27728
und	w8_d371e27731
30.	w10_d371e27734
stehen,	w12_d371e27737
und	w14_d371e27741
lieffe	w16_d371e27744
von	w18_d371e27747
dem	w20_d371e27750
Feind	w22_d371e27753
keine	w25_d371e27758
andere	w27_d371e27762
Nachricht	w29_d371e27765
ein,	w31_d371e27768
als	w33_d371e27771
daß	w35_d371e27774
diesseits	w37_d371e27778
der	w39_d371e27781
Elbe	w41_d371e27784
ein	w43_d371e27787
kleines	w46_d371e27791
Corps	w48_d371e27796
von	w50_d371e27799
Frey=bataillons,	w52_d371e27802
etwas	w54_d371e27805
Hussaren,	w56_d371e27808
und	w58_d371e27811
die	w61_d371e27816
Cavallerie	w63_d371e27820
bey	w65_d371e27823
Dreßden	w67_d371e27826
stehen	w69_d371e27829
geblieben,	w71_d371e27833
und	w73_d371e27836
die	w75_d371e27839
Gar	w77_d371e27842
nison	w80_d371e27846
zu	w82_d371e27851
Leipzig	w84_d371e27854
mit	w86_d371e27857
einem	w88_d371e27860
Bataillon	w90_d371e27863
von	w92_d371e27866
Torgau	w94_d371e27870
aus	w96_d371e27873
verstärket	w99_d371e27877
worden,	w101_d371e27881
auch	w103_d371e27884
daß	w105_d371e27888
zu	w107_d371e27891
gedachtem	w109_d371e27894
Leipzig	w111_d371e27897
bestän	w113_d371e27900
dig	w116_d371e27905
geschanzet,	w118_d371e27909
und	w120_d371e27912
an	w122_d371e27915
Befestigungs=werkern	w124_d371e27918
gearbeitet	w126_d371e27921
werde.	w129_d371e27926
</p>
<p id="p10_d371e27930">
Den	w4_d371e27933
31.	w6_d371e27937
ist	w8_d371e27940
die	w10_d371e27943
Armee	w12_d371e27946
aus	w14_d371e27950
dem	w16_d371e27953
Lager	w18_d371e27956
bey	w20_d371e27959
Weymar	w22_d371e27962
aufgebrochen,	w25_d371e27967
und	w27_d371e27971
hat	w29_d371e27974
ihren	w31_d371e27977
Marsch	w33_d371e27980
in	w35_d371e27983
zwey	w37_d371e27987
Colonnen	w39_d371e27990
</p>
<p id="p16_d371e28004">
nach	w4_d371e28007
dem	w6_d371e28011
bey	w8_d371e28014
Auerstädt	w10_d371e28017
ausgesteckten	w12_d371e28020
Lager	w14_d371e28024
genommen,	w16_d371e28027
das	w19_d371e28031
Haupt=quartier	w21_d371e28035
aber	w23_d371e28038
ist	w25_d371e28042
nach	w27_d371e28045
Markt=Sulza	w29_d371e28048
trans	w31_d371e28051
feriret	w34_d371e28055
worden.	w36_d371e28060
</p>
<p id="p18_d371e28063">
Bey	w4_d371e28066
dieser	w6_d371e28070
Veränderung	w8_d371e28073
haben	w10_d371e28076
auch	w12_d371e28079
sammentliche	w14_d371e28083
detaschirte	w17_d371e28087
Corps	w19_d371e28091
ihre	w21_d371e28094
vorige	w23_d371e28097
Stelle	w25_d371e28101
verlassen,	w27_d371e28104
und	w29_d371e28107
ist	w31_d371e28110
Herr	w34_d371e28114
General	w36_d371e28119
Lutzinsky	w38_d371e28122
von	w40_d371e28125
Zeitz	w42_d371e28128
nacher	w44_d371e28131
Pegau,	w46_d371e28134
dann	w48_d371e28138
Hr.	w50_d371e28141
General	w53_d371e28145
Kleefeld	w55_d371e28149
nacher	w57_d371e28152
Weissenfells	w59_d371e28156
gerucket,	w61_d371e28159
worbey	w63_d371e28162
Ersterer	w66_d371e28166
Borna,	w68_d371e28170
und	w70_d371e28174
Zweyter	w72_d371e28177
Rützen	w74_d371e28180
besetzet;	w76_d371e28183
Herr	w78_d371e28186
Ge	w80_d371e28189
neral	w83_d371e28194
Ried	w85_d371e28198
hingegen	w87_d371e28201
ist	w89_d371e28204
beorderet	w91_d371e28207
worden,	w93_d371e28211
von	w95_d371e28214
Querfurt	w97_d371e28217
nacher	w100_d371e28221
Merseburg	w102_d371e28225
zu	w104_d371e28229
marschiren,	w106_d371e28232
Alsleben	w108_d371e28235
zu	w110_d371e28238
besetzen,	w112_d371e28241
und	w115_d371e28246
den	w117_d371e28250
Herrn	w119_d371e28253
General	w121_d371e28256
Weczey	w123_d371e28259
in	w125_d371e28262
das	w127_d371e28266
Hallische	w129_d371e28269
vordrin	w131_d371e28272
gen	w134_d371e28276
zu	w136_d371e28280
lassen.	w138_d371e28284
</p>
<p id="p20_d371e28287">
Der	w4_d371e28290
zu	w6_d371e28294
Saalfeld	w8_d371e28297
gestandene	w10_d371e28300
Herr	w12_d371e28303
Feld=zeug=meister	w14_d371e28307
St.	w17_d371e28311
Andre	w19_d371e28315
ist	w21_d371e28318
gleichfalls	w23_d371e28321
von	w25_d371e28325
da	w27_d371e28328
aufgebrochen,	w29_d371e28331
und	w31_d371e28334
hat	w33_d371e28337
sich	w36_d371e28342
mit	w38_d371e28346
seinem	w40_d371e28349
unterhabenden	w42_d371e28352
Corps	w44_d371e28355
nach	w46_d371e28358
Gera	w48_d371e28362
gezogen,	w50_d371e28365
dabey	w53_d371e28369
auch	w55_d371e28373
Altenburg	w57_d371e28376
besetzet;	w59_d371e28380
wohingegen	w61_d371e28383
die	w63_d371e28386
zu	w65_d371e28389
Jena	w67_d371e28392
gestandene	w70_d371e28397
zwey	w72_d371e28401
Regimenter	w74_d371e28404
Effern	w76_d371e28407
und	w78_d371e28410
Durlach	w80_d371e28413
von	w82_d371e28417
da	w84_d371e28420
aufzubrechen,	w87_d371e28424
und	w89_d371e28428
nach	w91_d371e28431
Naumburg	w93_d371e28435
zu	w95_d371e28438
marschiren	w97_d371e28441
beor	w99_d371e28444
dert	w102_d371e28448
worden;	w104_d371e28453
allwo	w106_d371e28456
Seine	w108_d371e28459
Durchleucht	w110_d371e28462
der	w112_d371e28465
commandiren	w114_d371e28468
de	w117_d371e28473
Herr	w119_d371e28477
General	w121_d371e28480
indessen	w123_d371e28483
eine	w125_d371e28486
Brucken	w127_d371e28490
über	w129_d371e28493
die	w131_d371e28496
Sala	w133_d371e28499
zu	w135_d371e28502
schlagen	w138_d371e28507
befohlen	w140_d371e28511
haben.	w142_d371e28514
</p>
<p id="p22_d371e28517">
Ubrigens	w4_d371e28520
seynd	w6_d371e28524
bereits	w8_d371e28527
zwey	w10_d371e28530
Transports	w12_d371e28533
mit	w14_d371e28537
Con	w16_d371e28540
tributions=geldern,	w19_d371e28544
Geiseln,	w21_d371e28548
dann	w23_d371e28551
einigen	w25_d371e28555
Kriegsgefan	w27_d371e28558
genen,	w30_d371e28562
so	w32_d371e28566
Herr	w34_d371e28569
General	w36_d371e28573
Ried	w38_d371e28576
im	w40_d371e28579
Feindes	w42_d371e28582
land	w45_d371e28586
weg=genommen,	w47_d371e28591
in	w49_d371e28594
Erfurt	w51_d371e28597
angelanget.	w54_d371e28601
</p>
<head id="h2_d371e28644">
OURNAL	w4_d371e28647
Aus	w7_d371e28652
dem	w9_d371e28656
Kaiserl.	w11_d371e28659
Königl.	w13_d371e28663
Haupt=quartier	w15_d371e28666
Lauban	w17_d371e28669
vom	w20_d371e28673
30.	w22_d371e28677
Julii	w24_d371e28681
bis	w26_d371e28684
2.	w28_d371e28687
Augusti	w30_d371e28690
1759.	w32_d371e28693
</head>
<p id="p4_d371e28696">
den	w4_d371e28699
Folge	w6_d371e28703
des	w8_d371e28706
gestern	w10_d371e28709
von	w12_d371e28712
des	w14_d371e28716
commandirenden	w16_d371e28719
General=feld=marschalls	w18_d371e28722
WGrafens	w21_d371e28726
v.	w23_d371e28730
Daun	w25_d371e28734
Excellenz	w27_d371e28737
ertheilten	w29_d371e28740
Befehls,	w31_d371e28743
daß	w33_d371e28746
die	w35_d371e28749
Kais.	w37_d371e28753
Kön.	w39_d371e28756
Ar	w41_d371e28759
mee	w44_d371e28763
sich	w46_d371e28767
marsch=fertig	w48_d371e28771
halten	w50_d371e28774
solle,	w52_d371e28777
wurde	w54_d371e28780
derselben	w56_d371e28783
linker	w58_d371e28786
Flügel	w60_d371e28790
</p>
<p id="p6_d371e28793">
Den	w4_d371e28796
30.	w6_d371e28800
in	w8_d371e28803
2.	w10_d371e28806
Colonnen	w12_d371e28809
dergestalten	w14_d371e28813
in	w16_d371e28816
Bewegung	w18_d371e28819
gesetzet,	w20_d371e28822
daß	w22_d371e28825
selber	w24_d371e28828
bey	w27_d371e28833
Lauban,	w29_d371e28837
nächst	w31_d371e28840
welchem	w33_d371e28843
Ort	w35_d371e28846
auch	w37_d371e28850
das	w39_d371e28853
Haupt=quartier	w41_d371e28856
genommen	w43_d371e28859
wur	w45_d371e28862
de,	w48_d371e28867
zu	w50_d371e28871
stehen	w52_d371e28874
kame,	w54_d371e28877
der	w56_d371e28880
rechte	w58_d371e28883
aber	w60_d371e28887
bliebe	w62_d371e28890
in	w64_d371e28893
seiner	w66_d371e28896
alten	w68_d371e28899
Position,	w70_d371e28902
wohinge	w72_d371e28906
gen	w75_d371e28910
der	w77_d371e28914
General=feld=marschall=leutenant	w79_d371e28917
Baron	w81_d371e28920
v.	w83_d371e28924
Beck,	w85_d371e28927
so	w87_d371e28930
bishero	w89_d371e28933
bey	w91_d371e28936
jetzt	w93_d371e28939
ermeldetem	w96_d371e28944
Lauban	w98_d371e28948
gestanden,	w100_d371e28951
in	w102_d371e28954
die	w104_d371e28957
Gegend	w106_d371e28961
Naumburg	w108_d371e28964
vorruckte.	w110_d371e28967
</p>
<p id="p8_d371e28970">
Gedacht=Se.	w4_d371e28973
Excellenz	w6_d371e28977
traffen	w8_d371e28980
erst	w10_d371e28983
gegen	w12_d371e28986
Mittag	w14_d371e28990
in	w16_d371e28993
das	w18_d371e28996
Hauptquar	w20_d371e28999
tier	w23_d371e29003
ein,	w25_d371e29008
nachdeme	w27_d371e29011
sie	w29_d371e29014
ehevor	w31_d371e29017
sowol	w33_d371e29020
das	w35_d371e29023
neue	w37_d371e29027
Lager	w39_d371e29030
in	w41_d371e29033
Augenschein	w43_d371e29036
genommen,	w45_d371e29039
als	w48_d371e29044
auch	w50_d371e29048
die	w52_d371e29051
umligende	w54_d371e29054
Gegenden	w56_d371e29057
recognosciret	w58_d371e29060
hatten.	w60_d371e29064
Des	w62_d371e29067
Abends	w64_d371e29070
erhiel	w66_d371e29073
ten	w69_d371e29077
Sie	w71_d371e29082
von	w73_d371e29085
dem	w75_d371e29088
General	w77_d371e29091
der	w79_d371e29094
Cavallerie	w81_d371e29097
v.	w83_d371e29101
Haddick	w85_d371e29104
den	w87_d371e29107
Bericht,	w89_d371e29110
daß	w91_d371e29113
selber	w93_d371e29116
nach	w96_d371e29121
Zuruck=lassung	w98_d371e29125
eines	w100_d371e29128
Commando,	w102_d371e29131
um	w104_d371e29134
die	w106_d371e29138
erwartende	w108_d371e29141
Proviant=fuhren	w110_d371e29144
weiters	w113_d371e29148
ihme	w115_d371e29152
nach	w117_d371e29156
zu	w119_d371e29159
convoyren,	w121_d371e29162
von	w123_d371e29165
Pribus	w125_d371e29168
nach	w127_d371e29171
Tribel,	w129_d371e29175
desgleichen	w131_d371e29178
auch	w133_d371e29181
der	w135_d371e29184
General=feld=marschall=leutenant	w138_d371e29188
Baron	w140_d371e29193
v.	w142_d371e29196
Laudohn	w144_d371e29199
bis	w146_d371e29202
auf	w148_d371e29205
eine	w150_d371e29208
solche	w152_d371e29212
Distanz	w154_d371e29215
marschiret	w157_d371e29219
seye,	w159_d371e29223
daß	w161_d371e29226
sie	w163_d371e29230
sich	w165_d371e29233
nöhtigen	w167_d371e29236
Falls	w169_d371e29239
ungehindert	w171_d371e29242
vereinigen	w173_d371e29245
können.	w175_d371e29249
Lebterer	w178_d371e29253
hat	w180_d371e29257
anbey	w182_d371e29260
den	w184_d371e29263
General	w186_d371e29267
Bethlem	w188_d371e29270
mit	w190_d371e29273
2.	w192_d371e29276
Hussaren=regimentern,	w194_d371e29279
und	w196_d371e29282
3.	w199_d371e29287
Escadrons	w201_d371e29291
Dragonern	w203_d371e29294
auf	w205_d371e29297
Linde=Rode	w207_d371e29300
abgeschicket	w209_d371e29304
</p>
<p id="p10_d371e29307">
Daß	w4_d371e29310
der	w6_d371e29314
König	w8_d371e29317
in	w10_d371e29320
Preussen	w12_d371e29323
in	w14_d371e29327
eigener	w16_d371e29330
Person	w18_d371e29333
zur	w20_d371e29336
Donaischen	w22_d371e29339
Armee	w24_d371e29342
abgegangen,	w27_d371e29347
bestättiget	w29_d371e29351
sich	w31_d371e29354
allerdings,	w33_d371e29357
und	w35_d371e29360
wird	w37_d371e29364
deme	w39_d371e29367
hinzugefüget,	w41_d371e29370
daß	w43_d371e29373
der	w45_d371e29376
selbe,	w48_d371e29381
wie	w50_d371e29385
auch	w52_d371e29388
die	w54_d371e29391
aus	w56_d371e29394
dem	w58_d371e29397
Lager	w60_d371e29401
bey	w62_d371e29404
Löwenberg	w64_d371e29407
detaschirte	w66_d371e29410
Trupen	w68_d371e29413
zu	w70_d371e29416
Alt	w72_d371e29420
oise	w75_d371e29424
angelanget	w77_d371e29428
wären.	w79_d371e29431
</p>
<p id="p12_d371e29435">
Vermög	w4_d371e29438
eingegangenen	w6_d371e29442
Berichten	w8_d371e29445
von	w10_d371e29448
dem	w12_d371e29451
Generalfeldmarschallleute	w14_d371e29455
nant	w17_d371e29459
Grafen	w19_d371e29463
v.	w21_d371e29466
Maquire	w23_d371e29469
hätte	w25_d371e29473
der	w27_d371e29476
General	w29_d371e29479
Fink	w31_d371e29482
gestern	w33_d371e29485
die	w35_d371e29488
schwere	w37_d371e29492
Bagage	w39_d371e29495
seiner	w42_d371e29499
beyhabenden	w44_d371e29503
Trupen	w46_d371e29506
gegen	w48_d371e29510
Senftenberg	w50_d371e29513
abgeschicket,	w52_d371e29516
heute	w54_d371e29519
aber	w56_d371e29522
das	w58_d371e29525
Lager	w61_d371e29530
bey	w63_d371e29534
Camenz	w65_d371e29537
verlassen,	w67_d371e29540
und	w69_d371e29543
gegen	w71_d371e29547
Hoyerswerda	w73_d371e29550
sich	w75_d371e29553
gewendet.	w77_d371e29556
Er	w79_d371e29559
weynter	w82_d371e29564
General=feld=marschall=leutenant	w84_d371e29568
Graf	w86_d371e29571
v.	w88_d371e29574
Maquire	w90_d371e29577
liesse	w92_d371e29580
solchemnach	w94_d371e29584
demselben	w97_d371e29588
durch	w99_d371e29592
die	w101_d371e29595
bey	w103_d371e29598
sich	w105_d371e29602
habende	w107_d371e29605
Hussaren	w109_d371e29608
nacheilen,	w111_d371e29611
mit	w113_d371e29614
dem	w115_d371e29617
Befehl,	w117_d371e29621
die	w119_d371e29624
leindliche	w122_d371e29628
Arriere=garde,	w124_d371e29632
so	w126_d371e29635
viel	w128_d371e29639
möglich,	w130_d371e29642
zu	w132_d371e29645
harzeliren,	w134_d371e29648
somit	w136_d371e29651
derselben	w138_d371e29654
allthun	w140_d371e29658
lichen	w143_d371e29662
Abbruch	w145_d371e29666
zuzufügen,	w147_d371e29669
wie	w149_d371e29672
er	w151_d371e29676
dann	w153_d371e29679
selbst	w155_d371e29682
jenen	w157_d371e29685
nachzufolgen	w159_d371e29688
im	w161_d371e29691
Begrif	w163_d371e29695
seye.	w165_d371e29698
Den	w168_d371e29702
</p>
<p id="p16_d371e29708">
Den	w4_d371e29711
31.	w6_d371e29715
marschirte	w8_d371e29718
der	w10_d371e29721
General	w12_d371e29724
von	w14_d371e29728
der	w16_d371e29731
Cavallerie	w18_d371e29734
v.	w20_d371e29737
Haddick	w22_d371e29740
vor	w24_d371e29743
An	w26_d371e29747
bruch	w29_d371e29751
des	w31_d371e29755
Tages	w33_d371e29758
von	w35_d371e29761
Tribel	w37_d371e29765
weg,	w39_d371e29768
und	w41_d371e29771
nach	w43_d371e29774
Pförden,	w45_d371e29777
der	w47_d371e29780
Generalfeldmar	w49_d371e29784
schall=leutenant	w52_d371e29788
v.	w54_d371e29792
Laudohn	w56_d371e29795
hingegen	w58_d371e29798
auf	w60_d371e29802
Starzedel,	w62_d371e29805
und	w64_d371e29808
da	w66_d371e29811
ihnen	w68_d371e29814
nach	w70_d371e29817
ihrer	w72_d371e29821
alldortigen	w75_d371e29825
Eintreffung	w77_d371e29829
von	w79_d371e29832
dem	w81_d371e29835
die	w83_d371e29839
Rußisch=Kaiserl.	w85_d371e29842
Armee	w87_d371e29845
en	w89_d371e29848
Chef	w91_d371e29851
com	w93_d371e29854
mandirenden	w96_d371e29859
Generalen	w98_d371e29863
Grafen	w100_d371e29866
v.	w102_d371e29869
Soltickow	w104_d371e29872
durch	w106_d371e29876
einen	w108_d371e29879
von	w110_d371e29882
ihm	w112_d371e29885
Generalen	w114_d371e29888
Baron	w117_d371e29893
v.	w119_d371e29897
Laudohn	w121_d371e29900
an	w123_d371e29903
selben	w125_d371e29906
abgeschickten,	w127_d371e29909
und	w129_d371e29913
wiederum	w131_d371e29916
zuruckgekomme	w133_d371e29919
nen	w136_d371e29923
Ritt=meister	w138_d371e29927
die	w140_d371e29931
Erinnerung	w142_d371e29934
gemacht	w144_d371e29937
wurde,	w146_d371e29940
daß	w148_d371e29943
selber	w150_d371e29946
von	w152_d371e29950
Crossen	w154_d371e29953
ab	w156_d371e29956
