<doc id="wr_1759-09-01" attrs="word" year="1759" month="09" day="01" corpus="2">
<head id="h2_d378e3575">
Düsseldorf	w1_d378e3579
und	w7_d378e25414
ihme	w9_d378e25417
Hell	w11_d378e25420
dar	w13_d378e25424
für	w1_d378e25429
eine	w3_d378e25432
andere	w5_d378e25435
dergleichen	w7_d378e25438
ausgestellet	w9_d378e25441
werden	w11_d378e25444
möchte.	w1_d378e25449
Als	w3_d378e25452
hat	w5_d378e25455
derselbe	w7_d378e25458
wegen	w9_d378e25461
dessen	w11_d378e25464
Ausfer	w13_d378e25468
tigung	w1_d378e25473
um	w3_d378e25476
die	w5_d378e25479
Auflag	w7_d378e25482
an	w9_d378e25485
seine	w11_d378e25488
Behörde	w13_d378e25492
gebet	w15_d378e25495
ten.	w1_d378e25501
Gleichwie	w3_d378e25504
nun	w5_d378e25507
in	w7_d378e25510
solches	w9_d378e25513
des	w11_d378e25516
Supplicanteus	w13_d378e25520
billiches	w1_d378e25525
Anlangen	w3_d378e25528
von	w5_d378e25531
Rechts=wegen	w7_d378e25534
solcherge	w9_d378e25537
stalten	w1_d378e25542
gewilliget	w3_d378e25545
worden,	w5_d378e25548
daß,	w7_d378e25551
wann	w9_d378e25554
binnen	w11_d378e25557
einen	w1_d378e25562
Jahr,	w3_d378e25565
sechs	w5_d378e25568
Wochen	w7_d378e25571
und	w9_d378e25574
drey	w11_d378e25577
Tägen	w13_d378e25581
von	w15_d378e25584
Zeit	w17_d378e25587
der	w1_d378e25593
Affigirung	w3_d378e25596
dieses	w5_d378e25599
Edicts	w7_d378e25602
anzurechnen,	w9_d378e25605
sich	w11_d378e25608
niemand	w1_d378e25613
zu	w3_d378e25616
obiger	w5_d378e25619
verlustigten	w7_d378e25622
auf	w9_d378e25625
Eingangs	w11_d378e25628
ge	w13_d378e25632
meldeten	w1_d378e25637
Andreas	w3_d378e25640
Hell	w5_d378e25643
lautenden	w7_d378e25646
Stadtbancb	w9_d378e25649
obligation	w1_d378e25654
de	w3_d378e25657
Dato	w5_d378e25660
28.	w7_d378e25663
April	w9_d378e25666
1741.	w11_d378e25669
annoch	w13_d378e25673
pr.	w15_d378e25676
400.	w1_d378e25682
fl.	w3_d378e25685
rechtlichen	w5_d378e25688
legitimiren,	w7_d378e25691
oder	w9_d378e25694
solche	w11_d378e25697
in	w13_d378e25701
Original	w1_d378e25706
produciren	w3_d378e25709
würde,	w5_d378e25712
selbe	w7_d378e25715
für	w9_d378e25718
null	w11_d378e25721
und	w13_d378e25725
lichtig	w1_d378e25730
gehalten,	w3_d378e25733
folgsam	w5_d378e25736
nach	w7_d378e25739
Verfliessung	w9_d378e25742
be	w11_d378e25745
sagten	w1_d378e25750
Termins	w3_d378e25753
dem	w5_d378e25756
Hell	w7_d378e25759
eine	w9_d378e25762
neue	w11_d378e25765
derley	w13_d378e25769
Ob	w15_d378e25772
ligation	w1_d378e25778
auf	w3_d378e25781
vorbesagte	w5_d378e25784
Summa	w7_d378e25787
ausgefertiget,	w9_d378e25790
und	w1_d378e25795
dessentwegen	w3_d378e25798
das	w5_d378e25801
Nöhtige	w7_d378e25804
an	w9_d378e25807
seine	w11_d378e25810
Behorde	w13_d378e25814
erlassen	w1_d378e25819
werden	w3_d378e25822
solle.	w5_d378e25825
Welches	w7_d378e25828
man	w9_d378e25831
jedermänni	w11_d378e25834
glich	w1_d378e25839
durch	w3_d378e25842
dieses	w5_d378e25845
offene	w7_d378e25848
Edict	w9_d378e25851
hiemit	w11_d378e25854
erinneten	w13_d378e25858
wollen.	w1_d378e25864
</p>
<p id="p40_d378e25867">
Hiemit	w1_d378e25871
wird	w3_d378e25874
jedermänniglich	w5_d378e25877
kund	w7_d378e25880
gemacht,	w9_d378e25883
daß	w1_d378e25888
auf	w3_d378e25891
Verordnung	w5_d378e25894
eines	w7_d378e25897
Hochlöbl.	w9_d378e25900
in	w11_d378e25903
Wechsel	w13_d378e25907
sachen=aus	w1_d378e25912
Regierung	w3_d378e25915
aufgestellten	w5_d378e25918
Judicii	w7_d378e25921
Dele-	w9_d378e25924
gati	w1_d378e25930
den	w3_d378e25933
14.	w5_d378e25936
Septembris	w7_d378e25939
dieses	w9_d378e25942
lauffenden	w11_d378e25945
Jahrs	w13_d378e25949
4.	w1_d378e25954
bereits	w3_d378e25957
gerichtlich	w5_d378e25960
geschätzte	w7_d378e25963
goldene	w9_d378e25966
Toback	w11_d378e25969
dosen	w1_d378e25974
dem	w3_d378e25977
Meist=biettenden	w5_d378e25980
gegen	w7_d378e25983
baarer	w9_d378e25986
Bezah	w11_d378e25989
lung	w1_d378e25994
werden	w3_d378e25997
verkauffet	w5_d378e26000
werden,	w7_d378e26003
wem	w9_d378e26006
also	w11_d378e26009
belie	w13_d378e26013
bet,	w1_d378e26019
diese	w3_d378e26022
Pretiosa	w5_d378e26025
käuflich	w7_d378e26028
an	w9_d378e26031
sich	w11_d378e26034
zu	w13_d378e26038
bringen,	w15_d378e26041
der	w1_d378e26046
mag	w3_d378e26049
am	w5_d378e26052
bestimmten	w7_d378e26055
Tag	w9_d378e26058
fruh	w11_d378e26061
um	w13_d378e26065
9.	w15_d378e26068
Uhr	w17_d378e26071
in	w19_d378e26074
der	w1_d378e26079
untern	w3_d378e26082
Breuner=strassen	w5_d378e26085
im	w7_d378e26088
Schwandners	w9_d378e26091
schen	w1_d378e26096
Haus	w3_d378e26099
im	w5_d378e26102
ersten	w7_d378e26105
Stock	w9_d378e26108
erscheinen.	w11_d378e26111
</p>
<head id="h2_d378e26152">
URNAL	w1_d378e26156
Von	w1_d378e26161
der	w3_d378e26164
combinirt=Kaiserl.	w5_d378e26167
Königl.	w7_d378e26170
und	w9_d378e26173
Reichsexecu	w11_d378e26176
tions=armee	w1_d378e26181
vom	w3_d378e26184
24.	w5_d378e26187
bis	w7_d378e26190
27.	w9_d378e26193
Augusti	w11_d378e26196
1759.	w13_d378e26200
Haupt	w15_d378e26203
quartier	w17_d378e26206
Meissen.	w1_d378e26212
</head>
<p id="p4_d378e26215">
Nachdeme	w1_d378e26219
Se.	w3_d378e26222
Durchl.	w5_d378e26225
der	w7_d378e26228
Commandirende	w9_d378e26231
Herr	w11_d378e26234
General	w13_d378e26238
alle	w15_d378e26241
benöhtigte	w17_d378e26244
Veranstaltun	w19_d378e26247
gen	w1_d378e26252
zur	w3_d378e26255
Verbesserung	w5_d378e26258
deren	w7_d378e26261
Fortificationen,	w9_d378e26264
von	w11_d378e26267
Torgau	w13_d378e26271
und	w15_d378e26274
Wittemberg	w17_d378e26277
veranlasset,	w19_d378e26280
auch	w1_d378e26285
zu	w3_d378e26288
Behauptung	w5_d378e26291
dasiger	w7_d378e26294
Gegenden,	w9_d378e26297
nebst	w11_d378e26300
denen	w13_d378e26304
Garnisonen,	w15_d378e26307
Halle,	w17_d378e26310
Leipzig,	w19_d378e26313
Wittem	w21_d378e26316
berg,	w1_d378e26322
und	w3_d378e26325
Torgau	w5_d378e26328
noch	w7_d378e26331
ein	w9_d378e26334
beträchtliches	w11_d378e26337
Corps	w13_d378e26341
von	w15_d378e26344
Jnfanterie	w17_d378e26347
und	w19_d378e26350
Cavallerie,	w21_d378e26353
unter	w23_d378e26356
Com	w25_d378e26360
mandd	w1_d378e26365
des	w3_d378e26368
Hrn.	w5_d378e26371
Feld=zeug=meisters	w7_d378e26374
von	w9_d378e26377
St	w11_d378e26380
Andree	w13_d378e26384
in	w15_d378e26387
der	w17_d378e26390
Gegend	w19_d378e26393
Leipzig	w21_d378e26396
zuruck	w23_d378e26399
gelassen,	w25_d378e26403
so	w27_d378e26406
seynd	w1_d378e26411
hoch=gedacht	w3_d378e26414
Se.	w5_d378e26417
Durchleucht	w7_d378e26420
mit	w9_d378e26423
denen	w11_d378e26426
übrigen	w13_d378e26430
Trupen	w15_d378e26433
Den	w1_d378e26438
24sten	w3_d378e26441
von	w5_d378e26444
Leipzig	w7_d378e26447
aufgebrochen,	w9_d378e26450
und	w11_d378e26453
nach	w13_d378e26457
Wurzen,	w15_d378e26460
Den	w1_d378e26466
25sten	w3_d378e26469
nach	w5_d378e26472
Hubertus=burg,	w7_d378e26475
</p>
<p id="p6_d378e26478">
Den	w1_d378e26482
26sten	w3_d378e26485
nach	w5_d378e26488
Hof	w7_d378e26491
an	w9_d378e26494
der	w11_d378e26497
Elbe,	w13_d378e26501
und	w15_d378e26504
endlichen	w17_d378e26507
heute,	w19_d378e26510
als	w21_d378e26513
Den	w1_d378e26518
27sten	w3_d378e26521
hieher	w5_d378e26524
nach	w7_d378e26527
Meissen	w9_d378e26530
abgerucket.	w11_d378e26533
Da	w13_d378e26537
nun	w15_d378e26540
indessen	w17_d378e26543
die	w19_d378e26546
zwey	w21_d378e26549
Herren	w23_d378e26552
Generals	w1_d378e26557
Brentano,	w3_d378e26560
und	w5_d378e26563
Vehla	w7_d378e26566
(wovon	w9_d378e26569
ersterer	w11_d378e26572
bey	w13_d378e26576
Lockwitz,	w15_d378e26579
und	w17_d378e26582
der	w19_d378e26585
andere	w21_d378e26588
bey	w23_d378e26591
Düre	w25_d378e26595
bille	w1_d378e26601
stehet,	w3_d378e26604
mithin	w5_d378e26607
die	w7_d378e26610
Stadt	w9_d378e26613
Dresden	w11_d378e26616
dies	w13_d378e26620
und	w15_d378e26623
jenseits	w17_d378e26626
der	w19_d378e26629
Elbe	w21_d378e26632
bloquirter	w23_d378e26635
halten)	w25_d378e26639
mit	w27_d378e26642
ihren	w1_d378e26647
unterhabenden	w3_d378e26650
leichten	w5_d378e26653
Trupen	w7_d378e26656
an	w9_d378e26659
Se.	w11_d378e26662
Durchleucht	w13_d378e26666
angewiesen,	w15_d378e26669
auch	w17_d378e26672
Herr	w19_d378e26675
General	w21_d378e26678
Maquire	w1_d378e26683
mit	w3_d378e26686
seinem	w5_d378e26689
Corps	w7_d378e26692
zu	w9_d378e26695
der	w11_d378e26698
combinirten	w13_d378e26702
Armee	w15_d378e26705
zu	w17_d378e26708
stossen	w19_d378e26711
beorderet	w21_d378e26714
worden,	w23_d378e26717
und	w25_d378e26721
die	w27_d378e26724
sem	w1_d378e26729
zufolge	w3_d378e26732
bereits	w5_d378e26735
gestern	w7_d378e26738
fruhe	w9_d378e26741
jenseits	w11_d378e26744
der	w13_d378e26748
Elbe	w15_d378e26751
auf	w17_d378e26754
denen	w19_d378e26757
Anhöhen	w21_d378e26760
vor	w23_d378e26763
Dresden	w25_d378e26767
bey	w27_d378e26770
dem	w29_d378e26773
sogenannten	w1_d378e26779
Fisch=haus	w3_d378e26782
sich	w5_d378e26785
gelageret,	w7_d378e26788
anbey	w9_d378e26791
zu	w11_d378e26794
Fest=setzung	w13_d378e26798
der	w15_d378e26801
Communication	w17_d378e26804
eine	w19_d378e26807
Brü	w21_d378e26810
cken	w1_d378e26815
über	w3_d378e26818
die	w5_d378e26821
Elbe	w7_d378e26824
bey	w9_d378e26827
Bielnitz	w11_d378e26830
schlagen	w13_d378e26834
lassen,	w15_d378e26837
so	w17_d378e26840
liessen	w19_d378e26843
Se.	w21_d378e26846
Durchl.	w23_d378e26849
der	w25_d378e26853
Commandirende	w27_d378e26856
Hr.	w29_d378e26859
General	w1_d378e26864
eben	w3_d378e26867
gestern	w5_d378e26870
fruhe	w7_d378e26873
den	w9_d378e26876
in	w11_d378e26879
Dresden	w13_d378e26883
commandirenden	w15_d378e26886
Königl.	w17_d378e26889
Preußis.	w19_d378e26892
General	w21_d378e26895
leutenant	w1_d378e26900
Grafen	w3_d378e26903
v.	w5_d378e26906
Schmettau,	w7_d378e26909
durch	w9_d378e26912
den	w11_d378e26915
K.	w13_d378e26919
K.	w15_d378e26922
Hrn.	w17_d378e26925
Obristen	w19_d378e26928
v.	w21_d378e26931
Curfeld	w23_d378e26934
aufforderen,	w25_d378e26938
allein	w27_d378e26941
ge	w29_d378e26944
dachter	w1_d378e26950
Commandant	w3_d378e26953
erklärte	w5_d378e26956
sich,	w7_d378e26959
wie	w9_d378e26962
er	w11_d378e26965
bis	w13_d378e26969
auf	w15_d378e26972
den	w17_d378e26975
letzten	w19_d378e26978
Mann	w21_d378e26981
sich	w23_d378e26984
zu	w25_d378e26988
wehren,	w27_d378e26991
Ordre	w29_d378e26994
hätte;	w31_d378e26997
worauf	w1_d378e27002
dann	w3_d378e27005
Se.	w5_d378e27008
Durchl.	w7_d378e27011
nicht	w9_d378e27014
allein	w11_d378e27017
die	w13_d378e27021
bereits	w15_d378e27024
von	w17_d378e27027
Prag	w19_d378e27030
auf	w21_d378e27033
dem	w23_d378e27036
Marsche	w25_d378e27040
befindliche	w27_d378e27043
schwere	w29_d378e27046
Belagerungs=artillerie,	w1_d378e27051
auf	w3_d378e27054
das	w5_d378e27057
schleunigste	w7_d378e27060
bis	w9_d378e27063
gegen	w11_d378e27066
Dresden	w13_d378e27070
zu	w15_d378e27073
transportiren	w17_d378e27076
befohlen,	w19_d378e27079
sondern	w1_d378e27084
auch	w3_d378e27087
mit	w5_d378e27090
allen	w7_d378e27093
übrigen	w9_d378e27096
zur	w11_d378e27099
Attaque	w13_d378e27103
dieser	w15_d378e27106
Haupt=stadt	w17_d378e27109
benöthigten	w19_d378e27112
Veranstaltungen	w21_d378e27115
zu	w23_d378e27118
Werte	w1_d378e27124
gehen,	w3_d378e27127
und	w5_d378e27130
da	w7_d378e27133
auch	w9_d378e27136
indessen	w11_d378e27139
von	w13_d378e27143
dem	w15_d378e27146
gedachten	w17_d378e27149
Hrn.	w19_d378e27152
General	w21_d378e27155
Maquire	w23_d378e27158
der	w25_d378e27162
Raport	w27_d378e27165
engeloffen,	w1_d378e27170
daß	w3_d378e27173
die	w5_d378e27176
feindliche	w7_d378e27179
Garnison	w9_d378e27182
in	w11_d378e27185
Dresden	w13_d378e27189
bey	w15_d378e27192
Annäherung	w17_d378e27195
seines	w19_d378e27198
Corps	w21_d378e27201
die	w23_d378e27204
soge	w25_d378e27208
nannte	w1_d378e27213
Neustadt	w3_d378e27216
verlassen,	w5_d378e27219
und	w7_d378e27222
nachdeme	w9_d378e27225
sie	w11_d378e27228
die	w13_d378e27232
Elbe=brücken	w15_d378e27235
unterminiret,	w17_d378e27238
sich	w19_d378e27241
in	w21_d378e27244
die	w23_d378e27247
Alt	w25_d378e27251
sadt	w1_d378e27256
gezogen,	w3_d378e27259
mithin	w5_d378e27262
gedachter	w7_d378e27265
Hr.	w9_d378e27268
General	w11_d378e27271
noch	w13_d378e27275
gestern	w15_d378e27278
das	w17_d378e27281
Tbor	w19_d378e27284
durch	w21_d378e27287
den	w23_d378e27290
Hrn.	w25_d378e27294
Gene	w27_d378e27297
en	w1_d378e27303
Behla	w3_d378e27306
besetzen	w5_d378e27309
lassen,	w7_d378e27312
so	w9_d378e27315
seynd	w11_d378e27318
Se.	w13_d378e27322
Durchl.	w15_d378e27325
der	w17_d378e27328
Command.	w19_d378e27331
General	w21_d378e27334
heute	w23_d378e27337
nach	w25_d378e27341
Einru	w27_d378e27344
Kung	w1_d378e27349
der	w3_d378e27352
Armee	w5_d378e27355
in	w7_d378e27358
alhiesiges	w9_d378e27361
Lager	w11_d378e27364
über	w13_d378e27368
die	w15_d378e27371
Elbe	w17_d378e27374
zu	w19_d378e27377
dem	w21_d378e27380
General	w23_d378e27383
Maquirischen	w25_d378e27387
Corps	w27_d378e27390
abge	w29_d378e27393
gangen,	w1_d378e27398
um	w3_d378e27401
alle	w5_d378e27404
dasige	w7_d378e27407
Gegenden	w9_d378e27410
selbsten	w11_d378e27413
zu	w13_d378e27417
recognosciren,	w15_d378e27420
und	w17_d378e27423
die	w19_d378e27426
weitere	w21_d378e27429
Ankehrungen	w23_d378e27432
zu	w1_d378e27437
veranlassen.	w3_d378e27440
</p>
<p id="p8_d378e27443">
Ansonsten	w1_d378e27447
seynd	w3_d378e27450
die	w5_d378e27453
von	w7_d378e27456
der	w9_d378e27459
Armee	w11_d378e27462
separirte	w13_d378e27466
Commandi	w15_d378e27469
in	w17_d378e27472
ihrer	w19_d378e27475
vorigen	w21_d378e27478
Stellung	w23_d378e27481
verblieben;	w1_d378e27486
als	w3_d378e27489
nämlich	w5_d378e27492
Herr	w7_d378e27495
General	w9_d378e27498
Ried	w11_d378e27501
zu	w13_d378e27505
Alsleben,	w15_d378e27508
General	w17_d378e27511
Weczey	w19_d378e27514
zu	w21_d378e27517
Bernburg,	w23_d378e27520
General	w1_d378e27525
Kleefeld	w3_d378e27528
zwischen	w5_d378e27531
Torgau	w7_d378e27534
und	w9_d378e27537
Wittemberg;	w11_d378e27540
dem	w13_d378e27544
General	w15_d378e27547
Luzinski	w17_d378e27550
hingegen	w19_d378e27553
ist	w21_d378e27556
aufge	w23_d378e27559
tragen	w1_d378e27565
worden,	w3_d378e27568
von	w5_d378e27571
Sondershausen	w7_d378e27574
gegen	w9_d378e27577
Nordhausen	w11_d378e27580
zu	w13_d378e27584
rucken,	w15_d378e27587
und	w17_d378e27590
die	w19_d378e27593
weitere	w21_d378e27596
Be	w23_d378e27599
wegungen	w1_d378e27604
der	w3_d378e27607
Hanövrischen	w5_d378e27610
Armee,	w7_d378e27613
welche	w9_d378e27616
sich	w11_d378e27619
in	w13_d378e27623
Hessen	w15_d378e27626
ausbreitet,	w17_d378e27629
genauest	w1_d378e27634
zu	w3_d378e27637
beobachten.	w5_d378e27640
</p>
<head id="h2_d378e27679">
JOURNAT	w1_d378e27683
Von	w1_d378e27688
dem	w3_d378e27691
unter	w5_d378e27694
des	w7_d378e27697
General=feld=zeug=meisters	w9_d378e27700
Grafene	w11_d378e27703
v.	w1_d378e27708
Harsch	w3_d378e27711
Commando	w5_d378e27714
stehenden	w7_d378e27717
Corps	w9_d378e27720
d'Armee	w11_d378e27723
vom	w13_d378e27727
19.	w15_d378e27730
bis	w1_d378e27736
24.	w3_d378e27739
Augusti	w5_d378e27742
1759.	w7_d378e27745
</head>
<p id="p4_d378e27748">
Der	w1_d378e27752
General=feld=zeug=meister	w3_d378e27755
Graf	w5_d378e27758
v.	w7_d378e27761
Harsch	w9_d378e27764
liesse	w11_d378e27767
bey	w13_d378e27771
seiner	w15_d378e27774
Wieder=anlangung	w17_d378e27777
dahier	w19_d378e27780
sich	w1_d378e27785
die	w3_d378e27788
erste	w5_d378e27791
Sorge	w7_d378e27794
seyn,	w9_d378e27797
sowol	w11_d378e27800
das	w13_d378e27804
in	w15_d378e27807
seiner	w17_d378e27810
Abwesenheit	w19_d378e27813
genommene	w21_d378e27816
Lager	w23_d378e27819
des	w25_d378e27823
un	w27_d378e27826
terhabenden	w1_d378e27831
Corps	w3_d378e27834
d'Armee	w5_d378e27837
zu	w7_d378e27840
besichtigen,	w9_d378e27843
als	w11_d378e27846
auch	w13_d378e27850
des	w15_d378e27853
Feindes	w17_d378e27856
bey	w19_d378e27859
Landshut	w21_d378e27862
habende	w23_d378e27865
Stellung	w1_d378e27871
zu	w3_d378e27874
recognosciren.	w5_d378e27877
Zu	w7_d378e27880
dem	w9_d378e27883
Ende	w11_d378e27886
verfügte	w13_d378e27890
sich	w15_d378e27893
solcher	w17_d378e27896
</p>
<p id="p6_d378e27899">
Den	w1_d378e27903
19.	w3_d378e27906
in	w5_d378e27909
erholtes	w7_d378e27912
Lager,	w9_d378e27915
und	w11_d378e27918
zwar	w13_d378e27922
auf	w15_d378e27925
die	w17_d378e27928
Anhöhen	w19_d378e27931
bey	w21_d378e27934
Trauttenbach,	w23_d378e27937
allwo	w25_d378e27941
die	w27_d378e27944
Jnfanterie,	w1_d378e27949
und	w3_d378e27952
sohin	w5_d378e27955
in	w7_d378e27958
das	w9_d378e27961
Thal	w11_d378e27964
bey	w13_d378e27968
Golden=Else,	w15_d378e27971
allwo	w17_d378e27974
die	w19_d378e27977
Cavallerie	w21_d378e27980
campiret,	w23_d378e27983
woselb	w25_d378e27987
sten	w1_d378e27992
er	w3_d378e27995
jedoch	w5_d378e27998
alles	w7_d378e28001
durch	w9_d378e28004
die	w11_d378e28007
von	w13_d378e28011
dem	w15_d378e28014
Königl.	w17_d378e28017
Polnischen,	w19_d378e28020
und	w21_d378e28023
Chur=sächsischen	w23_d378e28026
General	w25_d378e28030
leutenant	w1_d378e28036
Frey=herrn	w3_d378e28039
v.	w5_d378e28042
Zeschwitz	w7_d378e28045
in	w9_d378e28048
seiner	w11_d378e28051
Abwesenheit	w13_d378e28055
gemacht=gute	w15_d378e28058
Veranstaltungen	w17_d378e28061
sehr	w19_d378e28064
wol	w1_d378e28069
angeordnet	w3_d378e28072
vorfande.	w5_d378e28075
</p>
<p id="p8_d378e28078">
Den	w1_d378e28082
20.,	w3_d378e28085
da	w5_d378e28088
gedachter	w7_d378e28091
General=feld=zeug=meister	w9_d378e28094
sich	w11_d378e28097
auf	w13_d378e28101
die	w15_d378e28104
äusserste	w17_d378e28107
Vor=posten	w19_d378e28110
des	w21_d378e28113
vor	w1_d378e28118
Golden=Else	w3_d378e28121
befindlichen	w5_d378e28124
General=Janusischen	w7_d378e28127
Corps	w9_d378e28130
verfügte,	w11_d378e28133
und	w13_d378e28137
von	w15_d378e28140
dannen	w17_d378e28143
aus	w19_d378e28146
unter	w1_d378e28151
Bedeckung	w3_d378e28154
eines	w5_d378e28157
hinlänglichen	w7_d378e28160
Commando	w9_d378e28163
von	w11_d378e28166
Hussaren	w13_d378e28170
und	w15_d378e28173
Uhlanen	w17_d378e28176
die	w19_d378e28179
vorgehabte	w21_d378e28182
Recognoscirung	w1_d378e28188
des	w3_d378e28191
Feindes	w5_d378e28194
vollbrachte.	w7_d378e28197
</p>
<p id="p10_d378e28200">
Ein	w1_d378e28204
den	w3_d378e28207
nämlichen	w5_d378e28210
Tag	w7_d378e28213
sich	w9_d378e28216
erhobener	w11_d378e28219
Nebel	w13_d378e28223
verhinderte	w15_d378e28226
die	w17_d378e28229
Position	w19_d378e28232
des	w21_d378e28235
Feindes,	w23_d378e28238
dem	w1_d378e28243
gehabten	w3_d378e28246
Antrag	w5_d378e28249
gemäß,	w7_d378e28252
zu	w9_d378e28255
beaugenscheinigen;	w11_d378e28258
es	w13_d378e28262
geschahe	w15_d378e28265
dahero	w17_d378e28268
solches	w19_d378e28271
</p>
<p id="p12_d378e28275">
Hiebey	w1_d378e28279
nun	w3_d378e28282
hat	w5_d378e28285
sich	w7_d378e28288
veroffenbaret,	w9_d378e28291
daß	w11_d378e28294
der	w13_d378e28298
Feind	w15_d378e28301
seine	w17_d378e28304
Vor=posten	w19_d378e28307
von	w21_d378e28310
Hussaren,	w23_d378e28313
wie	w1_d378e28318
ehevor,	w3_d378e28321
hinter	w5_d378e28324
der	w7_d378e28327
so=genannten	w9_d378e28330
faulen	w11_d378e28333
Brucken	w13_d378e28337
ausgestellet,	w15_d378e28340
zu	w17_d378e28343
derer	w19_d378e28346
Unterstützung	w21_d378e28349
ei	w23_d378e28352
nige	w1_d378e28357
Frey=bataillonen	w3_d378e28360
in	w5_d378e28363
jener	w7_d378e28366
Gegend	w9_d378e28369
gelageret,	w11_d378e28372
und	w13_d378e28376
die	w15_d378e28379
für	w17_d378e28382
ihn	w19_d378e28385
sehr	w21_d378e28388
vortheilhafte	w23_d378e28391
Wer	w25_d378e28395
ker	w1_d378e28401
auf	w3_d378e28404
denen	w5_d378e28407
dortigen	w7_d378e28410
Bergen,	w9_d378e28413
wie	w11_d378e28416
ehemals,	w13_d378e28420
besetzet	w15_d378e28423
halte,	w17_d378e28426
dessen	w19_d378e28429
Stärke	w21_d378e28432
bey	w23_d378e28435
und	w25_d378e28439
um	w27_d378e28442
Landshut	w1_d378e28447
in	w3_d378e28450
16.	w5_d378e28453
Bataillonen,	w7_d378e28456
und	w9_d378e28459
22.	w11_d378e28462
Escadrons,	w13_d378e28466
nach	w15_d378e28469
Aussage	w17_d378e28472
deren	w19_d378e28475
Deserteurs,	w21_d378e28478
und	w23_d378e28481
eingelangten	w1_d378e28486
Kundschaften	w3_d378e28489
damalen	w5_d378e28492
bestanden	w7_d378e28495
seyn	w9_d378e28498
solle,	w11_d378e28501
wovon	w13_d378e28505
</p>
<p id="p14_d378e28508">
Den	w1_d378e28512
21.	w3_d378e28515
8.	w5_d378e28518
Escadrons	w7_d378e28521
aufgebrochen,	w9_d378e28524
und	w11_d378e28527
sich	w13_d378e28531
zu	w15_d378e28534
einer	w17_d378e28537
anderweiten	w19_d378e28540
Bestimmung	w21_d378e28543
in	w1_d378e28548
Marsche	w3_d378e28551
gesetzet.	w5_d378e28554
</p>
<p id="p16_d378e28557">
Zur	w1_d378e28561
Verstärkung	w3_d378e28564
des	w5_d378e28567
General=feld=wacht=meisters	w7_d378e28570
Baron	w9_d378e28573
von	w11_d378e28576
Jahnus	w13_d378e28580
wurden	w15_d378e28583
von	w17_d378e28586
dem	w1_d378e28591
diesseitigen	w3_d378e28594
Corps	w5_d378e28597
d'Armee	w7_d378e28600
2.	w9_d378e28603
Bataillonen	w11_d378e28606
von	w13_d378e28610
dem	w15_d378e28613
linken	w17_d378e28616
auf	w19_d378e28619
den	w21_d378e28622
rechten	w23_d378e28625
Flügel	w25_d378e28629
bebe	w27_d378e28632
deret,	w1_d378e28637
und	w3_d378e28640
an	w5_d378e28643
gedachten	w7_d378e28646
Generalen	w9_d378e28649
angewiesen,	w11_d378e28652
um	w13_d378e28656
sich	w15_d378e28659
solcher	w17_d378e28662
nöhtigen	w19_d378e28665
Falls	w21_d378e28668
gebrauchen	w23_d378e28671
zu	w1_d378e28677
können,	w3_d378e28680
hiernächst	w5_d378e28683
auch	w7_d378e28686
2.	w9_d378e28689
Grenadiers=compagnien,	w11_d378e28692
und	w13_d378e28696
1.	w15_d378e28699
Bataillon	w17_d378e28702
von	w19_d378e28705
dem	w21_d378e28708
Bro	w23_d378e28711
der=regiment	w1_d378e28716
anhero	w3_d378e28719
nacher	w5_d378e28722
Trautenau	w7_d378e28725
gezogen,	w9_d378e28728
allwo	w11_d378e28731
dieselbe	w13_d378e28735
bis	w15_d378e28738
zu	w17_d378e28741
ihrer	w19_d378e28744
weiteren	w21_d378e28747
Bror	w23_d378e28750
derung	w1_d378e28755
verbleiben	w3_d378e28758
werden.	w5_d378e28761
Denen	w7_d378e28764
Nachrichten	w9_d378e28767
zufolge,	w11_d378e28770
welche	w13_d378e28774
</p>
<p id="p18_d378e28777">
Den	w1_d378e28781
22.	w3_d378e28784
von	w5_d378e28787
verschiedenen	w7_d378e28790
Orten	w9_d378e28793
hier	w11_d378e28796
angelanget,	w13_d378e28800
wird	w15_d378e28803
bestättiget,	w17_d378e28806
daß	w19_d378e28809
der	w21_d378e28812
Ge	w23_d378e28815
neral	w1_d378e28820
Zithen	w3_d378e28823
mit	w5_d378e28826
einem	w7_d378e28829
Corps	w9_d378e28832
von	w11_d378e28835
10.	w13_d378e28839
bis	w15_d378e28842
15000.	w17_d378e28845
Mann	w19_d378e28848
über	w21_d378e28851
Haynau	w23_d378e28854
in	w25_d378e28858
die	w27_d378e28861
Gegen	w29_d378e28864
Breßlau	w1_d378e28869
marschiret,	w3_d378e28872
hierdurch	w5_d378e28875
aber	w7_d378e28878
die	w9_d378e28881
Armee,	w11_d378e28884
so	w13_d378e28888
unter	w15_d378e28891
dem	w17_d378e28894
Prinz	w19_d378e28897
Heinrich	w21_d378e28900
von	w23_d378e28903
Preussen	w25_d378e28907
bey	w1_d378e28913
Löwenberg	w3_d378e28916
und	w5_d378e28919
Bunzlau	w7_d378e28922
stehet,	w9_d378e28925
merklich	w11_d378e28928
geschwächet	w13_d378e28932
worden	w15_d378e28935
wäre,	w17_d378e28938
und	w19_d378e28941
vermöge	w21_d378e28944
der	w23_d378e28947
sen,	w1_d378e28952
was	w3_d378e28955
man	w5_d378e28958
</p>
<p id="p20_d378e28961">
Den	w1_d378e28965
23.	w3_d378e28968
und	w5_d378e28971
