<doc id="wr_1757-01-15" attrs="word" year="1757" month="01" day="15" corpus="2">
<head id="h2_d109e3306">
Corsica	w1_d109e3310
dem	w7_d109e25042
Kaiserl.	w9_d109e25045
Königl.	w11_d109e25048
Ho	w13_d109e25052
zu	w1_d109e25057
suchen	w3_d109e25060
gehabten	w5_d109e25063
Forderungen	w7_d109e25066
von	w9_d109e25069
Jhre	w11_d109e25072
Röm.	w1_d109e25077
Kaiserl.	w3_d109e25080
Königl.	w5_d109e25083
Majestät	w7_d109e25086
Glor=würdig	w9_d109e25089
sten	w1_d109e25094
Angedenkens	w3_d109e25097
zu	w5_d109e25100
bezahlen,	w7_d109e25103
und	w9_d109e25106
anfäng	w11_d109e25109
lich	w1_d109e25115
untern	w3_d109e25118
28.	w5_d109e25121
Julii	w7_d109e25124
1704.	w9_d109e25127
Auf	w11_d109e25130
das	w13_d109e25134
Königliche	w1_d109e25139
Böheimische	w3_d109e25142
Deputirten	w5_d109e25145
amt	w7_d109e25148
versicheret,	w1_d109e25153
nachhin	w3_d109e25156
aber	w5_d109e25159
in	w7_d109e25162
Kraft	w9_d109e25165
das	w11_d109e25168
un	w13_d109e25172
tern	w1_d109e25177
16.	w3_d109e25180
Junii	w5_d109e25183
1707.	w7_d109e25186
allergnädigst	w9_d109e25189
erlassenen	w11_d109e25192
Hof=decrets	w1_d109e25198
in	w3_d109e25201
dem	w5_d109e25204
alhiesigen	w7_d109e25207
Stadt=bance	w9_d109e25210
angewiesen,	w1_d109e25215
aldaselbst	w3_d109e25218
auch	w5_d109e25221
ihr	w7_d109e25224
verwittibten	w9_d109e25227
Frauen	w1_d109e25232
Gräfin	w3_d109e25235
von	w5_d109e25238
Fugger	w7_d109e25241
die	w9_d109e25244
zu	w11_d109e25247
6.	w13_d109e25251
pro	w15_d109e25254
Cento	w1_d109e25259
verfallene	w3_d109e25262
Jnteresse	w5_d109e25265
bis	w7_d109e25268
Anno	w9_d109e25271
1754	w11_d109e25274
inclusive	w1_d109e25280
jedesmal	w3_d109e25283
richtig	w5_d109e25286
abgefolget,	w7_d109e25289
seithe	w9_d109e25292
ro	w1_d109e25297
aber	w3_d109e25300
wegen	w5_d109e25303
in	w7_d109e25306
Verstoß	w9_d109e25309
gerahtenen	w11_d109e25312
ober	w13_d109e25316
wehnten	w1_d109e25321
Kaiserl.	w3_d109e25324
Königl.	w5_d109e25327
Josephinischen	w7_d109e25330
Hof	w9_d109e25333
decrets	w1_d109e25338
solche	w3_d109e25341
ferner	w5_d109e25344
zu	w7_d109e25347
bezahlen	w9_d109e25350
mit	w11_d109e25353
dem	w13_d109e25357
Bedeuten	w1_d109e25363
verweigeret	w3_d109e25366
worden	w5_d109e25369
wären,	w7_d109e25372
daß	w9_d109e25375
entweder	w1_d109e25380
sothanes	w3_d109e25383
Hof=decret	w5_d109e25386
beygebracht,	w7_d109e25389
oder	w1_d109e25394
behörig	w3_d109e25397
amortisiret	w5_d109e25400
werden	w7_d109e25403
solte.	w9_d109e25406
</p>
<p id="p12_d109e25410">
Solchemnach	w1_d109e25414
hat	w3_d109e25417
Eingangs	w5_d109e25420
ernannter	w7_d109e25423
Rohrer	w1_d109e25428
mandatario	w3_d109e25431
nomine	w5_d109e25434
wegen	w7_d109e25437
Ausfer	w9_d109e25440
tigung	w1_d109e25445
des	w3_d109e25448
diesfälligen	w5_d109e25451
Amortisations=edicts	w7_d109e25454
um	w1_d109e25460
die	w3_d109e25463
Auflag	w5_d109e25466
an	w7_d109e25469
seine	w9_d109e25472
Behörde	w11_d109e25475
gebetten.	w13_d109e25479
</p>
<p id="p14_d109e25482">
Gleichwie	w1_d109e25486
nun	w3_d109e25489
in	w5_d109e25492
solches	w7_d109e25495
des	w9_d109e25498
Supplican	w11_d109e25501
tens	w1_d109e25506
billiges	w3_d109e25509
Anlangen	w5_d109e25512
dergestalten	w7_d109e25515
gewilli	w9_d109e25518
get	w1_d109e25523
worden,	w3_d109e25526
daß,	w5_d109e25529
wann	w7_d109e25532
jemand	w9_d109e25535
an	w11_d109e25538
obbe	w13_d109e25542
rührte	w1_d109e25548
5000.	w3_d109e25551
fl.	w5_d109e25554
einen	w7_d109e25557
Anspruch	w9_d109e25560
zu	w11_d109e25563
machen,	w13_d109e25567
und	w1_d109e25572
das	w3_d109e25575
abgängige	w5_d109e25578
Kaiserl.	w7_d109e25581
Königl.	w9_d109e25584
Jose	w11_d109e25587
phinische	w1_d109e25592
Hof=decret	w3_d109e25595
de	w5_d109e25598
Dato	w7_d109e25601
16.	w9_d109e25604
Junii	w11_d109e25607
1707.	w13_d109e25611
in	w1_d109e25616
Handen	w3_d109e25619
hätte,	w5_d109e25622
selber	w7_d109e25625
sich	w9_d109e25628
in	w11_d109e25631
Zeit	w13_d109e25635
eines	w15_d109e25638
Jahrs,	w1_d109e25644
sechs	w3_d109e25647
Wochen,	w5_d109e25650
und	w7_d109e25653
3.	w9_d109e25656
Tägen	w11_d109e25659
also	w13_d109e25663
gewiß	w1_d109e25668
bey	w3_d109e25671
Jhr	w5_d109e25674
Kaiserl.	w7_d109e25677
Königl.	w9_d109e25680
N.	w11_d109e25683
Oe.	w13_d109e25687
Re	w15_d109e25690
präsentation	w1_d109e25695
und	w3_d109e25698
Kammer	w5_d109e25701
anmelden,	w7_d109e25704
und	w9_d109e25707
die	w1_d109e25712
etwann	w3_d109e25715
zu	w5_d109e25718
stellen	w7_d109e25721
vermeinende	w9_d109e25724
Prätension	w11_d109e25727
liquidiren,	w1_d109e25733
auch	w3_d109e25736
erdeutetes	w5_d109e25739
Hof=decret	w7_d109e25742
beybrin	w9_d109e25745
gen,	w1_d109e25750
wie	w3_d109e25753
in	w5_d109e25756
widrigen,	w7_d109e25759
nach	w9_d109e25762
Verfliessung	w11_d109e25765
obigen	w1_d109e25770
Termins	w3_d109e25773
auf	w5_d109e25776
dessen	w7_d109e25779
Producirung	w9_d109e25782
kei	w11_d109e25785
ne	w1_d109e25790
Acht	w3_d109e25793
mehr	w5_d109e25796
getragen,	w7_d109e25799
sondern	w9_d109e25802
die	w11_d109e25805
Jnter	w13_d109e25809
resse	w1_d109e25815
von	w3_d109e25818
mehr	w5_d109e25821
bemeldeten	w7_d109e25824
5000.	w9_d109e25827
fl.	w11_d109e25830
wiede	w13_d109e25834
zum	w1_d109e25839
weiters	w3_d109e25842
bezahlt,	w5_d109e25845
und	w7_d109e25848
allenfalls	w9_d109e25851
das	w11_d109e25854
Ca	w13_d109e25858
</p>
<p id="p16_d109e25861">
pital	w1_d109e25865
selbsten	w3_d109e25868
gegen	w5_d109e25871
Einlegung	w7_d109e25874
deren	w9_d109e25877
alleini	w11_d109e25880
gen	w1_d109e25885
drey	w3_d109e25888
Schuld=scheinen	w5_d109e25891
ausgefolget	w7_d109e25894
werden	w9_d109e25897
solle.	w1_d109e25902
So	w3_d109e25905
demnach	w5_d109e25908
jedermänniglich	w7_d109e25911
andurch	w9_d109e25914
erinneret	w1_d109e25920
wird.	w3_d109e25923
Ex	w5_d109e25926
Cons.	w7_d109e25929
Repræs.	w9_d109e25932
&	w11_d109e25935
C.	w13_d109e25939
I.	w1_d109e25944
A.	w3_d109e25947
Wien	w5_d109e25950
den	w7_d109e25953
21.	w9_d109e25956
Julii,	w11_d109e25959
1756.	w13_d109e25963
</p>
<p id="p18_d109e25966">
Bey	w1_d109e25970
dem	w3_d109e25973
Verleger	w5_d109e25976
des	w7_d109e25979
Wienerischen	w9_d109e25982
Dia	w11_d109e25985
rii	w1_d109e25990
ist	w3_d109e25993
zu	w5_d109e25996
haben:	w7_d109e25999
</p>
<p id="p20_d109e26002">
Neuer	w1_d109e26006
Wirtschafts	w3_d109e26009
und	w5_d109e26012
Canzley=calender,	w7_d109e26015
zu	w1_d109e26020
Ehren	w3_d109e26023
S.	w5_d109e26026
Adalberti,	w7_d109e26029
nebst	w9_d109e26032
einem	w11_d109e26035
Alpha	w13_d109e26039
betischen	w1_d109e26044
Register	w3_d109e26047
der	w5_d109e26050
hohen	w7_d109e26053
adelichen	w9_d109e26056
Stan	w11_d109e26059
des=geschlechter	w1_d109e26065
des	w3_d109e26068
Königreichs	w5_d109e26071
Böheim.	w7_d109e26074
Gebundener	w1_d109e26079
pr.	w3_d109e26082
1.	w5_d109e26085
fl.	w7_d109e26088
8.	w9_d109e26091
Kr.	w11_d109e26094
es	w13_d109e26098
seynd	w15_d109e26101
solche	w17_d109e26104
auch	w1_d109e26109
noch	w3_d109e26112
auf	w5_d109e26115
verschiedene	w7_d109e26118
andere	w9_d109e26121
Arten	w11_d109e26124
sauber	w1_d109e26129
gebunden	w3_d109e26132
zu	w5_d109e26135
haben.	w7_d109e26138
</p>
<p id="p22_d109e26141">
Himmlisch=heilsame	w1_d109e26145
Seelen=labnuß,	w3_d109e26148
oder	w5_d109e26151
geistliche	w1_d109e26156
Herz=stärkung	w3_d109e26159
zu	w5_d109e26162
und	w7_d109e26165
auch	w9_d109e26168
in	w11_d109e26171
allen	w13_d109e26175
zeitlichen	w1_d109e26180
Drangsalen,	w3_d109e26183
innerlichen	w5_d109e26186
Anligen,	w7_d109e26189
äusserlich=üblen	w1_d109e26195
Zuständen,	w3_d109e26198
schweren	w5_d109e26201
langwü	w7_d109e26204
rigen	w1_d109e26209
Krankheiten,	w3_d109e26212
in	w5_d109e26215
Angst	w7_d109e26218
und	w9_d109e26221
Betrüb	w11_d109e26224
nuß,	w1_d109e26229
Armut,	w3_d109e26232
und	w5_d109e26235
Trostlosigkeit,	w7_d109e26238
sowol	w9_d109e26241
de	w11_d109e26244
nen	w1_d109e26249
Seel=sorgern,	w3_d109e26252
als	w5_d109e26255
jeden	w7_d109e26258
eines	w9_d109e26261
verdienst	w11_d109e26264
lichen	w1_d109e26270
Lebens	w3_d109e26273
und	w5_d109e26276
seeligen	w7_d109e26279
Todes	w9_d109e26282
begierigen	w11_d109e26285
Christen	w1_d109e26290
zum	w3_d109e26293
bequemlichen	w5_d109e26296
Gebrauch	w7_d109e26299
in	w9_d109e26302
3.	w11_d109e26305
Theile	w1_d109e26310
abgetheilet.	w3_d109e26313
Samt	w5_d109e26316
einem	w7_d109e26319
Unterricht,	w9_d109e26322
und	w1_d109e26327
nohtwendigsten	w3_d109e26330
Gebettern	w5_d109e26333
für	w7_d109e26336
die	w9_d109e26339
Kran	w11_d109e26342
ke.	w1_d109e26348
Jn	w3_d109e26351
Leder	w5_d109e26354
pr.	w7_d109e26357
24.	w9_d109e26360
kr.	w11_d109e26363
in	w13_d109e26367
harter	w15_d109e26370
Decken	w17_d109e26373
mit	w1_d109e26378
Papier	w3_d109e26381
überzogen	w5_d109e26384
pr.	w7_d109e26387
17.	w9_d109e26390
kr.	w11_d109e26393
ungebun	w13_d109e26397
ner	w1_d109e26402
pr.	w3_d109e26405
14.	w5_d109e26408
kr.	w7_d109e26411
</p>
<p id="p24_d109e26415">
Christliche	w1_d109e26419
und	w3_d109e26422
gründliche	w5_d109e26425
Unterweisung	w7_d109e26428
von	w1_d109e26433
dem	w3_d109e26436
fünften	w5_d109e26439
heilig	w7_d109e26442
und	w9_d109e26445
heiligmachen	w11_d109e26448
den	w1_d109e26453
Gnaden=geheimnuß	w3_d109e26456
von	w5_d109e26459
dem	w7_d109e26462
heiligen	w9_d109e26465
Sacrament	w1_d109e26471
der	w3_d109e26474
letzten	w5_d109e26477
Oelung,	w7_d109e26480
in	w9_d109e26483
welcher	w11_d109e26486
die	w1_d109e26491
Einsetzung,	w3_d109e26494
die	w5_d109e26497
Wahrheit,	w7_d109e26500
Natur,	w9_d109e26503
und	w11_d109e26506
Weesenheit,	w1_d109e26511
die	w3_d109e26514
Vortreflichkeit,	w5_d109e26517
die	w7_d109e26520
Eigen	w9_d109e26523
schaften,	w1_d109e26528
herrlichste	w3_d109e26531
Früchten,	w5_d109e26534
und	w7_d109e26537
Würkungen	w9_d109e26540
dieses	w1_d109e26546
heiligen	w3_d109e26549
Sacraments,	w5_d109e26552
die	w7_d109e26555
Beweg	w9_d109e26558
ursachen	w1_d109e26563
selbes	w3_d109e26566
zur	w5_d109e26569
rechten	w7_d109e26572
Zeit,	w9_d109e26575
die	w11_d109e26578
Weise	w13_d109e26582
und	w1_d109e26587
Art	w3_d109e26590
dasselbe	w5_d109e26593
recht	w7_d109e26596
würdig	w9_d109e26599
und	w11_d109e26602
nutzlich	w13_d109e26606
zu	w1_d109e26611
empfangen,	w3_d109e26614
samt	w5_d109e26617
denen	w7_d109e26620
Ceremonien	w9_d109e26623
und	w11_d109e26626
Gebettern,	w1_d109e26632
unter	w3_d109e26635
welchen	w5_d109e26638
es	w7_d109e26641
ertheilet	w9_d109e26644
wird,	w11_d109e26647
ausführlich	w1_d109e26652
erkläret	w3_d109e26655
werden.	w5_d109e26658
Anfangs	w7_d109e26661
von	w9_d109e26664
der	w1_d109e26669
Canzel	w3_d109e26672
vorgetragen,	w5_d109e26675
nun	w7_d109e26678
aber	w9_d109e26681
zur	w11_d109e26684
grös	w13_d109e26688
seren	w1_d109e26693
Ehre	w3_d109e26696
GOttes,	w5_d109e26699
zur	w7_d109e26702
Beförderung	w9_d109e26705
des	w11_d109e26708
Seelen=heils	w1_d109e26714
allen	w3_d109e26717
ihres	w5_d109e26720
Heils	w7_d109e26723
geflissenen	w9_d109e26726
Christen	w1_d109e26731
zum	w3_d109e26734
Gebrauch.	w5_d109e26737
Mit	w7_d109e26740
Genehmhal	w9_d109e26743
tung	w1_d109e26748
deren	w3_d109e26751
Oberen	w5_d109e26754
zum	w7_d109e26757
Druck	w9_d109e26760
befördert	w11_d109e26763
von	w1_d109e26768
einem	w3_d109e26771
weltlichen	w5_d109e26774
Priester	w7_d109e26777
und	w9_d109e26780
Prediger.	w11_d109e26783
Ungebunden	w1_d109e26789
pr.	w3_d109e26792
30.	w5_d109e26795
kr.	w7_d109e26798
in	w9_d109e26801
Papier	w11_d109e26804
eingebunden	w13_d109e26808
40.	w1_d109e26813
kr.	w3_d109e26816
in	w5_d109e26819
Französischen	w7_d109e26822
Band	w9_d109e26825
51.	w11_d109e26828
kr.	w13_d109e26832
</p>
<p id="p28_d109e26837">
Nrl	w1_d109e26841
</p>
<head id="h2_d109e26882">
Haupt=quartier	w1_d109e26886
der	w3_d109e26889
unter	w5_d109e26892
dem	w7_d109e26895
Commando	w9_d109e26898
des	w1_d109e26903
Hrn.	w3_d109e26906
Feld=marschallens	w5_d109e26909
Grafens	w7_d109e26912
von	w9_d109e26915
Broune	w11_d109e26918
in	w13_d109e26922
Böheim	w1_d109e26927
stehenden	w3_d109e26930
Kaiserl.	w5_d109e26933
Königl.	w7_d109e26936
Armée,	w9_d109e26939
</head>
<head id="h2_d109e26945">
Prag	w1_d109e26949
den	w3_d109e26952
9ten	w5_d109e26955
Januarii	w7_d109e26958
1757.	w9_d109e26961
</head>
<p id="p4_d109e26964">
VOrgestern	w1_d109e26968
ist	w3_d109e26971
der	w5_d109e26974
General	w7_d109e26977
Quartier=meister	w9_d109e26980
Leute	w11_d109e26983
nant	w1_d109e26988
von	w3_d109e26991
der	w5_d109e26994
Rußischen	w7_d109e26997
Armee	w9_d109e27000
Herr	w11_d109e27003
Obrister	w13_d109e27007
von	w15_d109e27010
Springer	w1_d109e27017
mit	w3_d109e27020
Depechen	w5_d109e27023
von	w7_d109e27026
Sr.	w9_d109e27029
Excell.	w11_d109e27032
dem	w13_d109e27036
Hrn.	w15_d109e27039
Feld	w17_d109e27042
marschall,	w1_d109e27048
und	w3_d109e27051
commandirenden	w5_d109e27054
Rußischen	w7_d109e27057
Generalen	w9_d109e27060
Apraxin,	w1_d109e27065
an	w3_d109e27068
des	w5_d109e27071
Hrn.	w7_d109e27074
Feld=marschalls	w9_d109e27077
Grafen	w11_d109e27080
von	w13_d109e27084
Brou	w15_d109e27087
ne	w1_d109e27092
Excellenz	w3_d109e27095
alhier	w5_d109e27098
angekommen;	w7_d109e27101
solcher	w9_d109e27104
hat	w11_d109e27107
sowol	w13_d109e27111
die	w15_d109e27114
Nachricht	w1_d109e27119
von	w3_d109e27122
der	w5_d109e27125
Ankunft	w7_d109e27128
des	w9_d109e27131
obgedachten	w11_d109e27134
Hrn.	w13_d109e27138
Feld	w15_d109e27141
marschalls	w1_d109e27147
in	w3_d109e27150
Riga,	w5_d109e27153
als	w7_d109e27156
auch,	w9_d109e27159
daß	w11_d109e27162
die	w13_d109e27166
zur	w15_d109e27169
Hülf	w17_d109e27172
wider	w19_d109e27175
den	w21_d109e27178
gemeinsamen	w1_d109e27183
Feind	w3_d109e27186
bestimte	w5_d109e27189
Rußische	w7_d109e27192
Trupen	w9_d109e27195
in	w11_d109e27198
voller	w13_d109e27202
Bewegung	w1_d109e27207
seynd,	w3_d109e27210
mitgebracht,	w5_d109e27213
und	w7_d109e27216
ist	w9_d109e27219
von	w11_d109e27222
dem	w13_d109e27226
Hrn.	w15_d109e27229
Feld=marschall	w1_d109e27234
Grafen	w3_d109e27237
von	w5_d109e27240
Broune	w7_d109e27243
mit	w9_d109e27246
aller	w11_d109e27249
Distinction	w13_d109e27253
empfangen	w1_d109e27259
worden.	w3_d109e27262
Dieser	w5_d109e27265
Tägen	w7_d109e27268
seynd	w9_d109e27271
Se.	w11_d109e27274
Durchl.	w13_d109e27278
der	w1_d109e27283
Prinz	w3_d109e27286
Ludwig	w5_d109e27289
von	w7_d109e27292
Würtemberg,	w9_d109e27295
nebst	w11_d109e27298
Seiner	w13_d109e27302
Durchl.	w15_d109e27305
dem	w1_d109e27310
regierenden	w3_d109e27313
Prinzen	w5_d109e27316
von	w7_d109e27319
Zollern,	w9_d109e27322
und	w11_d109e27325
dem	w13_d109e27329
als	w15_d109e27332
Vo-	w17_d109e27335
lontair	w1_d109e27340
hier	w3_d109e27343
bey	w5_d109e27346
der	w7_d109e27349
Armee	w9_d109e27352
stehenden	w11_d109e27355
Französischen	w13_d109e27359
Ob	w15_d109e27362
risten	w1_d109e27368
Chevalier	w3_d109e27371
d'Aumont	w5_d109e27374
nach	w7_d109e27377
dem	w9_d109e27380
Bunzlauer	w11_d109e27383
und	w13_d109e27387
Leitmeritzer=kreis	w1_d109e27392
abgegangen,	w3_d109e27395
um	w5_d109e27398
den	w7_d109e27401
Postirungscor	w9_d109e27404
don	w1_d109e27409
sowol,	w3_d109e27412
als	w5_d109e27415
auch	w7_d109e27418
ein	w9_d109e27421
und	w11_d109e27424
andere	w13_d109e27428
Situationen	w15_d109e27431
des	w17_d109e27434
Landes	w1_d109e27439
in	w3_d109e27442
Augenschein	w5_d109e27445
zu	w7_d109e27448
nehmen,	w9_d109e27451
daß	w11_d109e27454
also	w13_d109e27458
hoch=gedacht	w15_d109e27461
Seine	w1_d109e27467
Durchleucht	w3_d109e27470
unter	w5_d109e27473
10.	w7_d109e27476
oder	w9_d109e27479
12.	w11_d109e27482
Tägen	w13_d109e27486
nicht	w15_d109e27489
zu	w17_d109e27492
ruck	w1_d109e27497
kommen	w3_d109e27500
dörften.	w5_d109e27503
Die	w7_d109e27506
letzthin	w9_d109e27509
bey	w11_d109e27512
der	w13_d109e27516
Surprise	w15_d109e27519
</p>
<p id="p10_d109e27532">
zu	w1_d109e27536
Ostritz	w3_d109e27539
gemachte	w5_d109e27542
Gefangene	w7_d109e27545
seynd	w9_d109e27548
gestern	w11_d109e27551
alhier	w13_d109e27555
an	w15_d109e27558
gelanget,	w1_d109e27563
und	w3_d109e27566
heut	w5_d109e27569
mit	w7_d109e27572
einer	w9_d109e27575
kleinen	w11_d109e27578
Escorte	w13_d109e27582
nach	w15_d109e27585
Pe	w17_d109e27588
terswalde	w1_d109e27593
zur	w3_d109e27596
Auswechslung	w5_d109e27599
abgeschicket	w7_d109e27602
worden:	w9_d109e27605
von	w11_d109e27608
diesen	w1_d109e27614
hat	w3_d109e27617
man	w5_d109e27620
verläßlich	w7_d109e27623
vernommen,	w9_d109e27626
daß	w11_d109e27629
der	w13_d109e27633
Preus	w15_d109e27636
sische	w1_d109e27641
Major	w3_d109e27644
Blumenthal,	w5_d109e27647
so	w7_d109e27650
das	w9_d109e27653
Detaschement	w11_d109e27656
zu	w13_d109e27660
Ostritz	w1_d109e27665
commandiret,	w3_d109e27668
dabey	w5_d109e27671
todt	w7_d109e27674
geblieben	w9_d109e27677
seye.	w11_d109e27680
Nebst	w13_d109e27684
denen	w1_d109e27689
jüngst	w3_d109e27692
gemeldten	w5_d109e27695
commandirten	w7_d109e27698
100.	w9_d109e27701
Pferden,	w11_d109e27704
seynd	w1_d109e27710
noch	w3_d109e27713
200.	w5_d109e27716
von	w7_d109e27719
Carl	w9_d109e27722
Palfi,	w11_d109e27725
und	w13_d109e27729
Lichtenstein	w15_d109e27732
nach	w17_d109e27735
Reichenberg	w1_d109e27740
beordert	w3_d109e27743
worden.	w5_d109e27746
Desgleichen	w7_d109e27749
ist	w9_d109e27752
auch	w11_d109e27755
Herr	w1_d109e27760
Obrist=leutenant	w3_d109e27763
Schulz	w5_d109e27766
mit	w7_d109e27769
300.	w9_d109e27772
Pferden	w11_d109e27775
detaschirt	w1_d109e27780
worden,	w3_d109e27783
ohne	w5_d109e27786
daß	w7_d109e27789
man	w9_d109e27792
noch	w11_d109e27795
weiß,	w13_d109e27799
wohin	w1_d109e27805
solches	w3_d109e27808
Commando	w5_d109e27811
abgehen	w7_d109e27814
werde.	w1_d109e27819
</p>
</doc>
