<doc id="wr_1756-11-20" attrs="word" year="1756" month="11" day="20" corpus="2">
<head id="h2_d93e3076">
Lenden	w1_d93e3080
nicht	w15_d93e24791
zuzurechnen	w17_d93e24794
hätte	w19_d93e24797
Jn	w21_d93e24800
Betrachtung	w1_d93e24805
aller	w3_d93e24808
dieser	w5_d93e24811
von	w7_d93e24814
sich	w9_d93e24817
selbst	w11_d93e24820
redenden	w13_d93e24824
Umständen	w15_d93e24827
kann	w17_d93e24830
die	w19_d93e24833
Kaiserin	w1_d93e24838
von	w3_d93e24841
Rußland	w5_d93e24844
Jhre	w7_d93e24847
wahre	w9_d93e24850
Gesinnungen	w11_d93e24853
unmöglich	w13_d93e24857
länger	w15_d93e24860
ber	w17_d93e24863
gen,	w1_d93e24869
nämlich,	w3_d93e24872
daß	w5_d93e24875
Sie	w7_d93e24878
einen	w9_d93e24881
Einbruch	w11_d93e24884
in	w13_d93e24888
die	w15_d93e24891
Staaten	w17_d93e24894
Jhrer	w19_d93e24897
Alliirten,	w21_d93e24900
insbesondere	w1_d93e24905
der	w3_d93e24908
Königin	w5_d93e24911
von	w7_d93e24914
Ungarn	w9_d93e24917
und	w11_d93e24920
in	w13_d93e24924
Sachsen,	w15_d93e24927
nimmermehr	w17_d93e24930
mit	w1_d93e24935
gleichgültigen	w3_d93e24938
Augen	w5_d93e24941
ansehen,	w7_d93e24944
sondern	w9_d93e24947
der	w11_d93e24950
von	w13_d93e24954
dem	w15_d93e24957
König	w17_d93e24960
in	w19_d93e24963
Preus	w21_d93e24966
sen	w1_d93e24971
ungerechter	w3_d93e24974
Weise	w5_d93e24977
beleidigten	w7_d93e24980
Parthey	w9_d93e24983
vielmehr	w11_d93e24986
nachdrücklich	w13_d93e24990
bey	w15_d93e24993
stehen	w1_d93e24999
werde,	w3_d93e25002
ohne	w5_d93e25005
diesfals	w7_d93e25008
beförchten	w9_d93e25011
zu	w11_d93e25014
dörfen,	w13_d93e25018
daß	w15_d93e25021
man	w17_d93e25024
Jhr	w19_d93e25027
die	w21_d93e25030
traurigen	w1_d93e25035
Würkungen,	w3_d93e25038
welche	w5_d93e25041
die	w7_d93e25044
Gegenwärtige	w9_d93e25047
drohende	w11_d93e25050
Aufführung	w13_d93e25054
dieses	w1_d93e25059
Prinzens	w3_d93e25062
nach	w5_d93e25065
sich	w7_d93e25068
ziehen	w9_d93e25071
könnte,	w11_d93e25074
im	w13_d93e25078
geringsten	w15_d93e25081
beymessen	w17_d93e25084
werde.	w19_d93e25087
</p>
<head id="h2_d93e25093">
Petersburg,	w1_d93e25097
den	w3_d93e25100
4.	w5_d93e25103
Sept.	w7_d93e25106
1756.	w9_d93e25109
</head>
<head id="h2_d93e25148">
Haupt=quartier	w1_d93e25152
unter	w3_d93e25155
dem	w5_d93e25158
Commando	w7_d93e25161
des	w9_d93e25164
Hrn.	w1_d93e25169
Feld=marschallens	w3_d93e25172
Grafens	w5_d93e25175
von	w7_d93e25178
Broun	w9_d93e25181
in	w11_d93e25184
Böheim	w13_d93e25188
stehenden	w1_d93e25193
Kais.	w3_d93e25196
Königl.	w5_d93e25199
Armée.	w7_d93e25202
</head>
<head id="h2_d93e25208">
Budyn,	w1_d93e25212
den	w3_d93e25215
12.	w5_d93e25218
November,	w7_d93e25221
1756.	w9_d93e25224
</head>
<p id="p4_d93e25227">
SAchdem	w1_d93e25231
nun	w3_d93e25234
alle	w5_d93e25237
Regimenter	w7_d93e25240
von	w9_d93e25243
hier	w11_d93e25246
aus	w13_d93e25250
in	w15_d93e25253
ihre	w17_d93e25256
Stationen	w1_d93e25261
abmarschieret	w3_d93e25264
seynd,	w5_d93e25267
bis	w7_d93e25270
auf	w9_d93e25273
diejenige,	w11_d93e25276
so	w1_d93e25281
in	w3_d93e25284
hiesiger	w5_d93e25287
Gegend	w7_d93e25290
zu	w9_d93e25293
stehen	w11_d93e25296
kommen,	w13_d93e25300
und	w15_d93e25303
morgen	w17_d93e25306
auch	w19_d93e25309
einrucken,	w1_d93e25315
so	w3_d93e25318
ist	w5_d93e25321
der	w7_d93e25324
Commandierende	w9_d93e25327
Herr	w11_d93e25330
Feld=marschall	w13_d93e25334
Graf	w1_d93e25339
v.	w3_d93e25342
Broune	w5_d93e25345
diesen	w7_d93e25348
Morgen	w9_d93e25351
mit	w11_d93e25354
dem	w13_d93e25358
ganzen	w15_d93e25361
Haupt	w17_d93e25364
quartier	w1_d93e25369
nach	w3_d93e25372
Prag,	w5_d93e25375
um	w7_d93e25378
allda	w9_d93e25381
währender	w11_d93e25384
Cantonierung	w13_d93e25388
zu	w1_d93e25393
verbleiben,	w3_d93e25396
abgegangen;	w5_d93e25399
vor	w7_d93e25402
dero	w9_d93e25405
Abreiß	w11_d93e25408
aber	w13_d93e25412
mit	w15_d93e25415
dem	w1_d93e25421
Preußischen	w3_d93e25424
en	w5_d93e25427
Chef	w7_d93e25430
Commandierenden	w9_d93e25433
Feldmar	w11_d93e25436
schall	w1_d93e25441
Keith	w3_d93e25444
dahin	w5_d93e25447
überein	w7_d93e25450
gekommen,	w9_d93e25453
daß	w11_d93e25456
von	w13_d93e25460
jeder	w15_d93e25463
Ar-	w17_d93e25466
mée	w1_d93e25471
ein	w3_d93e25474
Obrist=leutenant,	w5_d93e25477
ein	w7_d93e25480
Hauptmann,	w9_d93e25483
ein	w11_d93e25486
Kriegs	w13_d93e25490
Commissarius,	w1_d93e25495
und	w3_d93e25498
ein	w5_d93e25501
Auditor	w7_d93e25504
nacher	w9_d93e25507
Carlsbad	w11_d93e25510
sollen	w13_d93e25514
abgeschicket	w1_d93e25520
werden,	w3_d93e25523
um	w5_d93e25526
allda	w7_d93e25529
über	w9_d93e25532
die	w11_d93e25535
Auswechslung	w13_d93e25539
derer	w1_d93e25544
bishero	w3_d93e25547
gemachten	w5_d93e25550
Kriegs=gefangenen	w7_d93e25553
zu	w9_d93e25556
tractie	w11_d93e25559
ren,	w1_d93e25564
und	w3_d93e25567
darüber	w5_d93e25570
auch	w7_d93e25573
für	w9_d93e25576
das	w11_d93e25579
Zukünftige	w13_d93e25583
eine	w15_d93e25586
Nor-	w17_d93e25589
mam	w1_d93e25594
abzufassen,	w3_d93e25597
wozu	w5_d93e25600
dann	w7_d93e25603
Se.	w9_d93e25606
Excellenz	w11_d93e25609
von	w13_d93e25613
unse	w15_d93e25616
rer	w1_d93e25622
Seits	w3_d93e25625
den	w5_d93e25628
Hrn.	w7_d93e25631
Obrist=leutenant	w9_d93e25634
Grafen	w11_d93e25637
v	w13_d93e25641
Thurn	w15_d93e25644
und	w1_d93e25649
Ritt=meistern	w3_d93e25652
v.	w5_d93e25655
Churfeld,	w7_d93e25658
Beyde	w9_d93e25661
von	w11_d93e25664
Sr.	w13_d93e25668
Königl.	w15_d93e25671
Hoheit	w1_d93e25676
Erz=herzog	w3_d93e25679
Ferdinand	w5_d93e25682
Küraßier=regiment,	w7_d93e25685
be	w9_d93e25688
nannt	w1_d93e25693
haben;	w3_d93e25696
Preußischer	w5_d93e25699
Seits	w7_d93e25702
ist	w9_d93e25705
zu	w11_d93e25708
diesem	w13_d93e25712
Werk	w15_d93e25715
der	w17_d93e25718
Obrist=leutenant	w1_d93e25724
Stranz	w3_d93e25727
vom	w5_d93e25730
Prinz	w7_d93e25733
v.	w9_d93e25736
Preußen,	w11_d93e25739
und	w13_d93e25743
der	w1_d93e25748
Grenadier=hauptmann	w3_d93e25751
Calenberg	w5_d93e25754
v.	w7_d93e25757
alt=Schwerin;	w9_d93e25760
annebst	w1_d93e25765
von	w3_d93e25768
jedem	w5_d93e25771
Theil	w7_d93e25774
ein	w9_d93e25777
Auditor	w11_d93e25780
und	w13_d93e25784
ein	w15_d93e25787
Feldkriegs	w17_d93e25790
</p>
<p id="p10_d93e25803">
Commissarius	w1_d93e25807
dahin	w3_d93e25810
bestimmet	w5_d93e25813
worden.	w7_d93e25816
Diese	w9_d93e25819
gehen	w11_d93e25822
dann	w1_d93e25827
alsogleich	w3_d93e25830
nach	w5_d93e25833
gedachten	w7_d93e25836
Carlsbad	w9_d93e25839
ab,	w11_d93e25842
um	w13_d93e25846
alles	w15_d93e25849
in	w1_d93e25854
die	w3_d93e25857
Richtigkeit	w5_d93e25860
zu	w7_d93e25863
setzen;	w9_d93e25866
zur	w11_d93e25869
Auswechslung	w13_d93e25873
der	w15_d93e25876
Ge	w17_d93e25879
fangenen	w1_d93e25885
hingegen	w3_d93e25888
ist	w5_d93e25891
das	w7_d93e25894
Dorf	w9_d93e25897
Peterswalde	w11_d93e25900
angesetzet,	w13_d93e25904
auch	w1_d93e25909
dieshalben	w3_d93e25912
die	w5_d93e25915
allda	w7_d93e25918
von	w9_d93e25921
uns	w11_d93e25924
gestandene	w13_d93e25928
Trupen	w15_d93e25931
zuruck	w1_d93e25936
gezogen	w3_d93e25939
worden.	w5_d93e25942
Das	w7_d93e25945
aus	w9_d93e25948
Jtalien	w11_d93e25951
kommende	w13_d93e25955
Löbl.	w1_d93e25960
Fürst	w3_d93e25963
Esterhazische	w5_d93e25966
Hußarn=regiment	w7_d93e25969
ist	w9_d93e25972
bereits	w11_d93e25975
in	w13_d93e25979
Gegend	w1_d93e25985
Prag	w3_d93e25988
angekommen,	w5_d93e25991
und	w7_d93e25994
wird	w9_d93e25997
seinen	w11_d93e26000
Marsch	w13_d93e26004
der	w1_d93e26009
weiters	w1_d93e26014
hieher	w3_d93e26017
fortsetzen.	w5_d93e26020
Die	w7_d93e26023
feindliche	w9_d93e26026
Deserteurs	w11_d93e26029
kom	w13_d93e26033
1,auch	w1_d93e26038
finden	w3_d93e26041
sich	w5_d93e26044
unter	w7_d93e26047
denenselben	w9_d93e26050
schon	w11_d93e26053
men	w1_d93e26059
noch	w3_d93e26062
häuffi	w5_d93e26065
viele	w1_d93e26070
von	w3_d93e26073
denen	w5_d93e26076
durch	w7_d93e26079
die	w9_d93e26082
Preußen	w11_d93e26085
mit	w13_d93e26089
Schlägen,	w15_d93e26092
Hun	w17_d93e26095
ger,	w1_d93e26100
und	w3_d93e26103
andern	w5_d93e26106
derley	w7_d93e26109
guten	w9_d93e26112
Manieren	w11_d93e26115
zur	w13_d93e26119
Dienstneh	w15_d93e26122
mung	w1_d93e26127
gezwungene	w3_d93e26130
Sachsen	w5_d93e26133
allhier	w7_d93e26136
ein.	w9_d93e26139
</p>
</doc>
