<doc id="wr_1758-07-22" attrs="word" year="1758" month="07" day="22" corpus="2">
<head id="h2_d263e3557">
Utrecht	w1_d263e3561
Wald	w21_d263e25255
verfehlet,	w23_d263e25258
und	w1_d263e25263
da	w3_d263e25266
ihne	w5_d263e25269
die	w7_d263e25272
feindliche	w9_d263e25275
Hussaren	w11_d263e25278
von	w13_d263e25282
dem	w15_d263e25285
übrigen	w17_d263e25288
Corps	w19_d263e25291
abgeschnitten,	w21_d263e25294
vermutlich	w23_d263e25297
in	w25_d263e25301
deren	w1_d263e25306
Hände	w3_d263e25309
verfallen	w5_d263e25312
seyn	w7_d263e25315
wird.	w9_d263e25318
</p>
<p id="p28_d263e25321">
Verschiedene	w1_d263e25325
Kundschaften	w3_d263e25328
wollen	w5_d263e25331
versicheren,	w7_d263e25334
daß	w9_d263e25337
der	w11_d263e25340
König	w13_d263e25344
selbsten	w15_d263e25347
bey	w17_d263e25350
obiger	w19_d263e25353
Colonne	w1_d263e25358
gegenwärtig	w3_d263e25361
gewesen	w5_d263e25364
wäre,	w7_d263e25367
und	w9_d263e25370
nach	w11_d263e25373
unserer	w13_d263e25377
Zuruck=ziehung	w15_d263e25380
von	w17_d263e25383
Opotschna	w19_d263e25386
sein	w21_d263e25389
Haupt=quartier	w1_d263e25394
in	w3_d263e25397
diesem	w5_d263e25400
Ort	w7_d263e25403
genommen	w9_d263e25406
hätte.	w11_d263e25409
Allem	w13_d263e25413
Ansehen	w15_d263e25416
nach	w17_d263e25419
scheinet	w19_d263e25422
sich	w21_d263e25425
der	w23_d263e25428
Feind	w1_d263e25434
bey	w3_d263e25437
und	w5_d263e25440
um	w7_d263e25443
Königgratz,	w9_d263e25446
wo	w11_d263e25449
ein	w13_d263e25453
starkes	w15_d263e25456
Lager	w17_d263e25459
annoch	w19_d263e25462
in	w21_d263e25465
2.	w23_d263e25468
Linien	w25_d263e25472
ganz	w27_d263e25475
unbeweg	w29_d263e25478
lich	w1_d263e25483
stehet,	w3_d263e25486
fest	w5_d263e25489
zu	w7_d263e25492
setzen,	w9_d263e25495
welche	w11_d263e25498
Mutmassung	w13_d263e25502
theils	w15_d263e25505
durch	w17_d263e25508
erst=erwehnte	w19_d263e25511
Ausschreibung	w21_d263e25514
verschiedener	w1_d263e25519
Schanz=materialien,	w3_d263e25522
theils	w5_d263e25525
durch	w7_d263e25528
die	w9_d263e25531
starke	w11_d263e25534
Besetzung	w13_d263e25538
des	w15_d263e25541
sogenannten	w17_d263e25544
Cros	w19_d263e25547
ten=berg	w1_d263e25552
mit	w3_d263e25555
Canonen,	w5_d263e25558
und	w7_d263e25561
der	w9_d263e25564
dorten	w11_d263e25567
herum	w13_d263e25571
führenden	w15_d263e25574
Arbeit,	w17_d263e25577
worzu	w19_d263e25580
die	w21_d263e25583
Bürger	w23_d263e25586
die	w25_d263e25590
ser	w1_d263e25596
Stadt	w3_d263e25599
selbsten	w5_d263e25602
Hand	w7_d263e25605
anlegen	w9_d263e25608
müssen,	w11_d263e25611
so	w13_d263e25615
mehrers	w15_d263e25618
verstärket	w17_d263e25621
wird.	w19_d263e25624
</p>
<p id="p30_d263e25627">
Dem	w1_d263e25631
Feinde	w3_d263e25634
nun	w5_d263e25637
bey	w7_d263e25640
so	w9_d263e25643
beschaffenen	w11_d263e25646
Umständen	w13_d263e25650
mit	w15_d263e25653
der	w17_d263e25656
diesseitigen	w19_d263e25659
Haupt=armee	w21_d263e25662
sich	w1_d263e25667
desto	w3_d263e25670
mehrer	w5_d263e25673
zu	w7_d263e25676
nähern,	w9_d263e25679
dann	w11_d263e25682
die	w13_d263e25686
Gelegenheit	w15_d263e25689
zu	w17_d263e25692
suchen,	w19_d263e25695
solchen	w21_d263e25698
vollends	w23_d263e25701
aus	w25_d263e25705
diesem	w27_d263e25708
Königreich	w1_d263e25713
ebenfalls	w3_d263e25716
hinaus	w5_d263e25719
zu	w7_d263e25722
dringen,	w9_d263e25725
liesse	w11_d263e25728
der	w13_d263e25732
commandirende	w15_d263e25735
General=feld=marschaft	w17_d263e25738
das	w1_d263e25744
Lager	w3_d263e25747
bey	w5_d263e25750
Hrochow=teinitz	w7_d263e25753
aufheben,	w9_d263e25756
und	w11_d263e25759
die	w13_d263e25763
Armee	w15_d263e25766
über	w17_d263e25769
Pardowitz,	w19_d263e25772
woselbsten	w21_d263e25775
sie	w23_d263e25778
mittelst	w1_d263e25783
verschieden=geschlagenen	w3_d263e25786
Schif=brücken	w5_d263e25789
die	w7_d263e25792
Elbe	w9_d263e25795
paßirte,	w11_d263e25798
weiters	w13_d263e25802
vorrucken.	w15_d263e25805
</p>
<p id="p32_d263e25808">
Den	w1_d263e25812
18.	w3_d263e25815
in	w5_d263e25818
aller	w7_d263e25821
Fruh	w9_d263e25824
wurde	w11_d263e25827
der	w13_d263e25831
Marsch	w15_d263e25834
weiters	w17_d263e25837
fortgesetzet,	w19_d263e25840
also	w21_d263e25843
zwar,	w23_d263e25846
daß	w25_d263e25850
um	w27_d263e25853
Mittags=zeit	w1_d263e25858
die	w3_d263e25861
Armee	w5_d263e25864
die	w7_d263e25867
für	w9_d263e25870
sie	w11_d263e25873
bestimmte	w13_d263e25877
Position	w15_d263e25880
dahier	w17_d263e25883
bezoge.	w19_d263e25886
Sie	w21_d263e25889
stehet	w23_d263e25892
von	w25_d263e25896
Wostitz	w1_d263e25901
bis	w3_d263e25904
Lipschan	w5_d263e25907
in	w7_d263e25910
einer	w9_d263e25913
vortheilhaften	w11_d263e25916
Gegend,	w13_d263e25920
welche	w15_d263e25923
Ortschaften	w17_d263e25926
die	w19_d263e25929
beyde	w21_d263e25932
Flüger	w23_d263e25935
bestimmen,	w1_d263e25941
und	w3_d263e25944
das	w5_d263e25947
Haupt=quartier	w7_d263e25950
ist	w9_d263e25953
dermassen	w11_d263e25956
wol	w13_d263e25960
angeleget,	w15_d263e25963
daß	w17_d263e25966
man	w19_d263e25969
von	w21_d263e25972
dannen	w23_d263e25975
nicht	w1_d263e25980
allein	w3_d263e25983
den	w5_d263e25986
meisten	w7_d263e25989
Theil	w9_d263e25992
der	w11_d263e25995
Armee,	w13_d263e25999
sondern	w15_d263e26002
auch	w17_d263e26005
die	w19_d263e26008
ganze	w21_d263e26011
Fläche	w23_d263e26014
bis	w25_d263e26018
an	w27_d263e26021
Königgrag	w29_d263e26024
übersehen	w1_d263e26029
kan.	w3_d263e26032
Der	w5_d263e26035
commandirende	w7_d263e26038
Feld=marschall	w9_d263e26041
liesse	w11_d263e26044
bey	w13_d263e26048
dieser	w15_d263e26051
Vorrückung	w17_d263e26054
der	w19_d263e26057
Armee	w1_d263e26062
gleichsam	w3_d263e26065
in	w5_d263e26068
dem	w7_d263e26071
Angesicht	w9_d263e26074
des	w11_d263e26077
Feindes	w13_d263e26081
sothanen	w15_d263e26084
Marsch	w17_d263e26087
durch	w19_d263e26090
das	w21_d263e26093
Corps	w23_d263e26096
des	w25_d263e26100
Generalen	w1_d263e26106
der	w3_d263e26109
Cavallerie	w5_d263e26112
Frey=herrn	w7_d263e26115
von	w9_d263e26118
Buccow	w11_d263e26121
(der	w13_d263e26125
sich	w15_d263e26128
zu	w17_d263e26131
dem	w19_d263e26134
Ende	w21_d263e26137
von	w23_d263e26140
Chluneg	w25_d263e26144
in	w1_d263e26149
diese	w3_d263e26152
Gegend	w5_d263e26155
ziehen	w7_d263e26158
muste)	w9_d263e26161
bedecken,	w11_d263e26164
sofort	w13_d263e26168
aber	w15_d263e26171
erholtes	w17_d263e26174
Corps	w19_d263e26177
wiederum	w21_d263e26180
bey	w23_d263e26183
der	w25_d263e26187
Armee	w1_d263e26192
einrucken.	w3_d263e26195
Noch	w5_d263e26198
den	w7_d263e26201
nämlichen	w9_d263e26204
Tag	w11_d263e26207
recognoscirte	w13_d263e26211
vor=erwehnter	w15_d263e26214
Generalfeld	w17_d263e26217
marschall	w1_d263e26222
des	w3_d263e26225
Feindes	w5_d263e26228
Position	w7_d263e26231
auf	w9_d263e26234
das	w11_d263e26237
genaueste,	w13_d263e26241
und	w15_d263e26244
traffe	w17_d263e26247
erst	w19_d263e26250
nach	w21_d263e26253
vollendo	w23_d263e26256
eingeruckter	w1_d263e26262
Armee,	w3_d263e26265
dessen	w5_d263e26268
Gewohnheit	w7_d263e26271
nach,	w9_d263e26274
dahier	w11_d263e26277
im	w13_d263e26281
Haupt	w15_d263e26284
quartier	w1_d263e26289
ein.	w3_d263e26292
</p>
<head id="h2_d263e26331">
OURNAL	w1_d263e26335
Von	w1_d263e26340
der	w3_d263e26343
Kaiserl.	w5_d263e26346
und	w7_d263e26349
des	w9_d263e26352
Reichs=unter	w11_d263e26355
Commando	w13_d263e26359
deß	w1_d263e26364
Herrn	w3_d263e26367
Pfalz=grafens	w5_d263e26370
zu	w7_d263e26373
Zweybrucken	w9_d263e26376
Durchl.	w11_d263e26379
stehenden	w13_d263e26383
Armee	w15_d263e26386
aus	w1_d263e26392
dem	w3_d263e26395
Haupt=quartier	w5_d263e26398
Saatz	w7_d263e26401
in	w9_d263e26404
Böheim,	w11_d263e26407
vom	w13_d263e26411
14ten	w15_d263e26414
bis	w17_d263e26417
17ten	w19_d263e26420
Julii	w1_d263e26425
1758.	w3_d263e26428
</head>
<p id="p4_d263e26431">
DEn	w1_d263e26435
14.	w3_d263e26438
ware	w5_d263e26441
abermalen	w7_d263e26444
ein	w9_d263e26447
starkes	w11_d263e26450
feindliches	w13_d263e26454
Detaschement	w15_d263e26457
von	w17_d263e26460
Zwickau	w1_d263e26465
ausgerucket,	w3_d263e26468
um	w5_d263e26471
unsere	w7_d263e26474
bey	w9_d263e26477
Reichenbach	w11_d263e26480
stehende	w13_d263e26484
Vor	w15_d263e26487
posten	w1_d263e26492
zu	w3_d263e26495
überfallen,	w5_d263e26498
da	w7_d263e26501
aber	w9_d263e26504
alles	w11_d263e26507
in	w13_d263e26511
behöriger	w15_d263e26514
Ordnung,	w17_d263e26517
und	w19_d263e26520
auf	w21_d263e26523
guter	w1_d263e26529
Hut	w3_d263e26532
befunden	w5_d263e26535
worden,	w7_d263e26538
so	w9_d263e26541
hat	w11_d263e26544
sich	w13_d263e26548
das	w15_d263e26551
ganze	w17_d263e26554
feindliche	w19_d263e26557
Detasche	w21_d263e26560
ment,	w1_d263e26565
ohne	w3_d263e26568
in	w5_d263e26571
dem	w7_d263e26574
geringsten	w9_d263e26577
etwas	w11_d263e26580
zu	w13_d263e26584
unternehmen,	w15_d263e26587
wiederum	w17_d263e26590
na	w19_d263e26593
cher	w1_d263e26598
Zwickau	w3_d263e26601
zuruck	w5_d263e26604
gezogen,	w7_d263e26607
wie	w9_d263e26610
dann	w11_d263e26613
seitdeme	w13_d263e26617
unsere	w15_d263e26620
Patrouillen	w17_d263e26623
täglich	w1_d263e26628
mit	w3_d263e26631
denen	w5_d263e26634
feindlichen	w7_d263e26637
zwischen	w9_d263e26640
Zwickau,	w11_d263e26643
und	w13_d263e26647
Reichenbach	w15_d263e26650
zu	w17_d263e26653
sammen	w1_d263e26659
stossen,	w3_d263e26662
und	w5_d263e26665
gegen	w7_d263e26668
einander	w9_d263e26671
feueren,	w11_d263e26674
ohne	w13_d263e26678
daß	w15_d263e26681
jedoch	w17_d263e26684
die	w19_d263e26687
Un	w21_d263e26690
serige	w1_d263e26695
darbey	w3_d263e26698
den	w5_d263e26701
geringsten	w7_d263e26704
Schaden	w9_d263e26707
erlitten.	w11_d263e26710
</p>
<p id="p6_d263e26713">
Den	w1_d263e26717
15.	w3_d263e26720
ist	w5_d263e26723
der	w7_d263e26726
Obriste	w9_d263e26729
Mayer	w11_d263e26732
von	w13_d263e26736
Marien=berg	w15_d263e26739
mit	w17_d263e26742
seinem	w19_d263e26745
Commando	w1_d263e26750
bis	w3_d263e26753
Raitzenhahn	w5_d263e26756
vorgerucket,	w7_d263e26759
wo	w9_d263e26762
dann	w11_d263e26765
zu	w13_d263e26769
gleicher	w15_d263e26772
Zeit	w17_d263e26775
der	w19_d263e26778
Obrist=leutenant	w1_d263e26783
Wunsch	w3_d263e26786
mit	w5_d263e26789
seinen	w7_d263e26792
Leuten	w9_d263e26795
den	w11_d263e26798
Verhack	w13_d263e26802
bey	w15_d263e26805
Ullen	w17_d263e26808
bach	w1_d263e26814
angegriffen,	w3_d263e26817
da	w5_d263e26820
aber	w7_d263e26823
solcher	w9_d263e26826
mit	w11_d263e26829
Hinter=lassung	w13_d263e26833
einiger	w15_d263e26836
Todten,	w17_d263e26839
auch	w1_d263e26844
unterschiedlichen	w3_d263e26847
Bleßirten,	w5_d263e26850
von	w7_d263e26853
unseren	w9_d263e26856
Croaten	w11_d263e26859
zuruck	w13_d263e26863
getrie	w15_d263e26866
ben	w1_d263e26871
wurde,	w3_d263e26874
so	w5_d263e26877
zoge	w7_d263e26880
sich	w9_d263e26883
gedachter	w11_d263e26886
Obrist	w13_d263e26890
Mayer	w15_d263e26893
ebenfals	w17_d263e26896
ohne	w19_d263e26899
wei	w21_d263e26902
ters	w1_d263e26907
etwas	w3_d263e26910
zu	w5_d263e26913
unternehmen,	w7_d263e26916
zuruck.	w9_d263e26919
</p>
<p id="p8_d263e26922">
Den	w1_d263e26926
16.	w3_d263e26929
gieng	w5_d263e26932
ein	w7_d263e26935
feindliches	w9_d263e26938
Commando	w11_d263e26941
von	w13_d263e26945
Zwickau	w15_d263e26948
nach	w17_d263e26951
Auer	w19_d263e26954
bach,	w1_d263e26959
da	w3_d263e26962
aber	w5_d263e26965
der	w7_d263e26968
Herr	w9_d263e26971
General	w11_d263e26974
Lusinsky	w13_d263e26978
auf	w15_d263e26981
die	w17_d263e26984
darvon	w19_d263e26987
erhaltene	w21_d263e26990
Nachricht	w1_d263e26995
alsogleich	w3_d263e26998
100.	w5_d263e27001
Pferde	w7_d263e27004
dahin	w9_d263e27007
detaschirte,	w11_d263e27010
so	w13_d263e27014
zoge	w15_d263e27017
sich	w17_d263e27020
das	w19_d263e27023
feindliche	w1_d263e27029
Commando,	w3_d263e27032
ohne	w5_d263e27035
sich	w7_d263e27038
in	w9_d263e27041
das	w11_d263e27044
geringste	w13_d263e27048
Gefecht	w15_d263e27051
einzulassen,	w17_d263e27054
alsogleich	w1_d263e27059
wieder	w3_d263e27062
zuruck.	w5_d263e27065
Heute	w7_d263e27068
</p>
<p id="p10_d263e27071">
Den	w1_d263e27075
17.	w3_d263e27078
fruhe	w5_d263e27081
erhielte	w7_d263e27084
der	w9_d263e27087
commandirende	w11_d263e27090
Herr	w13_d263e27094
Feldmar	w15_d263e27097
schall	w1_d263e27102
Prinz	w3_d263e27105
von	w5_d263e27108
Zweybrücken	w7_d263e27111
die	w9_d263e27114
Nachricht	w11_d263e27117
von	w13_d263e27121
Bresnitz	w15_d263e27124
und	w17_d263e27127
Krima,	w19_d263e27130
daß	w1_d263e27135
gestern	w3_d263e27138
Abends	w5_d263e27141
die	w7_d263e27144
2.	w9_d263e27147
Parthey=gänger	w11_d263e27150
Mayer	w13_d263e27154
und	w15_d263e27157
Wunsch	w17_d263e27160
mit	w19_d263e27163
ihren	w1_d263e27169
Frey=bataillons,	w3_d263e27172
dann	w5_d263e27175
2.	w7_d263e27178
Grenadier=bataillos	w9_d263e27181
und	w11_d263e27184
8.	w13_d263e27188
Escadro	w15_d263e27191
</p>
<p id="p16_d263e27205">
nen	w1_d263e27209
Hussaren	w3_d263e27212
abermals	w5_d263e27215
ausgerucket	w7_d263e27218
seyen,	w9_d263e27221
mit	w11_d263e27224
dem	w13_d263e27228
Vorgeben,	w15_d263e27231
unsere	w17_d263e27234
Vor=posten	w1_d263e27239
von	w3_d263e27242
Bresnitz	w5_d263e27245
und	w7_d263e27248
Paßber	w9_d263e27251
rg	w1_d263e27256
zu	w3_d263e27259
delogiren.	w5_d263e27262
</p>
<p id="p18_d263e27265">
Alle	w1_d263e27269
diese	w3_d263e27272
verschiedene	w5_d263e27275
feindliche	w7_d263e27278
Bewegungen	w9_d263e27281
geben	w11_d263e27284
Anlaß	w13_d263e27288
zu	w15_d263e27291
einiger	w1_d263e27296
Mutmassung,	w3_d263e27299
als	w5_d263e27302
wann	w7_d263e27305
der	w9_d263e27308
Feind	w11_d263e27311
seine	w13_d263e27315
bishörige	w15_d263e27318
Stellung	w17_d263e27321
bey	w1_d263e27326
Tschoppau	w3_d263e27329
abzuändern	w5_d263e27332
gesinnet	w7_d263e27335
wäre;	w9_d263e27338
so	w11_d263e27341
auch	w13_d263e27345
durch	w15_d263e27348
die	w17_d263e27351
Aussag	w19_d263e27354
derer	w1_d263e27360
Deserteurs,	w3_d263e27363
und	w5_d263e27366
vielfältig	w7_d263e27369
anderweite	w9_d263e27372
aus	w11_d263e27375
Sachsen	w13_d263e27379
einlauf	w15_d263e27382
fende	w1_d263e27387
Nachrichten	w3_d263e27390
bestättiget	w5_d263e27393
wird,	w7_d263e27396
wie	w9_d263e27399
dann	w11_d263e27402
all	w13_d263e27406
solche	w15_d263e27409
in	w17_d263e27412
deme	w19_d263e27415
über	w21_d263e27418
eins	w1_d263e27423
kommen,	w3_d263e27426
daß	w5_d263e27429
der	w7_d263e27432
Prinz	w9_d263e27435
Heinrich	w11_d263e27438
4.	w13_d263e27442
bis	w15_d263e27445
5000.	w17_d263e27448
Mann	w19_d263e27451
aus	w21_d263e27454
dem	w23_d263e27457
Tchoppauer=lager	w1_d263e27462
detaschiret	w3_d263e27465
habe,	w5_d263e27468
daß	w7_d263e27471
ein	w9_d263e27474
Theil	w11_d263e27477
der	w13_d263e27481
Reserveartil	w15_d263e27484
lerie	w1_d263e27490
nach	w3_d263e27493
Chemnitz	w5_d263e27496
abgeschicket	w7_d263e27499
worden,	w9_d263e27502
und	w11_d263e27505
daß	w13_d263e27509
das	w15_d263e27512
aldasige	w17_d263e27515
Maga	w19_d263e27518
zin	w1_d263e27523
sowol,	w3_d263e27526
als	w5_d263e27529
die	w7_d263e27532
schwere	w9_d263e27535
Bagage	w11_d263e27538
der	w13_d263e27542
Armee	w15_d263e27545
allgemach	w17_d263e27548
nacher	w19_d263e27551
Dres	w21_d263e27554
den	w1_d263e27559
abzugehen	w3_d263e27562
anfange,	w5_d263e27565
wie	w7_d263e27568
dann	w9_d263e27571
ebenfalls	w11_d263e27574
2.	w13_d263e27578
Bataillons	w15_d263e27581
Jnfanterie,	w17_d263e27584
und	w1_d263e27589
2.	w3_d263e27592
Escadrons	w5_d263e27595
Hussaren	w7_d263e27598
zu	w9_d263e27601
Verstärkung	w11_d263e27604
der	w13_d263e27608
Garnison	w15_d263e27611
in	w17_d263e27614
erst	w19_d263e27617
gedachte	w1_d263e27623
Haupt=stadt	w3_d263e27626
abgeschicket	w5_d263e27629
worden.	w7_d263e27632
</p>
<p id="p20_d263e27635">
Jenseits	w1_d263e27639
der	w3_d263e27642
Elbe	w5_d263e27645
ist	w7_d263e27648
noch	w9_d263e27651
dato	w11_d263e27654
alles	w13_d263e27658
ruhig,	w15_d263e27661
und	w17_d263e27664
machet	w19_d263e27667
der	w21_d263e27670
Feind	w1_d263e27675
gar	w3_d263e27678
keine	w5_d263e27681
weitere	w7_d263e27684
Bewegungen.	w9_d263e27687
Diesen	w11_d263e27690
Morgen	w13_d263e27694
seynd	w15_d263e27697
aus	w17_d263e27700
dem	w19_d263e27703
alhiesigen	w1_d263e27708
Lager	w3_d263e27711
2.	w5_d263e27714
Bataillon,	w7_d263e27717
2.	w9_d263e27720
Grenadier=compagnien	w11_d263e27723
mit	w13_d263e27727
6.	w15_d263e27730
Ca	w17_d263e27733
nonen,	w1_d263e27739
und	w3_d263e27742
2.	w5_d263e27745
Haubitzen	w7_d263e27748
nacher	w9_d263e27751
Toplitz	w11_d263e27754
abmarschiret.	w13_d263e27758
</p>
<p id="p22_d263e27761">
Es	w1_d263e27765
hat	w3_d263e27768
auch	w5_d263e27771
der	w7_d263e27774
Herr	w9_d263e27777
General=feld=marschall=leutenant	w11_d263e27780
Frey	w13_d263e27784
herr	w1_d263e27789
von	w3_d263e27792
Dombasle	w5_d263e27795
die	w7_d263e27798
Ordre	w9_d263e27801
erhalten,	w11_d263e27804
mit	w13_d263e27808
dem	w15_d263e27811
gesamten	w17_d263e27814
unter	w19_d263e27817
sei	w21_d263e27820
nem	w1_d263e27825
Commando	w3_d263e27828
stehenden	w5_d263e27831
Corps	w7_d263e27834
von	w9_d263e27837
Mönichsberg	w11_d263e27840
aufzubrechen,	w13_d263e27844
na	w15_d263e27847
cher	w1_d263e27853
Hof	w3_d263e27856
vorzurucken,	w5_d263e27859
seine	w7_d263e27862
Avant=garde	w9_d263e27865
hingegen	w11_d263e27868
über	w13_d263e27872
Geföl,	w15_d263e27875
Mühl	w17_d263e27878
trof	w1_d263e27883
und	w3_d263e27886
Elsterberg	w5_d263e27889
in	w7_d263e27892
Sachsen	w9_d263e27895
eindringen	w11_d263e27898
zu	w13_d263e27902
lassen,	w15_d263e27905
zu	w17_d263e27908
gleicher	w19_d263e27911
Zeit	w21_d263e27914
auch	w1_d263e27919
auf	w3_d263e27922
der	w5_d263e27925
andern	w7_d263e27928
Seiten	w9_d263e27931
ein	w11_d263e27934
beträchtliches	w13_d263e27938
Commando	w15_d263e27941
von	w17_d263e27944
Jnfän	w19_d263e27947
terie,	w1_d263e27952
Dragoner,	w3_d263e27955
und	w5_d263e27958
Hussaren	w7_d263e27961
über	w9_d263e27964
Coburg	w11_d263e27967
gegen	w13_d263e27971
Königshofen	w15_d263e27974
zu	w17_d263e27977
de	w19_d263e27980
taschiren,	w1_d263e27986
um	w3_d263e27989
auch	w5_d263e27992
aldortige	w7_d263e27995
Gegenden	w9_d263e27998
wider	w11_d263e28001
die	w13_d263e28005
Streiffereyen	w15_d263e28008
feind	w17_d263e28011
licher	w1_d263e28016
Partheyen	w3_d263e28019
vollkommen	w5_d263e28022
zu	w7_d263e28025
decken,	w9_d263e28028
und	w11_d263e28031
sicher	w13_d263e28035
zu	w1_d263e28040
stellen:	w3_d263e28043
</p>
</doc>
