<doc id="wr_1760-10-29" attrs="word" year="1760" month="10" day="29" corpus="2">
<head id="h2_d496e3512">
Stralsund	w1_d496e3516
Dominicaner=platz	w5_d496e25215
in	w7_d496e25218
dem	w9_d496e25221
Kaliwodi	w11_d496e25224
schen	w1_d496e25229
Buch	w3_d496e25232
gewölbe	w5_d496e25235
ist	w7_d496e25238
zu	w9_d496e25241
bekommen:	w11_d496e25244
</p>
<p id="p44_d496e25247">
Offioum	w1_d496e25251
oder	w3_d496e25254
Tag=zeiten	w5_d496e25257
für	w7_d496e25260
die	w9_d496e25263
Abgestorbene;	w11_d496e25266
nach	w1_d496e25271
der	w3_d496e25274
Ordnung,	w5_d496e25277
ohne	w7_d496e25280
alles	w9_d496e25283
Suchen,	w11_d496e25286
zu	w13_d496e25290
bet	w15_d496e25293
ten;	w1_d496e25298
so	w3_d496e25301
vom	w5_d496e25304
Papst	w7_d496e25307
Pio	w9_d496e25310
V.	w11_d496e25313
verordnet,	w13_d496e25317
und	w15_d496e25320
vom	w17_d496e25323
Papst	w1_d496e25329
Urbano	w3_d496e25332
VIII.	w5_d496e25335
bestättiget	w7_d496e25338
worden.	w9_d496e25341
Das	w11_d496e25344
Stuck	w1_d496e25349
in	w3_d496e25352
Leder	w5_d496e25355
gebunden	w7_d496e25358
à	w9_d496e25361
36.	w11_d496e25364
kr.	w13_d496e25368
ordinari	w15_d496e25371
ge	w17_d496e25374
bunden	w1_d496e25379
à	w3_d496e25382
24.	w5_d496e25385
kr.	w7_d496e25388
</p>
<p id="p46_d496e25391">
Christ=Catholisches	w1_d496e25395
Alletag,	w3_d496e25398
oder	w5_d496e25401
täglicher	w7_d496e25404
Seelen	w1_d496e25409
trost	w3_d496e25412
allen	w5_d496e25415
Christen	w7_d496e25418
gegeben;	w9_d496e25421
darmit	w11_d496e25424
sich	w13_d496e25428
vom	w1_d496e25433
Aufgang	w3_d496e25436
bis	w5_d496e25439
zum	w7_d496e25442
Niedergang	w9_d496e25445
der	w11_d496e25448
Sonnen,	w13_d496e25452
das	w1_d496e25458
ist:	w3_d496e25461
vom	w5_d496e25464
Aufang	w7_d496e25467
bis	w9_d496e25470
zum	w11_d496e25473
Ende	w13_d496e25477
des	w15_d496e25480
Tags,	w17_d496e25483
durch	w1_d496e25488
auserlesene	w3_d496e25491
Gebetter,	w5_d496e25494
andächtige	w7_d496e25497
Meinun	w9_d496e25500
gen	w1_d496e25505
und	w3_d496e25508
Aufspferungen	w5_d496e25511
vorfallender	w7_d496e25514
Werken,	w9_d496e25517
ne	w11_d496e25520
ben	w1_d496e25525
unterschieblichen	w3_d496e25528
Lehr=reichen	w5_d496e25531
Unterrichtun	w7_d496e25534
gen	w1_d496e25540
und	w3_d496e25543
nützlicher	w5_d496e25546
Lesung	w7_d496e25549
dem	w9_d496e25552
Geist	w11_d496e25555
nach	w13_d496e25559
zu	w15_d496e25562
er	w17_d496e25565
quicken,	w1_d496e25570
heilig	w3_d496e25573
zu	w5_d496e25576
üben,	w7_d496e25579
und	w9_d496e25582
verdienstlich	w11_d496e25585
zu	w13_d496e25589
un	w15_d496e25592
terhalten.	w1_d496e25597
Fein	w3_d496e25600
eingebunden	w5_d496e25603
à	w7_d496e25606
fl.	w9_d496e25609
3.	w11_d496e25612
</p>
<p id="p48_d496e25616">
Bewehrres	w1_d496e25620
Kochbuch,	w3_d496e25623
in	w5_d496e25626
sechs	w7_d496e25629
Absätz	w9_d496e25632
verthei	w11_d496e25635
let,	w1_d496e25640
zum	w3_d496e25643
Behuf	w5_d496e25646
der	w7_d496e25649
in	w9_d496e25652
der	w11_d496e25655
Kocherey	w13_d496e25659
sich	w15_d496e25662
üben	w17_d496e25665
den	w1_d496e25670
Jugend.	w3_d496e25673
Jn	w5_d496e25676
Französ.	w7_d496e25679
Einbund	w9_d496e25682
à	w11_d496e25685
fl.	w13_d496e25689
1	w15_d496e25692
8.	w17_d496e25695
kr.	w19_d496e25698
</p>
<p id="p50_d496e25701">
Von	w1_d496e25705
N.	w3_d496e25708
Burgermeister,	w5_d496e25711
Stadtrichter	w7_d496e25714
und	w9_d496e25717
Rah.	w1_d496e25722
der	w3_d496e25725
Landes=fürstl.	w5_d496e25728
Stadt	w7_d496e25731
Lag	w9_d496e25734
wegen,	w11_d496e25737
de	w13_d496e25741
nen	w1_d496e25746
sammentlichen	w3_d496e25749
Andreas	w5_d496e25752
Wickartischen	w7_d496e25755
Cre	w9_d496e25758
ditoren	w1_d496e25764
hiemit	w3_d496e25767
anzufügen:	w5_d496e25770
Es	w7_d496e25773
habe	w9_d496e25776
ein	w11_d496e25779
Stadt	w13_d496e25783
raht	w1_d496e25788
über	w3_d496e25791
das	w5_d496e25794
gleich	w7_d496e25797
erdeut	w9_d496e25800
ad	w11_d496e25803
Cencursum	w13_d496e25807
gedie	w15_d496e25810
hene	w1_d496e25815
Andreas	w3_d496e25818
Wickartische	w5_d496e25821
Vermögen	w7_d496e25824
eine	w9_d496e25827
Con	w11_d496e25830
vocation	w1_d496e25835
sammentlicher	w3_d496e25838
Gredztoren	w5_d496e25841
anzuordnen	w7_d496e25844
der	w1_d496e25850
Nohrdartt	w3_d496e25853
zen	w5_d496e25856
befunden:	w7_d496e25859
da	w9_d496e25862
nun	w11_d496e25865
zu	w13_d496e25869
die	w15_d496e25872
sen	w1_d496e25877
Ende	w3_d496e25880
der	w5_d496e25883
5.	w7_d496e25886
Tag	w9_d496e25889
der	w11_d496e25892
Manard	w13_d496e25896
Decemb.	w15_d496e25899
dies	w17_d496e25902
Jahr.,	w1_d496e25907
und	w3_d496e25910
zwar	w5_d496e25913
sub	w7_d496e25916
Termino	w9_d496e25919
1mo,	w11_d496e25922
2do.	w13_d496e25926
&	w15_d496e25929
</p>
<p id="p52_d496e25932">
3tio.	w1_d496e25936
peremptorie	w3_d496e25939
hiemit	w5_d496e25942
anberaumet	w7_d496e25945
wird;	w9_d496e25948
als	w11_d496e25951
werden	w1_d496e25956
alle	w3_d496e25959
und	w5_d496e25962
jede,	w7_d496e25965
so	w9_d496e25968
an	w11_d496e25971
mehr	w13_d496e25975
indigirten	w15_d496e25978
Andreas	w1_d496e25983
Wickart	w3_d496e25986
eine	w5_d496e25989
Forderung	w7_d496e25992
sub	w9_d496e25995
on-	w11_d496e25998
Titulo	w1_d496e26004
zu	w3_d496e26007
stellen	w5_d496e26010
haben	w7_d496e26013
vermeinen,	w9_d496e26016
an	w11_d496e26019
dem	w13_d496e26023
ob	w15_d496e26026
bestimmten,	w1_d496e26031
5.	w3_d496e26034
Decemb.	w5_d496e26037
Vormittags	w7_d496e26040
præcise	w9_d496e26043
um	w11_d496e26046
9.	w1_d496e26051
Uhr	w3_d496e26054
auf	w5_d496e26057
allhiesigem	w7_d496e26060
Raht=haus	w9_d496e26063
entweder	w11_d496e26066
selbst	w13_d496e26070
persönlich,	w1_d496e26075
oder	w3_d496e26078
durch	w5_d496e26081
genugsam	w7_d496e26084
Bevollmächtigte	w9_d496e26087
wolgefaster	w1_d496e26093
zu	w3_d496e26096
erscheinen,	w5_d496e26099
und	w7_d496e26102
ihre	w9_d496e26105
Forderungen	w11_d496e26108
also	w1_d496e26113
gewiß	w3_d496e26116
zu	w5_d496e26119
liquidiren	w7_d496e26122
haben;	w9_d496e26125
wie	w11_d496e26128
im	w13_d496e26132
widri	w15_d496e26135
gen	w1_d496e26140
mit	w3_d496e26143
denen	w5_d496e26146
Vorkommenden	w7_d496e26149
Creditoren	w9_d496e26152
diese	w11_d496e26155
Cridä=sach	w1_d496e26160
absoluté	w3_d496e26163
&	w5_d496e26166
ex	w7_d496e26169
officio	w9_d496e26172
geschlossen	w11_d496e26175
wer	w13_d496e26179
den,	w1_d496e26185
und	w3_d496e26188
die	w5_d496e26191
nicht	w7_d496e26194
Erscheinende	w9_d496e26197
von	w11_d496e26200
diesem	w13_d496e26204
Crm	w15_d496e26207
curs	w1_d496e26212
gänzlichen	w3_d496e26215
abgewiesen	w5_d496e26218
seyn	w7_d496e26221
sollen.	w9_d496e26224
</p>
<p id="p54_d496e26227">
Bey	w1_d496e26231
denen	w3_d496e26234
Verlegern	w5_d496e26237
des	w7_d496e26240
Wienerischen	w9_d496e26243
Diar	w11_d496e26246
ist	w1_d496e26251
zu	w3_d496e26254
haben:	w5_d496e26257
</p>
<p id="p56_d496e26260">
Ehren=gebäude,	w1_d496e26264
zur	w3_d496e26267
offentlichen	w5_d496e26270
Frölichkeit,	w7_d496e26273
dadurch	w1_d496e26278
Liebe	w3_d496e26281
und	w5_d496e26284
Treu	w7_d496e26287
gegen	w9_d496e26290
die	w11_d496e26293
allerhöchste	w13_d496e26297
Landes=fürsten	w1_d496e26302
zu	w3_d496e26305
bezeugen.	w5_d496e26308
Nachdeme	w7_d496e26311
Se.	w9_d496e26314
Ko	w11_d496e26317
nigl.	w1_d496e26323
Hoheit	w3_d496e26326
der	w5_d496e26329
Durchl.	w7_d496e26332
Erb	w9_d496e26335
und	w11_d496e26338
Cron=prinz,	w13_d496e26342
Erzherzog	w1_d496e26347
Joseph,	w3_d496e26350
mit	w5_d496e26353
der	w7_d496e26356
Durchl.	w9_d496e26359
Prinzeßin	w11_d496e26362
Maria	w1_d496e26367
Elisabeth,	w3_d496e26370
Jnfantin	w5_d496e26373
von	w7_d496e26376
Spanien,	w9_d496e26379
Her	w11_d496e26382
zogin	w1_d496e26387
zu	w3_d496e26390
Parma,	w5_d496e26393
Plazenza,	w7_d496e26396
und	w9_d496e26399
Quastalla,	w11_d496e26402
durch	w13_d496e26406
hohes	w1_d496e26412
Beylager	w3_d496e26415
sich	w5_d496e26418
vermählet,	w7_d496e26421
und	w9_d496e26424
Höchstdie	w11_d496e26427
selbe	w1_d496e26432
in	w3_d496e26435
die	w5_d496e26438
Kaiserl.	w7_d496e26441
Königl.	w9_d496e26444
Residenz=stadt	w11_d496e26447
Wien	w13_d496e26451
den	w1_d496e26456
prächtigsten	w3_d496e26459
Einzug	w5_d496e26462
gehalten.	w7_d496e26465
Aufgerichtet	w9_d496e26468
von	w1_d496e26473
dem	w3_d496e26476
Wienerischen	w5_d496e26479
Stad=magistrat,	w7_d496e26482
und	w9_d496e26485
ge	w11_d496e26488
samter	w1_d496e26494
Burgerschaft,	w3_d496e26497
das	w5_d496e26500
Stuck	w7_d496e26503
pr.	w9_d496e26506
10.	w11_d496e26509
kr.	w13_d496e26513
</p>
<p id="p58_d496e26516">
Glückseliger	w1_d496e26520
Aufwachs	w3_d496e26523
des	w5_d496e26526
Kaiserl	w7_d496e26529
Stammen	w9_d496e26532
baums	w1_d496e26537
durch	w3_d496e26540
das	w5_d496e26543
hohe	w7_d496e26546
Beylager	w9_d496e26549
des	w11_d496e26552
Durchl	w13_d496e26556
Ero	w15_d496e26559
und	w1_d496e26564
Cron=prinzens	w3_d496e26567
Erz	w5_d496e26570
herzogen	w7_d496e26573
Josephe	w9_d496e26576
mit	w11_d496e26579
der	w13_d496e26583
Durchl.	w1_d496e26589
Prinzeßin	w3_d496e26592
Maria	w5_d496e26595
Jsabella,	w7_d496e26598
Jurantin	w9_d496e26601
von	w1_d496e26606
Spanien,	w3_d496e26609
Herzogin	w5_d496e26612
zu	w7_d496e26615
Parma,	w9_d496e26618
Plazenzu,	w11_d496e26621
und	w1_d496e26626
Quastalla	w3_d496e26629
rc.	w5_d496e26632
in	w7_d496e26635
ein	w9_d496e26638
Helben	w11_d496e26641
gedicht	w13_d496e26645
abgefun	w15_d496e26648
gen,	w1_d496e26653
nachdem	w3_d496e26656
bey	w5_d496e26659
allgemeiner	w7_d496e26662
Frolidkeit	w9_d496e26665
der	w11_d496e26668
prächtigste	w1_d496e26674
Einzug	w3_d496e26677
Jhrer	w5_d496e26680
Königl.	w7_d496e26683
Hoheiten	w9_d496e26686
in	w11_d496e26689
die	w1_d496e26694
Kaiserl.	w3_d496e26697
und	w5_d496e26700
Königl.	w7_d496e26703
Residenz,	w9_d496e26706
Wen	w11_d496e26709
in	w13_d496e26713
Oesterreich	w1_d496e26718
gehalten	w3_d496e26721
ward,	w5_d496e26724
den	w7_d496e26727
6.	w9_d496e26730
Tag	w11_d496e26733
Beids	w13_d496e26737
im	w15_d496e26740
Jahr	w1_d496e26745
nach	w3_d496e26748
Jungfräulicher	w5_d496e26751
Geburt	w7_d496e26754
1760	w9_d496e26757
das	w11_d496e26760
Stuck	w1_d496e26766
pr.	w3_d496e26769
10.	w5_d496e26772
kr.	w7_d496e26775
Jtem	w1_d496e26780
Philipp	w3_d496e26783
Hafners	w5_d496e26786
Hochzeit=gedicht	w7_d496e26789
auf	w9_d496e26792
das	w1_d496e26797
glorreichste	w3_d496e26800
Beylager	w5_d496e26803
beyder	w7_d496e26806
Königl.	w9_d496e26809
Hoheiten	w11_d496e26812
in	w1_d496e26817
Fol.	w3_d496e26820
mit	w5_d496e26823
Kupfern	w7_d496e26826
à	w9_d496e26829
24.	w11_d496e26832
kr.	w13_d496e26836
</p>
<p id="p60_d496e26840">
paars,	w1_d496e26844
pr.	w3_d496e26847
3.	w5_d496e26850
Kr.	w7_d496e26853
Beschreibung	w1_d496e26858
und	w3_d496e26861
Erklärung	w5_d496e26864
deren	w7_d496e26867
den	w9_d496e26870
2ten	w11_d496e26873
November	w1_d496e26878
1759.	w3_d496e26881
in	w5_d496e26884
der	w7_d496e26887
Kaiserl.	w9_d496e26890
Königl.	w11_d496e26893
Residenz	w13_d496e26897
stadt	w1_d496e26903
Wien	w3_d496e26906
auf	w5_d496e26909
dem	w7_d496e26912
sogenannten	w9_d496e26915
alten	w11_d496e26918
Fleisch	w13_d496e26922
markt	w1_d496e26927
ausgegrabenen	w3_d496e26930
zweyen	w5_d496e26933
alten	w7_d496e26936
Römischen	w9_d496e26939
Sargen,	w1_d496e26944
und	w3_d496e26947
deren	w5_d496e26950
sowohl	w7_d496e26953
darinnen,	w9_d496e26956
als	w11_d496e26959
von	w13_d496e26963
aussen	w1_d496e26968
herum	w3_d496e26971
gefundenen	w5_d496e26974
andern	w7_d496e26977
Alterthümern,	w9_d496e26980
in	w1_d496e26986
einem	w3_d496e26989
Sendschreiben	w5_d496e26992
abgefasset;	w7_d496e26995
nebst	w9_d496e26998
einer	w11_d496e27001
Kupfer=platte,	w1_d496e27006
worauf	w3_d496e27009
die	w5_d496e27012
ermeldten	w7_d496e27015
Särge,	w9_d496e27018
und	w11_d496e27021
Alterthumer	w1_d496e27026
genau	w3_d496e27029
abgestochen	w5_d496e27032
sind.	w7_d496e27035
Gebunden	w9_d496e27038
per	w1_d496e27043
17.	w3_d496e27046
kr.	w5_d496e27049
</p>
<head id="h2_d496e27087">
OURNAL	w1_d496e27091
Der	w1_d496e27096
combinirt=Kaiserl.	w3_d496e27099
Königl.	w5_d496e27102
und	w7_d496e27105
des	w9_d496e27108
Reichs	w11_d496e27111
Execu	w13_d496e27115
tions=armee	w1_d496e27120
aus	w3_d496e27123
dem	w5_d496e27126
Haupt=quartier	w7_d496e27129
Brattau	w9_d496e27132
vom	w1_d496e27138
16.	w3_d496e27141
bis	w5_d496e27144
21.	w7_d496e27147
October	w9_d496e27150
1760.	w11_d496e27153
</head>
<p id="p4_d496e27156">
N	w1_d496e27160
dem	w3_d496e27163
letzteren	w5_d496e27166
Journal	w7_d496e27169
wurde	w9_d496e27172
bereits	w11_d496e27175
bemerket,	w13_d496e27179
daß	w15_d496e27182
Herr	w17_d496e27185
General	w19_d496e27188
Weczey	w21_d496e27191
durch	w23_d496e27194
ei	w25_d496e27198
ne	w1_d496e27205
feindliche	w3_d496e27208
Macht	w5_d496e27211
von	w7_d496e27214
Belzig	w9_d496e27217
nach	w11_d496e27220
Nimegg	w13_d496e27224
zuruckgedrucket	w15_d496e27227
worden;	w17_d496e27230
allein	w19_d496e27233
auch	w21_d496e27236
da	w1_d496e27241
könte	w3_d496e27244
selber	w5_d496e27247
dem	w7_d496e27250
weiters	w9_d496e27253
angedrungenen	w11_d496e27256
Feind	w13_d496e27260
mit	w15_d496e27263
seinem	w17_d496e27266
unterhabenden	w19_d496e27269
Commando	w21_d496e27272
nicht	w1_d496e27278
Tete	w3_d496e27281
bieten,	w5_d496e27284
weswegen	w7_d496e27287
er	w9_d496e27290
sich	w11_d496e27293
ebenfalls	w13_d496e27297
von	w15_d496e27300
Nimegg	w17_d496e27303
zuruck,	w19_d496e27306
und	w21_d496e27309
nach	w23_d496e27312
Grabe	w25_d496e27316
zoge	w27_d496e27319
seine	w1_d496e27324
Vor=posten	w3_d496e27327
aber	w5_d496e27330
bey	w7_d496e27333
Herzenberg,	w9_d496e27336
und	w11_d496e27339
der	w13_d496e27343
Gegend	w15_d496e27346
ausstellte.	w17_d496e27349
Diese	w19_d496e27352
so	w21_d496e27355
schnelle	w23_d496e27358
des	w25_d496e27362
Feindes	w1_d496e27367
Vorruckung	w3_d496e27370
liesse	w5_d496e27373
dahero	w7_d496e27376
nichts	w9_d496e27379
anderes	w11_d496e27382
mutmassen,	w13_d496e27386
als	w15_d496e27389
daß	w17_d496e27392
gegentheiliger	w19_d496e27395
Seits	w21_d496e27398
besonders,	w1_d496e27403
da	w3_d496e27406
sich	w5_d496e27409
beede	w7_d496e27412
Corps	w9_d496e27415
des	w11_d496e27418
Prinzens	w13_d496e27422
Eugene	w15_d496e27425
von	w17_d496e27428
Würtemberg,	w19_d496e27431
und	w21_d496e27434
jenes	w23_d496e27437
des	w25_d496e27441
Ge	w27_d496e27444
nerals	w1_d496e27450
Hülsen	w3_d496e27453
vereiniget	w5_d496e27456
hatten,	w7_d496e27459
das	w9_d496e27462
Absehen	w11_d496e27465
der	w13_d496e27469
Festung	w15_d496e27472
Wittemberg	w17_d496e27475
zu	w19_d496e27478
Hülfe	w21_d496e27481
zu	w23_d496e27484
eilen,	w25_d496e27488
geführet	w1_d496e27493
werden	w3_d496e27496
därfte,	w5_d496e27499
welches	w7_d496e27502
nachhero	w9_d496e27505
aus	w11_d496e27508
deme	w13_d496e27512
abzunehmen	w15_d496e27515
ware,	w17_d496e27518
weilen	w19_d496e27521
sich	w21_d496e27524
</p>
<p id="p6_d496e27527">
Den	w1_d496e27531
16.	w3_d496e27534
der	w5_d496e27537
Feind	w7_d496e27540
über	w9_d496e27543
die	w11_d496e27546
wegen	w13_d496e27550
Ubergab	w15_d496e27553
des	w17_d496e27556
Platzes	w19_d496e27559
vermutlich	w21_d496e27562
mit	w23_d496e27565
Zuverläßig	w25_d496e27569
keit	w1_d496e27574
erhaltene	w3_d496e27577
Nachricht	w5_d496e27580
anwieder	w7_d496e27583
eilends	w9_d496e27586
zuruckzoge,	w11_d496e27589
und	w13_d496e27593
sich	w15_d496e27596
zwischen	w17_d496e27599
Gortsehke,	w19_d496e27602
und	w21_d496e27605
Ziegesar	w1_d496e27610
lagerte.	w3_d496e27613
Nämlichen	w5_d496e27616
Tages	w7_d496e27619
wurde	w9_d496e27622
auch	w11_d496e27625
die	w13_d496e27629
Armee	w15_d496e27632
über	w17_d496e27635
die	w19_d496e27638
Elbe,	w21_d496e27641
und	w23_d496e27644
in	w25_d496e27648
das	w27_d496e27651
Lager	w1_d496e27657
bey	w3_d496e27660
Brattau	w5_d496e27663
gezogen,	w7_d496e27666
jenseits	w9_d496e27669
des	w11_d496e27672
Flusses	w13_d496e27676
aber,	w15_d496e27679
nebst	w17_d496e27682
der	w19_d496e27685
aus	w21_d496e27688
zweyen	w23_d496e27691
Bataillons	w25_d496e27695
bestehenden	w1_d496e27700
Wittemberger=besatzung	w3_d496e27703
annoch	w5_d496e27706
5.	w7_d496e27709
Bataillons	w9_d496e27712
mit	w11_d496e27715
einem	w13_d496e27719
Cavallerieregi	w15_d496e27722
ment	w1_d496e27727
belassen.	w3_d496e27730
</p>
<p id="p8_d496e27733">
Man	w1_d496e27737
beschäftiget	w3_d496e27740
sich	w5_d496e27743
auch	w7_d496e27746
die	w9_d496e27749
eroberte	w11_d496e27752
Artillerie,	w13_d496e27756
und	w15_d496e27759
Munition	w17_d496e27762
von	w19_d496e27765
denen	w21_d496e27768
Wäl	w23_d496e27771
len	w1_d496e27776
herabbringen,	w3_d496e27779
und	w5_d496e27782
zu	w7_d496e27785
weiteren	w9_d496e27788
Abführung	w11_d496e27791
in	w13_d496e27795
Bereitschaft	w15_d496e27798
setzen	w17_d496e27801
zu	w19_d496e27804
lassen,	w21_d496e27807
besonders	w23_d496e27810
für	w1_d496e27815
diensam	w3_d496e27818
ermessen	w5_d496e27821
wurde,	w7_d496e27824
die	w9_d496e27827
Festungs=werker,	w11_d496e27830
weilen	w13_d496e27834
die	w15_d496e27837
Entlegenheit	w17_d496e27840
dieses	w19_d496e27843
Pla	w21_d496e27846
tzes	w1_d496e27852
von	w3_d496e27855
der	w5_d496e27858
Elbe	w7_d496e27861
keinen	w9_d496e27864
besonderen	w11_d496e27867
Vortheil	w13_d496e27871
verschaffen	w15_d496e27874
könne,	w17_d496e27877
ohne	w19_d496e27880
weiterem	w21_d496e27883
schleiffen	w23_d496e27886
zu	w25_d496e27890
lassen,	w1_d496e27895
um	w3_d496e27898
ein	w5_d496e27901
so	w7_d496e27904
anderes	w9_d496e27907
zu	w11_d496e27910
bewürken,	w13_d496e27914
gienge	w15_d496e27917
man	w17_d496e27920
auch	w19_d496e27923
den	w21_d496e27926
folgenden	w23_d496e27929
Tag	w25_d496e27933
nämlich	w27_d496e27936
</p>
<p id="p10_d496e27939">
Den	w1_d496e27943
17.	w3_d496e27946
eilfertigst	w5_d496e27949
zu	w7_d496e27952
Werke,	w9_d496e27955
ausser	w11_d496e27958
deme	w13_d496e27962
sich	w15_d496e27965
nichts	w17_d496e27968
Veränderliches	w19_d496e27971
ergabe,	w21_d496e27974
und	w23_d496e27977
nur	w1_d496e27982
der	w3_d496e27985
Herr	w5_d496e27988
Obriste	w7_d496e27991
Baron	w9_d496e27994
von	w11_d496e27997
Zettwitz,	w13_d496e28001
mit	w15_d496e28004
seinem	w17_d496e28007
Commando	w19_d496e28010
von	w21_d496e28013
Klitsehena	w23_d496e28016
nach	w25_d496e28020
Wartenburg	w1_d496e28025
abzurucken	w3_d496e28028
beorderet	w5_d496e28031
wurde,	w7_d496e28034
um	w9_d496e28037
die	w11_d496e28040
von	w13_d496e28044
Wittemberg	w15_d496e28047
auf	w17_d496e28050
der	w19_d496e28053
Elbe	w21_d496e28056
von	w23_d496e28059
denen	w1_d496e28065
daselbst	w3_d496e28068
gemachten	w5_d496e28071
Eroberungen	w7_d496e28074
abschickende	w9_d496e28077
Transports	w11_d496e28080
zu	w13_d496e28084
decken,	w15_d496e28087
wodurch	w17_d496e28090
dann	w19_d496e28093
selbe	w1_d496e28098
sowol,	w3_d496e28101
als	w5_d496e28104
da	w7_d496e28107
mittels	w9_d496e28110
denen	w11_d496e28113
Vorposten	w13_d496e28117
des	w15_d496e28120
mit	w17_d496e28123
seinem	w19_d496e28126
Corps	w21_d496e28129
zu	w23_d496e28132
Bloßig	w25_d496e28136
stehenden	w27_d496e28139
Herrn	w29_d496e28142
F.	w1_d496e28147
Z.	w3_d496e28150
M.	w5_d496e28153
Graf	w7_d496e28156
von	w9_d496e28159
Lascy	w11_d496e28162
Jessen,	w13_d496e28166
Schweinitz,	w15_d496e28169
Schönwalde	w17_d496e28172
und	w19_d496e28175
Schlieben	w21_d496e28178
besetzt	w23_d496e28181
gehalten	w25_d496e28185
wurden,	w1_d496e28190
in	w3_d496e28193
vollkommene	w5_d496e28196
Sicherheit	w7_d496e28199
gestellet	w9_d496e28202
seynd.	w11_d496e28205
</p>
<p id="p12_d496e28209">
Den	w1_d496e28213
18ten	w3_d496e28216
wurde	w5_d496e28219
die	w7_d496e28222
Artillerie	w9_d496e28225
von	w11_d496e28228
Wittemberg	w13_d496e28232
immittels	w15_d496e28235
nacher	w17_d496e28238
Torgau	w19_d496e28241
abgefüh	w21_d496e28244
ret,	w1_d496e28249
auch	w3_d496e28252
mit	w5_d496e28255
Schleiffung	w7_d496e28258
deren	w9_d496e28261
Werkern	w11_d496e28264
der	w13_d496e28268
würkliche	w15_d496e28271
Anfang	w17_d496e28274
gemachet,	w19_d496e28277
wo	w21_d496e28280
ausser	w23_d496e28283
deme	w25_d496e28287
der	w1_d496e28292
Feind	w3_d496e28295
sich	w5_d496e28298
ruhig	w7_d496e28301
hielte,	w9_d496e28304
und	w11_d496e28307
nur	w13_d496e28311
zu	w15_d496e28314
vernehmen	w17_d496e28317
ware,	w19_d496e28320
daß	w21_d496e28323
selber	w23_d496e28326
Bernburg	w25_d496e28330
mit	w27_d496e28333
einer	w29_d496e28336
Dataillon	w1_d496e28342
besetzet,	w3_d496e28345
und	w5_d496e28348
diesem	w7_d496e28351
3.	w9_d496e28354
Stuck	w11_d496e28357
beygegeben	w13_d496e28361
hätte,	w15_d496e28364
hiernächst	w17_d496e28367
aber	w19_d496e28370
von	w21_d496e28373
des	w23_d496e28376
Herrn	w25_d496e28380
Herzogens	w1_d496e28385
von	w3_d496e28388
Würtemberg	w5_d496e28391
Durchleucht	w7_d496e28394
die	w9_d496e28397
Erinnerung	w11_d496e28400
beschahe,	w13_d496e28404
daß	w15_d496e28407
selbte	w17_d496e28410
mit	w19_d496e28413
ihren	w21_d496e28416
Corps	w1_d496e28421
d'Armee	w3_d496e28424
bey	w5_d496e28427
Dessau	w7_d496e28430
gelageret	w9_d496e28433
waren.	w11_d496e28436
Ausser	w13_d496e28440
deme	w15_d496e28443
wenden	w17_d496e28446
Se.	w19_d496e28449
Durchleucht	w21_d496e28452
der	w23_d496e28455
Com	w1_d496e28460
</p>
<p id="p16_d496e28465">
Commandirende	w1_d496e28469
Herr	w3_d496e28472
F.	w5_d496e28475
M.	w7_d496e28478
Jhro	w9_d496e28481
unausgesetztes	w11_d496e28484
Augenmerk	w13_d496e28488
auch	w15_d496e28491
vorzüglich	w17_d496e28494
dahin,	w19_d496e28497
um	w21_d496e28500
das	w23_d496e28503
mehrmalen	w1_d496e28508
von	w3_d496e28511
dem	w5_d496e28514
feindlichen	w7_d496e28517
Joch	w9_d496e28520
gänzlich	w11_d496e28523
befreyte	w13_d496e28527
Sachsen	w15_d496e28530
und	w17_d496e28533
insonderheit	w19_d496e28536
diesseits	w21_d496e28539
der	w23_d496e28542
Elbe	w1_d496e28547
nach	w3_d496e28550
aller	w5_d496e28553
Thunlichkeit	w7_d496e28556
und	w9_d496e28559
Zulassung	w11_d496e28562
deren	w13_d496e28566
Kräften	w15_d496e28569
zu	w17_d496e28572
schützen,	w19_d496e28575
andurch	w21_d496e28578
aber	w23_d496e28581
denen	w25_d496e28585
ruckligenden	w1_d496e28591
auf	w3_d496e28594
das	w5_d496e28597
äusserst	w7_d496e28600
mitgenommenen	w9_d496e28603
Städten,	w11_d496e28606
und	w13_d496e28610
dem	w15_d496e28613
gänzlich=ruinirten	w17_d496e28616
Landmann	w19_d496e28619
die	w1_d496e28624
so	w3_d496e28627
sehr	w5_d496e28630
bedärfende	w7_d496e28633
Erleichterung	w9_d496e28636
zu	w11_d496e28639
gehen	w13_d496e28643
zu	w15_d496e28646
machen,	w17_d496e28649
in	w19_d496e28652
welcher	w21_d496e28655
Absicht	w23_d496e28658
dann	w25_d496e28662
</p>
<p id="p18_d496e28665">
Den	w1_d496e28669
19ten	w3_d496e28672
der	w5_d496e28675
Herr	w7_d496e28678
General	w9_d496e28681
von	w11_d496e28684
Kleefeld	w13_d496e28688
mit	w15_d496e28691
einer	w17_d496e28694
Bataillon	w19_d496e28697
Croaten	w21_d496e28700
1.	w23_d496e28703
teutschen	w25_d496e28707
Cavallerie=dann	w1_d496e28712
dem	w3_d496e28715
Haddickischen	w5_d496e28718
Hussarn=Regiment	w7_d496e28721
in	w9_d496e28724
das	w11_d496e28727
Hallische	w13_d496e28731
abgeschicket	w15_d496e28734
