<doc id="wr_1757-04-06" attrs="word" year="1757" month="04" day="06" corpus="2">
<head id="h2_d132e3822">
Neapel	w1_d132e3826
Pflicht	w7_d132e23070
getreulich,	w9_d132e23073
und	w11_d132e23076
nach	w1_d132e23081
meinen	w3_d132e23084
besten	w5_d132e23087
Wissen	w7_d132e23090
nachgekommen	w9_d132e23093
bin,	w1_d132e23098
und	w3_d132e23101
daß	w5_d132e23104
ich,	w7_d132e23107
soviel	w9_d132e23110
mir	w11_d132e23113
möglich	w13_d132e23117
gewe	w15_d132e23120
sen,	w1_d132e23126
meinem	w3_d132e23129
Könige	w5_d132e23132
und	w7_d132e23135
meinem	w9_d132e23138
Vatter	w11_d132e23141
lande	w1_d132e23146
zu	w3_d132e23149
dienen	w5_d132e23152
gesucht	w7_d132e23155
habe.	w9_d132e23158
Es	w11_d132e23161
thut	w13_d132e23165
mir	w15_d132e23168
leid,	w1_d132e23173
daß	w3_d132e23176
meine	w5_d132e23179
Mühe	w7_d132e23182
nicht	w9_d132e23185
besser	w11_d132e23188
gelungen	w13_d132e23192
ist,	w1_d132e23197
und	w3_d132e23200
daß	w5_d132e23203
die	w7_d132e23206
Ausrüstung	w9_d132e23209
unter	w11_d132e23212
meinen	w13_d132e23216
Befehlen	w1_d132e23222
gar	w3_d132e23225
zu	w5_d132e23228
schwach	w7_d132e23231
gewesen,	w9_d132e23234
um	w11_d132e23237
in	w13_d132e23241
einer	w1_d132e23246
Unternehmung	w3_d132e23249
von	w5_d132e23252
solcher	w7_d132e23255
Wichtigkeit	w9_d132e23258
glücklich	w1_d132e23263
zu	w3_d132e23266
seyn.	w5_d132e23269
Die	w7_d132e23272
Wahrheit	w9_d132e23275
hat	w11_d132e23278
über	w13_d132e23282
die	w1_d132e23287
Versäumdung	w3_d132e23290
und	w5_d132e23293
Falschheit	w7_d132e23296
gesieget.	w9_d132e23299
Die	w11_d132e23302
Gerechtigkeit	w1_d132e23308
hat	w3_d132e23311
den	w5_d132e23314
Schand=fleck	w7_d132e23317
ausge	w9_d132e23320
wischet,	w1_d132e23325
ob	w3_d132e23328
hätte	w5_d132e23331
ich	w7_d132e23334
entweder	w9_d132e23337
keine	w11_d132e23340
Courage	w13_d132e23344
oder	w1_d132e23349
einen	w3_d132e23352
bösen	w5_d132e23355
Willen	w7_d132e23358
gehabt.	w9_d132e23361
Mein	w11_d132e23364
Herr	w13_d132e23368
befreyet	w1_d132e23373
mich	w3_d132e23376
von	w5_d132e23379
diesen	w7_d132e23382
Verbrechen;	w9_d132e23385
wer	w11_d132e23388
kan	w1_d132e23394
aber	w3_d132e23397
in	w5_d132e23400
seiner	w7_d132e23403
Einbildung	w9_d132e23406
seines	w11_d132e23409
eigenen	w13_d132e23413
Urtheils	w1_d132e23418
gesichert	w3_d132e23421
seyn?	w5_d132e23424
Mein	w7_d132e23427
Verbrechen	w9_d132e23430
ist	w1_d132e23435
eine	w3_d132e23438
Jrrung	w5_d132e23441
des	w7_d132e23444
Urtheils	w9_d132e23447
oder	w11_d132e23450
ein	w13_d132e23454
Unter	w15_d132e23457
schied	w1_d132e23462
der	w3_d132e23465
Meinung	w5_d132e23468
meiner	w7_d132e23471
Richter,	w9_d132e23474
und	w11_d132e23477
wann	w1_d132e23483
gleich	w3_d132e23486
der	w5_d132e23489
Jrrtum	w7_d132e23492
des	w9_d132e23495
Urthals	w11_d132e23498
auf	w13_d132e23502
ih	w15_d132e23505
rer	w1_d132e23510
Seite	w3_d132e23513
ist,	w5_d132e23516
so	w7_d132e23519
mag	w9_d132e23522
ihnen	w11_d132e23525
GOtt	w13_d132e23529
verzeihen,	w15_d132e23532
wie	w1_d132e23537
ich	w3_d132e23540
es	w5_d132e23543
thue.	w7_d132e23546
Der	w9_d132e23549
Kummer	w11_d132e23552
ihres	w13_d132e23556
Gemüts	w15_d132e23559
und	w1_d132e23564
die	w3_d132e23567
Unruhe	w5_d132e23570
ihrer	w7_d132e23573
Gewissen,	w9_d132e23576
so	w11_d132e23579
sie	w13_d132e23583
bey	w15_d132e23586
der	w1_d132e23592
Gerechtigkeit	w3_d132e23595
für	w5_d132e23598
mich	w7_d132e23601
vorgestellet	w9_d132e23604
ha	w11_d132e23607
ben,	w1_d132e23612
möge	w3_d132e23615
geboren	w5_d132e23618
seyn,	w7_d132e23621
und	w9_d132e23624
auf	w11_d132e23627
ewig	w13_d132e23631
auf	w15_d132e23634
hören,	w1_d132e23639
so	w3_d132e23642
wie	w5_d132e23645
meine	w7_d132e23648
Empfindlichkeit	w9_d132e23651
gegen	w11_d132e23654
sie	w1_d132e23659
aufgehöret	w3_d132e23662
hat.	w5_d132e23665
</p>
<p id="p18_d132e23668">
Der	w1_d132e23672
oberste	w3_d132e23675
Richter	w5_d132e23678
siehet	w7_d132e23681
die	w9_d132e23684
Herzen	w11_d132e23687
und	w13_d132e23691
deren	w1_d132e23696
Regungen.	w3_d132e23699
Er	w5_d132e23702
ist	w7_d132e23705
es,	w9_d132e23708
dem	w11_d132e23711
ich	w13_d132e23715
die	w15_d132e23718
Ge	w17_d132e23721
rechtigkeit	w1_d132e23726
meiner	w3_d132e23729
Sache	w5_d132e23732
anheim	w7_d132e23735
stelle.	w9_d132e23738
Johann	w1_d132e23744
Byng.	w3_d132e23747
</p>
<p id="p20_d132e23750">
Am	w1_d132e23754
Bord	w3_d132e23757
des	w5_d132e23760
Königl.	w7_d132e23763
Schiffes,	w9_d132e23766
der	w11_d132e23769
Mo	w13_d132e23773
narch	w1_d132e23778
in	w3_d132e23781
dem	w5_d132e23784
Hafen	w7_d132e23787
von	w9_d132e23790
Portsmouth,	w11_d132e23793
den	w13_d132e23797
14.	w1_d132e23802
Merz	w3_d132e23805
1757.	w5_d132e23808
</p>
<head id="h2_d132e23814">
Regenspurg	w1_d132e23818
31.	w3_d132e23821
Martii.	w5_d132e23824
</head>
<p id="p4_d132e23827">
Auf	w1_d132e23831
die	w3_d132e23834
am	w5_d132e23837
11ten	w7_d132e23840
dieses	w9_d132e23843
per	w11_d132e23846
Moguntinum	w13_d132e23850
privatim	w1_d132e23855
dictirte	w3_d132e23858
Berahtschlagungs=puncten,	w5_d132e23861
gehen	w1_d132e23866
die	w3_d132e23869
von	w5_d132e23872
etwelchen	w7_d132e23875
hohen	w9_d132e23878
Ständen	w11_d132e23881
be	w13_d132e23885
reits	w1_d132e23891
eingegangene	w3_d132e23894
Jnstructiones	w5_d132e23897
dahin:	w7_d132e23900
</p>
<p id="p6_d132e23903">
1.	w1_d132e23907
Daß	w3_d132e23910
eine	w5_d132e23913
Verwilligung	w7_d132e23916
von	w9_d132e23919
40.	w11_d132e23922
Römer	w13_d132e23926
monnaten	w1_d132e23931
nicht	w3_d132e23934
zuviel,	w5_d132e23937
allerwenigstens	w7_d132e23940
aber	w9_d132e23943
30.	w1_d132e23948
Römer	w3_d132e23951
monnate	w5_d132e23954
erforderlich	w7_d132e23957
seyn	w9_d132e23960
werden.	w1_d132e23966
</p>
<p id="p8_d132e23969">
2.	w1_d132e23973
Eine	w3_d132e23976
allgemeine	w5_d132e23979
Operations=casse	w7_d132e23982
zu	w9_d132e23985
errichten,	w1_d132e23990
und	w3_d132e23993
in	w5_d132e23996
selbige	w7_d132e23999
die	w9_d132e24002
Zahlungen	w11_d132e24005
bisten	w13_d132e24009
dreyen	w1_d132e24014
Fristen,	w3_d132e24017
als	w5_d132e24020
die	w7_d132e24023
erste	w9_d132e24026
zu	w11_d132e24029
Ende	w13_d132e24033
Apri	w15_d132e24036
lis,	w1_d132e24042
die	w3_d132e24045
zweyte	w5_d132e24048
mit	w7_d132e24051
Ausgang	w9_d132e24054
Junii,	w11_d132e24057
un	w13_d132e24061
die	w1_d132e24066
dritte	w3_d132e24069
im	w5_d132e24072
Monat	w7_d132e24075
Septembris	w9_d132e24078
unfehlbar,	w11_d132e24081
entweder	w1_d132e24086
im	w3_d132e24089
baaren	w5_d132e24092
Geld,	w7_d132e24095
oder	w9_d132e24098
in	w11_d132e24101
sicheren	w13_d132e24105
</p>
<p id="p14_d132e24119">
Wechseln,	w1_d132e24123
dergestalten	w3_d132e24126
zu	w5_d132e24129
thun,	w7_d132e24132
daß	w9_d132e24135
kein	w11_d132e24138
Stand	w1_d132e24143
auf	w3_d132e24146
den	w5_d132e24149
anderen	w7_d132e24152
zuzuwarten	w9_d132e24155
weniger	w11_d132e24158
sich	w1_d132e24163
darauf	w3_d132e24166
zu	w5_d132e24169
beruffen	w7_d132e24172
habe;	w9_d132e24175
auch	w11_d132e24178
keinem	w13_d132e24182
ei	w15_d132e24185
ne	w1_d132e24191
Ausnam,	w3_d132e24194
unter	w5_d132e24197
was	w7_d132e24200
Vorwand	w9_d132e24203
immer	w11_d132e24206
geschehen	w1_d132e24211
wolle,	w3_d132e24214
zugestatten,	w5_d132e24217
sondern	w7_d132e24220
die	w9_d132e24223
Säumige,	w1_d132e24228
oder	w3_d132e24231
Renitenten	w5_d132e24234
durch	w7_d132e24237
Reichssa	w9_d132e24240
tzungs=mäßige	w1_d132e24245
Mittel	w3_d132e24248
darzu	w5_d132e24251
anzuhalten	w7_d132e24254
wä	w9_d132e24257
ren.	w1_d132e24263
Gleich	w3_d132e24266
wie	w5_d132e24269
nun	w7_d132e24272
die	w9_d132e24275
Disposition	w11_d132e24278
derer	w13_d132e24282
zur	w15_d132e24285
Cassa	w1_d132e24290
eingehenden	w3_d132e24293
Geldern,	w5_d132e24296
nach	w7_d132e24299
Maas=gab	w9_d132e24302
voriger	w1_d132e24307
Reichs=schlüsse	w3_d132e24310
der	w5_d132e24313
commandirenden	w7_d132e24316
Reichs=generalität	w1_d132e24321
in	w3_d132e24324
allweeg	w5_d132e24327
überlassen	w7_d132e24330
bleibe,	w1_d132e24336
also	w3_d132e24339
hätte	w5_d132e24342
diese	w7_d132e24345
dem	w9_d132e24348
Reichs=convent	w11_d132e24351
eine	w1_d132e24356
richtige	w3_d132e24359
Berechnung	w5_d132e24362
zu	w7_d132e24365
gehöriger	w9_d132e24368
Zeit	w11_d132e24371
ab	w13_d132e24375
zugeben.	w1_d132e24380
</p>
<p id="p16_d132e24383">
3.	w1_d132e24387
Jedem	w3_d132e24390
Kreiß	w5_d132e24393
solle	w7_d132e24396
hiernächst	w9_d132e24399
obligen,	w11_d132e24402
sowol	w1_d132e24407
im	w3_d132e24410
Feld,	w5_d132e24413
als	w7_d132e24416
Quartieren,	w9_d132e24419
und	w11_d132e24422
sonstig	w13_d132e24426
nöhtigen	w1_d132e24431
Orten,	w3_d132e24434
die	w5_d132e24437
Seinige	w7_d132e24440
mit	w9_d132e24443
allen	w11_d132e24446
zu	w13_d132e24450
unterhalten,	w1_d132e24456
und	w3_d132e24459
zu	w5_d132e24462
versehen,	w7_d132e24465
auch	w9_d132e24468
zu	w11_d132e24471
dem	w13_d132e24475
Ende	w1_d132e24480
wegen	w3_d132e24483
Errichtung	w5_d132e24486
bennöhtigter	w7_d132e24489
Maga	w9_d132e24492
zinen	w1_d132e24497
mit	w3_d132e24500
der	w5_d132e24503
commandierenden	w7_d132e24506
Reichsgene	w9_d132e24509
ralität	w1_d132e24514
sich	w3_d132e24517
in	w5_d132e24520
Zeiten	w7_d132e24523
einzuverstehen,	w9_d132e24526
auf	w11_d132e24529
Art	w13_d132e24533
und	w1_d132e24539
Weise,	w3_d132e24542
wie	w5_d132e24545
solches	w7_d132e24548
in	w9_d132e24551
anderen	w11_d132e24554
derley	w13_d132e24558
vorigen	w1_d132e24563
Fällen	w3_d132e24566
geschehen.	w5_d132e24569
Dahero	w7_d132e24572
in	w9_d132e24575
Ver	w11_d132e24578
folg	w1_d132e24583
nicht	w3_d132e24586
minder	w5_d132e24589
4	w1_d132e24594
Jeglicher	w3_d132e24597
Kreiß	w5_d132e24600
die	w7_d132e24603
Artillerie	w9_d132e24606
und	w11_d132e24609
Am	w13_d132e24613
munition=bedürfnüß,	w1_d132e24619
samt	w3_d132e24622
dem	w5_d132e24625
hiezu	w7_d132e24628
nöhti	w9_d132e24631
gen	w1_d132e24636
Personali	w3_d132e24639
anzuschaffen,	w5_d132e24642
und	w7_d132e24645
nach	w9_d132e24648
Verlan	w11_d132e24651
gen	w1_d132e24656
der	w3_d132e24659
commandierenden	w5_d132e24662
Generalität	w7_d132e24665
ad	w9_d132e24668
Lo	w11_d132e24671
cum	w1_d132e24676
zu	w3_d132e24679
stellen	w5_d132e24682
habe.	w7_d132e24685
</p>
<p id="p18_d132e24688">
5.	w1_d132e24692
Wäre	w3_d132e24695
sich	w5_d132e24698
wegen	w7_d132e24701
des	w9_d132e24704
Marsch=weesens,	w11_d132e24707
Fuhrwerks,	w1_d132e24712
und	w3_d132e24715
Vorspann,	w5_d132e24718
nach	w7_d132e24721
dem	w9_d132e24724
vor	w11_d132e24727
gegangenen	w1_d132e24732
Reichs=gutachten	w3_d132e24735
von	w5_d132e24738
16.	w7_d132e24741
Apri	w9_d132e24744
lis	w1_d132e24750
1734.	w3_d132e24753
in	w5_d132e24756
soweit	w7_d132e24759
es	w9_d132e24762
auf	w11_d132e24765
dermaligen	w13_d132e24769
Fall	w15_d132e24772
schicklich	w1_d132e24777
ist,	w3_d132e24780
zu	w5_d132e24783
benehmen.	w7_d132e24786
</p>
<p id="p20_d132e24789">
10.	w1_d132e24793
Gleichwie	w3_d132e24796
Seiner	w5_d132e24799
von	w7_d132e24802
Kaiserl.	w9_d132e24805
Maj.	w11_d132e24808
die	w1_d132e24813
Anordung	w3_d132e24816
des	w5_d132e24819
Commando	w7_d132e24822
über	w9_d132e24825
die	w11_d132e24828
Reichs=executions=armee	w1_d132e24833
abhange,	w3_d132e24836
und	w5_d132e24839
Al	w7_d132e24842
lerhöchst	w1_d132e24848
dieselbe	w3_d132e24851
sodann	w5_d132e24854
wegen	w7_d132e24857
des	w9_d132e24860
Rangs	w11_d132e24863
der	w1_d132e24868
übrigen	w3_d132e24871
darbey	w5_d132e24874
befindlichen	w7_d132e24877
Generalen	w9_d132e24880
es	w11_d132e24883
bey	w1_d132e24888
denen	w3_d132e24891
diesfälligen	w5_d132e24894
Reichs=schlüssen	w7_d132e24897
be	w9_d132e24900
lassen	w1_d132e24905
würden;	w3_d132e24908
Also	w5_d132e24911
wäre	w7_d132e24914
nicht	w9_d132e24917
minder	w11_d132e24920
</p>
<p id="p22_d132e24923">
7.	w1_d132e24927
Allerhöchst	w3_d132e24930
derselben	w5_d132e24933
die	w7_d132e24936
Versammlung	w9_d132e24939
der	w1_d132e24944
Armee,	w3_d132e24947
wohin	w5_d132e24950
es	w7_d132e24953
nöhtig,	w9_d132e24956
und	w11_d132e24959
deren	w13_d132e24963
Ope	w15_d132e24966
rationen	w1_d132e24971
zu	w3_d132e24974
dem	w5_d132e24977
Reichs=schluß	w7_d132e24980
mäßigen	w9_d132e24983
End	w11_d132e24986
zweck	w1_d132e24992
anheim	w3_d132e24995
zu	w5_d132e24998
geben;	w7_d132e25001
Wobey	w9_d132e25004
dann	w11_d132e25007
auch	w13_d132e25011
die	w1_d132e25016
Kreiß=völker	w3_d132e25019
in	w5_d132e25022
allen	w7_d132e25025
Particular=fällen	w9_d132e25028
an	w1_d132e25033
die	w3_d132e25036
commandierende	w5_d132e25039
Generalität	w7_d132e25042
um	w9_d132e25045
sol	w11_d132e25048
che	w1_d132e25053
nach	w3_d132e25056
Gut=befinden	w5_d132e25059
ohne	w7_d132e25062
Unterschied	w9_d132e25065
an	w11_d132e25068
wenden	w1_d132e25074
zu	w3_d132e25077
können,	w5_d132e25080
zu	w7_d132e25083
verweisen	w9_d132e25086
wären.	w11_d132e25089
8.	w1_d132e25094
Nachdeme	w3_d132e25097
ohnehin	w5_d132e25100
kein	w7_d132e25103
Reichs=stand	w9_d132e25106
</p>
<p id="p24_d132e25110">
in	w1_d132e25114
vorligenden	w3_d132e25117
gemeinsamen	w5_d132e25120
Anligen	w7_d132e25123
von	w9_d132e25126
seiner	w1_d132e25131
Societäts=mäßigen	w3_d132e25134
Obligenheit,	w5_d132e25137
un	w7_d132e25140
</p>
<p id="p26_d132e25143">
ter	w1_d132e25147
einigem	w3_d132e25150
Vorwand	w5_d132e25153
zuruck	w7_d132e25156
bleiben	w9_d132e25159
könne;	w11_d132e25162
So	w1_d132e25167
wäre	w3_d132e25170
auch	w5_d132e25173
demjenigen	w7_d132e25176
Stand,	w9_d132e25179
oder	w11_d132e25182
Kreiß,	w1_d132e25187
welcher	w3_d132e25190
wegen	w5_d132e25193
des	w7_d132e25196
Vollzugs	w9_d132e25199
seiner	w11_d132e25202
Verbindlichkeit,	w1_d132e25208
von	w3_d132e25211
weme	w5_d132e25214
es	w7_d132e25217
immer	w9_d132e25220
seye,	w11_d132e25223
ange	w13_d132e25227
fochten,	w1_d132e25232
oder	w3_d132e25235
in	w5_d132e25238
Gefahr	w7_d132e25241
gesetzet	w9_d132e25244
werden	w11_d132e25247
sollte,	w13_d132e25251
schleunig	w1_d132e25256
zu	w3_d132e25259
Hülfe	w5_d132e25262
zu	w7_d132e25265
eilen,	w9_d132e25268
und	w11_d132e25271
die	w13_d132e25275
ihnen	w15_d132e25278
zu	w17_d132e25281
stossende	w1_d132e25286
Notzt,	w3_d132e25289
als	w5_d132e25292
das	w7_d132e25295
ganze	w9_d132e25298
Reich	w11_d132e25301
Betref	w13_d132e25305
fende,	w1_d132e25311
mithin	w3_d132e25314
der	w5_d132e25317
Beunruhigende	w7_d132e25320
ipso	w9_d132e25323
fact	w11_d132e25326
als	w1_d132e25331
ein	w3_d132e25334
Reichs=feind	w5_d132e25337
anzusehen.	w7_d132e25340
</p>
<p id="p28_d132e25343">
Ubrigens	w1_d132e25347
werde	w3_d132e25350
die	w5_d132e25353
Kaiserl.	w7_d132e25356
Versicherung	w9_d132e25359
wegen	w1_d132e25364
künftig	w3_d132e25367
zu	w5_d132e25370
verschaffender	w7_d132e25373
Jndemni	w9_d132e25376
sation	w1_d132e25381
des	w3_d132e25384
jetzmaligen	w5_d132e25387
Executions=aufwands	w7_d132e25390
acceptiret,	w1_d132e25396
und	w3_d132e25399
ferner	w5_d132e25402
Se.	w7_d132e25405
Kaiserl.	w9_d132e25408
erbet	w11_d132e25411
ten,	w1_d132e25416
sothane	w3_d132e25419
Erstattung	w5_d132e25422
hiernächst	w7_d132e25425
auch	w9_d132e25428
da	w11_d132e25431
hin	w1_d132e25436
zu	w3_d132e25439
erstrecken,	w5_d132e25442
daß	w7_d132e25445
solche,	w9_d132e25448
wie,	w11_d132e25451
und	w13_d132e25455
wo	w15_d132e25458
sie	w1_d132e25463
sonst	w3_d132e25466
denen	w5_d132e25469
klaren	w7_d132e25472
Reichs=gesätzen	w9_d132e25475
ge	w11_d132e25478
mäß	w1_d132e25484
zu	w3_d132e25487
verfügen,	w5_d132e25490
und	w7_d132e25493
zu	w9_d132e25496
erlangen	w11_d132e25499
stehe,	w13_d132e25503
al	w15_d132e25506
lermildest	w1_d132e25511
bewürket	w3_d132e25514
werden	w5_d132e25517
möge.	w7_d132e25520
</p>
<p id="p30_d132e25523">
Zur	w1_d132e25527
merklichen	w3_d132e25530
hinkünftigen	w5_d132e25533
Beför	w7_d132e25536
derung	w1_d132e25541
wurde	w3_d132e25544
es	w5_d132e25547
sehr	w7_d132e25550
rahtsam	w9_d132e25553
seyn,	w11_d132e25556
wann	w13_d132e25560
die	w15_d132e25563
vortrefliche	w1_d132e25568
Gesandschaften	w3_d132e25571
sich	w5_d132e25574
von	w7_d132e25577
ihren	w9_d132e25580
ho	w11_d132e25583
hen	w1_d132e25589
Principalen	w3_d132e25592
cum	w5_d132e25595
Libera	w7_d132e25598
solcher	w9_d132e25601
gestalten	w11_d132e25604
instruiren	w1_d132e25609
liessen,	w3_d132e25612
damit	w5_d132e25615
sie	w7_d132e25618
nicht	w9_d132e25621
nöhtig	w11_d132e25624
hät	w13_d132e25628
ten,	w1_d132e25633
über	w3_d132e25636
die	w5_d132e25639
in	w7_d132e25642
Quæstione	w9_d132e25645
quomodo?	w11_d132e25648
als	w1_d132e25653
natürliche	w3_d132e25656
Folgen	w5_d132e25659
der	w7_d132e25662
Reichsschluß	w9_d132e25665
mäßigen	w1_d132e25671
Vollziehung	w3_d132e25674
fürwaltende	w5_d132e25677
Objecta	w7_d132e25680
jedesmal	w1_d132e25685
vorher	w3_d132e25688
von	w5_d132e25691
neuen	w7_d132e25694
Jnstructionen	w9_d132e25697
ein	w11_d132e25700
zuholen,	w1_d132e25705
und	w3_d132e25708
dadurch	w5_d132e25711
eine	w7_d132e25714
oftmals	w9_d132e25717
sehr	w11_d132e25720
schä	w13_d132e25724
dliche	w1_d132e25729
Versaumnuß	w3_d132e25732
zu	w5_d132e25735
verursachen.	w7_d132e25738
</p>
<p id="p32_d132e25741">
Es	w1_d132e25745
ist	w3_d132e25748
in	w5_d132e25751
dem	w7_d132e25754
grossen	w9_d132e25757
roten	w11_d132e25760
Krebsen	w13_d132e25764
nächst	w15_d132e25767
denen	w1_d132e25772
7.	w3_d132e25775
Büchern,	w5_d132e25778
der	w7_d132e25781
erste	w9_d132e25784
Stock,	w11_d132e25787
welcher	w13_d132e25791
durchgehends	w1_d132e25796
neu	w3_d132e25799
und	w5_d132e25802
eg	w7_d132e25805
lreparirt	w9_d132e25808
ist,	w11_d132e25811
für	w13_d132e25815
eine	w1_d132e25821
hohe	w3_d132e25824
Gesandtschaft,	w5_d132e25827
Herrschaft,	w7_d132e25830
oder	w9_d132e25833
andere	w1_d132e25838
mit	w3_d132e25841
Zahl=reicher	w5_d132e25844
Famille,	w7_d132e25847
und	w9_d132e25850
Do	w11_d132e25853
mestiquen	w1_d132e25858
versehene	w3_d132e25861
Standes=personen	w5_d132e25864
samt	w7_d132e25867
Hrrschaftl.	w1_d132e25872
Kuchel,	w3_d132e25875
Keller,	w5_d132e25878
Stallung	w7_d132e25881
auf	w9_d132e25884
6.	w1_d132e25890
auch	w3_d132e25893
7.	w5_d132e25896
Pferd,	w7_d132e25899
einer	w9_d132e25902
darneben	w11_d132e25905
befind	w13_d132e25909
lichen	w1_d132e25914
gewölbten	w3_d132e25917
Heu	w5_d132e25920
und	w7_d132e25923
Stroh=kammer,	w9_d132e25926
einer	w1_d132e25931
gesperrten	w3_d132e25934
Schupfen,	w5_d132e25937
auf	w7_d132e25940
einen	w9_d132e25943
Wagen	w11_d132e25946
dann	w1_d132e25951
einem	w3_d132e25954
Stand	w5_d132e25957
zu	w7_d132e25960
noch	w9_d132e25963
zwey	w11_d132e25966
Wägen	w13_d132e25970
un	w15_d132e25973
ter	w1_d132e25979
der	w3_d132e25982
Einfahrt,	w5_d132e25985
wie	w7_d132e25988
auch	w9_d132e25991
einem	w11_d132e25994
zu	w13_d132e25998
solch	w15_d132e26001
ersten	w17_d132e26004
Stock	w1_d132e26009
gehörigen	w3_d132e26012
grossen	w5_d132e26015
Wein=keller	w7_d132e26018
und	w9_d132e26021
de	w11_d132e26024
to	w1_d132e26029
Holz=gewölb	w3_d132e26032
mit	w5_d132e26035
zwey	w7_d132e26038
unter	w9_d132e26041
dem	w11_d132e26044
Dach	w13_d132e26048
befindlichen	w1_d132e26053
Böden	w3_d132e26056
zu	w5_d132e26059
verlassen,	w7_d132e26062
und	w9_d132e26065
ist	w11_d132e26068
sich	w13_d132e26072
de	w15_d132e26075
rentwillen	w1_d132e26081
bey	w3_d132e26084
dasigem	w5_d132e26087
Haus=meister	w7_d132e26090
um	w9_d132e26093
wei	w11_d132e26096
tere	w1_d132e26101
Addresse	w3_d132e26104
an	w5_d132e26107
den	w7_d132e26110
diesortigen	w9_d132e26113
Admini	w11_d132e26116
stratorem	w1_d132e26121
beliebig	w3_d132e26124
anzumelden.	w5_d132e26127
</p>
<p id="p38_d132e26141">
Bey	w1_d132e26145
Johann	w3_d132e26148
Jacob	w5_d132e26151
Lidl	w7_d132e26154
Kupfer=stechern	w9_d132e26157
ien	w1_d132e26162
Doctor	w3_d132e26165
Deimlischen	w5_d132e26168
Haus	w7_d132e26171
neben	w9_d132e26174
der	w11_d132e26177
Heil.	w13_d132e26181
Dreyfaltigkeit	w1_d132e26186
ist	w3_d132e26189
zu	w5_d132e26192
haben:	w7_d132e26195
Eine	w9_d132e26198
neue	w11_d132e26201
und	w13_d132e26205
accurate	w1_d132e26211
Land=karte	w3_d132e26214
des	w5_d132e26217
Mittägig	w7_d132e26220
Obersäch	w9_d132e26223
sischen	w1_d132e26228
Heil.	w3_d132e26231
Röm.	w5_d132e26234
Reichs=kreises	w7_d132e26237
des	w9_d132e26240
Chur	w11_d132e26243
Herzogtums	w1_d132e26248
Sachsen,	w3_d132e26251
Marggraftum	w5_d132e26254
Meissen,	w7_d132e26257
und	w1_d132e26262
Land=grafschaft	w3_d132e26265
Thüringen	w5_d132e26268
begreiffend,	w7_d132e26271
worbey	w1_d132e26277
auch	w3_d132e26280
nicht	w5_d132e26283
allein	w7_d132e26286
die	w9_d132e26289
daran	w11_d132e26292
gränzende	w13_d132e26296
Sächs.	w1_d132e26301
Marggrafschaften	w3_d132e26304
Ober	w5_d132e26307
und	w7_d132e26310
Nieder	w9_d132e26313
laufnitz	w1_d132e26318
nebst	w3_d132e26321
dem	w5_d132e26324
Preußisch	w7_d132e26327
in	w9_d132e26330
Nieder=sächsisch.	w11_d132e26333
Reichs=kreis	w1_d132e26338
ligenden	w3_d132e26341
Herzogtum	w5_d132e26344
Magdeburg	w7_d132e26347
und	w1_d132e26353
Fürstentum	w3_d132e26356
Halberstadt,	w5_d132e26359
sondern	w7_d132e26362
auch	w9_d132e26365
ein	w1_d132e26370
grosser	w3_d132e26373
Theil	w5_d132e26376
deren	w7_d132e26379
noch	w9_d132e26382
weiters	w11_d132e26385
daran	w13_d132e26389
gränzenden	w1_d132e26394
NiedersächsischOberrheinisch	w3_d132e26397
Fränkisch	w1_d132e26402
und	w3_d132e26405
Chur=bayrischen	w5_d132e26408
Reichs=kreisen,	w7_d132e26411
dann	w1_d132e26417
des	w3_d132e26420
Königreichs	w5_d132e26423
Böhmens,	w7_d132e26426
Herzog	w9_d132e26429
tums	w1_d132e26434
Schlesiens	w3_d132e26437
Marggraftum	w5_d132e26440
Churbranden	w7_d132e26443
burgs	w1_d132e26448
und	w3_d132e26451
Königreich	w5_d132e26454
Pohlens	w7_d132e26457
befindlich,	w9_d132e26460
auch	w1_d132e26465
in	w3_d132e26468
die	w5_d132e26471
kleinere	w7_d132e26474
innländische	w9_d132e26477
Reichs=kreise,	w11_d132e26480
Bistümer,	w1_d132e26486
Herzog	w3_d132e26489
und	w5_d132e26492
Fürstentümer,	w7_d132e26495
Graf	w9_d132e26498
schaften,	w1_d132e26503
Baronien	w3_d132e26506
rc.	w5_d132e26509
noch	w7_d132e26512
weiters	w9_d132e26515
eingethei	w11_d132e26518
ket,	w1_d132e26523
und	w3_d132e26526
mit	w5_d132e26529
Compas	w7_d132e26532
und	w9_d132e26535
Maas=stäben,	w11_d132e26538
dann	w1_d132e26543
einen	w3_d132e26546
ordentlichen	w5_d132e26549
Register	w7_d132e26552
bestens	w9_d132e26555
ver	w11_d132e26558
sehen,	w1_d132e26564
sauber	w3_d132e26567
illuminirter	w5_d132e26570
das	w7_d132e26573
Exemplar	w9_d132e26576
à	w11_d132e26579
1.	w1_d132e26584
fl.	w3_d132e26587
30.	w5_d132e26590
kr.	w7_d132e26593
in	w9_d132e26596
Futteral	w11_d132e26599
aber	w13_d132e26603
gleichfall	w15_d132e26606
illumi	w17_d132e26609
nirter	w1_d132e26614
à	w3_d132e26617
1.	w5_d132e26620
fl.	w7_d132e26623
45.	w9_d132e26626
kr.	w11_d132e26629
</p>
<p id="p40_d132e26632">
Es	w1_d132e26636
seynd	w3_d132e26639
auch	w5_d132e26642
noch	w7_d132e26645
verschiedene	w9_d132e26648
