<doc id="edoc_wd_1775-07-01" attrs="word" year="1775" month="07" day="01" corpus="1">
<head id="hl4">
Korinth	w40
Anverwandten	w9984
ausgefolget	w9985
werden	w9986
sollen	w9987
<g/>
.
</p>
<p id="p168">
Bey	w9989
Johann	w9990
Georg	w9991
Weingandt	w9992
<g/>
,
Buchhänd=ler	w9994
<g/>
=
<g/>
,
am	w9997
Graben	w9998
im	w9999
Baron	w10000
Weberischen	w10001
Hause	w10002
Nro	w10003
<g/>
.
1174	w10005
<g/>
,
sind	w10007
nebst	w10008
andern	w10009
Büchern	w10010
<g/>
,
Land=karten	w10012
<g/>
=
und	w10014
Kupferstichen	w10015
<g/>
,
auch	w10017
folgende	w10018
zu	w10019
haben	w10020
<g/>
:
</p>
<p id="p169">
Melon	w10022
<g/>
(
des	w10024
Herrn	w10025
v	w10026
<g/>
.
<g/>
)
gründliche	w10029
Abhand=lung	w10030
<g/>
=
vom	w10032
Mißbrauch	w10033
des	w10034
vielen	w10035
Aderlassens	w10036
<g/>
,
oder	w10038
Beweiß	w10039
<g/>
,
daß	w10041
die	w10042
Aderlässe	w10043
allezeit	w10044
schäd=lich	w10045
<g/>
=
und	w10047
oft	w10048
tödlich	w10049
seyn	w10050
<g/>
,
8	w10052
<g/>
.
1774	w10054
<g/>
.
27	w10056
kr	w10057
<g/>
.
</p>
<p id="p170">
Lederer	w10059
<g/>
,
Jos	w10061
<g/>
.
moralische	w10063
Gedanken	w10064
über	w10065
das	w10066
Gebeth	w10067
des	w10068
Herrn	w10069
<g/>
,
gr	w10071
<g/>
.
8	w10073
<g/>
.
1774	w10075
<g/>
.
12	w10077
kr	w10078
<g/>
.
</p>
<p id="p171">
Lobschrift	w10080
auf	w10081
den	w10082
unlängst	w10083
verstorbenen	w10084
Erz=bischofen	w10085
<g/>
=
und	w10087
Churfürsten	w10088
von	w10089
Mainz	w10090
<g/>
,
Für=sten	w10092
<g/>
=
Buchoffen	w10094
zu	w10095
Worms	w10096
<g/>
,
8	w10098
<g/>
.
1774	w10100
<g/>
.
12	w10102
kr	w10103
<g/>
.
</p>
<p id="p172">
Wolf	w10105
<g/>
(
J	w10107
<g/>
.
H	w10109
<g/>
.
<g/>
)
Sammlung	w10112
verschiedener	w10113
Briefe	w10114
zum	w10115
Gebrauche	w10116
der	w10117
studirenden	w10118
Jugend	w10119
<g/>
,
8	w10121
<g/>
.
1775	w10123
<g/>
.
36	w10125
kr	w10126
<g/>
.
</p>
<p id="p173">
Riffels	w10128
<g/>
(
Jos	w10130
<g/>
.
<g/>
)
Briefe	w10133
in	w10134
deutscher	w10135
und	w10136
la=teinischer	w10137
<g/>
=
Sprache	w10139
<g/>
,
8	w10141
<g/>
.
1771	w10143
<g/>
.
1	w10145
<g/>
.
fl	w10147
<g/>
.
</p>
<p id="p174">
Ringmüllers	w10149
<g/>
(
P	w10151
<g/>
.
Jos	w10153
<g/>
.
<g/>
)
allgemeine	w10156
Reli=gions	w10157
<g/>
=
<g/>
=
und	w10160
Staatsgeschichte	w10161
von	w10162
der	w10163
Welt	w10164
schö=pfung	w10165
<g/>
=
an	w10167
bis	w10168
auf	w10169
gegenwärtige	w10170
Zeiten	w10171
<g/>
,
2	w10173
Bän=de	w10174
<g/>
=
<g/>
,
gr	w10177
<g/>
.
8	w10179
<g/>
.
1773	w10181
<g/>
.
3	w10183
<g/>
.
fl	w10185
<g/>
.
</p>
<p id="p175">
Schönberg	w10187
<g/>
(
P	w10189
<g/>
.
Math	w10191
<g/>
.
<g/>
)
Zierde	w10194
der	w10195
Jugend	w10196
<g/>
,
8	w10198
<g/>
.
Wien	w10200
1775	w10201
<g/>
.
12	w10203
kr	w10204
<g/>
.
</p>
<p id="p176">
<g/>
-
<g/>
-
das	w10208
Geschäft	w10209
des	w10210
Menschen	w10211
<g/>
,
8	w10213
<g/>
.
daselbst	w10215
1775	w10216
<g/>
.
45	w10218
kr	w10219
<g/>
.
</p>
<p id="p177">
<g/>
-
<g/>
-
lehrreiche	w10223
Gedanken	w10224
mit	w10225
kleinen	w10226
Begeben=heiten	w10227
<g/>
=
zur	w10229
Bildung	w10230
eines	w10231
edeln	w10232
Herzens	w10233
in	w10234
der	w10235
Jugend	w10236
<g/>
,
8	w10238
<g/>
.
das	w10240
<g/>
.
1775	w10242
<g/>
.
24	w10244
kr	w10245
<g/>
.
</p>
<p id="p178">
Regula	w10247
Cleri	w10248
<g/>
,
ex	w10250
Sacris	w10251
Litteris	w10252
<g/>
,
Sancto-rum	w10254
<g/>
-
Patrum	w10256
monumentis	w10257
<g/>
,
ecclesi	w10259
<g/>
.
Hicisque	w10261
Sanctionibus	w10262
excerpt	w10263
<g/>
.
<g/>
,
cum	w10266
accessit	w10267
præpa-ratiopraeparatio	w10268
<g/>
-
proxima	w10270
ad	w10271
mortem	w10272
<g/>
,
12	w10274
<g/>
.
maj	w10276
<g/>
.
1770	w10278
<g/>
.
1	w10280
fl	w10281
<g/>
.
12	w10283
kr	w10284
<g/>
.
</p>
<p id="p179">
Felbiger	w10286
<g/>
(
J	w10288
<g/>
.
J	w10290
<g/>
.
<g/>
)
katholischer	w10293
Katechismus	w10294
<g/>
,
8	w10296
<g/>
.
1774	w10298
<g/>
.
45	w10300
kr	w10301
<g/>
.
</p>
<p id="p180">
Millers	w10303
<g/>
(
J	w10305
<g/>
.
P	w10307
<g/>
.
<g/>
)
Handbuch	w10310
zu	w10311
gemeinnütz=licher	w10312
<g/>
=
Bildung	w10314
und	w10315
Unterweisung	w10316
der	w10317
Jugend	w10318
in	w10319
öffentlichen	w10320
Schulen	w10321
<g/>
,
8	w10323
<g/>
.
1773	w10325
<g/>
.
1	w10327
fl	w10328
<g/>
.
42	w10330
<g/>
.
kr	w10332
<g/>
.
</p>
<p id="p181">
Les	w10334
Aventures	w10335
de	w10336
Telemaque	w10337
<g/>
,
Fils	w10339
d'Ulys-se	w10340
<g/>
-
<g/>
,
par	w10343
Mr	w10344
<g/>
.
François	w10346
de	w10347
Salignac	w10348
de	w10349
la	w10350
Mot-te	w10351
<g/>
-
Fenelon	w10353
<g/>
,
m	w10355
<g/>
.
Kupf	w10357
<g/>
.
und	w10359
deutschen	w10360
Anmer=kungen	w10361
<g/>
=
<g/>
,
8	w10364
<g/>
.
1773	w10366
<g/>
.
1	w10368
fl	w10369
<g/>
.
30	w10371
kr	w10372
<g/>
.
</p>
<p id="p182">
Scupuli	w10374
L	w10375
<g/>
.
geistlicher	w10377
Streit	w10378
<g/>
,
12	w10380
<g/>
.
24	w10382
kr	w10383
<g/>
.
</p>
<p id="p183">
Home	w10385
H	w10386
<g/>
.
Grundsätze	w10388
der	w10389
Kritik	w10390
<g/>
,
a	w10392
<g/>
.
d	w10394
<g/>
.
Engl	w10396
<g/>
.
übers	w10398
<g/>
.
2	w10400
Bände	w10401
<g/>
,
8	w10403
<g/>
.
1775	w10405
<g/>
.
3	w10407
fl	w10408
<g/>
.
</p>
<p id="p184">
Sulzers	w10410
J	w10411
<g/>
.
G	w10413
<g/>
.
allgemeine	w10415
Theorie	w10416
der	w10417
schö=nen	w10418
<g/>
=
Künste	w10420
<g/>
,
gr	w10422
<g/>
.
8	w10424
<g/>
.
1773	w10426
<g/>
.
2	w10428
Bände	w10429
<g/>
,
in	w10431
Franz=band	w10432
<g/>
=
<g/>
,
10	w10435
fl	w10436
<g/>
.
</p>
<p id="p185">
Allgemeine	w10438
Bibliothek	w10439
für	w10440
das	w10441
Schul	w10442
<g/>
=
und	w10444
Erziehungswesen	w10445
in	w10446
Deutschland	w10447
<g/>
,
des	w10449
3ten	w10450
Ban=des	w10451
<g/>
=
erstes	w10453
Stück	w10454
<g/>
,
gr	w10456
<g/>
.
8	w10458
<g/>
.
1775	w10460
<g/>
.
1	w10462
fl	w10463
<g/>
.
</p>
<p id="p186">
Miltons	w10465
Joh	w10466
<g/>
.
verlohrnes	w10468
Paradies	w10469
<g/>
,
verbes=serte	w10471
<g/>
=
Uebersetzung	w10473
<g/>
,
8	w10475
<g/>
.
1769	w10477
<g/>
.
1	w10479
fl	w10480
<g/>
.
20	w10482
kr	w10483
<g/>
.
</p>
<p id="p187">
Jn	w10485
der	w10486
Johann	w10487
Paul	w10488
Krausischen	w10489
Buchhand=lung	w10490
<g/>
=
nächst	w10492
der	w10493
k	w10494
<g/>
.
k	w10496
<g/>
.
Burg	w10498
ist	w10499
zu	w10500
haben	w10501
<g/>
:
</p>
<p id="p188">
Pelzels	w10503
F	w10504
<g/>
.
M	w10506
<g/>
.
kurzgefaßte	w10508
Geschichte	w10509
der	w10510
Böhmen	w10511
von	w10512
den	w10513
ältesten	w10514
bis	w10515
auf	w10516
itzige	w10517
Zeiten	w10518
<g/>
,
aus	w10520
den	w10521
beßten	w10522
Geschichtsschreibern	w10523
<g/>
,
alten	w10525
Kro=niken	w10526
<g/>
=
und	w10528
glauwürdigen	w10529
Handschriften	w10530
zusamm	w10531
getragen	w10532
<g/>
,
erste	w10534
Abtheilung	w10535
<g/>
,
gr	w10537
<g/>
.
8	w10539
<g/>
.
Prag	w10541
1774	w10542
<g/>
.
2	w10544
fl	w10545
<g/>
.
54	w10547
kr	w10548
<g/>
.
</p>
<p id="p189">
Volkelts	w10550
J	w10551
<g/>
.
G	w10553
<g/>
.
gesammelte	w10555
Nachrichten	w10556
der	w10557
schlesischen	w10558
Bergwerken	w10559
<g/>
,
8	w10561
<g/>
.
Breßlau	w10563
1775	w10564
<g/>
.
45	w10566
kr	w10567
<g/>
.
</p>
<p id="p190">
Bonnets	w10569
<g/>
,
Herrn	w10571
Carl	w10572
<g/>
,
Betrachtungen	w10574
über	w10575
die	w10576
organisirten	w10577
Körper	w10578
1ter	w10579
Theil	w10580
<g/>
,
8	w10582
<g/>
.
Lemgo	w10584
1775	w10585
<g/>
.
1	w10587
fl	w10588
<g/>
.
</p>
<p id="p191">
Der	w10590
Naturforscher	w10591
<g/>
,
5tes	w10593
Stück	w10594
gr	w10595
<g/>
.
8	w10597
<g/>
.
Halle	w10599
1775	w10600
<g/>
.
1	w10602
fl	w10603
<g/>
.
30	w10605
<g/>
.
kr	w10607
<g/>
.
</p>
<p id="p192">
Dorville	w10609
Geschichte	w10610
der	w10611
verschiedenen	w10612
Völker	w10613
des	w10614
Erdbodens	w10615
<g/>
,
deren	w10617
gottesdienstliche	w10618
und	w10619
bür=gerliche	w10620
<g/>
=
Gebräuche	w10622
<g/>
,
Ursprung	w10624
der	w10625
Religionen	w10626
<g/>
,
Sekten	w10628
<g/>
,
Aberglauben	w10630
<g/>
,
Sitten	w10632
und	w10633
Gewohn=heiten	w10634
<g/>
=
<g/>
,
3ter	w10637
Band	w10638
8	w10639
<g/>
.
1775	w10641
<g/>
.
1	w10643
<g/>
.
fl	w10645
<g/>
.
</p>
<p id="p193">
Baume	w10647
A	w10648
<g/>
.
erläuterte	w10650
Experimentalchimie	w10651
<g/>
,
a	w10653
<g/>
.
d	w10655
<g/>
.
Franz	w10657
<g/>
.
1	w10659
<g/>
.
Band	w10661
<g/>
,
gr	w10663
<g/>
.
8	w10665
<g/>
.
Leipzig	w10667
1775	w10668
<g/>
.
3	w10670
fl	w10671
<g/>
.
</p>
<p id="p194">
Bibliothek	w10673
allgemeine	w10674
für	w10675
das	w10676
Schu	w10677
<g/>
=
und	w10679
Er=ziehungswesen	w10680
<g/>
=
in	w10682
Deutschland	w10683
<g/>
,
3ten	w10685
Band	w10686
er=stes	w10687
<g/>
=
Stück	w10689
<g/>
,
gr	w10691
<g/>
.
8	w10693
<g/>
.
1775	w10695
<g/>
.
1	w10697
<g/>
.
fl	w10699
<g/>
.
</p>
<p id="p195">
Hirschfeld	w10701
<g/>
,
der	w10703
Winter	w10704
<g/>
,
eine	w10706
moralische	w10707
Be=trachtung	w10708
<g/>
=
<g/>
,
8	w10711
<g/>
.
Leipzig	w10713
1775	w10714
<g/>
.
54	w10716
kr	w10717
<g/>
.
</p>
<p id="p196">
Schott	w10719
A	w10720
<g/>
.
F	w10722
<g/>
.
Sammlungen	w10724
zu	w10725
den	w10726
deutschen	w10727
Land	w10728
<g/>
=
und	w10730
Stadtrechten	w10731
<g/>
,
3ter	w10733
Theil	w10734
<g/>
,
4	w10736
Leip=zig	w10737
<g/>
=
1775	w10739
<g/>
.
1	w10741
fl	w10742
<g/>
.
24	w10744
kr	w10745
<g/>
.
</p>
<p id="p197">
Frickens	w10747
E	w10748
<g/>
.
C	w10750
<g/>
.
neue	w10752
Cottillions	w10753
<g/>
=
oder	w10755
fran=zösische	w10756
<g/>
=
Contretänze	w10758
mit	w10759
den	w10760
Touren	w10761
und	w10762
An=weisung	w10763
<g/>
=
solche	w10765
geschickt	w10766
zu	w10767
tanzen	w10768
<g/>
,
quer	w10770
fol	w10771
<g/>
.
1775	w10773
<g/>
.
45	w10775
kr	w10776
<g/>
.
</p>
<p id="p198">
Oden	w10778
und	w10779
Lieder	w10780
mit	w10781
Melodien	w10782
<g/>
,
in	w10784
die	w10785
Mu=sik	w10786
<g/>
=
gesetzt	w10788
von	w10789
Friedrich	w10790
Gottlob	w10791
Fleischer	w10792
<g/>
,
er=ster	w10794
<g/>
=
Theil	w10796
<g/>
,
fol	w10798
<g/>
.
Braunschweig	w10800
1775	w10801
<g/>
.
1	w10803
fl	w10804
<g/>
.
15	w10806
kr	w10807
<g/>
.
</p>
<p id="p199">
Zückert	w10809
D	w10810
<g/>
.
F	w10812
<g/>
.
allgemeine	w10814
Abhandlungen	w10815
von	w10816
den	w10817
Nahrungsmitteln	w10818
<g/>
,
8	w10820
<g/>
.
Berlin	w10822
1775	w10823
<g/>
.
1	w10825
fl	w10826
<g/>
.
8	w10828
kr	w10829
<g/>
.
</p>
<p id="p200">
Cremers	w10831
Joh	w10832
<g/>
.
Andr	w10834
<g/>
.
Anfangsgründe	w10836
der	w10837
Metallurgie	w10838
<g/>
,
darinn	w10840
die	w10841
Operationen	w10842
sowohl	w10843
in	w10844
kleinen	w10845
als	w10846
grossen	w10847
Feuer	w10848
ausführlich	w10849
beschrie=ben	w10850
<g/>
=
werden	w10852
<g/>
,
2	w10854
Bände	w10855
fol	w10856
<g/>
.
1775	w10858
<g/>
.
6	w10860
fl	w10861
<g/>
.
30	w10863
kr	w10864
<g/>
.
</p>
<p id="p201">
Pallas	w10866
<g/>
,
P	w10868
<g/>
.
S	w10870
<g/>
.
Reise	w10872
durch	w10873
verschiedene	w10874
Pro=vinzen	w10875
<g/>
=
des	w10877
rußischen	w10878
Reichs	w10879
<g/>
,
2	w10881
Bände	w10882
<g/>
,
gr	w10884
<g/>
.
4	w10886
<g/>
.
m	w10888
<g/>
.
v	w10890
<g/>
.
Kupf	w10892
<g/>
.
</p>
<p id="p202">
Neue	w10894
Sammlung	w10895
verschiedener	w10896
Schriften	w10897
der	w10898
größten	w10899
Gelehrten	w10900
in	w10901
Schweden	w10902
<g/>
,
für	w10904
die	w10905
Lieb=haber	w10906
<g/>
=
der	w10908
Arzneywissenschaft	w10909
<g/>
,
Naturgeschichte	w10911
<g/>
,
Chimie	w10913
<g/>
,
und	w10915
Oekonomie	w10916
⁊c	w10917
<g/>
.
erster	w10919
Band	w10920
<g/>
,
8	w10922
<g/>
.
Kopenh	w10924
<g/>
.
1	w10926
<g/>
.
fl	w10928
<g/>
.
</p>
<p id="p203">
Eberlein	w10930
C	w10931
<g/>
.
G	w10933
<g/>
.
Entwurf	w10935
eines	w10936
polnischen	w10937
Wörterbuchs	w10938
<g/>
,
2	w10940
Theile	w10941
<g/>
,
8	w10943
<g/>
.
Breßlau	w10945
1775	w10946
<g/>
.
1	w10948
fl	w10949
<g/>
.
15	w10951
kr	w10952
<g/>
.
</p>
<p id="p204">
Die	w10954
Leiden	w10955
des	w10956
Carl	w10957
Billers	w10958
<g/>
,
und	w10960
seiner	w10961
Fa=ny	w10962
<g/>
=
<g/>
,
a	w10965
<g/>
.
d	w10967
<g/>
.
Engl	w10969
<g/>
.
für	w10971
empfindsame	w10972
Herzen	w10973
über=setzt	w10974
<g/>
=
8	w10976
<g/>
.
Frankf	w10978
<g/>
.
1775	w10980
<g/>
.
</p>
<p id="p205">
Jn	w10982
der	w10983
Emerich	w10984
Felix	w10985
Baderischen	w10986
Buchhand=lung	w10987
<g/>
=
in	w10989
der	w10990
Bognergasse	w10991
neben	w10992
dem	w10993
Todenkopf	w10994
ist	w10995
zu	w10996
haben	w10997
<g/>
:
</p>
<p id="p206">
Neue	w10999
Verfassung	w11000
des	w11001
Kriegswesens	w11002
<g/>
,
nebst	w11004
ei=ner	w11005
<g/>
=
neuen	w11007
Stellungskunst	w11008
<g/>
,
die	w11010
den	w11011
Grundsä=tzen	w11012
<g/>
=
der	w11014
ersten	w11015
gemäß	w11016
eingerichtet	w11017
<g/>
,
und	w11019
auf	w11020
20	w11021
Plans	w11022
erklärt	w11023
ist	w11024
⁊c	w11025
<g/>
.
2	w11027
Theile	w11028
<g/>
,
m	w11030
<g/>
.
Kupf	w11032
<g/>
.
gr	w11034
<g/>
.
8	w11036
<g/>
.
Danzig	w11038
1775	w11039
<g/>
.
2	w11041
fl	w11042
<g/>
.
</p>
<p id="p207">
Brausobre	w11044
<g/>
(
Ludwig	w11046
von	w11047
<g/>
)
allgemeine	w11049
Ein=leitung	w11050
<g/>
=
in	w11052
die	w11053
Kenntniß	w11054
der	w11055
Politik	w11056
<g/>
,
Finanz	w11058
<g/>
=
und	w11060
Handlungswissenschaft	w11061
<g/>
,
a	w11063
<g/>
.
d	w11065
<g/>
.
Französischen	w11067
übersetzt	w11068
<g/>
,
und	w11070
mit	w11071
Zugaben	w11072
größtentheils	w11073
das	w11074
rußische	w11075
Reich	w11076
betreffend	w11077
<g/>
,
begleitet	w11079
⁊c	w11080
<g/>
.
3	w11082
Theile	w11083
<g/>
,
8	w11085
<g/>
.
Riga	w11087
1773	w11088
<g/>
-
75	w11090
3	w11091
fl	w11092
<g/>
.
15	w11094
kr	w11095
<g/>
.
</p>
<p id="p208">
Vochs	w11097
<g/>
(
Lukas	w11099
<g/>
)
Feldbefestigung	w11101
oder	w11102
Ver=schanzungskunst	w11103
<g/>
=
<g/>
,
zum	w11106
Gebrauch	w11107
junger	w11108
Offiziers	w11109
<g/>
,
Kadeten	w11111
<g/>
,
Unteroffiziers	w11113
und	w11114
andrer	w11115
Liebhaber	w11116
<g/>
,
m	w11118
<g/>
.
Kupf	w11120
<g/>
.
8	w11122
<g/>
.
Augsb	w11124
<g/>
.
1775	w11126
<g/>
.
54	w11128
kr	w11129
<g/>
.
</p>
<p id="p209">
Kunst	w11131
<g/>
,
Situationsplans	w11133
mit	w11134
Hülfe	w11135
einer	w11136
be=sonders	w11137
<g/>
=
dazu	w11139
verfertigten	w11140
Schreibtafel	w11141
auf	w11142
ver=schiedene	w11143
<g/>
=
Arten	w11145
aufzunehmen	w11146
und	w11147
zu	w11148
zeichnen	w11149
⁊c	w11150
<g/>
.
mit	w11152
illuminirten	w11153
Kupfern	w11154
<g/>
,
8	w11156
<g/>
.
ebend	w11158
<g/>
.
1775	w11160
<g/>
.
1	w11162
fl	w11163
<g/>
.
8	w11165
kr	w11166
<g/>
.
</p>
<p id="p210">
Struensees	w11168
<g/>
(
Karl	w11170
August	w11171
<g/>
)
Anfangsgründe	w11173
der	w11174
Kriegsbaukunst	w11175
in	w11176
3	w11177
Theilen	w11178
<g/>
,
1	w11180
<g/>
.
von	w11182
der	w11183
Befestigungskunst	w11184
m	w11185
Felde	w11186
<g/>
,
2	w11188
<g/>
.
von	w11190
Beschaf=fenheit	w11191
<g/>
=
der	w11193
eigentlichen	w11194
Festungen	w11195
<g/>
,
und	w11197
3	w11198
<g/>
.
von	w11200
dem	w11201
Angrif	w11202
und	w11203
Vertheidigung	w11204
derselben	w11205
<g/>
;
mit	w11207
Kupf	w11208
<g/>
.
gr	w11210
<g/>
.
8	w11212
<g/>
.
Leipz	w11214
<g/>
.
1771	w11216
74	w11217
9	w11218
fl	w11219
<g/>
.
45	w11221
kr	w11222
<g/>
.
</p>
<p id="p211">
Neue	w11224
Kriegsbibliothek	w11225
oder	w11226
gesammelte	w11227
Bey=träge	w11228
<g/>
=
zur	w11230
Kriegswissenschaft	w11231
<g/>
,
2	w11233
Theile	w11234
<g/>
,
mit	w11236
Kupf	w11237
<g/>
.
gr	w11239
<g/>
.
8	w11241
<g/>
.
Breßlau	w11243
1775	w11244
<g/>
.
4	w11246
fl	w11247
<g/>
.
30	w11249
kr	w11250
<g/>
.
</p>
<p id="p212">
Unterricht	w11252
<g/>
(
kurzer	w11254
<g/>
)
in	w11256
der	w11257
Rechenkunst	w11258
und	w11259
Meßkunst	w11260
<g/>
,
zum	w11262
Gebrauch	w11263
der	w11264
Jugend	w11265
<g/>
,
von	w11267
Herrn	w11268
Zeplichal	w11269
<g/>
,
8	w11271
<g/>
.
Breßl	w11273
<g/>
.
1775	w11275
<g/>
.
1	w11277
fl	w11278
<g/>
.
</p>
<p id="p213">
Borns	w11280
<g/>
(
Jgnatz	w11282
Edlen	w11283
vor	w11284
<g/>
)
Abhandlungen	w11286
einer	w11287
Privatgesellschaft	w11288
<g/>
,
zur	w11290
Aufnahme	w11291
der	w11292
Ma=themathik	w11293
<g/>
=
<g/>
,
der	w11296
vaterländischen	w11297
Geschichte	w11298
und	w11299
der	w11300
Naturgeschichte	w11301
⁊c	w11302
<g/>
.
m	w11304
<g/>
.
K	w11306
<g/>
.
gr	w11308
<g/>
.
8	w11310
<g/>
.
Prag	w11312
1775	w11313
<g/>
.
</p>
<p id="p214">
Spenglers	w11315
<g/>
(
Joseph	w11317
<g/>
)
Optick	w11319
<g/>
,
Katoptrick	w11321
und	w11322
Dioptrick	w11323
in	w11324
2	w11325
Theilen	w11326
<g/>
,
<g/>
.
m	w11329
<g/>
.
Kupf	w11331
<g/>
.
gr	w11333
<g/>
.
8	w11335
<g/>
.
Augst	w11337
<g/>
.
1775	w11339
<g/>
.
1	w11341
fl	w11342
<g/>
.
45	w11344
kr	w11345
<g/>
.
</p>
<p id="p215">
Neueste	w11347
Geographie	w11348
zum	w11349
Gebrauch	w11350
der	w11351
Ju=gend	w11352
<g/>
=
<g/>
,
in	w11355
2	w11356
Theilen	w11357
<g/>
,
die	w11359
allgemeine	w11360
und	w11361
beson=dere	w11362
<g/>
=
Erdbeschreibung	w11364
enthaltend	w11365
⁊c	w11366
<g/>
.
von	w11368
Herrn	w11369
Zeplichal	w11370
<g/>
/
8	w11372
<g/>
.
Breßl	w11374
<g/>
.
1774	w11376
<g/>
.
1	w11378
fl	w11379
<g/>
.
15	w11381
kr	w11382
<g/>
.
</p>
<p id="p216">
Schwabens	w11384
<g/>
(
Joh	w11386
<g/>
.
Joach	w11388
<g/>
.
<g/>
)
Anleitung	w11391
zum	w11392
kaufmännischen	w11393
Briefwechsel	w11394
<g/>
,
zum	w11396
Beßten	w11397
jun=ger	w11398
<g/>
=
Handlungsbedienter	w11400
⁊c	w11401
8	w11402
<g/>
.
Leipz	w11404
<g/>
.
1767	w11406
<g/>
.
34	w11408
kr	w11409
<g/>
.
</p>
<p id="p217">
Herwigs	w11411
<g/>
(
Joh	w11413
<g/>
.
Just	w11415
<g/>
.
<g/>
)
Grundriß	w11418
der	w11419
elegan=ten	w11420
<g/>
=
Litteratur	w11422
<g/>
,
zum	w11424
Gebrauch	w11425
seiner	w11426
Vorlesun=gen	w11427
<g/>
=
<g/>
,
8	w11430
<g/>
.
Wirtzb	w11432
<g/>
.
1775	w11434
<g/>
.
1	w11436
fl	w11437
<g/>
.
15	w11439
kr	w11440
<g/>
.
</p>
<p id="p218">
Asch	w11442
<g/>
(
John	w11444
<g/>
)
gramatikalische	w11446
Anleitung	w11447
zur	w11448
englischen	w11449
Sprache	w11450
<g/>
,
aus	w11452
dem	w11453
Englischen	w11454
über=setzt	w11455
<g/>
=
<g/>
,
8	w11458
<g/>
.
Berlin	w11460
1775	w11461
<g/>
.
24	w11463
kr	w11464
<g/>
.
</p>
<p id="p219">
le	w11466
Fevre	w11467
<g/>
(
Herrn	w11469
<g/>
)
Versuch	w11471
über	w11472
die	w11473
Wienen	w11474
⁊c	w11475
<g/>
.
m	w11477
<g/>
.
Kupf	w11479
<g/>
.
gr	w11481
<g/>
.
4	w11483
<g/>
.
1767	w11485
<g/>
.
1	w11487
fl	w11488
<g/>
.
</p>
<head id="p220">
Jn	w11490
der	w11491
von	w11492
Ghelenschen	w11493
Buchhandlung	w11494
<g/>
,
auf	w11496
dem	w11497
hohen	w11498
Markt	w11499
nahe	w11500
an	w11501
den	w11502
Fleischbänken	w11503
<g/>
,
der	w11505
Schlange	w11506
gegenüber	w11507
<g/>
,
im	w11509
Postelschen	w11510
Hause	w11511
Nro	w11512
<g/>
.
520	w11514
sind	w11515
nebst	w11516
vielen	w11517
alten	w11518
sehr	w11519
raren	w11520
und	w11521
neuen	w11522
Büchern	w11523
<g/>
,
Landkarten	w11525
und	w11526
Kupferstichen	w11527
<g/>
,
auch	w11529
folgende	w11530
zu	w11531
haben	w11532
<g/>
.
</head>
<p id="">
</p>
<p id="">
</p>
<list id="">
Junkers	w11534
Briefsteller	w11535
<g/>
,
8	w11537
<g/>
.
18	w11539
<g/>
.
k	w11541
<g/>
.
Ubsens	w11543
wohlinformirter	w11544
Redner	w11545
<g/>
,
12	w11547
<g/>
.
10	w11549
kr	w11550
<g/>
.
Geographisches	w11552
Handbüchlein	w11553
der	w11554
ganzen	w11555
Welt	w11556
<g/>
,
12	w11558
<g/>
.
24	w11560
kr	w11561
<g/>
.
Abrégé	w11563
de	w11564
le	w11565
Histoire	w11566
ecclesiastique	w11567
<g/>
,
3	w11569
Tomes	w11570
<g/>
,
8	w11572
<g/>
.
8	w11574
<g/>
.
fl	w11576
<g/>
.
<g/>
-
<g/>
-
<g/>
-
<g/>
-
de	w11582
I'Histoire	w11583
de	w11584
france	w11585
nouvelle	w11586
Ediƈtion	w11587
4	w11588
<g/>
.
fl	w11590
<g/>
.
<g/>
-
<g/>
-
<g/>
-
<g/>
-
de	w11596
Geographie	w11597
<g/>
,
dans	w11599
Ie	w11600
quel	w11601
ou	w11602
à	w11603
detaillé	w11604
ce	w11605
qui	w11606
regarde	w11607
l'Empire	w11608
Allemaude	w11609
&c	w11610
<g/>
.
8	w11612
<g/>
.
24	w11614
kr	w11615
<g/>
.
Anatomie	w11617
par	w11618
Heister	w11619
<g/>
,
avec	w11621
des	w11622
Essais	w11623
de	w11624
physique	w11625
<g/>
,
3	w11627
Tomes	w11628
<g/>
,
gr	w11630
<g/>
.
12	w11632
<g/>
.
relié	w11634
en	w11635
Veau	w11636
4	w11637
fl	w11638
<g/>
.
Anne	w11640
Belle	w11641
histoire	w11642
Angloise	w11643
par	w11644
Mr	w11645
<g/>
,
d'Arnaud	w11647
<g/>
,
8	w11649
<g/>
.
51	w11651
kr	w11652
<g/>
.
Les	w11654
deux	w11655
Miliciens	w11656
<g/>
,
ou	w11658
l'Orpheline	w11659
Villagenise	w11660
<g/>
,
8	w11662
<g/>
.
Paris	w11664
1771	w11665
<g/>
.
40	w11667
kr	w11668
<g/>
.
la	w11670
Mere	w11671
Falouse	w11672
<g/>
,
Comedie	w11674
en	w11675
3	w11676
<g/>
.
actes	w11678
<g/>
.
8	w11680
<g/>
.
Paris	w11682
1772	w11683
<g/>
.
45	w11685
kr	w11686
<g/>
.
<g/>
-
<g/>
-
<g/>
-
<g/>
-
Coquette	w11692
<g/>
,
ou	w11694
les	w11695
amans	w11696
brouillés	w11697
par	w11698
Mr	w11699
<g/>
.
Quinanlt	w11701
<g/>
.
8	w11703
Paris	w11704
1769	w11705
<g/>
.
45	w11707
kr	w11708
<g/>
.
Description	w11710
des	w11711
Tableaux	w11712
de	w11713
Ia	w11714
Gallarie	w11715
Royale	w11716
