<doc id="wr_1762-08-11" attrs="word" year="1762" month="08" day="11" corpus="2">
<head id="h2_d681e2802">
Lissabon	w1_d681e2806
nicht	w11_d681e24304
weichen	w13_d681e24308
wollte,	w15_d681e24311
ließ	w17_d681e24314
ich	w19_d681e24317
darin	w21_d681e24320
ein	w23_d681e24323
Haus	w25_d681e24327
</p>
<p id="p18_d681e24340">
durch	w1_d681e24344
die	w3_d681e24347
Haubitzen	w5_d681e24350
anzünden,	w7_d681e24353
zu	w9_d681e24356
welcher	w11_d681e24359
Zeit	w13_d681e24363
zugleich	w15_d681e24366
des	w17_d681e24369
Okelischen	w19_d681e24372
Regi	w21_d681e24375
ments	w1_d681e24380
Hauptmann	w3_d681e24383
Keyrers,	w5_d681e24386
mit	w7_d681e24389
der	w9_d681e24392
Grenadiers=compagnie	w11_d681e24395
auf	w13_d681e24399
das	w15_d681e24402
Dorf	w17_d681e24405
hin	w19_d681e24408
unter	w1_d681e24413
im	w3_d681e24416
vollen	w5_d681e24419
Lauf	w7_d681e24422
anruckte,	w9_d681e24425
und	w11_d681e24428
der	w13_d681e24432
Feind	w15_d681e24435
dergestalt	w17_d681e24438
solches	w19_d681e24441
zu	w21_d681e24444
verlassen,	w23_d681e24447
gezwulgen	w1_d681e24453
wurde;	w3_d681e24456
den	w5_d681e24459
Hrn	w7_d681e24462
F.	w9_d681e24465
M.	w11_d681e24468
L.	w13_d681e24472
Grafen	w15_d681e24475
v.	w17_d681e24478
Stampa,	w19_d681e24481
liesse	w21_d681e24484
ich	w23_d681e24487
an	w25_d681e24491
dem	w27_d681e24494
Fuß	w1_d681e24499
des	w3_d681e24502
Bergs	w5_d681e24505
mit	w7_d681e24508
seinem	w9_d681e24511
unterhabenden	w11_d681e24514
Regiment	w13_d681e24518
und	w15_d681e24521
dem	w17_d681e24524
Bathyanischen,	w19_d681e24527
desgleichen	w1_d681e24532
oberhalb	w3_d681e24535
das	w5_d681e24538
Regiment	w7_d681e24541
Carl	w9_d681e24544
Lothringen	w11_d681e24547
halten,	w13_d681e24551
um	w15_d681e24554
durch	w17_d681e24557
die	w19_d681e24560
guten	w21_d681e24563
Veranstaltungen	w1_d681e24568
des	w3_d681e24571
gedachten	w5_d681e24574
Hrn.	w7_d681e24577
F.	w9_d681e24580
M.	w11_d681e24583
L.	w13_d681e24587
zu	w15_d681e24590
verhindern,	w17_d681e24593
daß	w19_d681e24596
der	w21_d681e24599
Feind,	w23_d681e24602
welcher	w1_d681e24608
von	w3_d681e24611
Seiten	w5_d681e24614
Sedenz	w7_d681e24617
mit	w9_d681e24620
einer	w11_d681e24623
Colonne	w13_d681e24627
gegen	w15_d681e24630
Töplitz	w17_d681e24633
marschiren	w19_d681e24636
wollte,	w21_d681e24639
nicht	w1_d681e24644
weiters	w3_d681e24647
vordringen	w5_d681e24650
könte;	w7_d681e24653
hierauf	w9_d681e24656
marschirte	w11_d681e24659
das	w13_d681e24663
Carl	w15_d681e24666
Lothringische	w17_d681e24669
Re	w19_d681e24672
giment	w1_d681e24677
durch	w3_d681e24680
den	w5_d681e24683
Wald,	w7_d681e24686
und	w9_d681e24689
postirte	w11_d681e24692
sich	w13_d681e24696
auf	w15_d681e24699
denen	w17_d681e24702
Anhöhen	w19_d681e24705
von	w21_d681e24708
dem	w23_d681e24711
Gal	w25_d681e24715
genbusch,	w1_d681e24720
und	w3_d681e24723
canonirte	w5_d681e24726
von	w7_d681e24729
dannen	w9_d681e24732
den	w11_d681e24735
Feind;	w13_d681e24739
da	w15_d681e24742
aber	w17_d681e24745
dieser	w19_d681e24748
dessen	w21_d681e24751
unge	w23_d681e24754
achtet,	w1_d681e24760
mit	w3_d681e24763
seinen	w5_d681e24766
Escadronen	w7_d681e24769
immer	w9_d681e24772
formirter	w11_d681e24775
stehen	w13_d681e24779
blieb;	w15_d681e24782
so	w17_d681e24785
ließ	w19_d681e24788
obbemeldter	w21_d681e24791
Hr	w1_d681e24796
General	w3_d681e24799
durch	w5_d681e24802
einige	w7_d681e24805
Escadrons	w9_d681e24808
den	w11_d681e24811
Feind	w13_d681e24815
vertreiben,	w15_d681e24818
und	w17_d681e24821
ich	w19_d681e24824
befahl	w21_d681e24827
zu	w23_d681e24830
gleich	w1_d681e24835
dem	w3_d681e24838
Okellischen	w5_d681e24841
Obristen	w7_d681e24844
2.	w9_d681e24847
Habb=canonen	w11_d681e24850
unter	w13_d681e24854
Bedeckung	w15_d681e24857
einer	w17_d681e24860
Gre	w19_d681e24863
nadiers=compagnie	w1_d681e24868
abwärts	w3_d681e24871
den	w5_d681e24874
Berg	w7_d681e24877
bis	w9_d681e24880
an	w11_d681e24883
das	w13_d681e24887
Creuz	w15_d681e24890
vom	w17_d681e24893
Dorf	w19_d681e24896
Gradrob	w21_d681e24899
zu	w1_d681e24905
führen,	w3_d681e24908
und	w5_d681e24911
damit	w7_d681e24914
sowol	w9_d681e24917
die	w11_d681e24920
stehenden,	w13_d681e24924
als	w15_d681e24927
succeßive	w17_d681e24930
von	w19_d681e24933
der	w21_d681e24936
Gegend	w23_d681e24939
Töp	w25_d681e24943
litz	w1_d681e24948
zuruck	w3_d681e24951
kommende	w5_d681e24954
Escadrons	w7_d681e24957
zu	w9_d681e24960
canoniren,	w11_d681e24963
um	w13_d681e24967
sie	w15_d681e24970
folgends	w17_d681e24973
gänzlich	w19_d681e24976
zu	w21_d681e24979
delo	w23_d681e24982
giren,	w1_d681e24987
worauf	w3_d681e24990
sowol	w5_d681e24993
des	w7_d681e24996
Feindes	w9_d681e24999
Jnfanterie,	w11_d681e25002
als	w13_d681e25006
Cavallerie	w15_d681e25009
sich	w17_d681e25012
auf	w19_d681e25015
einmal	w21_d681e25018
gänz	w1_d681e25023
ich	w3_d681e25026
retirirte.	w5_d681e25029
Uebrigens	w7_d681e25032
ist	w9_d681e25035
um	w11_d681e25038
4.	w13_d681e25042
Uhr	w15_d681e25045
fruhe	w17_d681e25048
der	w19_d681e25051
erste	w21_d681e25054
Stuck=schuß	w23_d681e25057
gesche	w25_d681e25061
hen,	w1_d681e25067
worauf	w3_d681e25070
sofort	w5_d681e25073
von	w7_d681e25076
dem	w9_d681e25079
Feind	w11_d681e25082
die	w13_d681e25086
Attaque	w15_d681e25089
angefangen,	w17_d681e25092
und	w19_d681e25095
mit	w21_d681e25098
ungemei	w23_d681e25101
ner	w1_d681e25106
Lebhaftigkeit	w3_d681e25109
von	w5_d681e25112
allen	w7_d681e25115
Seiten	w9_d681e25118
fortgesetzet	w11_d681e25121
worden.	w13_d681e25125
Jch	w15_d681e25128
kan	w17_d681e25131
hiebey	w19_d681e25134
beson	w21_d681e25137
ders	w1_d681e25142
des	w3_d681e25145
Hrn.	w5_d681e25148
F.	w7_d681e25151
M.	w9_d681e25154
L.	w11_d681e25157
Grafen	w13_d681e25161
v.	w15_d681e25164
Stampa	w17_d681e25167
bezeigten	w19_d681e25170
Eifer	w21_d681e25173
und	w23_d681e25176
Standhaftigkeit,	w25_d681e25180
desgleichen	w1_d681e25185
auch	w3_d681e25188
des	w5_d681e25191
Hrn.	w7_d681e25194
General	w9_d681e25197
major	w11_d681e25200
Marquis	w13_d681e25204
von	w15_d681e25207
Voghera,	w17_d681e25210
und	w19_d681e25213
deren	w21_d681e25216
sammentlichen	w1_d681e25222
Jnfanterie	w3_d681e25225
und	w5_d681e25228
Cavallerie=regimenter	w7_d681e25231
nicht	w9_d681e25234
genugsam	w11_d681e25237
beloben,	w13_d681e25241
sondern	w1_d681e25246
überhaupt	w3_d681e25249
ihre	w5_d681e25252
bezeigte	w7_d681e25255
Tapferkeit	w9_d681e25258
in	w11_d681e25261
allwege	w13_d681e25265
anrühmen,	w15_d681e25268
gleichwie	w17_d681e25271
auch	w19_d681e25274
die	w1_d681e25279
Artillerie	w3_d681e25282
unter	w5_d681e25285
Commando	w7_d681e25288
des	w9_d681e25291
Hrn.	w11_d681e25294
Artillerie=obrist=wachtmeisters	w13_d681e25298
von	w15_d681e25301
Meger	w1_d681e25306
ihre	w3_d681e25309
Schuldigkeit	w5_d681e25312
bestens	w7_d681e25315
bewiesen	w9_d681e25318
hat.	w11_d681e25321
Den	w13_d681e25325
Verlust	w15_d681e25328
deren	w17_d681e25331
TodBles	w19_d681e25334
sirten	w1_d681e25340
und	w3_d681e25343
Abgängigen	w5_d681e25346
habe	w7_d681e25349
ich	w9_d681e25352
hiemit	w11_d681e25355
beylegen,	w13_d681e25359
und	w15_d681e25362
anbey,	w17_d681e25365
was	w19_d681e25368
ich	w21_d681e25371
feindlicher	w23_d681e25374
Seits	w1_d681e25379
an	w3_d681e25382
Gefangenen,	w5_d681e25385
Bleßirten	w7_d681e25388
und	w9_d681e25391
Deserteurs	w11_d681e25394
überkommen	w13_d681e25398
habe,	w15_d681e25401
wie	w17_d681e25404
auch	w19_d681e25407
die	w1_d681e25412
Anzhhl	w3_d681e25415
deren	w5_d681e25418
Todten,	w7_d681e25421
welche	w9_d681e25424
auf	w11_d681e25427
dem	w13_d681e25431
Wahlplatz	w15_d681e25434
begraben	w17_d681e25437
worden,	w19_d681e25440
an	w21_d681e25443
zeigen	w1_d681e25448
sollen;	w3_d681e25451
Gewiß	w5_d681e25454
ist	w7_d681e25457
es,	w9_d681e25460
daß	w11_d681e25463
die	w13_d681e25467
feindl.	w15_d681e25470
Jnfanterie,	w17_d681e25473
so	w19_d681e25476
bey	w21_d681e25479
dem	w23_d681e25482
Seidlitzi	w25_d681e25486
schen	w1_d681e25492
Corps	w3_d681e25495
ware,	w5_d681e25498
gänzlich	w7_d681e25501
ruiniret	w9_d681e25504
ist.	w11_d681e25507
</p>
<p id="p20_d681e25510">
Prinz	w1_d681e25514
von	w3_d681e25517
Löwenstein,	w5_d681e25520
Gen.	w1_d681e25525
der	w3_d681e25528
Cavallerie.	w5_d681e25531
</p>
<p id="p26_d681e25545">
Verzeichnüß	w1_d681e25551
was	w3_d681e25554
von	w5_d681e25557
nachstehenden	w7_d681e25560
Löbl.	w9_d681e25563
Jnfanterie	w11_d681e25566
und	w13_d681e25570
Cavallerie	w15_d681e25573
regimentern	w1_d681e25578
den	w3_d681e25581
2.	w5_d681e25584
Aug	w7_d681e25587
1762.	w9_d681e25590
bey	w11_d681e25593
der	w13_d681e25597
Affaire	w15_d681e25600
zu	w17_d681e25603
Töplitz	w19_d681e25606
vor	w21_d681e25609
dem	w23_d681e25612
Feind	w25_d681e25616
verloren	w1_d681e25621
gegangen,	w3_d681e25624
oder	w5_d681e25627
bleßiret	w7_d681e25630
worden.	w9_d681e25633
</p>
<head id="h2_d681e25639">
Von	w1_d681e25643
der	w3_d681e25646
Jnfanterie.	w5_d681e25649
</head>
<p id="p4_d681e25652">
Von	w1_d681e25656
Pallavicini:	w3_d681e25659
Vom	w5_d681e25662
Feldwäbel	w7_d681e25665
an	w9_d681e25668
2.	w11_d681e25671
Mann	w13_d681e25675
tod,	w15_d681e25678
3.	w17_d681e25681
bleßirt,	w19_d681e25684
6.	w21_d681e25687
Verlorne,	w23_d681e25690
Summa	w1_d681e25695
11.	w3_d681e25698
Mann.	w5_d681e25701
Von	w7_d681e25704
Ockelli:	w9_d681e25707
Major	w11_d681e25710
Wenkheim,	w13_d681e25714
Houptleute	w15_d681e25717
Monier,	w17_d681e25720
und	w19_d681e25723
Cami	w21_d681e25726
sant	w1_d681e25731
bleßirt.	w3_d681e25734
Vom	w5_d681e25737
Feldwäbel	w7_d681e25740
an	w9_d681e25743
1.	w11_d681e25746
Mann	w13_d681e25750
tod,	w15_d681e25753
56.	w17_d681e25756
bleßirt,	w19_d681e25759
11.	w21_d681e25762
Verlorne	w23_d681e25765
Summa	w25_d681e25769
71.	w27_d681e25772
Mann.	w29_d681e25775
Von	w1_d681e25781
Esterhazy:	w3_d681e25784
Hauptmann	w5_d681e25787
Georg	w7_d681e25790
Tuggi,	w9_d681e25793
und	w11_d681e25796
Ober=leutenant	w13_d681e25800
Baron	w15_d681e25803
Rassel	w17_d681e25806
bleßirt.	w19_d681e25809
Vom	w21_d681e25812
Feldn	w1_d681e25817
äbel	w3_d681e25820
an	w5_d681e25823
4	w7_d681e25826
Mann	w9_d681e25829
tod,	w11_d681e25832
20.	w13_d681e25836
bleßirt,	w15_d681e25839
21.	w17_d681e25842
Verlorne.	w19_d681e25845
Summa	w21_d681e25848
47.	w23_d681e25851
Mann.	w25_d681e25855
Von	w27_d681e25858
Gyulav:	w29_d681e25861
Ober	w1_d681e25866
leut	w3_d681e25869
nant	w5_d681e25872
Theyerlsberg,	w7_d681e25875
und	w9_d681e25878
Unter=leutenant	w11_d681e25881
Graf	w13_d681e25885
Gemming	w15_d681e25888
tod,	w17_d681e25891
Major	w19_d681e25894
Alimann,	w21_d681e25897
Grena	w23_d681e25900
dier	w1_d681e25905
hauptmann	w3_d681e25908
Alvinei,	w5_d681e25911
Ober=leutenant	w7_d681e25914
Parezi,	w9_d681e25917
Unter=leutenante	w11_d681e25920
Eckard,	w13_d681e25924
Graf	w15_d681e25927
Kemini,	w17_d681e25930
Abat,	w19_d681e25933
und	w1_d681e25939
Fähndrich	w3_d681e25942
Dugott	w5_d681e25945
bleßirt.	w7_d681e25948
Vom	w9_d681e25951
Feldwäbel	w11_d681e25954
an	w13_d681e25958
89.	w15_d681e25961
Mann	w17_d681e25964
tod,	w19_d681e25967
186.	w21_d681e25970
bleßirt,	w23_d681e25973
Summa	w25_d681e25977
284.	w27_d681e25980
Mann.	w1_d681e25985
Von	w3_d681e25988
der	w5_d681e25991
Artillerie:	w7_d681e25994
3.	w9_d681e25997
Mann	w11_d681e26000
bleßirt.	w13_d681e26004
Summa	w1_d681e26009
der	w3_d681e26012
Jnfanterie	w5_d681e26015
416.	w7_d681e26018
Mann.	w9_d681e26021
</p>
<head id="h2_d681e26027">
Von	w1_d681e26031
der	w3_d681e26034
Cavallerie.	w5_d681e26037
</head>
<p id="p4_d681e26040">
Von	w1_d681e26044
Bathyani	w3_d681e26047
Dragoner:	w5_d681e26050
Vom	w7_d681e26053
Wachtmeister	w9_d681e26056
an	w11_d681e26059
1.	w13_d681e26063
Mann	w15_d681e26066
tod,	w17_d681e26069
6.	w19_d681e26072
Mann	w21_d681e26075
9.	w23_d681e26078
Pferde	w1_d681e26083
bleßirt,	w3_d681e26086
13.	w5_d681e26089
Mann	w7_d681e26092
13	w9_d681e26095
Pferde	w11_d681e26098
verloren.	w13_d681e26102
Summa	w15_d681e26105
20.	w17_d681e26108
Mann	w19_d681e26111
22.	w21_d681e26114
Pferde.	w23_d681e26117
Von	w25_d681e26121
Carl	w27_d681e26124
Palfy	w1_d681e26129
Cüraßler:	w3_d681e26132
Vom	w5_d681e26135
Wachtmeister	w7_d681e26138
an	w9_d681e26141
1.	w11_d681e26144
Pferd	w13_d681e26148
tod.	w15_d681e26151
1.	w17_d681e26154
Mann	w19_d681e26157
4.	w21_d681e26160
Pferde	w23_d681e26163
bleßirt,	w25_d681e26167
44.	w27_d681e26170
Mann	w1_d681e26176
43.	w3_d681e26179
Pferde	w5_d681e26182
verloren	w7_d681e26185
Summa	w9_d681e26188
45.	w11_d681e26191
Mann	w13_d681e26195
48.	w15_d681e26198
Pferde.	w17_d681e26201
Von	w19_d681e26204
Benedict	w21_d681e26207
Daun:	w23_d681e26210
Rittmeister	w1_d681e26215
Meichhammer	w3_d681e26218
tod.	w5_d681e26221
Vom	w7_d681e26224
Wachtmeister	w9_d681e26227
an:	w11_d681e26230
37.	w13_d681e26234
Mann	w15_d681e26237
32.	w17_d681e26240
Pferde	w19_d681e26243
tod,	w21_d681e26246
9	w23_d681e26249
Mann	w25_d681e26253
4	w1_d681e26258
Pferde	w3_d681e26261
bleßirt,	w5_d681e26264
42.	w7_d681e26267
Mann	w9_d681e26270
42.	w11_d681e26273
Pferde	w13_d681e26277
verloren.	w15_d681e26280
Summa	w17_d681e26283
89.	w19_d681e26286
Mann	w21_d681e26289
79.	w23_d681e26292
Pferde.	w25_d681e26296
Stam	w27_d681e26299
Pa.	w1_d681e26304
Rettmeister	w3_d681e26307
Graf	w5_d681e26310
Wetz	w7_d681e26313
bleßirt,	w9_d681e26316
Ober=leutenant	w11_d681e26319
Gußmann	w13_d681e26323
verloren.	w15_d681e26326
Vom	w17_d681e26329
Wachtmeister	w19_d681e26332
an	w1_d681e26338
1.	w3_d681e26341
Pferd	w5_d681e26344
tod,	w7_d681e26347
8.	w9_d681e26350
Mann	w11_d681e26353
8.	w13_d681e26357
Pferde	w15_d681e26360
bleßirt,	w17_d681e26363
87.	w19_d681e26366
Mann	w21_d681e26369
92.	w23_d681e26372
Pferde	w25_d681e26376
verloren.	w27_d681e26379
Summa	w29_d681e26382
97,	w31_d681e26385
Mann	w1_d681e26390
103.	w3_d681e26393
Pferde.	w5_d681e26396
Summa	w1_d681e26401
der	w3_d681e26404
Cavallerie	w5_d681e26407
251.	w7_d681e26410
Mann	w9_d681e26413
252.	w11_d681e26416
Pferde.	w13_d681e26420
Summa	w1_d681e26425
Summarum	w3_d681e26428
667.	w5_d681e26431
Mann	w7_d681e26434
252.	w9_d681e26437
Pferde.	w11_d681e26440
</p>
<p id="p6_d681e26443">
Specification	w1_d681e26447
deren	w3_d681e26450
den	w5_d681e26453
2.	w7_d681e26456
Augusti	w9_d681e26459
in	w11_d681e26462
der	w13_d681e26466
Affairie	w15_d681e26469
bey	w17_d681e26472
Töplitz	w19_d681e26475
gemach	w21_d681e26478
ten	w1_d681e26483
Preußischen	w3_d681e26486
Kriegs=gefangenen.	w5_d681e26489
</p>
<p id="p8_d681e26492">
Regimenter:	w1_d681e26496
Heilsbegische	w3_d681e26499
Grenadiers	w5_d681e26502
Bataillon:	w7_d681e26505
Officier	w9_d681e26508
2.	w11_d681e26511
Von	w13_d681e26515
Feldwäbel	w15_d681e26518
an	w17_d681e26521
45.	w19_d681e26524
Lindn	w1_d681e26529
vom	w3_d681e26532
Feldwäbel	w5_d681e26535
an	w7_d681e26538
41.	w9_d681e26541
Seeburg	w11_d681e26544
von	w13_d681e26548
Feldwäbel	w15_d681e26551
an	w17_d681e26554
37.	w19_d681e26557
Lossau	w21_d681e26560
vom	w23_d681e26563
Feldwäbel	w25_d681e26567
an	w27_d681e26570
69.	w29_d681e26573
Kalckstein	w1_d681e26578
Officier	w3_d681e26581
2.	w5_d681e26584
Vom	w7_d681e26587
Feldwäbel	w9_d681e26590
an	w11_d681e26593
1.	w13_d681e26597
Natalis	w15_d681e26600
vom	w17_d681e26603
Feldwäbel	w19_d681e26606
an	w21_d681e26609
25.	w23_d681e26612
Rebel	w25_d681e26616
vum	w27_d681e26619
Feld	w29_d681e26622
wäbel	w1_d681e26628
an	w3_d681e26631
28.	w5_d681e26634
Jung	w7_d681e26637
Stutterheim	w9_d681e26640
vom	w11_d681e26643
Feldwävel	w13_d681e26647
an	w15_d681e26650
5.	w17_d681e26653
Zastrow	w19_d681e26656
vom	w21_d681e26659
Feldwädel	w23_d681e26662
an	w25_d681e26666
1.	w27_d681e26669
Kleist	w29_d681e26672
Croaten	w1_d681e26677
vom	w3_d681e26680
Feldwäbel	w5_d681e26683
an	w7_d681e26686
4.	w9_d681e26689
Kleist	w11_d681e26692
Dragoner	w13_d681e26696
vom	w15_d681e26699
Feldwäbel	w17_d681e26702
an	w19_d681e26705
2.	w21_d681e26708
Krockau	w23_d681e26711
vom	w25_d681e26715
Feldwävel	w27_d681e26718
an	w1_d681e26723
1.	w3_d681e26726
Platten	w5_d681e26729
vom	w7_d681e26732
Feldwäbel	w9_d681e26735
an	w11_d681e26738
1.	w13_d681e26742
Belingen	w15_d681e26745
schwartze	w17_d681e26748
Hussaren	w19_d681e26751
vom	w21_d681e26754
Feldwäbel	w23_d681e26757
an	w25_d681e26761
7.	w27_d681e26764
Nebst	w29_d681e26767
diesen	w1_d681e26772
befinden	w3_d681e26775
sich	w5_d681e26778
noch	w7_d681e26781
in	w9_d681e26784
Aussig,	w11_d681e26787
welche	w13_d681e26791
mit	w15_d681e26794
einer	w17_d681e26797
Bedeckung	w19_d681e26800
dahin	w21_d681e26803
abgange	w23_d681e26806
vom	w25_d681e26810
Feldwäbel	w27_d681e26813
an	w29_d681e26816
63.	w31_d681e26819
Summa	w1_d681e26825
der	w3_d681e26828
Kriegs=gefangenen	w5_d681e26831
4.	w7_d681e26834
Officiers,	w9_d681e26837
330.	w11_d681e26840
vom	w13_d681e26844
Feldwäbel	w15_d681e26847
an.	w17_d681e26850
Summa	w19_d681e26853
334.	w21_d681e26856
Verloffene	w1_d681e26861
und	w3_d681e26864
Deserteurs,	w5_d681e26867
welche	w7_d681e26870
auf	w9_d681e26873
allen	w11_d681e26876
Strassen	w13_d681e26880
angetroffen	w15_d681e26883
worden,	w17_d681e26886
erstrecken	w19_d681e26889
sich	w21_d681e26892
schon	w23_d681e26895
über	w1_d681e26900
400.	w3_d681e26903
An	w5_d681e26906
feindlichen	w7_d681e26909
Todten	w9_d681e26912
sind	w11_d681e26915
schon	w13_d681e26919
über	w15_d681e26922
500.	w17_d681e26925
Mann	w19_d681e26928
begraben	w21_d681e26931
worden.	w23_d681e26934
Summa	w25_d681e26938
Sumi	w27_d681e26941
marum	w1_d681e26946
1234.	w3_d681e26949
</p>
<head id="h2_d681e26955">
Namen	w1_d681e26959
deren	w3_d681e26962
gefangenen	w5_d681e26965
Officiers.	w7_d681e26968
</head>
<p id="p4_d681e26971">
Von	w1_d681e26975
Kalckstein,	w3_d681e26978
Obristwachtmeister	w5_d681e26981
von	w7_d681e26984
Kalckstein,	w9_d681e26987
und	w11_d681e26990
Leutenant	w13_d681e26994
de	w15_d681e26997
Champ	w17_d681e27000
2.	w19_d681e27003
Von	w21_d681e27006
Heilsberg	w1_d681e27011
Hauptmann	w3_d681e27014
von	w5_d681e27017
Zmieskall,	w7_d681e27020
und	w9_d681e27023
Adeldorff	w11_d681e27026
2.	w13_d681e27030
N.	w15_d681e27033
N.	w17_d681e27036
Sabatha	w19_d681e27039
1.	w21_d681e27042
</p>
</doc>
