<doc id="edoc_wd_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="1">
<head id="hl1">
Warschau	w39
veranlasset	w10750
haben	w10751
<g/>
,
den	w10753
Rußisch	w10754
<g/>
=
Kaiserl	w10756
<g/>
.
Thron	w10758
zu	w10759
besteigen	w10760
<g/>
.
Die	w10762
ganze	w10763
Welt	w10764
wird	w10765
schon	w10766
daraus	w10767
deutlich	w10768
erkannt	w10769
haben	w10770
<g/>
,
welchergestalt	w10772
der	w10773
Eifer	w10774
für	w10775
die	w10776
wahre	w10777
Religion	w10778
<g/>
,
die	w10780
Lie=be	w10781
<g/>
=
für	w10783
unser	w10784
Rußisches	w10785
Vatterland	w10786
<g/>
,
und	w10788
nächst	w10789
diesem	w10790
das	w10791
sehnliche	w10792
Ver=langen	w10793
<g/>
=
aller	w10795
Unser	w10796
getreuen	w10797
Unterthanen	w10798
<g/>
,
Uns	w10800
auf	w10801
dem	w10802
Throne	w10803
zu	w10804
sehen	w10805
<g/>
,
und	w10807
durch	w10808
Uns	w10809
sowol	w10810
von	w10811
denen	w10812
bereits	w10813
über	w10814
die	w10815
schwebenden	w10816
<g/>
,
als	w10818
noch	w10819
zu	w10820
beförchtenden	w10821
weit	w10822
grösseren	w10823
Gefährlichkeiten	w10824
errettet	w10825
zu	w10826
werden	w10827
<g/>
,
der	w10829
einzige	w10830
Bewegungs	w10831
<g/>
=
grund	w10833
dazu	w10834
gewesen	w10835
<g/>
.
Wir	w10837
haben	w10838
auch	w10839
selbst	w10840
Unser	w10841
Gewissen	w10842
von	w10843
der	w10844
gerechten	w10845
Furcht	w10846
nicht	w10847
befreyen	w10848
können	w10849
<g/>
,
daß	w10851
<g/>
,
woferne	w10853
Wir	w10854
nicht	w10855
bey	w10856
Zeiten	w10857
das	w10858
jenige	w10859
unternommen	w10860
hätten	w10861
<g/>
,
was	w10863
Uusere	w10864
Pflicht	w10865
gegen	w10866
GOtt	w10867
<g/>
,
dessen	w10869
Kirche	w10870
<g/>
,
und	w10872
heilige	w10873
Religion	w10874
von	w10875
Uns	w10876
erfordert	w10877
<g/>
,
Wir	w10879
solches	w10880
dermaleins	w10881
vor	w10882
seinem	w10883
strengen	w10884
Gerichte	w10885
würden	w10886
zu	w10887
verantworten	w10888
haben	w10889
<g/>
.
Der	w10891
allmächtige	w10892
GOtt	w10893
<g/>
,
der	w10895
uber	w10896
die	w10897
Königreiche	w10898
der	w10899
Menschen	w10900
die	w10901
höchste	w10902
Gewalt	w10903
hat	w10904
<g/>
,
und	w10906
sie	w10907
giebt	w10908
<g/>
,
wem	w10910
er	w10911
will	w10912
<g/>
,
hat	w10914
Unseren	w10915
gerechten	w10916
und	w10917
from=men	w10918
<g/>
=
Vorsatz	w10920
durch	w10921
den	w10922
Erfolg	w10923
dergestalt	w10924
gesegnet	w10925
<g/>
,
daß	w10927
Wir	w10928
Unseren	w10929
Thron	w10930
als	w10931
souveraine	w10932
Beherrscherin	w10933
bestiegen	w10934
<g/>
,
und	w10936
Unser	w10937
Vatterland	w10938
<g/>
,
ohne	w10940
eini=ges	w10941
<g/>
=
Blut	w10943
<g/>
=
vergiessen	w10945
<g/>
,
aus	w10947
allen	w10948
vorerwehnten	w10949
Gefährlichkeiten	w10950
glücklich	w10951
er=rettet	w10952
<g/>
=
haben	w10954
<g/>
;
wie	w10956
Wir	w10957
denn	w10958
auch	w10959
das	w10960
Vergnügen	w10961
gehabt	w10962
zu	w10963
sehen	w10964
<g/>
,
mit	w10966
wie	w10967
vielen	w10968
Regungen	w10969
der	w10970
zärtlichsten	w10971
Zuneigung	w10972
<g/>
,
Freude	w10974
<g/>
,
und	w10976
Erkenntlichkeit	w10977
<g/>
,
diese	w10979
Göttliche	w10980
Vorsorge	w10981
für	w10982
Uns	w10983
von	w10984
allen	w10985
Unseren	w10986
getreuen	w10987
Untertha=nen	w10988
<g/>
=
aufgenommen	w10990
worden	w10991
<g/>
,
und	w10993
mit	w10994
welchem	w10995
Eifer	w10996
dieselben	w10997
Uns	w10998
den	w10999
Eid	w11000
der	w11001
Treue	w11002
<g/>
,
von	w11004
der	w11005
Wir	w11006
schon	w11007
vorher	w11008
vollkommen	w11009
überzeugt	w11010
gewesen	w11011
<g/>
,
auf	w11013
das	w11014
feyerlichste	w11015
geleistet	w11016
<g/>
.
Um	w11018
also	w11019
dem	w11020
Allerhöchsten	w11021
für	w11022
den	w11023
bey	w11024
dieser	w11025
Un=ternehmung	w11026
<g/>
=
geleisteten	w11028
kräftigen	w11029
Beystand	w11030
<g/>
,
Unsere	w11032
Dankbarkeit	w11033
auch	w11034
da=durch	w11035
<g/>
=
darzulegen	w11037
<g/>
,
daß	w11039
Wir	w11040
zeigen	w11041
<g/>
,
wie	w11043
Wir	w11044
das	w11045
Reich	w11046
nicht	w11047
anders	w11048
<g/>
,
als	w11050
von	w11051
seiner	w11052
Allmachts	w11053
<g/>
=
vollen	w11055
Hand	w11056
empfangen	w11057
haben	w11058
<g/>
;
so	w11060
sind	w11061
Wir	w11062
ent=schlossen	w11063
<g/>
=
<g/>
,
nach	w11066
dem	w11067
Exempel	w11068
Unserer	w11069
allerdurchläuchtigsten	w11070
Vorgänger	w11071
auf	w11072
dem	w11073
Rußisch	w11074
<g/>
=
Kais	w11076
<g/>
=
Throne	w11078
<g/>
,
wie	w11080
nicht	w11081
weniger	w11082
nach	w11083
dem	w11084
Gebrauch	w11085
der	w11086
rechtrechtglaubigen	w11087
<g/>
=
</p>
<p id="p88">
glaubigen	w11091
Griechischen	w11092
Kaiser	w11093
und	w11094
selbst	w11095
der	w11096
ältesten	w11097
Könige	w11098
des	w11099
Volkes	w11100
Jsrael	w11101
<g/>
,
so	w11103
bey	w11104
Empfahung	w11105
des	w11106
Reiches	w11107
sich	w11108
mit	w11109
dem	w11110
heiligen	w11111
Oel	w11112
salben	w11113
lassen	w11114
<g/>
,
ohne	w11116
weitern	w11117
Verzug	w11118
die	w11119
heilige	w11120
Salbung	w11121
gleichfals	w11122
zu	w11123
empfangen	w11124
<g/>
,
und	w11126
Uns	w11127
die	w11128
Crone	w11129
aufzusetzen	w11130
<g/>
;
welches	w11132
Wir	w11133
mit	w11134
göttlicher	w11135
Hülfe	w11136
im	w11137
September	w11138
<g/>
=
Monat	w11140
dieses	w11141
1762	w11142
<g/>
.
Jahres	w11144
in	w11145
Unserer	w11146
Residenz	w11147
<g/>
=
stadt	w11149
Moscau	w11150
zu	w11151
vollziehen	w11152
gesonnen	w11153
sind	w11154
<g/>
,
und	w11156
dahero	w11157
in	w11158
Unserem	w11159
ganzen	w11160
Reiche	w11161
durch	w11162
ge=druckte	w11163
<g/>
=
Manifeste	w11165
kund	w11166
zu	w11167
thun	w11168
<g/>
,
anbefohlen	w11170
haben	w11171
<g/>
.
</p>
<p id="p89">
Das	w11173
Original	w11174
ist	w11175
von	w11176
Jhrer	w11177
Kaiserl	w11178
<g/>
.
Majestät	w11180
eigenhändig	w11181
also	w11182
un=terschrieben	w11183
<g/>
=
<g/>
:
</p>
<head id="hl24">
Königsberg	w11203
den	w11204
17ten	w11205
Julii	w11206
1762	w11207
<g/>
.
</head>
<p id="p90">
UNsere	w11209
Freude	w11210
über	w11211
den	w11212
zwischen	w11213
Nußland	w11214
und	w11215
Preussen	w11216
geschlossenen	w11217
Friedens	w11218
<g/>
=
und	w11220
Freundschafts	w11221
<g/>
=
tractat	w11223
war	w11224
von	w11225
keiner	w11226
langen	w11227
Dauer	w11228
gewesen	w11229
<g/>
:
Eben	w11231
da	w11232
wir	w11233
glaubten	w11234
<g/>
,
der	w11236
Rußischen	w11237
Botmäßigkeit	w11238
ent=lediget	w11239
<g/>
=
zu	w11241
werden	w11242
<g/>
,
sehen	w11244
wir	w11245
uns	w11246
von	w11247
neuem	w11248
derselben	w11249
unterworfen	w11250
<g/>
.
Der	w11252
im	w11253
Konigreich	w11254
Preussen	w11255
commandirende	w11256
Nußisch	w11257
<g/>
=
Kaiserl	w11259
<g/>
.
Herr	w11261
General	w11262
von	w11263
Woyerkow	w11264
hat	w11265
seit	w11266
der	w11267
in	w11268
Rußland	w11269
vorgegangenen	w11270
Staats	w11271
<g/>
=
verän=derung	w11273
<g/>
=
vorgestern	w11275
ein	w11276
Manifest	w11277
heraus	w11278
gegeben	w11279
<g/>
,
folgenden	w11281
Jnhalts	w11282
<g/>
:
</p>
<head id="hl25">
Auf	w11284
Befehl	w11285
der	w11286
grossen	w11287
Frauen	w11288
Kaiserin	w11289
Ca=tharina	w11290
<g/>
=
Aleryewna	w11292
<g/>
,
Selbsthalterin	w11294
aller	w11295
Reussen	w11296
ꝛc	w11297
<g/>
.
ꝛc	w11299
<g/>
.
ꝛc	w11301
<g/>
.
</head>
<p id="p91">
OB	w11303
zwar	w11304
durch	w11305
eine	w11306
unter	w11307
dem	w11308
27	w11309
<g/>
.
Junii	w11311
st	w11312
<g/>
.
v	w11314
<g/>
.
8	w11316
<g/>
.
Juliist	w11318
<g/>
.
n	w11320
<g/>
.
von	w11322
mir	w11323
durch	w11324
den	w11325
Druck	w11326
bekannt	w11327
gemachte	w11328
Publication	w11329
denen	w11330
sammentli=chen	w11331
<g/>
=
Einsassen	w11333
dieses	w11334
Konigreichs	w11335
kund	w11336
gethan	w11337
worden	w11338
<g/>
,
daß	w11340
vermöge	w11341
ei=nes	w11342
<g/>
=
mit	w11344
Sr	w11345
<g/>
.
Majestät	w11347
dem	w11348
Könige	w11349
in	w11350
Preussen	w11351
beschlossenen	w11352
Tractat	w11353
die=ses	w11354
<g/>
=
Königreichs	w11356
Sr	w11357
<g/>
.
Majestät	w11359
völlig	w11360
zum	w11361
vorigen	w11362
Besitz	w11363
eingeraumet	w11364
<g/>
,
und	w11366
in	w11367
folge	w11368
dessen	w11369
die	w11370
Einwohner	w11371
desselben	w11372
von	w11373
ihren	w11374
Seiten	w11375
der	w11376
Ocupation	w11377
dieses	w11378
Landes	w11379
durch	w11380
die	w11381
glorieuse	w11382
Rußisch	w11383
<g/>
=
Kaiserl	w11385
<g/>
.
Waffen	w11387
<g/>
,
geleisteten	w11389
Eid	w11390
<g/>
,
und	w11392
übrigen	w11393
Verbindungen	w11394
losgezehlet	w11395
worden	w11396
<g/>
;
so	w11398
habe	w11399
dannoch	w11400
auf	w11401
al=lerhöchsten	w11402
<g/>
=
Befehl	w11404
der	w11405
Allerdurchleuchtigsten	w11406
<g/>
,
Großmächtigsten	w11408
Frau	w11409
und	w11410
Kaiserin	w11411
Catharina	w11412
Alexyewna	w11413
<g/>
,
da	w11415
nach	w11416
dem	w11417
allerweisesten	w11418
Naht	w11419
<g/>
=
schluß	w11421
GOttes	w11422
Jhro	w11423
Kaiserl	w11424
<g/>
.
Majestät	w11426
den	w11427
Rußisch	w11428
<g/>
=
Kaiserl	w11430
<g/>
.
Thron	w11432
bestiegen	w11433
<g/>
,
allen	w11435
und	w11436
jeden	w11437
Einsassen	w11438
dieses	w11439
Landes	w11440
fernerweit	w11441
bekannt	w11442
machen	w11443
wollen	w11444
<g/>
,
daß	w11446
alles	w11447
dasjenige	w11448
<g/>
,
was	w11450
wegen	w11451
der	w11452
Abgabe	w11453
dieses	w11454
Landes	w11455
an	w11456
Se	w11457
<g/>
.
Majest	w11459
<g/>
.
den	w11461
König	w11462
in	w11463
Preussen	w11464
bisher	w11465
sowol	w11466
von	w11467
Rußisch	w11468
<g/>
=
Kaiserl	w11470
<g/>
.
als	w11472
Preußischer	w11473
Seits	w11474
denen	w11475
Einwohnern	w11476
dieses	w11477
Königreichs	w11478
kund	w11479
gemacht	w11480
worden	w11481
<g/>
,
von	w11483
nun	w11484
an	w11485
völ=lig	w11486
<g/>
=
annulliret	w11488
<g/>
,
und	w11490
vernichtet	w11491
<g/>
,
auch	w11493
denen	w11494
sammentlichen	w11495
Einsassen	w11496
dieses	w11497
Landes	w11498
was	w11499
Standes	w11500
oder	w11501
Würden	w11502
sie	w11503
seyn	w11504
mögen	w11505
<g/>
,
angedentet	w11507
wird	w11508
<g/>
,
daß	w11510
selbi=ge	w11511
<g/>
=
bey	w11513
Vermeidung	w11514
der	w11515
härtesten	w11516
Beahndung	w11517
sich	w11518
wieder	w11519
in	w11520
die	w11521
Treue	w11522
<g/>
,
und	w11524
dendenjenigen	w11525
<g/>
=
</p>
<p id="p92">
jenigen	w11529
Gehorsam	w11530
zu	w11531
begeben	w11532
haben	w11533
<g/>
,
welchen	w11535
sie	w11536
vor	w11537
dieser	w11538
letzten	w11539
vorge=fallenen	w11540
<g/>
=
Veränderung	w11542
dem	w11543
Rußisch	w11544
<g/>
=
Kaiserlichen	w11546
Reiche	w11547
zu	w11548
leisten	w11549
schul=dig	w11550
<g/>
=
gewesen	w11552
<g/>
,
und	w11554
jetzo	w11555
Jhrer	w11556
Kaiserlichen	w11557
Majestät	w11558
Catharing	w11559
II	w11560
<g/>
.
meiner	w11562
allergnädigsten	w11563
Kaiserin	w11564
in	w11565
allen	w11566
Stücken	w11567
zu	w11568
leisten	w11569
verbunden	w11570
sind	w11571
<g/>
,
in	w11573
Folge	w11574
dessen	w11575
dann	w11576
auch	w11577
alle	w11578
in	w11579
diesem	w11580
Königreich	w11581
vorfallende	w11582
Verrichtun=gen	w11583
<g/>
=
im	w11585
Namen	w11586
Jhrer	w11587
Kaiserlichen	w11588
Majestät	w11589
<g/>
,
und	w11591
durch	w11592
die	w11593
von	w11594
Aller=höchst	w11595
<g/>
=
<g/>
=
denenselben	w11598
verordnete	w11599
Befehlshaber	w11600
forthero	w11601
beschehen	w11602
solle	w11603
<g/>
.
Wor=nach	w11605
<g/>
=
sich	w11607
ein	w11608
jeder	w11609
<g/>
,
so	w11611
lieb	w11612
ihme	w11613
seine	w11614
zeitliche	w11615
Wolfahrt	w11616
ist	w11617
<g/>
,
gehorsamlich	w11619
zu	w11620
achten	w11621
hat	w11622
<g/>
.
</p>
</doc>
