<doc id="wr_1761-09-05" attrs="word" year="1761" month="09" day="05" corpus="2">
<head id="h2_d584e3164">
Londer	w1_d584e3168
ordentlichen	w7_d584e24903
Concursum	w9_d584e24906
an	w11_d584e24909
zuordnen,	w1_d584e24914
und	w3_d584e24917
desselben	w5_d584e24920
sammentliche,	w7_d584e24923
sowol	w9_d584e24926
in	w1_d584e24931
als	w3_d584e24934
ausser	w5_d584e24937
Land	w7_d584e24940
sich	w9_d584e24943
befindliche	w11_d584e24946
Glaubigere	w13_d584e24950
zu	w15_d584e24953
Anmeld	w1_d584e24958
und	w3_d584e24961
Liquidirung	w5_d584e24964
ihrer	w7_d584e24967
an	w9_d584e24970
erstbemeld	w11_d584e24973
ten	w1_d584e24979
Pfandlischen	w3_d584e24982
Conleuten	w5_d584e24985
zu	w7_d584e24988
stellen	w9_d584e24991
habender	w11_d584e24994
Sprüch	w1_d584e24999
und	w3_d584e25002
Forderungen	w5_d584e25005
einzuberuffen,	w7_d584e25008
zu	w9_d584e25011
wel	w11_d584e25014
chem	w1_d584e25019
Ende	w3_d584e25022
denenselben	w5_d584e25025
der	w7_d584e25028
19	w9_d584e25031
Tag	w11_d584e25034
dies	w13_d584e25038
Monats	w15_d584e25041
Sept.	w1_d584e25046
Nachmittags	w3_d584e25049
um	w5_d584e25052
4.	w7_d584e25055
zur	w9_d584e25058
gewöhnlichen	w11_d584e25061
Tag	w13_d584e25065
satzung	w1_d584e25071
für	w3_d584e25074
die	w5_d584e25077
erst=andert=dritte	w7_d584e25080
auch	w9_d584e25083
all	w11_d584e25086
endli	w13_d584e25090
che	w1_d584e25095
Frist	w3_d584e25098
sub	w5_d584e25101
clausula	w7_d584e25104
præclusi	w9_d584e25107
anberaumet	w11_d584e25110
wor	w13_d584e25114
den.	w1_d584e25119
Solchemnach	w3_d584e25122
werden	w5_d584e25125
alle	w7_d584e25128
und	w9_d584e25131
jede,	w11_d584e25134
welche	w13_d584e25138
an	w1_d584e25143
gedacht=Johann	w3_d584e25146
Jacob	w5_d584e25149
Pfandl,	w7_d584e25152
und	w9_d584e25155
dessen	w11_d584e25158
Ehegattin	w1_d584e25164
Regina	w3_d584e25167
ex	w5_d584e25170
quacunque	w7_d584e25173
causa	w9_d584e25176
vel	w11_d584e25179
titulo	w13_d584e25183
Sprüch	w1_d584e25188
und	w3_d584e25191
Anforderung	w5_d584e25194
haben,	w7_d584e25197
oder	w9_d584e25200
zu	w11_d584e25203
haben	w13_d584e25207
vermeinen,	w1_d584e25212
am	w3_d584e25215
bestimmten	w5_d584e25218
Tag	w7_d584e25221
und	w9_d584e25224
Stund	w11_d584e25227
vor	w13_d584e25231
Regierung	w1_d584e25236
in	w3_d584e25239
der	w5_d584e25242
daselbst	w7_d584e25245
zu	w9_d584e25248
solchem	w11_d584e25251
Ende	w13_d584e25255
offen	w15_d584e25258
haltenden	w1_d584e25264
Commißions=stuben	w3_d584e25267
entweder	w5_d584e25270
selbst	w7_d584e25273
per	w9_d584e25276
sönlich,	w1_d584e25281
oder	w3_d584e25284
durch	w5_d584e25287
hiezu	w7_d584e25290
genugsam	w9_d584e25293
gevollmäch	w11_d584e25296
tigte	w1_d584e25301
Gewalt=tragere	w3_d584e25304
also	w5_d584e25307
gewiß	w7_d584e25310
zu	w9_d584e25313
erscheinen,	w11_d584e25316
und	w1_d584e25321
ihre	w3_d584e25324
an	w5_d584e25327
solche	w7_d584e25330
Cridä=massa	w9_d584e25333
habende	w11_d584e25336
Anfor	w13_d584e25340
derungen	w1_d584e25346
anzumelden,	w3_d584e25349
auch	w5_d584e25352
zu	w7_d584e25355
Herstellung	w9_d584e25358
des	w11_d584e25361
erforderlichen	w1_d584e25366
rechtlichen	w3_d584e25369
Beweistums	w5_d584e25372
ihre	w7_d584e25375
Schuld	w9_d584e25378
und	w1_d584e25383
Satz=brief,	w3_d584e25386
oder	w5_d584e25389
ansonsten	w7_d584e25392
habende	w9_d584e25395
Liqui	w11_d584e25398
dations=urkunden	w1_d584e25403
und	w3_d584e25406
rechtliche	w5_d584e25409
Behelfe	w7_d584e25412
in	w9_d584e25415
be	w11_d584e25418
glaubten	w1_d584e25424
Abschriften	w3_d584e25427
einzulegen	w5_d584e25430
haben,	w7_d584e25433
wie	w9_d584e25436
im	w11_d584e25439
widrigen	w1_d584e25444
der	w3_d584e25447
Ausbleibende	w5_d584e25450
von	w7_d584e25453
gegenwärtiger	w9_d584e25456
Concurs=massa	w1_d584e25461
gänzlich	w3_d584e25464
ausgeschlossen	w5_d584e25467
seye,	w7_d584e25470
und	w9_d584e25473
ihme	w1_d584e25478
diesfalls	w3_d584e25481
das	w5_d584e25484
ewige	w7_d584e25487
Stillschweigen	w9_d584e25490
auferle	w11_d584e25493
get,	w1_d584e25499
der	w3_d584e25502
nicht	w5_d584e25505
Liquidirende	w7_d584e25508
aber	w9_d584e25511
in	w11_d584e25514
der	w13_d584e25518
künfti	w15_d584e25521
gen	w1_d584e25526
Claßification	w3_d584e25529
mit	w5_d584e25532
seiner	w7_d584e25535
unerwiesenen	w9_d584e25538
Anfor	w11_d584e25541
derung	w1_d584e25546
abgewiesen	w3_d584e25549
werden	w5_d584e25552
solle;	w7_d584e25555
wornach	w9_d584e25558
sich	w11_d584e25561
ein	w13_d584e25565
jeder	w1_d584e25570
zu	w3_d584e25573
richten,	w5_d584e25576
und	w7_d584e25579
vor	w9_d584e25582
Schaden	w11_d584e25585
zu	w13_d584e25589
hüten	w15_d584e25592
wis	w17_d584e25595
sen	w1_d584e25601
wird.	w3_d584e25604
</p>
<p id="p40_d584e25618">
Von	w1_d584e25622
der	w3_d584e25625
N.	w5_d584e25628
Oe.	w7_d584e25631
Regierung	w9_d584e25634
wegen,	w11_d584e25637
wird	w13_d584e25641
mit	w15_d584e25644
gegenwärtig	w1_d584e25649
offenem	w3_d584e25652
Edict	w5_d584e25655
jedermänniglich	w7_d584e25658
sowol	w9_d584e25661
An	w1_d584e25666
als	w3_d584e25669
Abwesenden,	w5_d584e25672
deme	w7_d584e25675
daran	w9_d584e25678
gelegen,	w11_d584e25681
kund	w13_d584e25685
und	w1_d584e25691
zu	w3_d584e25694
wissen	w5_d584e25697
gemacht:	w7_d584e25700
Es	w9_d584e25703
seye	w11_d584e25706
von	w13_d584e25710
dem	w15_d584e25713
N.	w17_d584e25716
Haggenmüller,	w1_d584e25721
J.	w3_d584e25724
U.	w5_d584e25727
D.	w7_d584e25730
wie	w9_d584e25733
auch	w11_d584e25736
Hof	w13_d584e25740
und	w15_d584e25743
Ge	w17_d584e25746
richts=advocaten,	w1_d584e25751
als	w3_d584e25754
Gerichtl.	w5_d584e25757
verordneten	w7_d584e25760
Eu	w9_d584e25763
ratore	w1_d584e25768
ad	w3_d584e25771
actum	w5_d584e25774
in	w7_d584e25777
dem	w9_d584e25780
Spanischen	w11_d584e25783
National	w13_d584e25787
und	w1_d584e25793
Heil.	w3_d584e25796
Dreyfaltigkeits=spital	w5_d584e25799
die	w7_d584e25802
Anzeige	w9_d584e25805
be	w11_d584e25808
schehen,	w1_d584e25813
wasgestalten	w3_d584e25816
daselbst	w5_d584e25819
der	w7_d584e25822
Franz	w9_d584e25825
Anton	w11_d584e25828
Liechtenauer,	w1_d584e25833
gewest=Kaiserl.	w3_d584e25836
Königl.	w5_d584e25839
Feldpro	w7_d584e25842
viant=officier,	w1_d584e25847
ohne	w3_d584e25850
hinterlassen=letzt=willigen	w5_d584e25853
Geschäft	w1_d584e25859
mit	w3_d584e25862
Tod	w5_d584e25865
abgegangen,	w7_d584e25868
und	w9_d584e25871
habe	w11_d584e25874
sich	w13_d584e25878
hinnach	w1_d584e25883
um	w3_d584e25886
dessen	w5_d584e25889
ab	w7_d584e25892
intestato	w9_d584e25895
ruckgebliebene	w11_d584e25898
Verlassenschaft	w1_d584e25903
der	w3_d584e25906
Zeit	w5_d584e25909
niemand	w7_d584e25912
angemeldet.	w9_d584e25915
Wann	w1_d584e25920
nun	w3_d584e25923
Regierung,	w5_d584e25926
um	w7_d584e25929
die	w9_d584e25932
etwann	w11_d584e25935
ein	w13_d584e25939
oder	w15_d584e25942
anderem	w1_d584e25948
beydiger	w3_d584e25951
Verlassenschaft	w5_d584e25954
von	w7_d584e25957
Rechts	w9_d584e25960
wegen	w1_d584e25965
gebührend	w3_d584e25968
nähere	w5_d584e25971
Erb	w7_d584e25974
sprüche	w9_d584e25977
in	w11_d584e25980
Erfah	w13_d584e25984
rung	w1_d584e25989
zu	w3_d584e25992
bringen,	w5_d584e25995
anbey	w7_d584e25998
das	w9_d584e26001
etwann	w11_d584e26004
vorhandene	w13_d584e26008
Es	w1_d584e26013
alienum	w3_d584e26016
ausfindig	w5_d584e26019
zu	w7_d584e26022
machen,	w9_d584e26025
folgsam	w11_d584e26028
zu	w13_d584e26032
Abhandlung	w1_d584e26038
solcher	w3_d584e26041
Verlassenschaft	w5_d584e26044
sicher	w7_d584e26047
für	w9_d584e26050
schreiten	w1_d584e26055
zu	w3_d584e26058
können,	w5_d584e26061
eine	w7_d584e26064
Nohtdurft	w9_d584e26067
zu	w11_d584e26070
seyn	w13_d584e26074
be	w15_d584e26077
funden	w1_d584e26082
hat,	w3_d584e26085
alle	w5_d584e26088
hieran	w7_d584e26091
Theil=nehmende	w9_d584e26094
sowol	w11_d584e26097
in	w1_d584e26102
als	w3_d584e26105
ausser	w5_d584e26108
Land	w7_d584e26111
befindliche	w9_d584e26114
Personen	w11_d584e26117
durch	w13_d584e26121
dieses	w1_d584e26127
offentliche	w3_d584e26130
Edict	w5_d584e26133
zu	w7_d584e26136
AnmeldLegitimir	w9_d584e26139
und	w11_d584e26142
Liquidirung,	w1_d584e26147
ihrer	w3_d584e26150
an	w5_d584e26153
obbemeldete	w7_d584e26156
Verlassen	w9_d584e26159
schaft	w1_d584e26164
ex	w3_d584e26167
quacunque	w5_d584e26170
causa	w7_d584e26173
vel	w9_d584e26176
titulo	w11_d584e26179
habender	w13_d584e26183
Sprüch	w1_d584e26188
und	w3_d584e26191
Forderungen	w5_d584e26194
Gerichtl.	w7_d584e26197
vorzuladen,	w9_d584e26200
und	w1_d584e26206
einzuberuffen,	w3_d584e26209
zu	w5_d584e26212
welchem	w7_d584e26215
Ende	w9_d584e26218
dann	w11_d584e26221
de	w13_d584e26225
nenselben	w1_d584e26230
der	w3_d584e26233
fünf	w5_d584e26236
und	w7_d584e26239
zwanzigste	w9_d584e26242
Tag	w11_d584e26245
dies	w13_d584e26249
lauf	w15_d584e26252
senden	w1_d584e26257
Monats	w3_d584e26260
Septemb.	w5_d584e26263
1761.	w7_d584e26266
Nachmittag	w9_d584e26269
um	w11_d584e26272
4.	w1_d584e26277
Uhr	w3_d584e26280
zur	w5_d584e26283
gewöhnlichen	w7_d584e26286
Convocations	w9_d584e26289
und	w11_d584e26292
Anmeldungs=tag	w1_d584e26298
satzung	w3_d584e26301
zu	w5_d584e26304
all	w7_d584e26307
endlicher	w9_d584e26310
Frist	w11_d584e26313
an	w13_d584e26317
beraumet	w1_d584e26322
worden.	w3_d584e26325
Solchemnach	w5_d584e26328
werden	w7_d584e26331
all	w9_d584e26334
und	w11_d584e26337
jede,	w1_d584e26342
welche	w3_d584e26345
bey	w5_d584e26348
gedacht=Franz	w7_d584e26351
Anton	w9_d584e26354
Liechte	w11_d584e26357
nauerischen	w1_d584e26362
Verlassenschaft,	w3_d584e26365
um	w5_d584e26368
rechtmäßiger	w7_d584e26371
Erbs	w1_d584e26377
oder	w3_d584e26380
Schuld=forderung	w5_d584e26383
willen	w7_d584e26386
einige	w9_d584e26389
Spruch	w11_d584e26392
haben,	w1_d584e26397
oder	w3_d584e26400
zu	w5_d584e26403
haben	w7_d584e26406
vermeinen,	w9_d584e26409
an	w11_d584e26412
obbestimm	w13_d584e26416
ten	w1_d584e26421
Tag	w3_d584e26424
und	w5_d584e26427
Stund	w7_d584e26430
vor	w9_d584e26433
Regierung	w11_d584e26436
in	w13_d584e26440
der	w15_d584e26443
da	w17_d584e26446
selbst	w1_d584e26451
zu	w3_d584e26454
solchem	w5_d584e26457
Ende	w7_d584e26460
offen	w9_d584e26463
haltenden	w11_d584e26466
Commis	w13_d584e26470
sions=stuben	w1_d584e26476
entweder	w3_d584e26479
selbst	w5_d584e26482
persönlich,	w7_d584e26485
oder	w9_d584e26488
durch	w11_d584e26491
hierzu	w1_d584e26496
genugsam	w3_d584e26499
gevollmächtigte	w5_d584e26502
Gewalt	w7_d584e26505
tragert	w9_d584e26508
alsogewiß	w1_d584e26513
zu	w3_d584e26516
erscheinen,	w5_d584e26519
und	w7_d584e26522
ihre	w9_d584e26525
an	w11_d584e26528
solche	w13_d584e26532
Ver	w15_d584e26535
lassenschaft	w1_d584e26540
habende	w3_d584e26543
Anforderungen	w5_d584e26546
anzumelden	w7_d584e26549
rechtlich	w1_d584e26555
zu	w3_d584e26558
legitimiren,	w5_d584e26561
und	w7_d584e26564
zu	w9_d584e26567
liquidiren	w11_d584e26570
ha	w13_d584e26574
len,	w1_d584e26579
als	w3_d584e26582
im	w5_d584e26585
widrigen	w7_d584e26588
die	w9_d584e26591
Abhandlung	w11_d584e26594
gleichwo	w13_d584e26598
len	w1_d584e26603
vorgenommen,	w3_d584e26606
und	w5_d584e26609
ungehindert	w7_d584e26612
deren	w9_d584e26615
etwann	w11_d584e26618
vorhandenen	w1_d584e26623
Erbs=prätendenten,	w3_d584e26626
oder	w5_d584e26629
Glaubigern,	w7_d584e26632
so	w1_d584e26638
sich	w3_d584e26641
mit	w5_d584e26644
ihren	w7_d584e26647
Erbs	w9_d584e26650
und	w11_d584e26653
Schuld=forderungen	w13_d584e26657
in	w1_d584e26662
bestimmter	w3_d584e26665
Zeit	w5_d584e26668
nicht	w7_d584e26671
angemeldet,	w9_d584e26674
solche	w11_d584e26677
Ver	w13_d584e26681
lassenschaft	w1_d584e26686
dem	w3_d584e26689
Kaiserl.	w5_d584e26692
Königl.	w7_d584e26695
Hof	w9_d584e26698
und	w11_d584e26701
N.	w13_d584e26705
Oe.	w15_d584e26708
Hrn.	w1_d584e26713
Cammer=procuratori,	w3_d584e26716
als	w5_d584e26719
Erb	w7_d584e26722
los	w9_d584e26725
eingeant	w11_d584e26728
wortet,	w1_d584e26734
auch	w3_d584e26737
ansonsten	w5_d584e26740
ex	w7_d584e26743
officio	w9_d584e26746
vorgekehret	w11_d584e26749
werden	w1_d584e26754
solle,	w3_d584e26757
was	w5_d584e26760
Rechtens	w7_d584e26763
ist.	w9_d584e26766
Wornach	w11_d584e26769
sich	w13_d584e26773
also	w1_d584e26778
ein	w3_d584e26781
jeder	w5_d584e26784
zu	w7_d584e26787
richten	w9_d584e26790
wissen	w11_d584e26793
wird.	w13_d584e26797
</p>
<p id="p42_d584e26802">
Von	w1_d584e26806
N.	w3_d584e26809
Stadt=richter	w5_d584e26812
und	w7_d584e26815
Raht	w9_d584e26818
der	w11_d584e26821
Landes	w13_d584e26825
fürstl	w1_d584e26830
Stadt	w3_d584e26833
Korneuburg	w5_d584e26836
wegen,	w7_d584e26839
wird	w9_d584e26842
durch	w11_d584e26845
ge	w13_d584e26849
genwärtiges	w1_d584e26854
Edict,	w3_d584e26857
jedermänniglich	w5_d584e26860
nochmalen	w7_d584e26863
</p>
<p id="p44_d584e26866">
Lund	w1_d584e26870
und	w3_d584e26873
zu	w5_d584e26876
wissen	w7_d584e26879
gemacht;	w9_d584e26882
wienach	w11_d584e26885
über	w13_d584e26889
die	w15_d584e26892
zu	w1_d584e26897
Verkauffung	w3_d584e26900
des	w5_d584e26903
in	w7_d584e26906
Verfall	w9_d584e26909
gerahtenen	w11_d584e26912
hiesig	w13_d584e26916
Burgerl.	w1_d584e26921
Handels=mann,	w3_d584e26924
Hrn.	w5_d584e26927
Franz	w7_d584e26930
Leopold	w9_d584e26933
Ristlische	w1_d584e26939
Behausung	w3_d584e26942
und	w5_d584e26945
Current=handlung	w7_d584e26948
samt	w9_d584e26951
dem	w1_d584e26956
Waaren=lager,	w3_d584e26959
zu	w5_d584e26962
dreymalen	w7_d584e26965
angeordnet	w9_d584e26968
geweste	w1_d584e26973
Licitatlons=tagsatzungen	w3_d584e26976
eine	w5_d584e26979
noch	w7_d584e26982
weitere	w9_d584e26985
und	w1_d584e26990
4te	w3_d584e26993
Licitation	w5_d584e26996
mit	w7_d584e26999
dem	w9_d584e27002
Anhang	w11_d584e27005
zu	w13_d584e27009
bestim	w15_d584e27012
men	w1_d584e27018
veranlasset	w3_d584e27021
worden	w5_d584e27024
seye,	w7_d584e27027
daß,	w9_d584e27030
weilen	w11_d584e27033
sich	w13_d584e27037
ein	w1_d584e27042
und	w3_d584e27045
anderer	w5_d584e27048
Kauffer	w7_d584e27051
um	w9_d584e27054
das	w11_d584e27057
Haus	w13_d584e27061
allein	w15_d584e27064
ge	w17_d584e27067
meldet,	w1_d584e27072
sothanes	w3_d584e27075
Haus	w5_d584e27078
ohne	w7_d584e27081
der	w9_d584e27084
Haudlung,	w11_d584e27087
oder	w13_d584e27091
diese	w1_d584e27096
ohne	w3_d584e27099
dem	w5_d584e27102
Haus	w7_d584e27105
verkauffet	w9_d584e27108
werden	w11_d584e27111
solle;	w13_d584e27115
da	w15_d584e27118
nun	w1_d584e27124
hierzu	w3_d584e27127
der	w5_d584e27130
17.	w7_d584e27133
dies	w9_d584e27136
Monats	w11_d584e27139
Septemb.	w13_d584e27143
be	w15_d584e27146
nennet	w1_d584e27151
worden	w3_d584e27154
ist,	w5_d584e27157
danenhero	w7_d584e27160
werden	w9_d584e27163
alle,	w11_d584e27166
und	w13_d584e27170
jede,	w1_d584e27175
welche	w3_d584e27178
oberwehnt	w5_d584e27181
Ristlische	w7_d584e27184
Behausung	w9_d584e27187
und	w11_d584e27190
Current=handlung	w1_d584e27195
samt	w3_d584e27198
dem	w5_d584e27201
Waaren=lager	w7_d584e27204
zu	w9_d584e27207
sammen,	w1_d584e27213
oder	w3_d584e27216
aber	w5_d584e27219
zertheilter	w7_d584e27222
durch	w9_d584e27225
Kauf	w11_d584e27228
an	w13_d584e27232
sich	w15_d584e27235
zu	w1_d584e27240
bringengedenken,	w3_d584e27243
an	w5_d584e27246
vorbemeldt	w7_d584e27249
17.	w9_d584e27252
Septemb.	w11_d584e27255
fruh	w1_d584e27260
um	w3_d584e27263
8.	w5_d584e27266
Uhr	w7_d584e27269
auf	w9_d584e27272
alhiesig=Gemeiner	w11_d584e27275
Stadt	w13_d584e27279
Raht=haus	w1_d584e27284
entweder	w3_d584e27287
selbst	w5_d584e27290
persönlich,	w7_d584e27293
oder	w9_d584e27296
durch	w11_d584e27299
genugsam	w1_d584e27305
instruirte	w3_d584e27308
Gewalt=tragere	w5_d584e27311
zu	w7_d584e27314
erscheinen	w9_d584e27317
haben,	w1_d584e27322
wo	w3_d584e27325
sohin	w5_d584e27328
mit	w7_d584e27331
dem	w9_d584e27334
Meist=bietenden	w11_d584e27337
der	w13_d584e27341
or	w15_d584e27344
dentliche	w1_d584e27349
Kauf	w3_d584e27352
abgeschlossen	w5_d584e27355
werden	w7_d584e27358
wird.	w9_d584e27361
</p>
<p id="p46_d584e27364">
Auf	w1_d584e27368
Verordnung	w3_d584e27371
eines	w5_d584e27374
alhiesig=Wienerischen	w7_d584e27377
Wolzedl	w1_d584e27382
Hoch=weisen	w3_d584e27385
Stadt=magistrats	w5_d584e27388
wird	w7_d584e27391
auf	w9_d584e27394
Ansuchen	w1_d584e27399
des	w3_d584e27402
Paul	w5_d584e27405
Hahn,	w7_d584e27408
des	w9_d584e27411
Franz	w11_d584e27414
Wedel,	w13_d584e27418
Bur	w15_d584e27421
gerl.	w1_d584e27427
Häringers	w3_d584e27430
sein	w5_d584e27433
des	w7_d584e27436
erst	w9_d584e27439
gedachten	w11_d584e27442
Wedels	w13_d584e27446
Häringer=handel	w1_d584e27451
an	w3_d584e27454
den	w5_d584e27457
Meist	w7_d584e27460
bietenden	w9_d584e27463
den	w11_d584e27466
25.	w13_d584e27470
dies	w1_d584e27475
Monats	w3_d584e27478
Septembris	w5_d584e27481
licitando	w7_d584e27484
verkauffet	w9_d584e27487
werden,	w1_d584e27492
wer	w3_d584e27495
sodann	w5_d584e27498
solchen	w7_d584e27501
Wedlischen	w9_d584e27504
Härin	w11_d584e27507
ger=handel	w1_d584e27513
käuflichen	w3_d584e27516
an	w5_d584e27519
sich	w7_d584e27522
zu	w9_d584e27525
bringen	w11_d584e27528
willens	w13_d584e27532
ist,	w1_d584e27537
kan	w3_d584e27540
sich	w5_d584e27543
im	w7_d584e27546
Raht	w9_d584e27549
haus	w11_d584e27552
in	w13_d584e27556
dasiger	w15_d584e27559
Rahts	w17_d584e27562
stu	w19_d584e27565
ben	w1_d584e27570
anmelden	w3_d584e27573
lassen.	w5_d584e27576
</p>
<p id="p48_d584e27580">
Von	w1_d584e27584
N.	w3_d584e27587
Burgermeister	w5_d584e27590
und	w7_d584e27593
Ratt	w9_d584e27596
zur	w11_d584e27599
Wiene	w13_d584e27603
risch=Neustadt	w1_d584e27608
wird	w3_d584e27611
hiemit	w5_d584e27614
männiglich	w7_d584e27617
kund	w9_d584e27620
und	w11_d584e27623
zu	w1_d584e27628
wissen	w3_d584e27631
gemacht:	w5_d584e27634
Wasmassen	w7_d584e27637
die	w9_d584e27640
der	w11_d584e27643
Gemei	w13_d584e27647
nen	w1_d584e27653
Stadt	w3_d584e27656
Neustadt	w5_d584e27659
eigentumlich	w7_d584e27662
angehörige,	w9_d584e27665
vor	w11_d584e27668
dem	w1_d584e27673
sogenannten	w3_d584e27676
Wiener=thor	w5_d584e27679
alda	w7_d584e27682
gelegene	w9_d584e27685
Weisgärber	w1_d584e27690
und	w3_d584e27693
Tuchmacher=walke	w5_d584e27696
den	w7_d584e27699
17	w9_d584e27702
Mo	w11_d584e27705
nats	w1_d584e27710
Septemb.	w3_d584e27713
Vormittag	w5_d584e27716
um	w7_d584e27719
9.	w9_d584e27722
Uhr	w11_d584e27725
auf	w13_d584e27729
alda	w15_d584e27732
sigem	w1_d584e27738
Raht	w3_d584e27741
haus	w5_d584e27744
dem	w7_d584e27747
Meist	w9_d584e27750
bietenden	w11_d584e27753
licitands	w13_d584e27757
zu	w1_d584e27762
verkauffen	w3_d584e27765
feil	w5_d584e27768
seye;	w7_d584e27771
Wer	w9_d584e27774
also	w11_d584e27777
hierzu	w13_d584e27781
ein	w15_d584e27784
Ver	w17_d584e27787
langen	w1_d584e27792
traget,	w3_d584e27795
kan	w5_d584e27798
sich	w7_d584e27801
an	w9_d584e27804
vor=benannten	w11_d584e27807
Tag,	w13_d584e27811
und	w1_d584e27816
Stund	w3_d584e27819
auf	w5_d584e27822
alhiesigem	w7_d584e27825
Raht=haus	w9_d584e27828
einfinden.	w11_d584e27831
</p>
<p id="p50_d584e27834">
Es	w1_d584e27838
dienet	w3_d584e27841
dem	w5_d584e27844
Publico	w7_d584e27847
zur	w9_d584e27850
Nachricht,	w11_d584e27853
daß	w13_d584e27857
den	w1_d584e27862
9.	w3_d584e27865
Septemb.	w5_d584e27868
a.	w7_d584e27871
c.	w9_d584e27874
verschiedene	w11_d584e27877
Historisch	w13_d584e27881
und	w15_d584e27884
Jnristische	w1_d584e27889
Bücher	w3_d584e27892
auf	w5_d584e27895
dem	w7_d584e27898
Heidenschuß	w9_d584e27901
im	w11_d584e27904
Bi	w13_d584e27908
schof=haus	w1_d584e27914
ersten	w3_d584e27917
Stocks	w5_d584e27920
licitando	w7_d584e27923
verkauffet	w9_d584e27926
werden.	w1_d584e27931
Der	w1_d584e27936
Catalogus	w3_d584e27939
ist	w5_d584e27942
bey	w7_d584e27945
dem	w9_d584e27948
goldenen	w11_d584e27951
Vließ	w13_d584e27955
auf	w15_d584e27958
</p>
<p id="p52_d584e27961">
der	w1_d584e27965
hohen	w3_d584e27968
Brucken	w5_d584e27971
gratis	w7_d584e27974
zu	w9_d584e27977
bekommen.	w11_d584e27980
</p>
<p id="p54_d584e27983">
Den	w1_d584e27987
9.	w3_d584e27990
dies	w5_d584e27993
Monats=Septemb.	w7_d584e27996
wird	w9_d584e27999
die	w11_d584e28002
Jo	w13_d584e28006
hann	w1_d584e28011
Michael	w3_d584e28014
Flehelische,	w5_d584e28017
ausser	w7_d584e28020
Margarethen	w9_d584e28023
liegende	w1_d584e28028
Behausung,	w3_d584e28031
samt	w5_d584e28034
Grund=stück	w7_d584e28037
und	w9_d584e28040
darzu	w11_d584e28043
gehörigen	w1_d584e28049
Ziegel=ofen	w3_d584e28052
bey	w5_d584e28055
dem	w7_d584e28058
Löbl	w9_d584e28061
Stadtma	w11_d584e28064
gistrat	w1_d584e28069
fruh	w3_d584e28072
um	w5_d584e28075
9.	w7_d584e28078
Uhr	w9_d584e28081
den	w11_d584e28084
Meist=bietenden	w13_d584e28088
ver	w15_d584e28091
kauffet	w1_d584e28096
werden.	w3_d584e28099
</p>
</doc>
