<doc id="edoc_wd_1772-05-16" attrs="word" year="1772" month="05" day="16" corpus="1">
<head id="hl1">
*Urbania	w28
Bräuknecht	w10631
von	w10632
Oberndorf	w10633
am	w10634
Nekar	w10635
in	w10636
Vorderösterreich	w10637
gebürtig	w10638
<g/>
,
ohne	w10640
Hinterlassung	w10641
eines	w10642
leztwilligen	w10643
Geschäfts	w10644
mit	w10645
Tod	w10646
abgegan=gen	w10647
<g/>
=
<g/>
,
und	w10650
habe	w10651
sich	w10652
bereits	w10653
dessen	w10654
zweybändiger	w10655
Bruder	w10656
zu	w10657
sothaner	w10658
Verlassenschaft	w10659
als	w10660
Intestat-Erb	w10661
<g/>
-
angemeldet	w10663
<g/>
.
Damit	w10665
nun	w10666
aber	w10667
mit	w10668
der	w10669
Verlassenschaftsabhandlung	w10670
desto	w10671
sicherer	w10672
für=gegangen	w10673
<g/>
=
werden	w10675
möge	w10676
<g/>
;
als	w10678
hat	w10679
man	w10680
für	w10681
nöthig	w10682
befunden	w10683
<g/>
,
alle	w10685
diejenige	w10686
<g/>
,
welche	w10688
an	w10689
das	w10690
von	w10691
gedachten	w10692
Johann	w10693
Färber	w10694
selig	w10695
<g/>
.
ruckgebliebene	w10697
Vermögen	w10698
ein	w10699
gleiches	w10700
oder	w10701
näheres	w10702
Erbrecht	w10703
zu	w10704
haben	w10705
<g/>
,
oder	w10707
solches	w10708
Schulden	w10709
halber	w10710
<g/>
,
oder	w10712
in	w10713
andere	w10714
Wege	w10715
aus	w10716
was	w10717
immer	w10718
aor	w10719
einen	w10720
Titel	w10721
ansprüchig	w10722
zu	w10723
machen	w10724
vermeinen	w10725
<g/>
,
durch	w10727
gegen=wärtiges	w10728
<g/>
=
Edikt	w10730
für	w10731
dieses	w10732
Grundbuch	w10733
und	w10734
zwar	w10735
sub	w10736
Clausula	w10737
præclusipraeclusi	w10738
einzuberufen	w10739
<g/>
,
und	w10741
zu	w10742
dem	w10743
Ende	w10744
pro	w10745
primo	w10746
<g/>
,
secundo	w10748
<g/>
,
ac	w10750
ultimo	w10751
Termino	w10752
mit	w10753
Jnnbegrif	w10754
deren	w10755
inzwischen	w10756
ein=fallenden	w10757
<g/>
=
Ferien	w10759
den	w10760
25	w10761
<g/>
.
künftigen	w10763
Monaths	w10764
Juny	w10765
frühe	w10766
um	w10767
8	w10768
<g/>
.
Uhr	w10770
zur	w10771
Ameld	w10772
<g/>
=
und	w10774
un=tereinstens	w10775
<g/>
=
rechtlicher	w10777
Liquidirung	w10778
zu	w10779
bestimmen	w10780
<g/>
.
Es	w10782
werden	w10783
dahero	w10784
alle	w10785
diejenige	w10786
<g/>
,
welche	w10788
an	w10789
Ein=gangs	w10790
<g/>
=
gedachte	w10792
Johann	w10793
Färberische	w10794
Verlassen=schaft	w10795
<g/>
=
Erbschafts	w10797
<g/>
=
oder	w10799
Schulden	w10800
halber	w10801
<g/>
,
oder	w10803
in	w10804
andere	w10805
Wege	w10806
einige	w10807
Sprüche	w10808
<g/>
,
oder	w10810
Anforde=rungen	w10811
<g/>
=
zu	w10813
stellen	w10814
vermeinen	w10815
<g/>
,
an	w10817
obgedacht	w10818
25	w10819
<g/>
.
künftigen	w10821
Monatstag	w10822
Junii	w10823
dieß	w10824
Jahrs	w10825
frühe	w10826
um	w10827
8	w10828
<g/>
.
Uhr	w10830
für	w10831
dieses	w10832
Grundbuch	w10833
entweder	w10834
selbst	w10835
persönlich	w10836
<g/>
,
oder	w10838
durch	w10839
genugsame	w10840
gevollmächtigte	w10841
zu	w10842
erscheinen	w10843
<g/>
,
ihre	w10845
Sprüch	w10846
<g/>
,
und	w10848
Anfoderungen	w10849
anzumelden	w10850
<g/>
,
auch	w10852
untereinstens	w10853
rechtlichen	w10854
zu	w10855
liquidiren	w10856
haben	w10857
<g/>
,
wie	w10859
im	w10860
widrigen	w10861
dieselbe	w10862
nicht	w10863
mehr	w10864
gehöret	w10865
<g/>
,
sondern	w10867
die	w10868
Verlassenschaft	w10869
ex	w10870
Offic	w10871
<g/>
.
abgehandlet	w10873
<g/>
,
und	w10875
das	w10876
verhandene	w10877
Ver=mögen	w10878
<g/>
=
den	w10880
sich	w10881
legitimirenden	w10882
Erben	w10883
ohne	w10884
weite=ren	w10885
<g/>
=
ausgefolget	w10887
werden	w10888
solle	w10889
<g/>
.
Wien	w10891
den	w10892
8	w10893
<g/>
.
May	w10895
1772	w10896
<g/>
.
</p>
<head id="hl24">
Nachricht	w10898
<g/>
.
</head>
<p id="p85">
Es	w10900
ist	w10901
zwar	w10902
in	w10903
Folge	w10904
allerhöchster	w10905
Verordnung	w10906
zu	w10907
Verbeständigung	w10908
des	w10909
dem	w10910
Theresianischen	w10911
Waisenhaus	w10912
zu	w10913
Linz	w10914
in	w10915
Oberöster	w10916
<g/>
.
ob	w10918
der	w10919
Enns	w10920
pro	w10921
fundo	w10922
überlassene	w10923
Armenleutaufschlag	w10924
von	w10925
dem	w10926
im	w10927
Land	w10928
ob	w10929
der	w10930
Enns	w10931
consumirt	w10932
werdenden	w10933
Caffee	w10934
<g/>
,
Cioccolo	w10936
de	w10937
Caccao	w10938
u	w10939
<g/>
.
Thee	w10941
in	w10942
Anbetracht	w10943
<g/>
,
daß	w10945
der	w10946
dermalige	w10947
Pachtungscontract	w10948
mit	w10949
ult	w10950
<g/>
.
Junii	w10952
dieß	w10953
Jahrs	w10954
zu	w10955
Ende	w10956
gehet	w10957
<g/>
,
eine	w10959
Licitationstagsatzung	w10960
</p>
<p id="p86">
auf	w10961
den	w10962
5	w10963
<g/>
.
dieses	w10965
anberaumet	w10966
gewesen	w10967
<g/>
;
da	w10969
aber	w10970
hie=bey	w10971
<g/>
=
keine	w10973
Pachter	w10974
erschienen	w10975
<g/>
,
somit	w10977
die	w10978
erwähnte	w10979
Tagsatzung	w10980
fruchtlos	w10981
abgeloffen	w10982
ist	w10983
<g/>
;
als	w10985
wird	w10986
auf	w10987
Veranlassung	w10988
der	w10989
K	w10990
<g/>
.
K	w10992
<g/>
.
Landeshauptmannschaft	w10994
in	w10995
Oesterreich	w10996
ob	w10997
der	w10998
Enns	w10999
hiezu	w11000
eine	w11001
anderweite	w11002
Lici=tationstagsatzung	w11003
<g/>
=
auf	w11005
den	w11006
4	w11007
<g/>
.
nächstkommenden	w11009
Mo=nats	w11010
<g/>
=
Junii	w11012
frühe	w11013
von	w11014
9	w11015
<g/>
.
bis	w11017
11	w11018
<g/>
.
Uhr	w11020
in	w11021
dem	w11022
ersagten	w11023
Theresianischen	w11024
Waisenhaus	w11025
zu	w11026
Linz	w11027
bestimmet	w11028
<g/>
.
Welche	w11030
demnach	w11031
obgedachtes	w11032
Gefäll	w11033
gegen	w11034
hinläng=licher	w11035
<g/>
=
Versicherung	w11037
des	w11038
Pachtschilling	w11039
in	w11040
Bestand	w11041
zu	w11042
nehmen	w11043
Belieben	w11044
tragen	w11045
<g/>
,
können	w11047
sich	w11048
an	w11049
obbe=stimmten	w11050
<g/>
=
Tag	w11052
<g/>
,
Stund	w11054
und	w11055
Ort	w11056
einfinden	w11057
<g/>
.
Linz	w11059
<g/>
,
den	w11061
8	w11062
<g/>
.
May	w11064
<g/>
,
1772	w11066
<g/>
.
</p>
<p id="p87">
Hiemit	w11068
und	w11069
in	w11070
Kraft	w11071
dieses	w11072
wird	w11073
dem	w11074
Publiko	w11075
<g/>
,
oder	w11077
vielmehr	w11078
der	w11079
Theresia	w11080
Puechbergerin	w11081
uneheli=chen	w11082
<g/>
=
Sohn	w11084
zu	w11085
wissen	w11086
gemacht	w11087
<g/>
,
daß	w11089
in	w11090
der	w11091
K	w11092
<g/>
.
K	w11094
<g/>
.
und	w11096
landsfürstl	w11097
<g/>
.
Stadt	w11099
Steyer	w11100
eine	w11101
ledige	w11102
Weibsperson	w11103
mit	w11104
Namen	w11105
Theresia	w11106
Puechbergerin	w11107
mit	w11108
Tod	w11109
abge=gangen	w11110
<g/>
=
<g/>
,
deren	w11113
Vermögen	w11114
Ueberrest	w11115
nach	w11116
Abzug	w11117
des	w11118
Conducts	w11119
und	w11120
wissentlicher	w11121
passivorum	w11122
sich	w11123
anoch	w11124
auf	w11125
36	w11126
<g/>
.
fl	w11128
<g/>
.
36	w11130
<g/>
.
kr	w11132
<g/>
.
belaufen	w11134
<g/>
;
jedoch	w11136
da	w11137
sich	w11138
die	w11139
erfor=derliche	w11140
<g/>
=
Edictsunkosten	w11142
erst	w11143
hievon	w11144
nehmen	w11145
müssen	w11146
<g/>
;
wann	w11148
nun	w11149
dem	w11150
Vernehmen	w11151
nach	w11152
dieselbe	w11153
im	w11154
ledigen	w11155
Stand	w11156
einen	w11157
Sohn	w11158
erzeuget	w11159
<g/>
,
dessen	w11161
Tauf	w11162
und	w11163
Zuna=men	w11164
<g/>
=
auch	w11166
unbewußt	w11167
<g/>
,
doch	w11169
aber	w11170
in	w11171
Hungarn	w11172
<g/>
,
unwis=send	w11174
<g/>
=
wo	w11176
<g/>
,
sich	w11178
verehelichet	w11179
haben	w11180
sollte	w11181
<g/>
,
dem	w11183
also	w11184
ab	w11185
intestato	w11186
diese	w11187
wenige	w11188
Verlassenschaft	w11189
unmittelbar	w11190
zuständig	w11191
ist	w11192
<g/>
;
als	w11194
wird	w11195
derselbe	w11196
<g/>
,
oder	w11198
seine	w11199
Erben	w11200
zur	w11201
Anmeld	w11202
<g/>
=
und	w11204
Legitimirung	w11205
dieses	w11206
Erbschafts=anspruchs	w11207
<g/>
=
entweder	w11209
persönlich	w11210
<g/>
,
oder	w11212
durch	w11213
einen	w11214
ge=nugsam	w11215
<g/>
=
Bevollmächtigten	w11217
innerhalb	w11218
1	w11219
<g/>
.
Jahr	w11221
<g/>
,
6	w11223
<g/>
.
Wo=chen	w11225
<g/>
=
und	w11227
3	w11228
<g/>
.
Tagen	w11230
peremptorie	w11231
dergestalten	w11232
zu	w11233
un=serer	w11234
<g/>
=
Stadtkanzley	w11236
citiret	w11237
<g/>
,
widrigenfalls	w11239
nach	w11240
Ver=lauf	w11241
<g/>
=
solcher	w11243
Zeit	w11244
derselbe	w11245
nicht	w11246
mehr	w11247
angehöret	w11248
<g/>
,
son=dern	w11250
<g/>
=
nach	w11252
Abzug	w11253
der	w11254
Edictsunkosten	w11255
diese	w11256
Erbschaft	w11257
für	w11258
die	w11259
Abgeleibte	w11260
auf	w11261
heilige	w11262
Messen	w11263
und	w11264
ad	w11265
piam	w11266
causam	w11267
verwendet	w11268
werden	w11269
soll	w11270
<g/>
.
Stadt	w11272
Steyr	w11273
<g/>
,
den	w11275
30	w11276
<g/>
.
April	w11278
<g/>
,
1772	w11280
<g/>
.
</p>
<p id="p88a">
Wir	w11282
Bürgermeister	w11283
<g/>
,
Amtsverwalter	w11285
und	w11286
Rath	w11287
der	w11288
Stadt	w11289
Wien	w11290
<g/>
,
geben	w11292
hiemit	w11293
jedermann	w11294
zu	w11295
ver=nehmen	w11296
<g/>
=
<g/>
:
Es	w11299
sey	w11300
die	w11301
Clara	w11302
Radingerinn	w11303
geweste	w11304
Fischabtragerinn	w11305
allhier	w11306
mit	w11307
Tod	w11308
abgegangen	w11309
<g/>
,
und	w11311
daher	w11312
<g/>
,
um	w11314
mit	w11315
der	w11316
künftigen	w11317
Verlassenschaftsab=handlung	w11318
<g/>
=
sicher	w11320
vorgehen	w11321
zu	w11322
können	w11323
<g/>
,
für	w11325
nothwen=dig	w11326
<g/>
=
befunden	w11328
worden	w11329
<g/>
,
diejenigen	w11331
vorzuladen	w11332
<g/>
,
und	w11334
anzuhören	w11335
<g/>
,
welche	w11337
an	w11338
diese	w11339
Verlassenschaft	w11340
einige	w11341
Ansprüche	w11342
<g/>
,
und	w11344
Forderungen	w11345
haben	w11346
möchten	w11347
<g/>
.
Da	w11349
wir	w11350
nun	w11351
entschlossen	w11352
sind	w11353
<g/>
,
eben	w11355
diese	w11356
Sprüche	w11357
und	w11358
Forderungen	w11359
an	w11360
dem	w11361
eigens	w11362
<g/>
,
und	w11364
zwar	w11365
für	w11366
das	w11367
erste	w11368
und	w11369
letztemal	w11370
hiezu	w11371
bestimmten	w11372
Tag	w11373
<g/>
,
nämlich	w11375
den	w11376
3ten	w11377
Juny	w11378
dies	w11379
Jahrs	w11380
<g/>
,
oder	w11382
da	w11383
wir	w11384
diesen	w11385
Tag	w11386
an=derer	w11387
<g/>
=
Verhindernissen	w11389
halber	w11390
nicht	w11391
zu	w11392
Rath	w11393
sässen	w11394
<g/>
,
den	w11396
nächst	w11397
darauf	w11398
folgenden	w11399
Rathstag	w11400
früh	w11401
um	w11402
8	w11403
<g/>
.
Uhr	w11405
zu	w11406
hören	w11407
<g/>
,
und	w11409
zu	w11410
vernehmen	w11411
<g/>
.
So	w11413
haben	w11414
alle	w11415
jene	w11416
<g/>
,
welche	w11418
an	w11419
der	w11420
Klara	w11421
Radingerinn	w11422
seel	w11423
<g/>
.
Ver=lassenschaft	w11425
<g/>
=
eine	w11427
rechtmäfige	w11428
Forderung	w11429
<g/>
,
es	w11431
sey	w11432
um	w11433
</p>
<p id="p89">
Erbschaft	w11434
<g/>
,
Schuld	w11436
<g/>
,
oder	w11438
anderer	w11439
Ursachen	w11440
willen	w11441
zu	w11442
haben	w11443
glauben	w11444
<g/>
,
den	w11446
bestimmten	w11447
Tag	w11448
selbst	w11449
per=sönlich	w11450
<g/>
=
<g/>
,
oder	w11453
durch	w11454
einen	w11455
hinlänglich	w11456
versehenen	w11457
Gewalttrager	w11458
so	w11459
gewiß	w11460
vor	w11461
uns	w11462
zu	w11463
erscheinen	w11464
<g/>
,
sich	w11466
behörig	w11467
zu	w11468
legitimiren	w11469
<g/>
,
und	w11471
ihre	w11472
Ansprüche	w11473
<g/>
,
und	w11475
Forderungen	w11476
darzuthun	w11477
<g/>
,
als	w11479
im	w11480
widrigen	w11481
Falle	w11482
auf	w11483
die	w11484
ausbleibenden	w11485
<g/>
,
oder	w11487
nicht	w11488
behörig	w11489
liquidirenden	w11490
Erben	w11491
<g/>
,
Gläubiger	w11493
<g/>
,
und	w11495
Prätendenten	w11496
keine	w11497
Ruck=sicht	w11498
<g/>
=
genohmen	w11500
<g/>
,
mit	w11502
der	w11503
Abhandlung	w11504
<g/>
,
und	w11506
Ver=theilung	w11507
<g/>
=
des	w11509
Verlassenschaftsguts	w11510
von	w11511
Amts	w11512
wegen	w11513
vorgegangen	w11514
<g/>
,
und	w11516
dasselbe	w11517
den	w11518
etwann	w11519
vorkommen=den	w11520
<g/>
=
Erben	w11522
unbedenklich	w11523
überlassen	w11524
werden	w11525
würde	w11526
<g/>
.
Wien	w11528
den	w11529
26sten	w11530
März	w11531
1772	w11532
<g/>
.
</p>
<p id="p90">
Von	w11534
Richter	w11535
<g/>
,
und	w11537
Rath	w11538
des	w11539
landesfürstlichen	w11540
Markt	w11541
Mödling	w11542
wegen	w11543
wird	w11544
hiemit	w11545
jedermän=niglich	w11546
<g/>
=
kund	w11548
<g/>
,
und	w11550
zu	w11551
wissen	w11552
gemacht	w11553
<g/>
,
welcher	w11555
gestalten	w11556
die	w11557
Bestandzeit	w11558
der	w11559
Spitalmühl	w11560
in	w11561
Mödling	w11562
den	w11563
20	w11564
<g/>
.
August	w11566
dieß	w11567
Jahrs	w11568
seine	w11569
End=schaft	w11570
<g/>
=
erreiche	w11572
<g/>
,
da	w11574
nun	w11575
sothane	w11576
Mühl	w11577
ferners	w11578
auf	w11579
3	w11580
<g/>
.
Jahre	w11582
licitando	w11583
in	w11584
Bestand	w11585
zu	w11586
verlassen	w11587
ist	w11588
<g/>
,
als	w11590
wird	w11591
der	w11592
10	w11593
<g/>
.
Juny	w11595
zur	w11596
Licitationstag=sazung	w11597
<g/>
=
bestimmet	w11599
<g/>
,
an	w11601
welchen	w11602
Tag	w11603
jene	w11604
<g/>
,
so	w11606
berührte	w11607
Mühl	w11608
in	w11609
Bestand	w11610
zu	w11611
nehmen	w11612
gedenken	w11613
<g/>
,
frühe	w11615
um	w11616
8	w11617
<g/>
.
Uhr	w11619
auf	w11620
der	w11621
k	w11622
<g/>
.
k	w11624
<g/>
.
Schranen	w11626
in	w11627
dem	w11628
Markt	w11629
Mödling	w11630
zu	w11631
erscheinen	w11632
<g/>
,
und	w11634
sich	w11635
allda	w11636
anmelden	w11637
zu	w11638
lassen	w11639
haben	w11640
wird	w11641
<g/>
.
</p>
<p id="p91">
Es	w11643
ist	w11644
in	w11645
der	w11646
Herrengasse	w11647
zu	w11648
Wäring	w11649
ein	w11650
Haus	w11651
<g/>
,
bestehend	w11653
in	w11654
11	w11655
<g/>
.
eingerichteten	w11657
Zimmern	w11658
<g/>
,
2	w11660
<g/>
.
Kü=chen	w11662
<g/>
=
<g/>
,
2	w11665
<g/>
.
Pferdstallung	w11667
<g/>
,
Keller	w11669
<g/>
,
Boden	w11671
auf	w11672
Heu	w11673
und	w11674
Haaber	w11675
<g/>
,
nebst	w11677
einem	w11678
120	w11679
<g/>
.
Klafter	w11681
langen	w11682
Obst=garten	w11683
<g/>
=
mit	w11685
300	w11686
Stück	w11687
Pferschen	w11688
<g/>
,
Aepfeln	w11690
<g/>
,
Birn	w11692
<g/>
,
spannischen	w11694
Weixeln	w11695
<g/>
,
und	w11697
einer	w11698
langen	w11699
Wand	w11700
kost=barer	w11701
<g/>
=
Feigen	w11703
angelegt	w11704
<g/>
,
in	w11706
der	w11707
Mitte	w11708
befindet	w11709
sich	w11710
ein	w11711
angenehmes	w11712
Lusthaus	w11713
<g/>
;
zu	w11715
Ende	w11716
des	w11717
Gartens	w11718
aber	w11719
kommet	w11720
man	w11721
auf	w11722
eine	w11723
angenehme	w11724
Fläche	w11725
der	w11726
Felder	w11727
<g/>
,
täglich	w11729
zu	w11730
verkaufen	w11731
<g/>
,
oder	w11733
zu	w11734
verlassen	w11735
<g/>
.
Nebst	w11737
deme	w11738
sind	w11739
1000	w11740
<g/>
.
St	w11742
<g/>
.
Niederländernelken	w11744
<g/>
,
120	w11746
<g/>
.
St	w11748
<g/>
.
halbschuhige	w11750
Kastanienbäumer	w11751
<g/>
,
eine	w11753
Alee	w11754
<g/>
.
diendel	w11756
<g/>
,
16	w11758
<g/>
.
St	w11760
<g/>
.
hochstämige	w11762
spanische	w11763
Weichsel	w11764
<g/>
,
Ferner	w11766
2	w11767
<g/>
.
Siebenbirger	w11769
<g/>
,
Gestüttpferde	w11771
<g/>
,
15	w11773
<g/>
.
Fäust	w11775
hoch	w11776
<g/>
,
6	w11778
<g/>
.
und	w11780
7	w11781
jährig	w11782
<g/>
,
und	w11784
3	w11785
<g/>
.
Pferdgeschirr	w11787
<g/>
,
nebst	w11789
einem	w11790
Flechtzeug	w11791
<g/>
;
dann	w11793
ein	w11794
neuer	w11795
Schwimmer	w11796
<g/>
;
mit	w11798
mausfarben	w11799
Tuch	w11800
ansgemacht	w11801
<g/>
,
gelb	w11803
angestrichen	w11804
<g/>
,
mit	w11806
eisernen	w11807
Axen	w11808
<g/>
,
und	w11810
feinen	w11811
Passauer	w11812
<g/>
=
Gläsern	w11814
versehen	w11815
<g/>
,
auf	w11817
der	w11818
Reise	w11819
und	w11820
in	w11821
der	w11822
Stadt	w11823
brauchbar	w11824
<g/>
.
Ein	w11826
neues	w11827
4	w11828
<g/>
.
sitziges	w11830
Pirutsch	w11831
mit	w11832
grünem	w11833
Tuch	w11834
ge=füttert	w11835
<g/>
=
<g/>
,
mit	w11838
eisernen	w11839
Axen	w11840
versehen	w11841
<g/>
,
in	w11843
der	w11844
Stadt	w11845
<g/>
,
und	w11847
auf	w11848
der	w11849
Reise	w11850
brauchbar	w11851
<g/>
.
Ein	w11853
neues	w11854
gelb	w11855
safia=nenes	w11856
<g/>
=
Reispirutsch	w11858
<g/>
,
mit	w11860
eisernen	w11861
Axen	w11862
versehen	w11863
<g/>
,
und	w11865
auf	w11866
englische	w11867
Art	w11868
ausgemacht	w11869
<g/>
;
u	w11871
<g/>
.
endlich	w11873
18	w11874
<g/>
.
Stück	w11876
Nideerländer	w11877
Spalierblätter	w11878
<g/>
,
eine	w11880
Waldung	w11881
<g/>
,
eine	w11883
Reitschule	w11884
<g/>
,
und	w11886
eine	w11887
Batallie	w11888
vorstellend	w11889
<g/>
,
zu	w11891
ver=kaufen	w11892
<g/>
=
<g/>
.
Liebhaber	w11895
können	w11896
sich	w11897
in	w11898
dem	w11899
Riemerge=wölbe	w11900
<g/>
=
an	w11902
der	w11903
Ecke	w11904
des	w11905
Komödiegässel	w11906
nächst	w11907
dem	w11908
Kärnterthor	w11909
beliebigst	w11910
anmelden	w11911
<g/>
.
</p>
<head id="hl25">
Jn	w11913
der	w11914
von	w11915
Ghelenschen	w11916
Buchhandlung	w11917
<g/>
,
im	w11919
neuen	w11920
Michaelerhause	w11921
<g/>
,
der	w11923
kön	w11924
<g/>
.
Reitschule	w11926
gegenüber	w11927
<g/>
,
sind	w11929
nebst	w11930
vielen	w11931
alten	w11932
<g/>
,
sehr	w11934
raren	w11935
und	w11936
neuen	w11937
Büchern	w11938
<g/>
,
Landkarten	w11940
und	w11941
Kupferstichen	w11942
<g/>
,
auch	w11944
folgende	w11945
zu	w11946
haben	w11947
<g/>
.
</head>
<list id="li14">
The	w11949
Moral	w11950
Miscellany	w11951
<g/>
,
or	w11953
<g/>
,
a	w11955
collection	w11956
of	w11957
Select	w11958
pieces	w11959
in	w11960
prose	w11961
and	w11962
verse	w11963
<g/>
,
for	w11965
the	w11966
Instru-ction	w11967
<g/>
-
and	w11969
Entertainment	w11970
of	w11971
youth	w11972
<g/>
,
8	w11974
<g/>
.
1	w11976
<g/>
.
fl	w11978
15	w11979
<g/>
.
kr	w11981
<g/>
.
Principes	w11983
de	w11984
tout	w11985
Gouvernement	w11986
<g/>
,
ou	w11988
Examen	w11989
des	w11990
Causes	w11991
de	w11992
la	w11993
Splendeur	w11994
ou	w11995
de	w11996
la	w11997
foi-blesse	w11998
<g/>
-
de	w12000
tout	w12001
Etat	w12002
considerée	w12003
en	w12004
lui	w12005
<g/>
-
même	w12007
<g/>
&
independamment	w12009
des	w12010
Moeurs	w12011
<g/>
,
2	w12013
<g/>
.
Tom	w12015
<g/>
.
8	w12017
<g/>
.
1	w12019
<g/>
.
fl	w12021
<g/>
.
30	w12023
<g/>
.
kr	w12025
<g/>
.
Romans	w12027
moraux	w12028
<g/>
,
par	w12030
Mr	w12031
<g/>
.
Contant	w12033
d'Orville	w12034
<g/>
,
pour	w12036
Servir	w12037
de	w12038
Supplément	w12039
à	w12040
la	w12041
Bibliothé-que	w12042
<g/>
-
de	w12044
Campagne	w12045
<g/>
,
5	w12047
<g/>
.
part	w12049
<g/>
.
avec	w12051
fig	w12052
<g/>
.
8	w12054
<g/>
.
1	w12056
fl	w12057
<g/>
.
30	w12059
<g/>
.
kr	w12061
<g/>
.
Nouveaux	w12063
Romans	w12064
moraux	w12065
<g/>
,
aussi	w12067
interessants	w12068
pour	w12069
les	w12070
Coeurs	w12071
Vertueus	w12072
que	w12073
ceux	w12074
de	w12075
Mr	w12076
<g/>
.
d'Arnaud	w12078
<g/>
,
8	w12080
<g/>
.
1	w12082
<g/>
.
fl	w12084
<g/>
.
Traité	w12086
des	w12087
causes	w12088
physiques	w12089
<g/>
&
morales	w12091
du	w12092
Riere	w12093
relativement	w12094
à	w12095
l'Art	w12096
de	w12097
l'exciter	w12098
<g/>
,
8	w12100
<g/>
.
30	w12102
<g/>
.
k	w12104
<g/>
.
Céhanne	w12106
ou	w12107
les	w12108
Amans	w12109
seduits	w12110
par	w12111
leurs	w12112
Vertus	w12113
<g/>
,
8	w12115
<g/>
.
30	w12117
<g/>
.
kr	w12119
<g/>
.
Verschiedene	w12121
Beobachtungen	w12122
über	w12123
die	w12124
Neigungen	w12125
und	w12126
Sitten	w12127
der	w12128
Menschen	w12129
<g/>
,
v	w12131
<g/>
.
Herrn	w12133
St	w12134
<g/>
.
Evre=niont	w12136
<g/>
=
<g/>
,
4	w12139
<g/>
.
40	w12141
<g/>
.
kr	w12143
<g/>
.
Büschings	w12145
Lehrbuch	w12146
für	w12147
die	w12148
Jugend	w12149
<g/>
,
2	w12151
<g/>
.
Theile	w12153
8	w12154
<g/>
.
45	w12156
<g/>
.
kr	w12158
<g/>
.
Der	w12160
Frau	w12161
Marschallinn	w12162
von	w12163
***	w12164
<g/>
.
letzte	w12166
Reden	w12167
und	w12168
Unterrichte	w12169
an	w12170
ihre	w12171
Kinder	w12172
<g/>
,
von	w12174
den	w12175
Pflich=ten	w12176
<g/>
=
der	w12178
Religion	w12179
<g/>
,
des	w12181
Vaterlandes	w12182
und	w12183
der	w12184
Gesellschaft	w12185
<g/>
,
aus	w12187
dem	w12188
Franz	w12189
<g/>
.
des	w12191
Herrn	w12192
Carac=cioli	w12193
<g/>
=
<g/>
,
8	w12196
<g/>
.
28	w12198
<g/>
.
kr	w12200
<g/>
.
Des	w12202
Herrn	w12203
Caraccioli	w12204
<g/>
,
ergötzende	w12206
und	w12207
moralische	w12208
Briefe	w12209
über	w12210
die	w12211
Sitten	w12212
der	w12213
jetzigen	w12214
Zeit	w12215
<g/>
,
4	w12217
<g/>
.
Theile	w12219
8	w12220
<g/>
.
2	w12222
<g/>
.
fl	w12224
<g/>
.
30	w12226
<g/>
.
kr	w12228
<g/>
.
<g/>
—
<g/>
—
praktische	w12232
Landökonomie	w12233
der	w12234
Alten	w12235
<g/>
,
nebst	w12237
einem	w12238
Entwurfe	w12239
derselben	w12240
zum	w12241
besten	w12242
des	w12243
ge=meinen	w12244
<g/>
=
Wesers	w12246
wieder	w12247
aufzuhelfen	w12248
<g/>
,
8	w12250
<g/>
.
20	w12252
<g/>
.
kr	w12254
<g/>
.
Renatus	w12256
de	w12257
Caradeuc	w12258
de	w12259
la	w12260
Chalotais	w12261
<g/>
,
Versuch	w12263
über	w12264
den	w12265
Kinderunterricht	w12266
<g/>
,
aus	w12268
dem	w12269
Franz	w12270
<g/>
.
mit	w12272
Anmerkungen	w12273
<g/>
,
8	w12275
<g/>
.
56	w12277
<g/>
.
kr	w12279
<g/>
.
Meyers	w12281
<g/>
(
Joh	w12283
<g/>
.
Fr	w12285
<g/>
.
<g/>
)
chymische	w12288
Versuche	w12289
zur	w12290
nähern	w12291
Erkenntniß	w12292
des	w12293
ungelöschten	w12294
Kalchs	w12295
<g/>
,
der	w12297
ela=stischen	w12298
<g/>
=
und	w12300
electrischen	w12301
Materie	w12302
<g/>
,
des	w12304
allerreinsten	w12305
Feuerwesens	w12306
<g/>
,
und	w12308
der	w12309
ursprünglichen	w12310
allge=meinen	w12311
<g/>
=
Säure	w12313
<g/>
,
nebst	w12315
einem	w12316
Anhang	w12317
von	w12318
den	w12319
Elementen	w12320
<g/>
,
gr	w12322
<g/>
.
8	w12324
<g/>
.
2	w12326
<g/>
.
fl	w12328
<g/>
.
Des	w12330
Herrn	w12331
Clairaut	w12332
<g/>
,
Anfangsgründe	w12334
der	w12335
Geometrie	w12336
<g/>
,
aus	w12338
dem	w12339
Französ	w12340
<g/>
.
mit	w12342
Kupf	w12343
<g/>
.
8	w12345
<g/>
.
40	w12347
<g/>
.
kr	w12349
<g/>
.
Kurzer	w12351
<g/>
,
jedoch	w12353
gründlicher	w12354
und	w12355
ausführlicher	w12356
Bericht	w12357
vom	w12358
Ursprung	w12359
<g/>
,
Aufkommen	w12361
und	w12362
Zufällen	w12363
<g/>
,
der	w12365
preiswürdigsten	w12366
böhmischen	w12367
Landtafel	w12368
<g/>
,
als	w12370
des	w12371
kostbaresten	w12372
Kleinods	w12373
des	w12374
höchstberühmten	w12375
Königreichs	w12376
Böhmen	w12377
<g/>
,
8	w12379
<g/>
.
20	w12381
<g/>
.
kr	w12383
<g/>
.
Essai	w12385
sur	w12386
l'Homme	w12387
<g/>
,
par	w12389
