<doc id="wr_1758-07-19" attrs="word" year="1758" month="07" day="19" corpus="2">
<head id="h2_d262e3122">
Wißmayr	w1_d262e3126
König	w9_d262e24860
selbsten	w11_d262e24863
mit	w13_d262e24867
12000.	w15_d262e24870
Mann	w1_d262e24876
von	w3_d262e24879
denen	w5_d262e24882
berden	w7_d262e24885
ersteren	w1_d262e24890
Colonnen	w3_d262e24893
zum	w5_d262e24896
Succurs	w7_d262e24899
herbey	w9_d262e24902
eilete;	w11_d262e24905
es	w13_d262e24909
zogen	w15_d262e24912
sich	w17_d262e24915
dahero	w19_d262e24918
unse	w21_d262e24921
re	w1_d262e24926
Trupen	w3_d262e24929
auf	w5_d262e24932
ihre	w7_d262e24935
vorige	w9_d262e24938
Posten	w11_d262e24941
zuruck,	w13_d262e24945
nachdeme	w15_d262e24948
sie	w17_d262e24951
nur	w19_d262e24954
eine	w21_d262e24957
Estandar	w23_d262e24960
te,	w1_d262e24965
2.	w3_d262e24968
Pulfer=karren,	w5_d262e24971
und	w7_d262e24974
eine	w9_d262e24977
Anzahl	w11_d262e24980
anderer	w13_d262e24984
Wägen	w15_d262e24987
behaupten	w17_d262e24990
konten.	w19_d262e24993
Man	w1_d262e24999
überkame	w3_d262e25002
bey	w5_d262e25005
dieser	w7_d262e25008
Affaire	w9_d262e25011
verschiedene	w11_d262e25014
Kriegs=gefangene.	w13_d262e25018
An	w15_d262e25021
Todt	w1_d262e25026
und	w3_d262e25029
Bleßirten,	w5_d262e25032
dann	w7_d262e25035
Deferteurs	w9_d262e25038
belauffet	w11_d262e25041
sich	w13_d262e25045
der	w15_d262e25048
feindliche	w17_d262e25051
Ver	w19_d262e25054
</p>
<p id="p34_d262e25057">
lust	w1_d262e25061
über	w3_d262e25064
1000.,	w5_d262e25067
der	w7_d262e25070
unserige	w9_d262e25073
aber	w11_d262e25076
etwas	w13_d262e25080
über	w15_d262e25083
300.	w17_d262e25086
Mann.	w19_d262e25089
Die	w21_d262e25092
Kais.	w23_d262e25095
Kön.	w1_d262e25100
Armee	w3_d262e25103
brache	w5_d262e25106
nämlichen	w7_d262e25109
Tag	w9_d262e25112
von	w11_d262e25115
Sebranitz,	w13_d262e25119
und	w15_d262e25122
zwar	w17_d262e25125
gegen	w19_d262e25128
Mit	w21_d262e25131
tags=zeit	w1_d262e25136
mehrmalen	w3_d262e25139
auf,	w5_d262e25142
und	w7_d262e25145
lagerte	w9_d262e25148
sich	w11_d262e25151
unweit	w13_d262e25155
Hohen=mant,	w15_d262e25158
in	w17_d262e25161
welcher	w19_d262e25164
Stadt	w1_d262e25170
das	w3_d262e25173
Haupt=quartier	w5_d262e25176
zu	w7_d262e25179
stehen	w9_d262e25182
kame.	w11_d262e25185
</p>
<p id="p36_d262e25189">
Den	w1_d262e25193
13.	w3_d262e25196
hielto	w5_d262e25199
sie	w7_d262e25202
aldorten	w9_d262e25205
Rast=tag,	w11_d262e25208
wo	w13_d262e25212
man	w15_d262e25215
zugleich	w17_d262e25218
die	w19_d262e25221
Nachrich	w21_d262e25224
überkame,	w1_d262e25229
daß	w3_d262e25232
die	w5_d262e25235
beeden	w7_d262e25238
ersteren	w9_d262e25241
feindlichen	w11_d262e25244
Colonnen	w13_d262e25248
sich	w15_d262e25251
bis	w17_d262e25254
an	w19_d262e25257
König	w21_d262e25260
gratz	w1_d262e25265
genäheret,	w3_d262e25268
und	w5_d262e25271
ein	w7_d262e25274
Theil	w9_d262e25277
davon	w11_d262e25280
sothanen	w13_d262e25284
Ort	w15_d262e25287
würklich	w17_d262e25290
bezogen	w19_d262e25293
habe.	w21_d262e25296
Der	w1_d262e25302
General	w3_d262e25305
der	w5_d262e25308
Cavallerie	w7_d262e25311
Frey=herr	w9_d262e25314
von	w11_d262e25317
Buccow	w13_d262e25321
hat	w15_d262e25324
ehevor	w17_d262e25327
die	w19_d262e25330
alda	w21_d262e25333
gestandene	w1_d262e25338
Garnison	w3_d262e25341
an	w5_d262e25344
sich	w7_d262e25347
gezogen,	w9_d262e25350
und	w11_d262e25353
mit	w13_d262e25357
seinem	w15_d262e25360
Corps	w17_d262e25363
eine	w19_d262e25366
andert	w21_d262e25369
bey	w1_d262e25374
Chlumeh	w3_d262e25377
genommen.	w5_d262e25380
Von	w7_d262e25383
sothanem	w9_d262e25386
Königgratz	w11_d262e25389
bewegte	w13_d262e25393
sich	w15_d262e25396
Poftkiun	w1_d262e25401
der	w1_d262e25407
Feind	w3_d262e25410
abermalen,	w5_d262e25413
und	w7_d262e25416
verfolgte	w9_d262e25419
seinen	w11_d262e25422
Marsch	w13_d262e25426
bis	w15_d262e25429
gegen	w17_d262e25432
Klein=stalitz	w19_d262e25435
3.	w1_d262e25440
döge	w1_d262e25445
über	w1_d262e25450
Duccowina;	w3_d262e25453
bey	w5_d262e25456
Königgratz	w7_d262e25459
selbsten	w9_d262e25462
aber	w11_d262e25465
stehet	w13_d262e25469
ein	w15_d262e25472
feinliches	w17_d262e25475
Corp	w19_d262e25478
lagert,	w1_d262e25484
von	w3_d262e25487
deme	w5_d262e25490
starke	w7_d262e25493
Commandi	w9_d262e25496
zu	w11_d262e25499
Przin	w13_d262e25503
und	w15_d262e25506
Lochenitz	w17_d262e25509
ausgestellet	w19_d262e25512
worden	w21_d262e25515
Die	w1_d262e25520
3te	w3_d262e25523
feindliche	w5_d262e25526
Colonne	w7_d262e25529
unter	w9_d262e25532
dem	w11_d262e25535
Marschall	w13_d262e25539
Keith	w15_d262e25542
nihmet	w17_d262e25545
ihren	w19_d262e25548
</p>
<p id="p38_d262e25551">
.	w1_d262e25555
Berg	w1_d262e25560
ebenfalls	w3_d262e25563
nacher	w5_d262e25566
Königgratz,	w7_d262e25569
welch=ein=so	w9_d262e25572
andere	w11_d262e25575
jedoch	w13_d262e25579
von	w15_d262e25582
unseren	w17_d262e25585
Deraschements	w1_d262e25590
genau	w3_d262e25593
beobachtet,	w5_d262e25596
und	w7_d262e25599
begleitet	w9_d262e25602
wird.	w11_d262e25605
</p>
<p id="p40_d262e25608">
Den	w1_d262e25612
14.	w3_d262e25615
langte	w5_d262e25618
viele	w7_d262e25621
feindliche	w9_d262e25624
Bagage	w11_d262e25627
zu	w13_d262e25631
Jaromierz	w15_d262e25634
an,	w17_d262e25637
so	w19_d262e25640
von	w21_d262e25643
einer	w23_d262e25646
star	w25_d262e25650
ken	w1_d262e25655
Escorte,	w3_d262e25658
die	w5_d262e25661
sich	w7_d262e25664
jenseits	w9_d262e25667
der	w11_d262e25670
Elbe	w13_d262e25674
ebenfalls	w15_d262e25677
dahin	w17_d262e25680
zoge,	w19_d262e25683
bedecket	w21_d262e25686
wurde,	w23_d262e25689
von	w25_d262e25693
dem	w1_d262e25698
ferneren	w3_d262e25701
feindlichen	w5_d262e25704
Marsche	w7_d262e25707
hingegen,	w9_d262e25710
welcher	w11_d262e25713
nunmehro	w13_d262e25717
die	w15_d262e25720
Absicht	w17_d262e25723
des	w19_d262e25726
Königs	w1_d262e25732
veroffenbaren	w3_d262e25735
muß,	w5_d262e25738
hat	w7_d262e25741
man	w9_d262e25744
bis	w11_d262e25747
nun	w13_d262e25751
zu	w15_d262e25754
nichts	w17_d262e25757
Verläßliches	w19_d262e25760
in	w21_d262e25763
Erfah	w23_d262e25766
renheit	w1_d262e25771
gebracht.	w3_d262e25774
Anheute	w5_d262e25777
mit	w7_d262e25780
Anbruch	w9_d262e25783
des	w11_d262e25786
Tages	w13_d262e25790
continuirte	w15_d262e25793
die	w17_d262e25796
Kais.	w19_d262e25799
Kön.	w21_d262e25802
Armee	w1_d262e25807
ihren	w3_d262e25810
Marsch	w5_d262e25813
bis	w7_d262e25816
anhero,	w9_d262e25819
alwoselbst	w11_d262e25822
der	w13_d262e25826
commandirende	w15_d262e25829
Generalfeld	w17_d262e25832
marschall	w1_d262e25837
Graf	w3_d262e25840
v.	w5_d262e25843
Daun	w7_d262e25846
nach	w9_d262e25849
des	w11_d262e25852
Feindes	w13_d262e25856
Bewegungen	w15_d262e25859
seine	w17_d262e25862
Maß=reguin	w19_d262e25865
zu	w1_d262e25871
denen	w3_d262e25874
forthinnigen	w5_d262e25877
Operationen	w7_d262e25880
einleitet	w9_d262e25883
</p>
<head id="h2_d262e25924">
OURNAL	w1_d262e25928
Von	w1_d262e25933
der	w3_d262e25936
Kaiserl.	w5_d262e25939
und	w7_d262e25942
des	w9_d262e25945
Reichs=unter	w11_d262e25948
Commando	w13_d262e25952
des	w1_d262e25957
Herrn	w3_d262e25960
Pfalz=grafens	w5_d262e25963
zu	w7_d262e25966
Zweybrücken	w9_d262e25969
Durchl.	w11_d262e25972
stehenden	w13_d262e25976
Armee	w15_d262e25979
aus	w1_d262e25985
dem	w3_d262e25988
Haupt=quartier	w5_d262e25991
Saatz	w7_d262e25994
in	w9_d262e25997
Böheim,	w11_d262e26000
vom	w13_d262e26004
10ten	w15_d262e26007
bis	w17_d262e26010
13ten	w19_d262e26013
Julii	w1_d262e26018
1758.	w3_d262e26021
</head>
<p id="p4_d262e26024">
DEn	w1_d262e26028
10.	w3_d262e26031
gienge	w5_d262e26034
eine	w7_d262e26037
Patrouille	w9_d262e26040
von	w11_d262e26043
denen	w13_d262e26047
Vorpo	w15_d262e26050
sten	w1_d262e26055
des	w3_d262e26058
Herrn	w5_d262e26061
General	w7_d262e26064
Lusinsky,	w9_d262e26067
welcher	w11_d262e26070
noch	w13_d262e26074
zu	w1_d262e26079
Oelsnitz	w3_d262e26082
stehet,	w5_d262e26085
nach	w7_d262e26088
Reichenbach,	w9_d262e26091
und	w11_d262e26094
traffe	w13_d262e26098
in	w15_d262e26101
der	w17_d262e26104
Stadt	w1_d262e26110
eine	w3_d262e26113
feindliche	w5_d262e26116
Patrouille	w7_d262e26119
an,	w9_d262e26122
jagte	w11_d262e26125
auch	w13_d262e26129
solche	w15_d262e26132
gleich	w1_d262e26137
zuruck;	w3_d262e26140
dieses	w5_d262e26143
veranlaßte	w7_d262e26146
das	w9_d262e26149
zu	w11_d262e26152
Zwickau	w13_d262e26156
stehen	w15_d262e26159
de	w1_d262e26164
feindliche	w3_d262e26167
Corps,	w5_d262e26170
daß	w7_d262e26173
selbes	w9_d262e26176
</p>
<p id="p6_d262e26179">
Den	w1_d262e26183
11.	w3_d262e26186
ein	w5_d262e26189
beträchtliches	w7_d262e26192
Detaschement	w9_d262e26195
nach	w11_d262e26198
Reichenbach	w1_d262e26203
schickte.	w3_d262e26206
Der	w5_d262e26209
in	w7_d262e26212
selbiger	w9_d262e26215
Gegend	w11_d262e26218
stehende	w13_d262e26222
Ritt=meister	w1_d262e26227
von	w3_d262e26230
dem	w5_d262e26233
Splenischen	w7_d262e26236
Regiment	w9_d262e26239
sahe	w11_d262e26242
sich	w13_d262e26246
bey	w1_d262e26252
solcher	w3_d262e26255
andringenden	w5_d262e26258
Ubermacht	w7_d262e26261
genöhtiget,	w9_d262e26264
gegen	w11_d262e26267
Plauen	w1_d262e26272
sich	w3_d262e26275
zuruck	w5_d262e26278
zu	w7_d262e26281
ziehen,	w9_d262e26284
so	w11_d262e26287
er	w13_d262e26291
auch,	w15_d262e26294
weilen	w17_d262e26297
ihn	w19_d262e26300
der	w21_d262e26303
Feind	w1_d262e26308
gar	w3_d262e26311
nicht	w5_d262e26314
verfolgte,	w7_d262e26317
ohne	w9_d262e26320
Verlust	w11_d262e26323
eines	w13_d262e26327
Manns	w15_d262e26330
bewürket,	w1_d262e26335
und	w3_d262e26338
da	w5_d262e26341
das	w7_d262e26344
feindliche	w9_d262e26347
Commando	w11_d262e26350
den	w13_d262e26354
näm	w15_d262e26357
lichen	w1_d262e26363
Tag	w3_d262e26366
wieder	w5_d262e26369
nach	w7_d262e26372
Zwickau	w9_d262e26375
zuruck	w11_d262e26378
gienge,	w13_d262e26382
so	w15_d262e26385
bezo	w17_d262e26388
ge	w1_d262e26393
gedachter	w3_d262e26396
Ritt=meister	w5_d262e26399
noch	w7_d262e26402
selbigen	w9_d262e26405
Abend	w11_d262e26408
seinen	w13_d262e26412
vorigen	w1_d262e26417
Posto	w3_d262e26420
bey	w5_d262e26423
Reichenbach.	w7_d262e26426
</p>
<p id="p8_d262e26429">
Den	w1_d262e26433
12.	w3_d262e26436
machte	w5_d262e26439
der	w7_d262e26442
Feind	w9_d262e26445
die	w11_d262e26448
nämliche	w13_d262e26452
Bewe	w15_d262e26455
gung,	w1_d262e26460
und	w3_d262e26463
da	w5_d262e26466
beyder	w7_d262e26469
Seits	w9_d262e26472
einige	w11_d262e26475
Schüsse	w13_d262e26479
geschehen,	w15_d262e26482
zoge	w1_d262e26487
sich	w3_d262e26490
solcher	w5_d262e26493
wiederum	w7_d262e26496
zuruck.	w9_d262e26499
</p>
<p id="p14_d262e26513">
Alle	w1_d262e26517
von	w3_d262e26520
der	w5_d262e26523
feindlichen	w7_d262e26526
Armee	w9_d262e26529
einlauffende	w11_d262e26532
Nach	w13_d262e26536
richten	w1_d262e26541
stimmen	w3_d262e26544
in	w5_d262e26547
deme	w7_d262e26550
über	w9_d262e26553
eins,	w11_d262e26556
daß	w13_d262e26560
allda	w15_d262e26563
öfters	w17_d262e26566
zer	w19_d262e26569
schiedene	w1_d262e26574
Bewegungen	w3_d262e26577
rechts	w5_d262e26580
und	w7_d262e26583
links	w9_d262e26586
gemacht	w11_d262e26589
wer	w13_d262e26593
den,	w1_d262e26599
ohne	w3_d262e26602
daß	w5_d262e26605
jedoch	w7_d262e26608
eine	w9_d262e26611
Haupt=veränderung	w11_d262e26614
darbey	w13_d262e26618
vorgehe,	w1_d262e26623
auch	w3_d262e26626
ist	w5_d262e26629
die	w7_d262e26632
feindliche	w9_d262e26635
Armee,	w11_d262e26638
allzeit	w13_d262e26642
Marsch	w15_d262e26645
fertig	w1_d262e26650
zu	w3_d262e26653
seyn,	w5_d262e26656
beordert.	w7_d262e26659
</p>
<p id="p16_d262e26662">
Der	w1_d262e26666
gegen	w3_d262e26669
der	w5_d262e26672
Laußnitz	w7_d262e26675
postirte	w9_d262e26678
Obriste	w11_d262e26681
Törreck	w13_d262e26685
hat	w1_d262e26690
einberichtet,	w3_d262e26693
daß	w5_d262e26696
das	w7_d262e26699
von	w9_d262e26702
der	w11_d262e26705
Dreßdner=garnison	w13_d262e26709
letzthin	w1_d262e26714
in	w3_d262e26717
die	w5_d262e26720
Laußnitz	w7_d262e26723
abgeschickte	w9_d262e26726
Detaschement	w11_d262e26729
sich	w13_d262e26733
zu	w1_d262e26739
Chamenz	w3_d262e26742
und	w5_d262e26745
Radeberg	w7_d262e26748
fest	w9_d262e26751
gesetzet,	w11_d262e26754
um	w13_d262e26758
unsere	w15_d262e26761
fast	w17_d262e26764
täglich	w1_d262e26769
bis	w3_d262e26772
an	w5_d262e26775
die	w7_d262e26778
Neustadt	w9_d262e26781
von	w11_d262e26784
Dreßden	w13_d262e26788
streiffende	w15_d262e26791
Par	w17_d262e26794
theyen	w1_d262e26799
zu	w3_d262e26802
observiren.	w5_d262e26805
</p>
<p id="p18_d262e26808">
Ansonsten	w1_d262e26812
befindet	w3_d262e26815
sich	w5_d262e26818
die	w7_d262e26821
diesseitige	w9_d262e26824
Armee	w11_d262e26827
sowol	w13_d262e26831
hier,	w1_d262e26836
als	w3_d262e26839
zu	w5_d262e26842
Laun,	w7_d262e26845
wie	w9_d262e26848
ingleichen	w11_d262e26851
das	w13_d262e26855
Dombalische	w15_d262e26858
Corps	w1_d262e26863
zu	w3_d262e26866
Mönigsberg	w5_d262e26869
in	w7_d262e26872
der	w9_d262e26875
vorigen	w11_d262e26878
Stellung,	w13_d262e26882
jedoch	w15_d262e26885
machen	w1_d262e26891
die	w3_d262e26894
allseitige	w5_d262e26897
Vor=posten	w7_d262e26900
immerzu	w9_d262e26903
verschiedene	w11_d262e26906
Bewegungen,	w1_d262e26911
um	w3_d262e26914
den	w5_d262e26917
Feind	w7_d262e26920
theils	w9_d262e26923
zu	w11_d262e26926
allarmiren,	w13_d262e26930
theils	w1_d262e26935
auch	w3_d262e26938
einzuschränken.	w5_d262e26941
</p>
<p id="p20_d262e26944">
Nachdeme	w1_d262e26948
auch	w3_d262e26951
der	w5_d262e26954
General	w7_d262e26957
der	w9_d262e26960
Cavallerie	w11_d262e26963
Frey	w13_d262e26967
herr	w1_d262e26972
von	w3_d262e26975
Bretlach	w5_d262e26978
allhier	w7_d262e26981
bey	w9_d262e26984
der	w11_d262e26987
Armee	w13_d262e26991
angekommen,	w15_d262e26994
so	w1_d262e26999
hat	w3_d262e27002
selber	w5_d262e27005
das	w7_d262e27008
Commando	w9_d262e27011
von	w11_d262e27014
der	w13_d262e27018
Cavallerie	w15_d262e27021
übernommen.	w1_d262e27027
</p>
<head id="h2_d262e27033">
)(	w1_d262e27037
)(	w1_d262e27042
</head>
</doc>
