<doc id="wr_1760-08-06" attrs="word" year="1760" month="08" day="06" corpus="2">
<head id="h2_d473e3491">
Toulon	w1_d473e3495
gediehenen	w9_d473e22861
Vermögen	w11_d473e22864
einige	w1_d473e22869
Sprüche	w3_d473e22872
oder	w5_d473e22875
sonst	w7_d473e22878
sub	w9_d473e22881
quocunque	w11_d473e22884
titulo	w13_d473e22888
einige	w1_d473e22893
Anforderung	w3_d473e22896
zu	w5_d473e22899
machen	w7_d473e22902
vermeinen,	w9_d473e22905
auf	w11_d473e22908
den	w13_d473e22912
27.	w1_d473e22918
Septemb	w3_d473e22921
1760.	w5_d473e22924
Vormittag	w7_d473e22927
præcise	w9_d473e22930
um	w11_d473e22933
9.	w13_d473e22937
Uhr	w1_d473e22942
in	w3_d473e22945
der	w5_d473e22948
Herrschaft	w7_d473e22951
Piestinger	w9_d473e22954
Amts=canzley	w11_d473e22957
zu	w13_d473e22961
Hörnstein	w1_d473e22966
pro	w3_d473e22969
1mo,	w5_d473e22972
2do	w7_d473e22975
&	w9_d473e22978
3tio	w11_d473e22981
termino	w13_d473e22985
sub	w15_d473e22988
clau-	w17_d473e22991
snla	w1_d473e22996
præclusi,	w3_d473e22999
ac	w5_d473e23002
perpetui	w7_d473e23005
silentii	w9_d473e23008
alsogewiß	w11_d473e23011
selbst	w13_d473e23015
persönlich,	w1_d473e23021
oder	w3_d473e23024
durch	w5_d473e23027
genugsame	w7_d473e23030
Mandatarios	w9_d473e23033
erscheinen,	w1_d473e23038
ihre	w3_d473e23041
Forderungen	w5_d473e23044
behörig	w7_d473e23047
anmelden,	w9_d473e23050
als	w1_d473e23055
im	w3_d473e23058
widrigen	w5_d473e23061
mit	w7_d473e23064
denen	w9_d473e23067
vorkommenden	w11_d473e23070
Credi-	w13_d473e23074
toribus	w1_d473e23079
diese	w3_d473e23082
Cridä=sach	w5_d473e23085
geschlossen	w7_d473e23088
werden,	w9_d473e23091
und	w11_d473e23094
die	w1_d473e23100
nicht	w3_d473e23103
Angemeldete	w5_d473e23106
von	w7_d473e23109
diesem	w9_d473e23112
Concurs	w11_d473e23115
gänzlich	w13_d473e23119
abgewiesen	w1_d473e23124
seyn	w3_d473e23127
sollen.	w5_d473e23130
</p>
<p id="p32_d473e23133">
Von	w1_d473e23137
der	w3_d473e23140
N.	w5_d473e23143
Oe.	w7_d473e23146
Regierung	w9_d473e23149
wegen,	w11_d473e23152
wird	w13_d473e23156
mit	w15_d473e23159
gegenwärtig=offenem	w1_d473e23164
Edict	w3_d473e23167
denen	w5_d473e23170
in	w7_d473e23173
dem	w9_d473e23176
Bern	w11_d473e23179
hard	w1_d473e23184
Adamischen	w3_d473e23187
Cridä=relations=ausschlag	w5_d473e23190
Classe	w7_d473e23193
quarta	w1_d473e23199
einkommenden	w3_d473e23202
sammettlichen	w5_d473e23205
Chyrographar	w7_d473e23208
creditoren,	w1_d473e23213
benanntlichen:	w3_d473e23216
dem	w5_d473e23219
Wolfgaug	w7_d473e23222
Hei	w9_d473e23225
merl,	w1_d473e23230
Küner	w3_d473e23233
&	w5_d473e23236
Compag.	w7_d473e23239
dem	w9_d473e23242
Hern	w11_d473e23245
Ladislas	w13_d473e23249
Ba	w15_d473e23252
ron	w1_d473e23257
von	w3_d473e23260
Schigray,	w5_d473e23263
dem	w7_d473e23266
Franz	w9_d473e23269
Joseph	w11_d473e23272
Fehrner,	w13_d473e23276
als	w1_d473e23282
Bevollmächtigten	w3_d473e23285
des	w5_d473e23288
Johann	w7_d473e23291
Joseph	w9_d473e23294
Sive	w11_d473e23297
negg	w1_d473e23302
in	w3_d473e23305
Grätz,	w5_d473e23308
dann	w7_d473e23311
als	w9_d473e23314
Mandat.	w11_d473e23317
des	w13_d473e23321
Georg	w15_d473e23324
Zecha	w17_d473e23327
zu	w1_d473e23332
Mährisch=Tribau,	w3_d473e23335
wie	w5_d473e23338
auch	w7_d473e23341
als	w9_d473e23344
Gewalttra	w11_d473e23347
ger	w1_d473e23352
des	w3_d473e23355
Mathias	w5_d473e23358
Serz	w7_d473e23361
in	w9_d473e23364
Nürnberg,	w11_d473e23367
dem	w13_d473e23371
Franz	w15_d473e23374
Anton	w1_d473e23380
Simon	w3_d473e23383
Burgerl	w5_d473e23386
Glaser=meister,	w7_d473e23389
der	w9_d473e23392
Mariä	w1_d473e23397
Helenä	w3_d473e23400
Froschin,	w5_d473e23403
dem	w7_d473e23406
Anton	w9_d473e23409
Rissa	w11_d473e23412
neck,	w1_d473e23417
Tuch	w3_d473e23420
handlern	w5_d473e23423
zu	w7_d473e23426
Neuhaus,	w9_d473e23429
dem	w11_d473e23432
Herrn	w13_d473e23436
Frey=herrn	w1_d473e23441
Pattachich,	w3_d473e23444
Canonico	w5_d473e23447
zu	w7_d473e23450
Agram,	w9_d473e23453
dem	w1_d473e23459
Herrn	w3_d473e23462
Baron	w5_d473e23465
de	w7_d473e23468
Sermage,	w9_d473e23471
dem	w11_d473e23474
Doct.	w13_d473e23478
Heim,	w1_d473e23483
als	w3_d473e23486
Johann	w5_d473e23489
Raymund	w7_d473e23492
Albrechtsbergischen	w9_d473e23495
Ceßionario,	w1_d473e23500
dem	w3_d473e23503
Franz	w5_d473e23506
Gottlieb	w7_d473e23509
Stockhammer	w9_d473e23512
in	w1_d473e23517
Grieskirchen,	w3_d473e23520
der	w5_d473e23523
Williä	w7_d473e23526
Vandyck	w9_d473e23529
und	w11_d473e23532
Stir	w13_d473e23536
ling	w1_d473e23542
in	w3_d473e23545
Amsterdam,	w5_d473e23548
denen	w7_d473e23551
Gebrüdern	w9_d473e23554
Schrei	w11_d473e23557
</p>
<p id="p34_d473e23560">
ber,	w1_d473e23564
dem	w3_d473e23567
Hauptmann	w5_d473e23570
Prandmayr,	w7_d473e23573
dem	w9_d473e23576
Daniel	w11_d473e23579
Dietrich,	w1_d473e23584
dem	w3_d473e23587
Johann	w5_d473e23590
Heinrich	w7_d473e23593
Ettenreicher,	w9_d473e23596
dem	w1_d473e23601
Joseph	w3_d473e23604
Mannsrieder,	w5_d473e23607
als	w7_d473e23610
Bevollmächtigten	w9_d473e23613
des	w1_d473e23619
Thomas	w3_d473e23622
Anton	w5_d473e23625
Richters	w7_d473e23628
in	w9_d473e23631
Märisch=Tribau,	w11_d473e23634
der	w1_d473e23639
als	w3_d473e23642
des	w5_d473e23645
verstorbenen	w7_d473e23648
Philipp	w9_d473e23651
Krammers,	w11_d473e23654
Burgerl.	w1_d473e23659
Eisen=handlers	w3_d473e23662
hinterlassener	w5_d473e23665
Erbin,	w7_d473e23668
dem	w1_d473e23673
Johann	w3_d473e23676
Joseph	w5_d473e23679
Salvaci,	w7_d473e23682
dem	w9_d473e23685
Franz	w11_d473e23688
Joseph	w13_d473e23692
Ferner	w1_d473e23698
als	w3_d473e23701
Mandat	w5_d473e23704
des	w7_d473e23707
Samuel	w9_d473e23710
Schleihers	w11_d473e23713
hin	w13_d473e23717
terlassenen	w1_d473e23722
Wittib,	w3_d473e23725
und	w5_d473e23728
Hofmanns	w7_d473e23731
in	w9_d473e23734
Breßlau,	w11_d473e23737
dem	w1_d473e23742
Jgnati	w3_d473e23745
Pohl	w5_d473e23748
Huttmacher	w7_d473e23751
in	w9_d473e23754
Trebisch,	w11_d473e23757
dem	w13_d473e23761
Wenzl	w1_d473e23766
Doppler	w3_d473e23769
Tuchhandlern	w5_d473e23772
zu	w7_d473e23775
Pollna,	w9_d473e23778
dem	w11_d473e23781
Anton	w1_d473e23787
Joseph	w3_d473e23790
Gottschlich,	w5_d473e23793
dem	w7_d473e23796
Johann	w9_d473e23799
Anton	w11_d473e23802
Brighenti,	w1_d473e23807
als	w3_d473e23810
Gewalt=tragern	w5_d473e23813
des	w7_d473e23816
Johann	w9_d473e23819
Georg	w1_d473e23824
Lottke	w3_d473e23827
Handels=mann	w5_d473e23830
in	w7_d473e23833
Fulneck,	w9_d473e23836
denen	w11_d473e23839
Gebrüdern	w1_d473e23844
Schreiber,	w3_d473e23847
dem	w5_d473e23850
Daniel	w7_d473e23853
Dietrich,	w9_d473e23856
dem	w1_d473e23862
Urban	w3_d473e23865
Holzer	w5_d473e23868
Hof=befreyten	w7_d473e23871
Uhrmacher,	w9_d473e23874
dem	w1_d473e23879
Joseph	w3_d473e23882
Mannsrieder,	w5_d473e23885
nomine	w7_d473e23888
des	w9_d473e23891
Bern	w11_d473e23894
hard	w1_d473e23899
Knur	w3_d473e23902
Tuchhandlern	w5_d473e23905
zu	w7_d473e23908
Fulneck,	w9_d473e23911
dem	w11_d473e23914
Jo	w13_d473e23918
hann	w1_d473e23923
Wolfgang,	w3_d473e23926
und	w5_d473e23929
Philipp	w7_d473e23932
Heymerle,	w9_d473e23935
dem	w11_d473e23938
Joseph	w1_d473e23944
Gruber	w3_d473e23947
Burgerl.	w5_d473e23950
Knöpfmacher,	w7_d473e23953
dem	w9_d473e23956
Lud	w11_d473e23959
wig	w1_d473e23964
Hemleben	w3_d473e23967
Burgerl.	w5_d473e23970
Apothecker,	w7_d473e23973
dem	w9_d473e23976
Joseph	w11_d473e23979
Goldschmid	w1_d473e23984
Juden,	w3_d473e23987
dem	w5_d473e23990
Christian	w7_d473e23993
Chares,	w9_d473e23996
dem	w11_d473e23999
N.	w1_d473e24004
Richter	w3_d473e24007
und	w5_d473e24010
Raht	w7_d473e24013
des	w9_d473e24016
Markts	w11_d473e24019
zu	w13_d473e24023
Gumpholts	w15_d473e24026
kirchen,	w1_d473e24032
kund	w3_d473e24035
und	w5_d473e24038
zu	w7_d473e24041
wissen	w9_d473e24044
gemacht:	w11_d473e24047
Es	w13_d473e24051
habe	w15_d473e24054
Regierung	w1_d473e24059
mehrmalen	w3_d473e24062
für	w5_d473e24065
nöhtig	w7_d473e24068
befunden,	w9_d473e24071
die	w11_d473e24074
obbenannt	w1_d473e24079
sammentlich	w3_d473e24082
in	w5_d473e24085
dem	w7_d473e24088
Bernhard	w9_d473e24091
Adami	w11_d473e24094
schen	w1_d473e24099
Cridä=ausschlag	w3_d473e24102
sub	w5_d473e24105
Classe	w7_d473e24108
quarta	w9_d473e24111
einkom	w11_d473e24114
mende	w1_d473e24120
Bernhard	w3_d473e24123
Adamische	w5_d473e24126
Creditores	w7_d473e24129
per	w9_d473e24132
Bes-	w11_d473e24135
cta	w1_d473e24140
ad	w3_d473e24143
valvas	w5_d473e24146
zu	w7_d473e24149
vollständig=gänzlicher	w9_d473e24152
Darthu	w11_d473e24155
und	w1_d473e24160
Liquidir=auch	w3_d473e24163
Producirung	w5_d473e24166
deren	w7_d473e24169
Origina	w9_d473e24172
lien	w1_d473e24177
ihrer	w3_d473e24180
oft	w5_d473e24183
gehört	w7_d473e24186
Adamischen	w9_d473e24189
Massam	w11_d473e24192
ange	w13_d473e24196
meldeten	w1_d473e24202
Forderungen	w3_d473e24205
gerichtlich	w5_d473e24208
vorzuladen,	w7_d473e24211
und	w9_d473e24214
einzuberuffen	w1_d473e24219
Solchemnach	w3_d473e24222
wird	w5_d473e24225
denen	w7_d473e24228
samment	w9_d473e24231
lich	w1_d473e24236
oben	w3_d473e24239
Eingangs	w5_d473e24242
ernannt	w7_d473e24245
und	w9_d473e24248
in	w11_d473e24251
dem	w13_d473e24255
Bern	w15_d473e24258
hard	w1_d473e24263
Adamischen	w3_d473e24266
Cridä=relations=ausschlag	w5_d473e24269
Clane	w7_d473e24272
quarta	w1_d473e24278
einkommenden	w3_d473e24281
Glaubigeren	w5_d473e24284
hiemit	w7_d473e24287
der	w9_d473e24290
13.	w11_d473e24293
Monats=tag	w1_d473e24298
Septemb.	w3_d473e24301
dieses	w5_d473e24304
lauffenden	w7_d473e24307
1700.	w9_d473e24310
Jahrs	w1_d473e24315
Nachmittags	w3_d473e24318
präcise	w5_d473e24321
um	w7_d473e24324
4.	w9_d473e24327
Uhr	w11_d473e24330
vor	w13_d473e24334
Re	w15_d473e24337
gierung	w1_d473e24342
in	w3_d473e24345
der	w5_d473e24348
daselbst	w7_d473e24351
zu	w9_d473e24354
solchem	w11_d473e24357
Ende	w13_d473e24361
offen	w15_d473e24364
hau	w17_d473e24367
tenden	w1_d473e24373
Commißions=stuben	w3_d473e24376
entweder	w5_d473e24379
selbst	w7_d473e24382
per	w9_d473e24385
sönlich,	w1_d473e24390
oder	w3_d473e24393
durch	w5_d473e24396
genugsam	w7_d473e24399
bevollmächtigts	w9_d473e24402
Gewalt=tragere	w1_d473e24407
behörig	w3_d473e24410
zu	w5_d473e24413
erscheinen,	w7_d473e24416
zugleich	w9_d473e24419
die	w1_d473e24424
Produeirung	w3_d473e24427
deren	w5_d473e24430
Originalien,	w7_d473e24433
auch	w9_d473e24436
sonstiger	w11_d473e24439
Prästirung	w1_d473e24445
der	w3_d473e24448
ihnen	w5_d473e24451
aufgetragenen	w7_d473e24454
Liquidation	w9_d473e24457
alsogewiß	w1_d473e24462
auferleget,	w3_d473e24465
wie	w5_d473e24468
im	w7_d473e24471
wiyrigen	w9_d473e24474
mit	w11_d473e24477
Repar	w13_d473e24481
tirung	w1_d473e24486
deren	w3_d473e24489
Adamischen	w5_d473e24492
Massä	w7_d473e24495
Mitteln	w9_d473e24498
ex	w11_d473e24501
om	w13_d473e24505
cio	w1_d473e24510
vorgegangen,	w3_d473e24513
sohin	w5_d473e24516
die	w7_d473e24519
sich	w9_d473e24522
nicht	w11_d473e24525
angemei	w13_d473e24529
dete	w1_d473e24535
oder	w3_d473e24538
nicht	w5_d473e24541
vollständig	w7_d473e24544
liquidirte	w9_d473e24547
Credirs	w11_d473e24550
partheyen	w1_d473e24555
von	w3_d473e24558
sothaner	w5_d473e24561
Repartition	w7_d473e24564
ausgeschlos	w9_d473e24567
sen,	w1_d473e24572
und	w3_d473e24575
nicht	w5_d473e24578
mehr	w7_d473e24581
gehoret	w9_d473e24584
werden	w11_d473e24587
sollen.	w13_d473e24591
Wor	w15_d473e24594
nach	w1_d473e24599
sich	w3_d473e24602
also	w5_d473e24605
ein	w7_d473e24608
jeder	w9_d473e24611
zu	w11_d473e24614
richten,	w13_d473e24618
und	w15_d473e24621
vor	w17_d473e24624
Scha	w19_d473e24627
den	w1_d473e24633
zu	w3_d473e24636
hüten	w5_d473e24639
wissen	w7_d473e24642
wird.	w9_d473e24645
</p>
<p id="p36_d473e24649">
Es	w1_d473e24653
ist	w3_d473e24656
alltäglich	w5_d473e24659
zu	w7_d473e24662
Gumpendorf	w9_d473e24665
auf	w11_d473e24668
der	w13_d473e24672
soge	w15_d473e24675
nannten	w1_d473e24680
Kirchen=Mühl	w3_d473e24683
eine	w5_d473e24686
Gelegenheit	w7_d473e24689
mit	w9_d473e24692
7.	w11_d473e24695
Zimmern,	w1_d473e24700
Stallung	w3_d473e24703
und	w5_d473e24706
freyen	w7_d473e24709
Eingang	w9_d473e24712
in	w11_d473e24715
den	w13_d473e24719
Garten	w1_d473e24725
zu	w3_d473e24728
verlassen,	w5_d473e24731
wer	w7_d473e24734
also	w9_d473e24737
diese	w11_d473e24740
Gelegenheit	w13_d473e24744
in	w1_d473e24749
Bestand	w3_d473e24752
nehmen	w5_d473e24755
will,	w7_d473e24758
kan	w9_d473e24761
sich	w11_d473e24764
in	w13_d473e24768
obbenann	w15_d473e24771
ter	w1_d473e24776
Mühl	w3_d473e24779
dessenthalben	w5_d473e24782
anmelden.	w7_d473e24785
</p>
<head id="h2_d473e24824">
OURNAL.	w1_d473e24828
Von	w1_d473e24833
dem	w3_d473e24836
unter	w5_d473e24839
Commando	w7_d473e24842
des	w9_d473e24845
Herrn	w11_d473e24848
Feld=zeug=meisters	w13_d473e24852
Baron	w1_d473e24857
von	w3_d473e24860
Loudon	w5_d473e24863
stehenden	w7_d473e24866
Corps	w9_d473e24869
d'Armee	w11_d473e24872
vom	w13_d473e24876
25.	w15_d473e24879
bis	w17_d473e24882
31.	w19_d473e24885
Julii,	w21_d473e24888
aus	w1_d473e24894
dem	w3_d473e24897
Haupt=quartier	w5_d473e24900
Höschen.	w7_d473e24903
</head>
<p id="p4_d473e24906">
En	w1_d473e24910
25.	w3_d473e24913
fiele	w5_d473e24916
in	w7_d473e24919
der	w9_d473e24922
noch	w11_d473e24925
dazumal	w13_d473e24929
bey	w15_d473e24932
Eichholz	w17_d473e24935
gehabten	w19_d473e24938
Position	w21_d473e24941
gar	w23_d473e24944
nichts	w25_d473e24948
Veränderliches	w27_d473e24951
)vor,	w1_d473e24956
und	w3_d473e24959
wurde	w5_d473e24962
auch	w7_d473e24965
von	w9_d473e24968
denen	w11_d473e24971
Vor=posten	w13_d473e24975
nichts	w15_d473e24978
besonderes	w17_d473e24981
raportiret.	w19_d473e24984
Da	w21_d473e24987
aber	w23_d473e24990
nach	w25_d473e24994
der	w1_d473e24999
bereits	w3_d473e25002
letzthin	w5_d473e25005
beschehenen	w7_d473e25008
Anzeige	w9_d473e25011
zwischen	w11_d473e25014
den	w13_d473e25018
20.	w15_d473e25021
und	w17_d473e25024
21.	w19_d473e25027
die	w21_d473e25030
Trenschee	w23_d473e25033
vor	w25_d473e25037
der	w27_d473e25040
Festung	w1_d473e25046
Glatz	w3_d473e25049
eröfnet	w5_d473e25052
wurden,	w7_d473e25055
auch	w9_d473e25058
man	w11_d473e25061
den	w13_d473e25065
25.	w15_d473e25068
des	w17_d473e25071
Abends	w19_d473e25074
mit	w21_d473e25077
der	w23_d473e25080
Arbeit	w25_d473e25084
schon	w27_d473e25087
so	w29_d473e25090
weit	w31_d473e25093
ge	w33_d473e25096
kommen,	w1_d473e25101
daß	w3_d473e25104
von	w5_d473e25107
16.	w7_d473e25110
Batterien	w9_d473e25113
auf	w11_d473e25116
einmal	w13_d473e25120
abgefeuret	w15_d473e25123
werden	w17_d473e25126
könte;	w19_d473e25129
so	w21_d473e25132
begabe	w23_d473e25135
sich	w25_d473e25139
der	w27_d473e25142
Hr.	w29_d473e25145
F.	w1_d473e25150
Z.	w3_d473e25153
M.	w5_d473e25156
Baron	w7_d473e25159
v.	w9_d473e25162
Loudon	w11_d473e25165
annoch	w13_d473e25169
den	w15_d473e25172
nämlichen	w17_d473e25175
Tag	w19_d473e25178
aus	w21_d473e25181
dem	w23_d473e25184
Haupt=quartier	w25_d473e25188
bey	w27_d473e25191
Eichholz	w29_d473e25194
zu	w31_d473e25197
dem	w1_d473e25202
bey	w3_d473e25205
Glatz	w5_d473e25208
stehenden	w7_d473e25211
Belagerungs=corps,	w9_d473e25214
und	w11_d473e25217
sofort	w13_d473e25221
</p>
<p id="p6_d473e25224">
Den	w1_d473e25228
26.	w3_d473e25231
fruh	w5_d473e25234
gegen	w7_d473e25237
5.	w9_d473e25240
Uhr	w11_d473e25243
nebst	w13_d473e25247
dem	w15_d473e25250
Hrn.	w17_d473e25253
F.	w19_d473e25256
M.	w21_d473e25259
L.	w23_d473e25262
Grafen	w25_d473e25266
von	w27_d473e25269
Draskowitz	w29_d473e25272
in	w31_d473e25275
die	w33_d473e25278
Treu	w35_d473e25281
schee,	w1_d473e25286
und	w3_d473e25289
zwar	w5_d473e25292
auf	w7_d473e25295
den	w9_d473e25298
linken	w11_d473e25301
Flügel,	w13_d473e25305
allwo	w15_d473e25308
der	w17_d473e25311
Aclillevie=obriste	w19_d473e25314
Rouvroy	w21_d473e25317
commandirte,	w23_d473e25320
um	w25_d473e25324
von	w1_d473e25329
da	w3_d473e25332
abzunehmen,	w5_d473e25335
was	w7_d473e25338
das	w9_d473e25341
erste	w11_d473e25344
Feuer,	w13_d473e25348
so	w15_d473e25351
ungemein	w17_d473e25354
heftig	w19_d473e25357
ware,	w21_d473e25360
etwann	w23_d473e25363
für	w25_d473e25367
eine	w27_d473e25370
Würkung	w29_d473e25373
unter	w1_d473e25379
der	w3_d473e25382
Besatzung	w5_d473e25385
nach	w7_d473e25388
sich	w9_d473e25391
ziehen	w11_d473e25394
dörfte.	w13_d473e25398
Und	w15_d473e25401
obschon	w17_d473e25404
anfangs	w19_d473e25407
von	w21_d473e25410
denen	w23_d473e25413
Festungs=werkern	w25_d473e25417
auf	w27_d473e25420
gleiche	w1_d473e25425
Art	w3_d473e25428
sehr	w5_d473e25431
lebhaft	w7_d473e25434
geantwortet	w9_d473e25437
wurde,	w11_d473e25440
so	w13_d473e25444
begunte	w15_d473e25447
doch	w17_d473e25450
nicht	w19_d473e25453
nur	w21_d473e25456
gegen	w23_d473e25459
8.	w25_d473e25463
Uhr	w27_d473e25466
des	w29_d473e25469
Morgens	w31_d473e25472
das	w1_d473e25477
feindl.	w3_d473e25480
Feuer	w5_d473e25483
fast	w7_d473e25486
gänzlich	w9_d473e25489
aufzuhören,	w11_d473e25492
sondern	w13_d473e25496
es	w15_d473e25499
bemerkte	w17_d473e25502
auch	w19_d473e25505
der	w21_d473e25508
Hr.	w23_d473e25511
F.	w25_d473e25515
Z.	w27_d473e25518
M.,	w29_d473e25521
da	w31_d473e25524
die	w33_d473e25527
erste	w1_d473e25532
Paralelle	w3_d473e25535
sehr	w5_d473e25538
nahe	w7_d473e25541
an	w9_d473e25544
das	w11_d473e25547
Glacis	w13_d473e25551
gezogen	w15_d473e25554
ware,	w17_d473e25557
und	w19_d473e25560
man	w21_d473e25563
folgbar	w23_d473e25566
in	w25_d473e25570
selber	w27_d473e25573
alles,	w29_d473e25576
was	w31_d473e25579
auf	w1_d473e25585
denen	w3_d473e25588
Werkern	w5_d473e25591
vorgieng,	w7_d473e25594
ganz	w9_d473e25597
deutlich	w11_d473e25600
abnehmen	w13_d473e25604
konte,	w15_d473e25607
daß	w17_d473e25610
die	w19_d473e25613
auf	w21_d473e25616
denen	w23_d473e25619
Bastionen	w25_d473e25623
stehen	w27_d473e25626
de	w1_d473e25631
feindl.	w3_d473e25634
Trupen	w5_d473e25637
durch	w7_d473e25640
das	w9_d473e25643
diesseitige	w11_d473e25646
Feuer	w13_d473e25650
sehr	w15_d473e25653
decontenanciret	w17_d473e25656
waren,	w19_d473e25659
dahero	w21_d473e25662
dann	w23_d473e25665
auch	w25_d473e25669
der	w27_d473e25672
selbe	w1_d473e25677
sogleich	w3_d473e25680
ein	w5_d473e25683
Commando	w7_d473e25686
von	w9_d473e25689
Freywilligen	w11_d473e25692
ausmachte,	w13_d473e25696
und	w15_d473e25699
um	w17_d473e25702
von	w19_d473e25705
diesem	w21_d473e25708
des	w23_d473e25711
Feindes	w25_d473e25715
wahr	w27_d473e25718
genommenen	w1_d473e25723
Wankelmut	w3_d473e25726
zu	w5_d473e25729
prositiren,	w7_d473e25732
auf	w9_d473e25735
das	w11_d473e25738
schleunigste	w13_d473e25742
alle	w15_d473e25745
Anstalten	w17_d473e25748
zum	w19_d473e25751
Sturmen	w21_d473e25754
ankeh	w23_d473e25757
ren	w1_d473e25763
liesse,	w3_d473e25766
sofort	w5_d473e25769
das	w7_d473e25772
Commando	w9_d473e25775
deren	w11_d473e25778
Freywilligen	w13_d473e25782
über	w15_d473e25785
die	w17_d473e25788
Trenschee	w19_d473e25791
hinaus	w21_d473e25794
zu	w23_d473e25797
steigen.	w25_d473e25801
dann	w1_d473e25806
zu	w3_d473e25809
Unterstützung	w5_d473e25812
derenselben	w7_d473e25815
1.	w9_d473e25818
Bataillon	w11_d473e25821
von	w13_d473e25825
Adam	w15_d473e25828
Bathyany	w17_d473e25831
beorderte,	w19_d473e25834
dabey	w21_d473e25837
aber	w23_d473e25840
sein	w25_d473e25844
Haupt=augenmerk	w1_d473e25849
vorzüglichen	w3_d473e25852
darauf	w5_d473e25855
richtete,	w7_d473e25858
um	w9_d473e25861
zuerst	w11_d473e25864
sich	w13_d473e25868
sogleich	w15_d473e25871
der	w17_d473e25874
auf	w19_d473e25877
dem	w21_d473e25880
Glacis	w23_d473e25883
be	w25_d473e25887
findlichen	w1_d473e25892
Fleche	w3_d473e25895
zu	w5_d473e25898
bemächtigen,	w7_d473e25901
und	w9_d473e25904
in	w11_d473e25907
dem	w13_d473e25911
bedeckten	w15_d473e25914
Weeg	w17_d473e25917
Logement	w19_d473e25920
zu	w21_d473e25923
fassen,	w23_d473e25926
folgbar	w25_d473e25930
hiedurch	w27_d473e25933
sich	w1_d473e25939
der	w3_d473e25942
baldigen	w5_d473e25945
Eroberung	w7_d473e25948
dieser	w9_d473e25951
Festung	w11_d473e25954
desto	w13_d473e25958
mehreres	w15_d473e25961
zu	w17_d473e25964
versichern.	w19_d473e25967
Es	w21_d473e25970
wurden	w23_d473e25973
auch	w25_d473e25977
die	w27_d473e25980
je	w1_d473e25985
angekehrte	w3_d473e25988
Dispositiones	w5_d473e25991
mit	w7_d473e25994
so	w9_d473e25997
gutem	w11_d473e26000
Erfolg	w13_d473e26004
ausgeführet,	w15_d473e26007
daß	w17_d473e26010
der	w19_d473e26013
Feind,	w21_d473e26016
und	w23_d473e26019
zwar	w25_d473e26023
ohne	w27_d473e26026
daß	w29_d473e26029
ihme	w1_d473e26034
nur	w3_d473e26037
zu	w5_d473e26040
Schlagung	w7_d473e26043
einer	w9_d473e26046
Mine	w11_d473e26049
die	w13_d473e26053
mindeste	w15_d473e26056
Zeit	w17_d473e26059
übrig	w19_d473e26062
verblieben,	w21_d473e26065
nicht	w23_d473e26068
nur	w25_d473e26072
sogleich	w27_d473e26075
aus	w29_d473e26078
der	w1_d473e26083
Fleche,	w3_d473e26086
und	w5_d473e26089
sofort	w7_d473e26092
von	w9_d473e26095
einer	w11_d473e26098
Defension	w13_d473e26102
in	w15_d473e26105
die	w17_d473e26108
andere	w19_d473e26111
vertrieben,	w21_d473e26114
sondern	w23_d473e26117
auch	w25_d473e26121
endlichen,	w27_d473e26124
gleich	w1_d473e26130
man	w3_d473e26133
solches	w5_d473e26136
schon	w7_d473e26139
jüngsthin	w9_d473e26142
ausführlicher	w11_d473e26145
bemerket,	w13_d473e26149
um	w15_d473e26152
9.	w17_d473e26155
Uhr	w19_d473e26158
fruh	w21_d473e26161
die	w23_d473e26164
alte	w25_d473e26168
Festung	w27_d473e26171
mit	w29_d473e26174
gewafneter	w1_d473e26179
Hand	w3_d473e26182
eingenommen	w5_d473e26185
worden,	w7_d473e26188
welcher	w9_d473e26191
sodann	w11_d473e26194
die	w13_d473e26198
neue	w15_d473e26201
Festung	w17_d473e26204
ohne	w19_d473e26207
mindester	w21_d473e26210
Ca	w23_d473e26213
pitulation	w1_d473e26218
ebenfals	w3_d473e26221
nachfolgete.	w5_d473e26224
</p>
<p id="p8_d473e26227">
Den	w1_d473e26231
27.	w3_d473e26234
bestättigten	w5_d473e26237
die	w7_d473e26240
von	w9_d473e26243
dem	w11_d473e26246
G.	w13_d473e26250
M.	w15_d473e26253
Grafen	w17_d473e26256
Caramelli	w19_d473e26259
eingegangene	w21_d473e26262
Nachrichten	w23_d473e26265
daß	w1_d473e26270
die	w3_d473e26273
Cosacken	w5_d473e26276
bey	w7_d473e26279
Frauenstadt,	w9_d473e26282
und	w11_d473e26285
in	w13_d473e26289
dieser	w15_d473e26292
Gegend	w17_d473e26295
herum	w19_d473e26298
streiffen,	w21_d473e26301
auch	w23_d473e26304
davon	w25_d473e26308
500.	w27_d473e26311
Köpf	w29_d473e26314
vorigen	w1_d473e26319
Tags	w3_d473e26322
zu	w5_d473e26325
Guhrau	w7_d473e26328
eingetroffen	w9_d473e26331
wären.	w11_d473e26334
Von	w13_d473e26338
dem	w15_d473e26341
Hrn.	w17_d473e26344
F.	w19_d473e26347
M.	w21_d473e26350
L.	w23_d473e26353
Baron	w25_d473e26357
von	w27_d473e26360
Nauendorf	w29_d473e26363
wurde	w1_d473e26369
raportiret,	w3_d473e26372
daß	w5_d473e26375
nämlichen	w7_d473e26378
Tags	w9_d473e26381
2.	w11_d473e26384
Bataillon	w13_d473e26388
Jnfanterie	w15_d473e26391
von	w17_d473e26394
Breßlau	w19_d473e26397
gegen	w21_d473e26400
Auras	w23_d473e26403
