<doc id="wr_1758-07-05" attrs="word" year="1758" month="07" day="05" corpus="2">
<head id="h2_d258e3225">
Dünkirchen	w1_d258e3229
und	w17_d258e24855
an	w19_d258e24858
dere	w1_d258e24863
Brücken	w3_d258e24866
zu	w5_d258e24869
verfertigen	w7_d258e24872
ertheilet	w9_d258e24875
worden.	w11_d258e24878
</p>
<p id="p48_d258e24892">
Es	w1_d258e24896
gienge	w3_d258e24899
dahero	w5_d258e24902
der	w7_d258e24905
Marsch	w9_d258e24908
mit	w11_d258e24911
Anbruch	w13_d258e24915
der	w15_d258e24918
Nacht	w17_d258e24921
vor	w19_d258e24924
sich	w21_d258e24927
und	w1_d258e24932
wurde	w3_d258e24935
also	w5_d258e24938
fortgesetzet,	w7_d258e24941
daß	w9_d258e24944
die	w11_d258e24947
gesammte	w13_d258e24951
Armee	w15_d258e24954
gegen	w17_d258e24957
Mit	w19_d258e24960
tags=zeit	w1_d258e24965
</p>
<p id="p50_d258e24968">
Den	w1_d258e24972
1.	w3_d258e24975
Julii	w5_d258e24978
an	w7_d258e24981
denen	w9_d258e24984
Anhöhen	w11_d258e24987
bey	w13_d258e24991
erwehnten	w15_d258e24994
Kökotz	w17_d258e24997
anlangte	w19_d258e25000
allda	w1_d258e25005
bis	w3_d258e25008
nach	w5_d258e25011
3.	w7_d258e25014
Uhr	w9_d258e25017
ausrastete,	w11_d258e25020
und	w13_d258e25024
sofort	w15_d258e25027
weiters	w17_d258e25030
vorwärts	w19_d258e25033
über	w21_d258e25036
Kerzman	w1_d258e25041
vorruckte,	w3_d258e25044
also	w5_d258e25047
zwar,	w7_d258e25050
daß	w9_d258e25053
erst	w11_d258e25056
Abends	w13_d258e25060
um	w15_d258e25063
9.	w17_d258e25066
Uhr	w19_d258e25069
die	w21_d258e25072
letzten	w23_d258e25075
Regimenter	w1_d258e25081
in	w3_d258e25084
die	w5_d258e25087
ausersehene	w7_d258e25090
Position	w9_d258e25093
auf	w11_d258e25096
denen	w13_d258e25100
Anhöhen	w15_d258e25103
bey	w17_d258e25106
Groß	w19_d258e25109
teinitz	w1_d258e25114
und	w3_d258e25117
Czechowitz,	w5_d258e25120
folglich	w7_d258e25123
nach	w9_d258e25126
einem	w11_d258e25129
zuruck=gelegten	w13_d258e25133
Marsch	w15_d258e25136
von	w17_d258e25139
5.	w1_d258e25144
bis	w3_d258e25147
6.	w5_d258e25150
Meilen	w7_d258e25153
vor	w9_d258e25156
der	w11_d258e25159
Festung	w13_d258e25163
Ollmütz	w15_d258e25166
eintraffe.	w17_d258e25169
</p>
<p id="p52_d258e25172">
Nämlichen	w1_d258e25176
Tags	w3_d258e25179
fruhe	w5_d258e25182
Morgens	w7_d258e25185
allarmirte	w9_d258e25188
der	w11_d258e25191
zu	w13_d258e25195
Prin	w15_d258e25198
mit	w17_d258e25201
seinem	w1_d258e25206
unterhabenden	w3_d258e25209
Corps	w5_d258e25212
zuruck=gebliebene	w7_d258e25215
Hr.	w9_d258e25218
General	w11_d258e25221
der	w13_d258e25225
Ca	w15_d258e25228
vallerie	w1_d258e25233
Frey=herr	w3_d258e25236
von	w5_d258e25239
Buccow	w7_d258e25242
das	w9_d258e25245
Feindliche	w11_d258e25248
Lager	w13_d258e25252
bey	w15_d258e25255
Proßnitz;	w17_d258e25258
wordurch	w1_d258e25264
der	w3_d258e25267
Marsch	w5_d258e25270
unserer	w7_d258e25273
Armee	w9_d258e25276
um	w11_d258e25279
desto	w13_d258e25283
mehrers	w15_d258e25286
masquiret	w17_d258e25289
wur	w19_d258e25292
de;	w1_d258e25297
gleich	w3_d258e25300
auch	w5_d258e25303
der	w7_d258e25306
General	w9_d258e25309
Feld=marschall=leutenant	w11_d258e25312
Marquis	w13_d258e25316
de	w15_d258e25319
Ville	w17_d258e25322
mit	w1_d258e25327
einigen	w3_d258e25330
Trupen,	w5_d258e25333
um	w7_d258e25336
den	w9_d258e25339
Zug	w11_d258e25342
der	w13_d258e25346
Armee	w15_d258e25349
zu	w17_d258e25352
decken	w19_d258e25355
zuruck	w21_d258e25358
verbliebe.	w23_d258e25361
Am	w1_d258e25366
meisten	w3_d258e25369
ist	w5_d258e25372
zu	w7_d258e25375
bewundern,	w9_d258e25378
daß	w11_d258e25381
der	w13_d258e25385
Feind	w15_d258e25388
erst	w17_d258e25391
spat	w19_d258e25394
im	w21_d258e25397
Tag	w23_d258e25400
von	w25_d258e25404
dem	w27_d258e25407
Abmarsche	w1_d258e25413
unserer	w3_d258e25416
Armee,	w5_d258e25419
dann	w7_d258e25422
von	w9_d258e25425
der	w11_d258e25428
Paßirung	w13_d258e25432
des	w15_d258e25435
March=flusses	w17_d258e25438
die	w1_d258e25443
Kundschaft	w3_d258e25446
erhalten.	w5_d258e25449
</p>
<p id="p54_d258e25452">
Durch	w1_d258e25456
oberwehnt=genommene	w3_d258e25459
Position	w5_d258e25462
fande	w7_d258e25465
man	w9_d258e25468
sich	w11_d258e25471
à	w13_d258e25475
Portée	w15_d258e25478
nicht	w1_d258e25483
nur	w3_d258e25486
den	w5_d258e25489
Platz	w7_d258e25492
Ollmütz	w9_d258e25495
in	w11_d258e25498
all	w13_d258e25502
und	w15_d258e25505
jeden	w17_d258e25508
zu	w19_d258e25511
succuriren,	w21_d258e25514
sondern	w23_d258e25517
wol	w25_d258e25521
gar	w1_d258e25526
durch	w3_d258e25529
Abgebung	w5_d258e25532
beträchtlicher	w7_d258e25535
Detaschements	w9_d258e25538
mit	w11_d258e25541
der	w13_d258e25545
Garnison	w15_d258e25548
der	w1_d258e25554
Festung	w3_d258e25557
einen	w5_d258e25560
solchen	w7_d258e25563
Ausfall	w9_d258e25566
zu	w11_d258e25569
machen,	w13_d258e25573
wodurch	w15_d258e25576
das	w17_d258e25579
Belagerungs	w19_d258e25582
corps	w1_d258e25587
über	w3_d258e25590
den	w5_d258e25593
Hauffen	w7_d258e25596
geworfen,	w9_d258e25599
und	w11_d258e25602
die	w13_d258e25606
feindliche	w15_d258e25609
Artillerie	w17_d258e25612
hätte	w19_d258e25615
in	w1_d258e25620
Verlust	w3_d258e25623
gerahten	w5_d258e25626
können,	w7_d258e25629
gestalten	w9_d258e25632
andurch	w11_d258e25635
nicht	w13_d258e25639
minder	w15_d258e25642
dem	w17_d258e25645
Feind	w19_d258e25648
die	w1_d258e25653
Communication	w3_d258e25656
mit	w5_d258e25659
Schlesien,	w7_d258e25662
noch	w9_d258e25665
weit	w11_d258e25668
mehrers	w13_d258e25672
zu	w15_d258e25675
erschweren,	w17_d258e25678
wo	w1_d258e25684
nicht	w3_d258e25687
gänzlich	w5_d258e25690
zu	w7_d258e25693
benehmen	w9_d258e25696
ware.	w11_d258e25699
</p>
<p id="p56_d258e25702">
Annoch	w1_d258e25706
währenden	w3_d258e25709
Marsch	w5_d258e25712
überbrachte	w7_d258e25715
der	w9_d258e25718
Obristwachtmei	w11_d258e25721
ster	w1_d258e25726
des	w3_d258e25729
Fürst=Löwensteinischen	w5_d258e25732
neu=errichteten	w7_d258e25735
Dragoner=regiments	w9_d258e25738
Daron	w1_d258e25743
von	w3_d258e25746
Voit	w5_d258e25749
von	w7_d258e25752
dem	w9_d258e25755
General=feld=wachtmeister	w11_d258e25758
von	w13_d258e25762
Siskowitz	w15_d258e25765
die	w1_d258e25771
bergnüglich	w3_d258e25774
und	w5_d258e25777
erfreuliche	w7_d258e25780
Nachricht,	w9_d258e25783
daß	w11_d258e25786
sothaner	w13_d258e25790
General	w15_d258e25793
nach	w17_d258e25796
</p>
<p id="p62_d258e25810">
vorhergegangener	w1_d258e25814
Concertirung	w3_d258e25817
mit	w5_d258e25820
dem	w7_d258e25823
General	w9_d258e25826
von	w11_d258e25829
Laudohn	w13_d258e25833
un	w15_d258e25836
weit	w1_d258e25841
Domstadl	w3_d258e25844
den	w5_d258e25847
in	w7_d258e25850
Anzug	w9_d258e25853
begriffenen	w11_d258e25856
Transport	w13_d258e25860
attaquiret;	w15_d258e25863
da	w17_d258e25866
denselben	w1_d258e25871
erst	w3_d258e25874
erwehnter	w5_d258e25877
General	w7_d258e25880
von	w9_d258e25883
Laudohn	w11_d258e25886
für	w13_d258e25890
seinen	w15_d258e25893
Theil	w17_d258e25896
an	w19_d258e25899
einem	w1_d258e25905
anderen	w3_d258e25908
Ort	w5_d258e25911
ebenfals	w7_d258e25914
angefallen.	w9_d258e25917
Die	w11_d258e25920
Attaque	w13_d258e25924
an	w15_d258e25927
Seiten	w17_d258e25930
des	w19_d258e25933
General	w1_d258e25938
Siskowitz	w3_d258e25941
seye	w5_d258e25944
mit	w7_d258e25947
so	w9_d258e25950
guten	w11_d258e25953
Succes	w13_d258e25957
vor	w15_d258e25960
sich	w17_d258e25963
gegangen,	w19_d258e25966
daß	w21_d258e25969
von	w1_d258e25974
der	w3_d258e25977
feindlichen	w5_d258e25980
Bedeckung	w7_d258e25983
des	w9_d258e25986
Transports,	w11_d258e25989
welche	w13_d258e25993
dortiger	w15_d258e25996
En	w17_d258e25999
den	w1_d258e26004
gänzlichen	w3_d258e26007
zerstreuet	w5_d258e26010
worden,	w7_d258e26013
über	w9_d258e26016
500.	w11_d258e26019
Mann	w13_d258e26023
auf	w15_d258e26026
dem	w17_d258e26029
Platz	w19_d258e26032
geblieben.	w1_d258e26038
2.	w3_d258e26041
Grenadiers=bataillons	w5_d258e26044
nebst	w7_d258e26047
2.	w9_d258e26050
Stabs	w11_d258e26053
und	w13_d258e26057
28.	w15_d258e26060
Ober	w17_d258e26063
officiers	w1_d258e26068
wurden	w3_d258e26071
zu	w5_d258e26074
Kriegs=gefangenen	w7_d258e26077
gemacht,	w9_d258e26080
6.	w11_d258e26083
Canons	w13_d258e26087
und	w15_d258e26090
über	w17_d258e26093
1000.	w1_d258e26098
meistens	w3_d258e26101
mit	w5_d258e26104
Munition	w7_d258e26107
beladene	w9_d258e26110
Wägen	w11_d258e26113
fielen	w13_d258e26117
mit	w15_d258e26120
einer	w17_d258e26123
be	w19_d258e26126
trächtlichen	w1_d258e26131
Beute	w3_d258e26134
in	w5_d258e26137
die	w7_d258e26140
Hände	w9_d258e26143
deren	w11_d258e26146
unserigen,	w13_d258e26150
wovon	w15_d258e26153
die	w17_d258e26156
Mu	w19_d258e26159
nition	w1_d258e26165
alsogleich	w3_d258e26168
in	w5_d258e26171
die	w7_d258e26174
Luft	w9_d258e26177
gesprenget	w11_d258e26180
worden.	w13_d258e26184
Uber	w15_d258e26187
welchen	w17_d258e26190
der	w19_d258e26193
Sache	w21_d258e26196
eigentlichen	w1_d258e26201
Hergang	w3_d258e26204
die	w5_d258e26207
ausführliche	w7_d258e26210
Relation	w9_d258e26213
annoch	w11_d258e26216
gewärtiget	w13_d258e26220
wird.	w1_d258e26225
</p>
<p id="p64_d258e26228">
Bey	w1_d258e26232
der	w3_d258e26235
Absendung	w5_d258e26238
erst=erwehnten	w7_d258e26241
Obrist=wachtmeisters	w9_d258e26244
solle	w11_d258e26247
sich	w13_d258e26251
der	w1_d258e26256
General	w3_d258e26259
Laudohn	w5_d258e26262
seines	w7_d258e26265
Orts	w9_d258e26268
auf	w11_d258e26271
der	w13_d258e26275
anderen	w15_d258e26278
Seite	w17_d258e26281
annoch	w19_d258e26284
in	w21_d258e26287
wei	w23_d258e26290
Verfolgung	w1_d258e26295
des	w3_d258e26298
Feindes	w5_d258e26301
befunden	w7_d258e26304
haben,	w9_d258e26307
und	w11_d258e26310
konte	w13_d258e26314
er	w15_d258e26317
Baron	w17_d258e26320
Voit	w19_d258e26323
tere	w1_d258e26329
nicht	w1_d258e26334
eigentlich	w3_d258e26337
vermelden,	w5_d258e26340
was	w7_d258e26343
auf	w9_d258e26346
bemeldt	w11_d258e26349
anderer	w13_d258e26353
Seite	w15_d258e26356
hauptsach	w17_d258e26359
lich	w1_d258e26364
vorgegangen	w3_d258e26367
seye,	w5_d258e26370
es	w7_d258e26373
langte	w9_d258e26376
aber	w11_d258e26379
bald	w13_d258e26383
darauf,	w15_d258e26386
und	w17_d258e26389
annoch	w19_d258e26392
bey	w21_d258e26395
der	w23_d258e26398
Nacht	w1_d258e26403
von	w3_d258e26406
dem	w5_d258e26409
General	w7_d258e26412
Laudohn	w9_d258e26415
selbsten	w11_d258e26418
der	w13_d258e26422
nicht	w15_d258e26425
minder	w17_d258e26428
erfreuliche	w19_d258e26431
Raport	w1_d258e26437
ein,	w3_d258e26440
daß	w5_d258e26443
selber	w7_d258e26446
die	w9_d258e26449
feindliche	w11_d258e26452
Convoi,	w13_d258e26456
eben	w15_d258e26459
so	w17_d258e26462
glücklich	w19_d258e26465
geschlagen	w21_d258e26468
habe,	w1_d258e26473
welches	w3_d258e26476
sich	w5_d258e26479
folgender=gestalten	w7_d258e26482
ereignet:	w9_d258e26485
</p>
<p id="p66_d258e26488">
Es	w1_d258e26492
hatte	w3_d258e26495
nämlichen	w5_d258e26498
der	w7_d258e26501
General	w9_d258e26504
Laudohn	w11_d258e26507
zu	w13_d258e26511
Bär	w15_d258e26514
nur,	w17_d258e26517
wie	w19_d258e26520
vor	w21_d258e26523
berührt,	w1_d258e26528
die	w3_d258e26531
Annäherung	w5_d258e26534
des	w7_d258e26537
General=feld=wacht=meisters	w9_d258e26540
von	w11_d258e26543
Siske	w13_d258e26547
witz	w1_d258e26552
erwartet.	w3_d258e26555
Da	w5_d258e26558
nun	w7_d258e26561
solcher	w9_d258e26564
in	w11_d258e26567
der	w13_d258e26571
Gegend	w15_d258e26574
von	w17_d258e26577
Neudörfl	w19_d258e26580
den	w21_d258e26583
Feind	w23_d258e26586
am	w1_d258e26592
30.	w3_d258e26595
Junii	w5_d258e26598
gegen	w7_d258e26601
halb	w9_d258e26604
12.	w11_d258e26607
Uhr,	w13_d258e26611
und	w15_d258e26614
alsdann	w17_d258e26617
gegen	w19_d258e26620
12.	w21_d258e26623
Uhr	w23_d258e26626
mit	w25_d258e26630
dem	w27_d258e26633
kleinen	w1_d258e26638
Gewehr	w3_d258e26641
angriffe,	w5_d258e26644
liesse	w7_d258e26647
auch	w9_d258e26650
der	w11_d258e26653
General	w13_d258e26657
Laudohn	w15_d258e26660
seine	w17_d258e26663
Trupen	w19_d258e26666
wiederumen	w1_d258e26671
gegen	w3_d258e26674
den	w5_d258e26677
Feind	w7_d258e26680
andringen,	w9_d258e26683
welcher	w11_d258e26686
die	w13_d258e26690
bey	w15_d258e26693
erwehntem	w17_d258e26696
Neu	w19_d258e26699
Zagen=burg	w1_d258e26704
albereits	w3_d258e26707
defiliren	w5_d258e26710
zu	w7_d258e26713
lassen	w9_d258e26716
anfienge.	w11_d258e26719
dörfl	w1_d258e26725
gehabte	w3_d258e26728
</p>
<p id="p68_d258e26731">
Bey	w1_d258e26735
Annäherung	w3_d258e26738
an	w5_d258e26741
den	w7_d258e26744
Feind	w9_d258e26747
fande	w11_d258e26750
General	w13_d258e26754
Laudohn	w15_d258e26757
denselben	w17_d258e26760
in	w1_d258e26765
der	w3_d258e26768
besten	w5_d258e26771
Position,	w7_d258e26774
die	w9_d258e26777
Wagenburg	w11_d258e26780
auf	w13_d258e26784
einer	w15_d258e26787
Anhöhe	w17_d258e26790
zusammen	w19_d258e26793
</p>
<p id="p74_d258e26807">
geführet,	w1_d258e26811
solche	w3_d258e26814
mit	w5_d258e26817
3.	w7_d258e26820
Bataillons,	w9_d258e26823
und	w11_d258e26826
6.	w13_d258e26830
Canonen	w15_d258e26833
besetzet,	w17_d258e26836
und	w19_d258e26839
die	w21_d258e26842
Cavallerie	w1_d258e26847
ebenfals	w3_d258e26850
mit	w5_d258e26853
untermengter	w7_d258e26856
Jnfanterie	w9_d258e26859
auf	w11_d258e26862
denen	w13_d258e26866
umgelege	w15_d258e26869
nen	w1_d258e26874
Anhöhen	w3_d258e26877
postiret.	w5_d258e26880
</p>
<p id="p76_d258e26883">
Die	w1_d258e26887
feindliche	w3_d258e26890
Cavallerie,	w5_d258e26893
welche	w7_d258e26896
der	w9_d258e26899
unserigen	w11_d258e26902
wol	w13_d258e26906
5.	w15_d258e26909
mal	w17_d258e26912
an	w19_d258e26915
der	w1_d258e26920
Zahl	w3_d258e26923
überlegen	w5_d258e26926
ware,	w7_d258e26929
wurde	w9_d258e26932
gleich	w11_d258e26935
im	w13_d258e26939
Anfang	w15_d258e26942
von	w17_d258e26945
dem	w19_d258e26948
Zwey	w21_d258e26951
brückischen	w1_d258e26956
Dragoner	w3_d258e26959
und	w5_d258e26962
Nadastischen	w7_d258e26965
Hussaren=regiment	w9_d258e26968
zuruck	w11_d258e26971
ge	w13_d258e26975
schlagen,	w1_d258e26981
und	w3_d258e26984
versprenget.	w5_d258e26987
</p>
<p id="p78_d258e26990">
Die	w1_d258e26994
Attaque	w3_d258e26997
zoge	w5_d258e27000
sich	w7_d258e27003
alsdann	w9_d258e27006
an	w11_d258e27009
die	w13_d258e27013
Wagen=burg	w15_d258e27016
selbsten,	w17_d258e27019
so	w19_d258e27022
die	w21_d258e27025
darinnen	w1_d258e27030
befindliche	w3_d258e27033
Jnfanterie	w5_d258e27036
auf	w7_d258e27039
das	w9_d258e27042
Hartnäckigste	w11_d258e27045
vertheidigte;	w13_d258e27049
allein	w1_d258e27054
dieses	w3_d258e27057
Widerstands	w5_d258e27060
ungeachtet	w7_d258e27063
muste	w9_d258e27066
der	w11_d258e27069
Feind	w13_d258e27073
der	w15_d258e27076
Bravoui	w17_d258e27079
und	w1_d258e27085
Tapferkeit	w3_d258e27088
deren	w5_d258e27091
unserigen	w7_d258e27094
weichen,	w9_d258e27097
obwolen	w11_d258e27100
seine	w13_d258e27104
Cavallerie	w15_d258e27107
die	w17_d258e27110
sich	w1_d258e27115
immittelst	w3_d258e27118
wiederum	w5_d258e27121
gesamelt	w7_d258e27124
hatte,	w9_d258e27127
zu	w11_d258e27130
4.	w13_d258e27134
malen	w15_d258e27137
unsere	w17_d258e27140
Flan	w19_d258e27143
quen	w1_d258e27148
zu	w3_d258e27151
gewinnen	w5_d258e27154
gesuchet.	w7_d258e27157
</p>
<p id="p80_d258e27160">
Es	w1_d258e27164
wurde	w3_d258e27167
demnach	w5_d258e27170
die	w7_d258e27173
Wagen=burg	w9_d258e27176
glücklich	w11_d258e27179
erobert,	w13_d258e27183
und	w15_d258e27186
der	w17_d258e27189
Ueberrest	w1_d258e27194
der	w3_d258e27197
gegentheiligen	w5_d258e27200
Cavallerie	w7_d258e27203
vollends	w9_d258e27206
in	w11_d258e27209
die	w13_d258e27213
Flucht	w15_d258e27216
gejaget,	w17_d258e27219
worzu	w1_d258e27224
sonderheitlich	w3_d258e27227
der	w5_d258e27230
gute	w7_d258e27233
Erfolg,	w9_d258e27236
und	w11_d258e27239
die	w13_d258e27243
Würkung	w15_d258e27246
aus	w17_d258e27249
diessei	w19_d258e27252
tiger	w1_d258e27258
Artillerie,	w3_d258e27261
die	w5_d258e27264
mit	w7_d258e27267
all	w9_d258e27270
nur	w11_d258e27273
erwunschenden	w13_d258e27277
Effect	w15_d258e27280
gespielet,	w17_d258e27283
vieles	w19_d258e27286
beygetragen.	w1_d258e27291
</p>
<p id="p82_d258e27294">
Von	w1_d258e27298
dem	w3_d258e27301
Feinde	w5_d258e27304
blieben	w7_d258e27307
bey	w9_d258e27310
2000.	w11_d258e27313
an	w13_d258e27317
Todt	w15_d258e27320
und	w17_d258e27323
schwer	w19_d258e27326
Bleßir	w21_d258e27329
ten	w1_d258e27334
auf	w3_d258e27337
dem	w5_d258e27340
Platz,	w7_d258e27343
650.	w9_d258e27346
Mann	w11_d258e27349
von	w13_d258e27353
Feld=wäbel	w15_d258e27356
an	w17_d258e27359
nebst	w19_d258e27362
dem	w21_d258e27365
General	w23_d258e27368
Puttkamer	w1_d258e27373
von	w3_d258e27376
der	w5_d258e27379
Jnfanterie,	w7_d258e27382
dann	w9_d258e27385
2.	w11_d258e27388
Majors!	w13_d258e27392
3.	w15_d258e27395
Haupt=leute	w17_d258e27398
und	w1_d258e27404
viele	w3_d258e27407
andere	w5_d258e27410
Officiers	w7_d258e27413
wurden	w9_d258e27416
gefangen,	w11_d258e27419
und	w13_d258e27423
über	w15_d258e27426
1000.	w17_d258e27429
bis	w19_d258e27432
1100.	w21_d258e27435
Wagen	w1_d258e27440
theils	w3_d258e27443
mit	w5_d258e27446
Proviant,	w7_d258e27449
theils	w9_d258e27452
mit	w11_d258e27455
Munition,	w13_d258e27459
theils	w15_d258e27462
mit	w17_d258e27465
Mon	w19_d258e27468
turs=sorten,	w1_d258e27473
wie	w3_d258e27476
nicht	w5_d258e27479
minder	w7_d258e27482
6.	w9_d258e27485
Canonen	w11_d258e27488
erobert;	w13_d258e27492
sothane	w15_d258e27495
Wägen	w17_d258e27498
aber	w1_d258e27503
mit	w3_d258e27506
dem	w5_d258e27509
meisten	w7_d258e27512
Theil	w9_d258e27515
ihrer	w11_d258e27518
Ladung,	w13_d258e27522
welche	w15_d258e27525
aus	w17_d258e27528
Mangel	w19_d258e27531
der	w21_d258e27534
Be	w23_d258e27537
wannung	w1_d258e27543
nicht	w3_d258e27546
hinweg	w5_d258e27549
zu	w7_d258e27552
bringen	w9_d258e27555
ware,	w11_d258e27558
angezündet,	w13_d258e27562
verbrannt,	w15_d258e27565
und	w17_d258e27568
die	w1_d258e27573
darauf	w3_d258e27576
gefundene	w5_d258e27579
Munition	w7_d258e27582
in	w9_d258e27585
die	w11_d258e27588
Luft	w13_d258e27592
gesprenget.	w15_d258e27595
</p>
<p id="p84_d258e27599">
Diesen	w1_d258e27603
Tag	w3_d258e27606
machte	w5_d258e27609
der	w7_d258e27612
Feind,	w9_d258e27615
und	w11_d258e27618
zwar	w13_d258e27622
vorderist	w15_d258e27625
Nachmittags	w17_d258e27628
bis	w1_d258e27633
12.	w3_d258e27636
Uhr	w5_d258e27639
Nachts	w7_d258e27642
ein	w9_d258e27645
sehr	w11_d258e27648
heftiges	w13_d258e27652
Feuer	w15_d258e27655
gegen	w17_d258e27658
die	w19_d258e27661
Festung;	w21_d258e27664
man	w23_d258e27667
vernahme	w1_d258e27672
aber	w3_d258e27675
darauf	w5_d258e27678
fruh	w7_d258e27681
Morgens	w9_d258e27684
</p>
<p id="p90_d258e27697">
Den	w1_d258e27701
2.	w3_d258e27704
die	w5_d258e27707
Nachricht	w7_d258e27710
von	w9_d258e27713
dem	w11_d258e27716
Commandanten	w13_d258e27720
der	w15_d258e27723
Festung	w17_d258e27726
Frey	w19_d258e27729
herrn	w1_d258e27734
von	w3_d258e27737
Marschall,	w5_d258e27740
daß	w7_d258e27743
der	w9_d258e27746
Feind	w11_d258e27749
nach	w13_d258e27753
Mitternachts=zeit	w15_d258e27756
die	w17_d258e27759
ganze	w19_d258e27762
Belagerung	w1_d258e27767
aufgehoben,	w3_d258e27770
und	w5_d258e27773
den	w7_d258e27776
Ruck=marsch	w9_d258e27779
mit	w11_d258e27782
Hinter=lassung	w13_d258e27786
5.	w15_d258e27789
Mörser	w1_d258e27795
und	w3_d258e27798
3.	w5_d258e27801
Batterie=stucken	w7_d258e27804
in	w9_d258e27807
aller	w11_d258e27810
Eil	w13_d258e27814
gegen	w15_d258e27817
Littau	w17_d258e27820
angetretten	w19_d258e27823
hätte.	w1_d258e27828
</p>
<p id="p92_d258e27831">
Gleich	w1_d258e27835
darauf	w3_d258e27838
folgte	w5_d258e27841
die	w7_d258e27844
fernere	w9_d258e27847
Nachricht,	w11_d258e27850
daß	w13_d258e27854
der	w15_d258e27857
König	w17_d258e27860
selb	w19_d258e27863
sten	w1_d258e27868
mit	w3_d258e27871
seiner	w5_d258e27874
Armee	w7_d258e27877
abmarschiret	w9_d258e27880
wäre.	w11_d258e27883
</p>
<p id="p94_d258e27886">
Solchemnach	w1_d258e27890
wurden	w3_d258e27893
unverlängt	w5_d258e27896
zerschiedene	w7_d258e27899
Corpi	w9_d258e27902
detaschiret,	w11_d258e27905
uut	w1_d258e27910
den	w3_d258e27913
Feind	w5_d258e27916
möglichster=dingen	w7_d258e27919
zu	w9_d258e27922
verfolgen,	w11_d258e27925
und	w13_d258e27929
demselben	w15_d258e27932
all	w17_d258e27935
thunlichen	w1_d258e27940
Abbruch	w3_d258e27943
zuzufügen.	w5_d258e27946
</p>
</doc>
