<doc id="edoc_wd_1772-06-17" attrs="word" year="1772" month="06" day="17" corpus="1">
<head id="hl1">
Venedig	w28
daß	w10490
die	w10491
wirklich	w10492
angehalte=nen	w10493
<g/>
=
Geräthe	w10495
<g/>
,
die	w10497
als	w10498
einem	w10499
Minister	w10500
zu=ständige	w10501
<g/>
=
Sachen	w10503
angegeben	w10504
seyn	w10505
<g/>
,
nicht	w10507
käuflich	w10508
veräußert	w10509
werden	w10510
möchten	w10511
<g/>
.
Er	w10513
versprach	w10514
<g/>
,
daß	w10516
man	w10517
solche	w10518
verdeckte	w10519
Ein=führungen	w10520
<g/>
=
nicht	w10522
mehr	w10523
zugeben	w10524
<g/>
,
sondern	w10526
alle	w10527
mögliche	w10528
Wachsamkeit	w10529
gebrauchen	w10530
würde	w10531
<g/>
,
um	w10533
alles	w10534
so	w10535
sich	w10536
von	w10537
dieser	w10538
Art	w10539
dermalen	w10540
hier	w10541
vorfinden	w10542
sollte	w10543
<g/>
,
wegzunehmen	w10545
<g/>
;
die	w10547
Kammer	w10548
könnte	w10549
aber	w10550
<g/>
,
da	w10552
ihre	w10553
Sitzung	w10554
zu	w10555
Ende	w10556
gehet	w10557
<g/>
,
keine	w10559
Akte	w10560
zu	w10561
Abhelfung	w10562
der	w10563
Klage	w10564
abfassen	w10565
<g/>
.
Diese	w10567
Zusage	w10568
war	w10569
hin=länglich	w10570
<g/>
=
und	w10572
hierauf	w10573
begaben	w10574
sich	w10575
die	w10576
Hand=werksleute	w10577
<g/>
=
sehr	w10579
ruhig	w10580
zurück	w10581
<g/>
,
und	w10583
da	w10584
diese	w10585
An=gelegenheit	w10586
<g/>
=
die	w10588
auswärttgen	w10589
Gesandtschaften	w10590
überhaupt	w10591
angehet	w10592
<g/>
,
so	w10594
wird	w10595
man	w10596
sonder	w10597
Zweifel	w10598
die	w10599
Freyheiten	w10600
anführen	w10601
<g/>
,
welche	w10603
das	w10604
Völkerrecht	w10605
den	w10606
mit	w10607
öffentlichem	w10608
ChaCharakter	w10609
<g/>
=
</p>
<p id="p102">
rakter	w10611
bekleideten	w10612
Personen	w10613
verstattet	w10614
<g/>
;
allein	w10616
die	w10617
engelländischen	w10618
Ministere	w10619
sind	w10620
fest	w10621
ent=schlossen	w10622
<g/>
=
<g/>
,
zu	w10625
behaupten	w10626
<g/>
,
daß	w10628
solche	w10629
Frey=heiten	w10630
<g/>
=
sich	w10632
allhier	w10633
fürs	w10634
Künftige	w10635
nur	w10636
auf	w10637
je=ne	w10638
<g/>
=
Artikeln	w10640
erstrecken	w10641
sollen	w10642
<g/>
,
die	w10644
zum	w10645
eigenen	w10646
und	w10647
besondern	w10648
Gebrauch	w10649
Jhrer	w10650
Excellenzen	w10651
und	w10652
ihres	w10653
Gefolges	w10654
für	w10655
nöthig	w10656
werden	w10657
ge=halten	w10658
<g/>
=
werden	w10660
<g/>
.
Die	w10662
Sache	w10663
dörfte	w10664
also	w10665
zu	w10666
Erlauterungen	w10667
zwischen	w10668
den	w10669
hiesigen	w10670
und	w10671
den	w10672
ausländischen	w10673
Ministern	w10674
Anlaß	w10675
geben	w10676
<g/>
.
</p>
<p id="p103">
Man	w10678
vermuthet	w10679
<g/>
,
die	w10681
Bill	w10682
betreffend	w10683
Angelegenheiten	w10684
der	w10685
ostindischen	w10686
Handlungs=gesellschaft	w10687
<g/>
=
<g/>
,
werde	w10690
zur	w10691
künftigen	w10692
Parlaments=sitzung	w10693
<g/>
=
ausgesetzt	w10695
werden	w10696
<g/>
.
</p>
<p id="p104">
Wir	w10698
Bürgermeister	w10699
<g/>
,
und	w10701
Rath	w10702
der	w10703
Stadt	w10704
Wien	w10705
<g/>
,
geben	w10707
hiemit	w10708
dem	w10709
Karl	w10710
Augus	w10711
<g/>
.
Jänsch	w10713
einen	w10714
Mül=lerjunge	w10715
<g/>
=
<g/>
,
und	w10718
all	w10719
jenen	w10720
<g/>
,
denen	w10722
daran	w10723
gelegen	w10724
ist	w10725
<g/>
,
zu	w10727
vernehmen	w10728
<g/>
.
Es	w10730
haben	w10731
uns	w10732
die	w10733
N	w10734
<g/>
.
N	w10736
<g/>
.
Herrn	w10738
Directoren	w10739
<g/>
,
und	w10741
Beysizer	w10742
bey	w10743
den	w10744
Stadtgerich=ten	w10745
<g/>
=
der	w10747
kön	w10748
<g/>
.
Haupt	w10750
<g/>
=
und	w10752
Residenzstadt	w10753
Breßlau	w10754
<g/>
,
mittels	w10756
Schreiben	w10757
vom	w10758
1	w10759
<g/>
.
und	w10761
præspraes	w10762
<g/>
.
27	w10764
<g/>
.
des	w10766
jüngst=verflossenen	w10767
<g/>
=
Monats	w10769
May	w10770
ersuchet	w10771
<g/>
,
ihm	w10773
bereits	w10774
vom	w10775
1742	w10776
<g/>
.
von	w10778
dannen	w10779
abwesenden	w10780
Jänsch	w10781
durch	w10782
die	w10783
öffentliche	w10784
Zeitungsblätter	w10785
kund	w10786
zu	w10787
machen	w10788
<g/>
,
daß	w10790
er	w10791
falls	w10792
er	w10793
noch	w10794
lebte	w10795
<g/>
,
allenfals	w10797
seine	w10798
eheli=chen	w10799
<g/>
=
Leibeserben	w10801
binnen	w10802
3	w10803
<g/>
.
Monaten	w10805
<g/>
,
und	w10807
zwar	w10808
langstens	w10809
den	w10810
31	w10811
<g/>
.
Jäuner	w10813
1773	w10814
<g/>
.
als	w10816
an	w10817
dem	w10818
letz=ten	w10819
<g/>
=
<g/>
,
und	w10822
ausschlüssenden	w10823
Termin	w10824
an	w10825
gewöhnlicher	w10826
Gerichtsstelle	w10827
daselbst	w10828
erscheinen	w10829
<g/>
,
oder	w10831
gewärtigen	w10832
soll	w10833
<g/>
,
daß	w10835
er	w10836
für	w10837
Tod	w10838
erklärt	w10839
<g/>
,
und	w10841
dessen	w10842
Vermö=gen	w10843
<g/>
=
den	w10845
angegebenen	w10846
nächsten	w10847
Erben	w10848
ab	w10849
intestato	w10850
verabfolget	w10851
würde	w10852
<g/>
.
So	w10854
man	w10855
hiemit	w10856
hat	w10857
kund	w10858
<g/>
,
und	w10860
zu	w10861
wissen	w10862
machen	w10863
wollen	w10864
<g/>
.
</p>
<p id="p105">
Den	w10866
23	w10867
<g/>
.
Juni	w10869
und	w10870
nachfolgende	w10871
Täge	w10872
Vor=mittag	w10873
<g/>
=
von	w10875
9	w10876
<g/>
.
bis	w10878
12	w10879
<g/>
,
Nachmittag	w10881
von	w10882
3	w10883
<g/>
.
bis	w10885
6	w10886
<g/>
.
Uhr	w10888
werden	w10889
in	w10890
der	w10891
Tainfaltstraßen	w10892
von	w10893
Klep=perstall	w10894
<g/>
=
herüber	w10896
in	w10897
dem	w10898
Graf	w10899
Kobenzlischen	w10900
Haus	w10901
Nro	w10902
<g/>
.
64	w10904
<g/>
.
im	w10906
ersten	w10907
Stock	w10908
verschiedene	w10909
Effekten	w10910
<g/>
,
als	w10912
prokatelene	w10913
und	w10914
andere	w10915
Spalier	w10916
<g/>
,
Soffa	w10918
<g/>
,
Sesseln	w10920
<g/>
,
Canapee	w10922
<g/>
,
verschiedene	w10924
Kästen	w10925
<g/>
,
und	w10927
Bü=cherkästen	w10928
<g/>
=
<g/>
,
ein	w10931
Trumeau	w10932
und	w10933
Trumeautisch	w10934
<g/>
,
Lustres	w10936
<g/>
,
Bilder	w10938
<g/>
,
ein	w10940
Bendueluhr	w10941
ein	w10942
ganz	w10943
Mo=nat	w10944
<g/>
=
gehend	w10946
<g/>
,
etwas	w10948
Japonisches	w10949
Porcellain	w10950
<g/>
,
Beth=stätt	w10952
<g/>
=
sammt	w10954
Bethgewand	w10955
<g/>
,
Caminzeug	w10957
<g/>
,
und	w10959
Ei=senwerk	w10960
<g/>
=
gegen	w10962
baarer	w10963
Bezahlung	w10964
licitando	w10965
hin=dangegeben	w10966
<g/>
=
werden	w10968
<g/>
.
</p>
<p id="p106a">
Von	w10970
des	w10971
erzbischöfl	w10972
<g/>
.
wienerischen	w10974
Konsistoriums	w10975
wegen	w10976
<g/>
:
wird	w10978
hiemit	w10979
jedermann	w10980
zu	w10981
wissen	w10982
gemacht	w10983
<g/>
,
daß	w10985
der	w10986
Franz	w10987
Xav	w10988
<g/>
.
Rolle	w10990
ein	w10991
weltl	w10992
<g/>
.
Priester	w10994
allhier	w10995
des	w10996
Todes	w10997
verfahren	w10998
<g/>
,
und	w11000
ein	w11001
letztwillig	w11002
mündli=ches	w11003
<g/>
=
Geschäft	w11005
zurückgelassen	w11006
<g/>
,
in	w11008
welchen	w11009
er	w11010
zu	w11011
seiseinem	w11012
<g/>
=
</p>
<p id="p107">
nem	w11014
Erben	w11015
den	w11016
Leopold	w11017
Heissenhuth	w11018
zu	w11019
seinem	w11020
Erben	w11021
benennet	w11022
habe	w11023
<g/>
,
damit	w11025
nun	w11026
die	w11027
Abhandlung	w11028
gepflogen	w11029
werden	w11030
könne	w11031
<g/>
,
so	w11033
hat	w11034
der	w11035
dem	w11036
eingesetz=ten	w11037
<g/>
=
Universalerben	w11039
zugegebene	w11040
Curator	w11041
ad	w11042
actum	w11043
gebetten	w11044
<g/>
,
nicht	w11046
nur	w11047
allein	w11048
die	w11049
Gläubiger	w11050
zu	w11051
be=ruffen	w11052
<g/>
=
<g/>
,
sondern	w11055
auch	w11056
alle	w11057
<g/>
,
welche	w11059
auf	w11060
diese	w11061
Ver=lassenschaft	w11062
<g/>
=
<g/>
,
Erbschaftshalber	w11065
Sprüche	w11066
zu	w11067
ma=chen	w11068
<g/>
=
gedenken	w11070
vorzuladen	w11071
<g/>
,
zu	w11073
diesem	w11074
Ende	w11075
ist	w11076
auf	w11077
den	w11078
8	w11079
<g/>
.
Julii	w11081
Nachmittag	w11082
um	w11083
2	w11084
<g/>
.
Uhr	w11086
eine	w11087
Tag=satzung	w11088
<g/>
=
angeordnet	w11090
worden	w11091
<g/>
,
bey	w11093
welcher	w11094
alle	w11095
<g/>
,
die	w11097
eine	w11098
Forderung	w11099
es	w11100
sey	w11101
Erbschafts	w11102
<g/>
=
oder	w11104
Schulden	w11105
halber	w11106
machen	w11107
wollen	w11108
<g/>
,
an	w11110
obbestimmten	w11111
Tag	w11112
<g/>
,
und	w11114
Stund	w11115
in	w11116
der	w11117
erzbischöfl	w11118
<g/>
.
Konsistorialkanzley	w11120
also	w11121
gewiß	w11122
zu	w11123
erscheinen	w11124
<g/>
,
und	w11126
ihre	w11127
Sprüche	w11128
<g/>
,
und	w11130
For=derungen	w11131
<g/>
=
entweder	w11133
persöhnlich	w11134
<g/>
,
oder	w11136
durch	w11137
hierzu	w11138
genugsam	w11139
Bevollmächtigte	w11140
<g/>
,
wie	w11142
es	w11143
sich	w11144
zu	w11145
Recht	w11146
gebühret	w11147
<g/>
,
anzumelden	w11149
haben	w11150
<g/>
,
als	w11152
im	w11153
widrigen	w11154
die	w11155
Ausbleibende	w11156
nicht	w11157
mehr	w11158
gehöret	w11159
<g/>
,
sondern	w11161
mit	w11162
ihren	w11163
Sprüchen	w11164
<g/>
,
und	w11166
Anforderungen	w11167
auf	w11168
allzeit	w11169
abgewiesen	w11170
<g/>
,
und	w11172
ausgeschlossen	w11173
seyn	w11174
sollen	w11175
<g/>
.
</p>
<p id="p108">
Wir	w11177
N	w11178
<g/>
.
N	w11180
<g/>
.
Superintendenden	w11182
und	w11183
Spitlmei=ster	w11184
<g/>
=
des	w11186
Burgerspitals	w11187
in	w11188
Wien	w11189
geben	w11190
hiemin	w11191
je=dermann	w11192
<g/>
=
<g/>
,
sowohl	w11195
An	w11196
<g/>
=
als	w11198
Abwesenden	w11199
zu	w11200
verneh=men	w11201
<g/>
=
<g/>
:
Es	w11204
seye	w11205
nach	w11206
Testatabsterben	w11207
weyl	w11208
<g/>
.
Herr	w11210
Joseph	w11211
Balthasar	w11212
Schweitzer	w11213
sel	w11214
<g/>
.
gewest	w11216
Burger=spitals	w11217
<g/>
=
<g/>
=
Zehendhandlers	w11220
<g/>
,
und	w11222
behausten	w11223
Mitnach=bars	w11224
<g/>
=
am	w11226
Spitlberg	w11227
zu	w11228
Ausfindigmachung	w11229
des	w11230
et=wa	w11231
<g/>
=
vorhandenen	w11233
ærisaeris	w11234
alieni	w11235
<g/>
,
und	w11237
wegen	w11238
sicherer	w11239
Abhandlung	w11240
der	w11241
Verlassenschaft	w11242
auf	w11243
Anlangen	w11244
der	w11245
sämtlich	w11246
instituirten	w11247
Universalerben	w11248
und	w11249
den	w11250
14ten	w11251
dies	w11252
ergangenen	w11253
Verordnung	w11254
für	w11255
nöthig	w11256
befunden	w11257
worden	w11258
<g/>
,
die	w11260
sämtlich	w11261
sowohl	w11262
inn	w11263
<g/>
=
als	w11265
ausser	w11266
Land	w11267
befindliche	w11268
Glaubigere	w11269
zur	w11270
Anmeld	w11271
<g/>
=
und	w11273
Liquidi=rung	w11274
<g/>
=
ihrer	w11276
zu	w11277
stellen	w11278
habenden	w11279
Forderungen	w11280
ge=richtlich	w11281
<g/>
=
vorzuladen	w11283
und	w11284
einzuberufen	w11285
<g/>
.
Da	w11287
nun	w11288
hierzu	w11289
der	w11290
15te	w11291
künftigen	w11292
Monats	w11293
July	w11294
dies	w11295
Jahrs	w11296
Vormittag	w11297
um	w11298
9	w11299
<g/>
.
Uhr	w11301
zur	w11302
Anmeldungstausatzung	w11303
zu	w11304
allendlicher	w11305
Frist	w11306
bestimmet	w11307
worden	w11308
<g/>
.
Solchem=nach	w11310
<g/>
=
werden	w11312
all	w11313
<g/>
=
und	w11315
jede	w11316
<g/>
,
welche	w11318
an	w11319
des	w11320
gedach=ten	w11321
<g/>
=
Herrn	w11323
Josph	w11324
Balthasar	w11325
Schweizer	w11326
sel	w11327
<g/>
.
Ver=lassenschaft	w11329
<g/>
=
einige	w11331
Sprüche	w11332
und	w11333
Anforderungen	w11334
ex	w11335
quocunque	w11336
titulo	w11337
zu	w11338
stellen	w11339
haben	w11340
<g/>
,
an	w11342
obbe=stimmten	w11343
<g/>
=
Tag	w11345
und	w11346
Stund	w11347
in	w11348
der	w11349
Burgerspitals	w11350
in	w11351
Wien	w11352
Grundstube	w11353
entweder	w11354
selbst	w11355
persönlich	w11356
<g/>
,
oder	w11358
durch	w11359
genugsam	w11360
bevollmächtigte	w11361
Gewalttra=gere	w11362
<g/>
=
alsogewiß	w11364
zu	w11365
erscheinen	w11366
<g/>
,
ihre	w11368
Forderungen	w11369
anzumelden	w11370
und	w11371
gehörig	w11372
zu	w11373
liquidiren	w11374
haben	w11375
<g/>
,
wie	w11377
im	w11378
widrigen	w11379
die	w11380
gemeldte	w11381
Verlassenschaftsabhand=lung	w11382
<g/>
=
dennoch	w11384
vorgenohmen	w11385
<g/>
,
den	w11387
instituirten	w11388
Uni=versalerben	w11389
<g/>
=
das	w11391
vorhandene	w11392
Vermögen	w11393
eingeant=wortet	w11394
<g/>
=
<g/>
,
auch	w11397
sonsten	w11398
was	w11399
Rechtens	w11400
ist	w11401
ex	w11402
Offi-cio	w11403
<g/>
-
fürgekehret	w11405
werden	w11406
solle	w11407
<g/>
.
</p>
<p id="p109">
Wir	w11409
Burgermeister	w11410
und	w11411
Rath	w11412
der	w11413
Stadt	w11414
Wien	w11415
geben	w11416
hiemit	w11417
jedermann	w11418
zu	w11419
vernehmen	w11420
<g/>
:
Es	w11422
sey	w11423
der	w11424
Balthasar	w11425
Witzich	w11426
gewest	w11427
<g/>
.
burgerl	w11429
<g/>
.
Weinwirth	w11431
mit	w11432
Tod	w11433
abgegangen	w11434
<g/>
,
und	w11436
daher	w11437
<g/>
,
um	w11439
mit	w11440
der	w11441
künftigen	w11442
Verlassenschaftsabhandlnng	w11443
sicher	w11444
vorvorgehen	w11445
<g/>
=
</p>
<p id="p110">
gehen	w11447
zu	w11448
können	w11449
<g/>
,
für	w11451
nothwendig	w11452
befunden	w11453
wor=denworden	w11454
<g/>
=
<g/>
,
diejenigen	w11457
vorzuladen	w11458
und	w11459
anzuhören	w11460
<g/>
,
wel=chewelche	w11462
<g/>
=
an	w11464
diese	w11465
Verlassenschaft	w11466
einige	w11467
Ansprüche	w11468
und	w11469
Forderungen	w11470
haben	w11471
möchten	w11472
<g/>
.
Da	w11474
wir	w11475
nun	w11476
entschlossen	w11477
sind	w11478
<g/>
,
eben	w11480
diese	w11481
Sprüche	w11482
und	w11483
Forde=rungen	w11484
<g/>
=
an	w11486
dem	w11487
eigenus	w11488
<g/>
,
und	w11490
zwar	w11491
für	w11492
das	w11493
erste	w11494
<g/>
,
und	w11496
letztemal	w11497
hinzubestimmten	w11498
Tag	w11499
<g/>
,
nämlich	w11501
den	w11502
10ten	w11503
July	w11504
dies	w11505
Jahrs	w11506
<g/>
,
oder	w11508
da	w11509
wir	w11510
diesen	w11511
Tag	w11512
anderer	w11513
Verhindernißen	w11514
halber	w11515
nicht	w11516
zu	w11517
Rath	w11518
sässen	w11519
<g/>
,
den	w11521
nächst	w11522
darauf	w11523
folgenden	w11524
Rathstag	w11525
früh	w11526
um	w11527
8	w11528
<g/>
.
Uhr	w11530
zu	w11531
hören	w11532
<g/>
,
und	w11534
zu	w11535
vernehmen	w11536
<g/>
.
So	w11538
haben	w11539
alle	w11540
jene	w11541
<g/>
,
welche	w11543
an	w11544
des	w11545
Balthasar	w11546
Witzich	w11547
seel	w11548
<g/>
.
Verlassenschaft	w11550
eine	w11551
rechmäßige	w11552
For=derung	w11553
<g/>
=
<g/>
,
es	w11556
sey	w11557
um	w11558
Erbschaft	w11559
<g/>
,
Schuld	w11561
<g/>
,
oder	w11563
an=derer	w11564
<g/>
=
Ursachen	w11566
willen	w11567
zu	w11568
haben	w11569
glauben	w11570
<g/>
,
den	w11572
be=stimmten	w11573
<g/>
=
Tag	w11575
selbst	w11576
persönlich	w11577
<g/>
,
oder	w11579
durch	w11580
einen	w11581
hinlänglich	w11582
versehenen	w11583
Gewalttrager	w11584
so	w11585
gewiß	w11586
vor	w11587
uns	w11588
zu	w11589
erscheinen	w11590
<g/>
,
sich	w11592
behörig	w11593
zu	w11594
legitimiren	w11594a
<g/>
,
und	w11596
ihre	w11597
Ansprüche	w11598
<g/>
,
und	w11600
Forderungen	w11601
darzuthun	w11602
<g/>
,
als	w11604
im	w11605
widrigen	w11606
Falle	w11607
auf	w11608
die	w11609
ausbleibenden	w11610
<g/>
,
oder	w11612
behörig	w11613
liquidirenden	w11614
Erben	w11615
<g/>
,
Glaubiger	w11617
<g/>
,
und	w11619
nicht	w11620
Prätendenten	w11621
keine	w11622
Rucksicht	w11623
genohmen	w11624
<g/>
,
mit	w11626
der	w11627
Abhandlung	w11628
und	w11629
Vertheilung	w11630
des	w11631
Verlassen=schaftsguts	w11632
<g/>
=
von	w11634
Amtswegen	w11635
vorgegangen	w11636
<g/>
,
und	w11638
dasselbe	w11639
den	w11640
etwann	w11641
vorkommenden	w11642
Erben	w11643
unbe=denklich	w11644
<g/>
=
überlassen	w11646
werden	w11647
würde	w11648
<g/>
.
</p>
<p id="p111">
Wir	w11650
Bürgermeister	w11651
und	w11652
Rath	w11653
de	w11654
<g/>
.
Stadt	w11656
Wien	w11657
<g/>
,
geben	w11659
jedermann	w11660
zu	w11661
venehmen	w11662
<g/>
.
Es	w11664
sey	w11665
der	w11666
Jo=hann	w11667
<g/>
=
Stußi	w11669
gewesener	w11670
Feldscherer	w11671
am	w11672
Tod	w11673
abge=gangen	w11674
<g/>
=
<g/>
,
und	w11677
daher	w11678
um	w11679
mit	w11680
der	w11681
künftigen	w11682
Ver=lassenschaftsabhandlung	w11683
<g/>
=
sicher	w11685
vorgehen	w11686
zu	w11687
kön=nen	w11688
<g/>
=
<g/>
,
für	w11691
nothwendig	w11692
befunden	w11693
worden	w11694
<g/>
,
diejeni=gen	w11696
<g/>
=
vorzuladen	w11698
<g/>
,
und	w11700
anzuhören	w11701
<g/>
,
welche	w11703
an	w11704
diese	w11705
Verlassenschaft	w11706
einige	w11707
Ansprüche	w11708
und	w11709
Forderungen	w11710
haben	w11711
möchten	w11712
<g/>
.
Da	w11714
wir	w11715
nun	w11716
entschlossen	w11717
sind	w11718
<g/>
,
eben	w11720
diese	w11721
Sprüche	w11722
und	w11723
Forderungen	w11724
an	w11725
dem	w11726
ei=gens	w11727
<g/>
=
<g/>
,
und	w11730
zwar	w11731
für	w11732
das	w11733
erste	w11734
und	w11735
leztemal	w11736
hiezu	w11737
bestimmten	w11738
Tag	w11739
nemlich	w11740
den	w11741
15	w11742
<g/>
.
Julii	w11744
dieß	w11745
Jahrs	w11746
<g/>
,
oder	w11748
da	w11749
wir	w11750
diesen	w11751
Tag	w11752
anderer	w11753
Verhin=dernissen	w11754
<g/>
=
halber	w11756
nicht	w11757
zu	w11758
Rath	w11759
säßen	w11760
<g/>
,
den	w11762
nächst=darauf	w11763
<g/>
=
folgenden	w11765
Rathstag	w11766
fruh	w11767
um	w11768
8	w11769
<g/>
.
Uhr	w11771
zu	w11772
hören	w11773
<g/>
,
und	w11775
zu	w11776
vernehmen	w11777
<g/>
.
So	w11779
haben	w11780
alle	w11781
jene	w11782
<g/>
,
welche	w11784
an	w11785
des	w11786
Johann	w11787
Stußi	w11788
seel	w11789
<g/>
.
Verlassenschaft	w11791
eine	w11792
rechtmäßige	w11793
Forderung	w11794
<g/>
,
es	w11796
sey	w11797
um	w11798
Erbschaft	w11799
<g/>
,
Schuld	w11801
<g/>
,
oder	w11803
anderer	w11804
Ursachen	w11805
willen	w11806
zu	w11807
haben	w11808
glauben	w11809
<g/>
,
den	w11811
bestimmten	w11812
Tag	w11813
selbst	w11814
persönlich	w11815
<g/>
,
oder	w11817
durch	w11818
einen	w11819
hinlänglich	w11820
versehenen	w11821
Gewalt=trager	w11822
<g/>
=
so	w11824
gewiß	w11825
vor	w11826
uns	w11827
zu	w11828
erscheinen	w11829
<g/>
,
sich	w11831
be=hörig	w11832
<g/>
=
zu	w11834
legimiren	w11835
<g/>
,
und	w11837
ihre	w11838
Ansprüche	w11839
und	w11840
For=derungen	w11841
<g/>
=
darzuthun	w11843
<g/>
,
als	w11845
im	w11846
widrigen	w11847
Falle	w11848
auf	w11849
die	w11850
ausbleibenden	w11851
<g/>
,
oder	w11853
nicht	w11854
behörig	w11855
liquidiren=den	w11856
<g/>
=
Erben	w11858
<g/>
,
Gläubiger	w11860
<g/>
,
und	w11862
Prätendenten	w11863
keine	w11864
Rücksicht	w11865
genohmen	w11866
<g/>
,
mit	w11868
der	w11869
Abhandlung	w11870
<g/>
,
und	w11872
Vertheilung	w11873
des	w11874
Verlassenschaftsguts	w11875
von	w11876
Amts=wegen	w11877
<g/>
=
vorgegangen	w11879
<g/>
,
und	w11881
dasselbe	w11882
den	w11883
etwa	w11884
vor=kommenden	w11885
<g/>
=
Erben	w11887
unbedenklich	w11888
überlassen	w11889
wer=den	w11890
<g/>
=
würde	w11892
<g/>
.
</p>
<head id="hl21">
Nachricht	w11894
<g/>
.
</head>
<p id="p112">
Die	w11896
allergnädigste	w11897
privilegirte	w11898
Realzeitung	w11899
der	w11900
Wissenschaften	w11901
<g/>
,
Künste	w11903
<g/>
,
und	w11905
der	w11906
Commerzien	w11907
in	w11908
Wien	w11909
hat	w11910
nun	w11911
in	w11912
das	w11913
3te	w11914
Jahr	w11915
ihren	w11916
Fortgang	w11917
<g/>
.
Der	w11919
Endzweck	w11920
des	w11921
Unternehmers	w11922
war	w11923
die	w11924
Werke	w11925
der	w11926
besten	w11927
Künstler	w11928
neu	w11929
erfundene	w11930
Maschinen	w11931
<g/>
,
neue	w11933
Entdeckungen	w11934
über	w11935
die	w11936
Landwirthschaft	w11937
über	w11938
den	w11939
Bergbau	w11940
<g/>
,
und	w11942
die	w11943
Haushaltungskunst	w11944
bekannt	w11945
zu	w11946
machen	w11947
<g/>
,
alle	w11949
diesem	w11950
Endzwecke	w11951
zusagende	w11952
Modelle	w11953
anzuschaffen	w11954
<g/>
,
alle	w11956
Preißfragen	w11957
der	w11958
europäischen	w11959
Akademien	w11960
anzukündigen	w11961
<g/>
,
und	w11963
das	w11964
Publikum	w11965
mit	w11966
genau	w11967
<g/>
=
und	w11969
richtig	w11970
verfertigten	w11971
Jnstrumenten	w11972
und	w11973
Modellen	w11974
um	w11975
mäßige	w11976
und	w11977
billige	w11978
Preise	w11979
zu	w11980
bedie=nen	w11981
<g/>
=
<g/>
.
Zu	w11984
diesem	w11985
Endzweck	w11986
wird	w11987
wöchentlich	w11988
eine	w11989
Realzeitung	w11990
ausgetheilet	w11991
<g/>
,
in	w11993
welcher	w11994
Auszüge	w11995
aus	w11996
allen	w11997
allerhöchsten	w11998
neuen	w11999
Verordnungen	w12000
<g/>
,
die	w12002
Preise	w12003
der	w12004
Lebensmittel	w12005
<g/>
,
und	w12007
der	w12008
Waaren	w12009
<g/>
,
die	w12011
zu	w12012
Triest	w12013
ein	w12014
<g/>
=
und	w12016
auslaufende	w12017
Schifle	w12018
sammt	w12019
ihren	w12020
La=dungen	w12021
<g/>
=
<g/>
,
Beurtheilungen	w12024
über	w12025
die	w12026
hier	w12027
und	w12028
aus=wärts	w12029
<g/>
=
herauskommende	w12031
wichtige	w12032
Schriften	w12033
<g/>
,
Thea=tralnachrichten	w12035
<g/>
=
<g/>
,
Abhandlungen	w12038
<g/>
,
so	w12040
die	w12041
vaterlän=dische	w12042
<g/>
=
Geschichte	w12044
betreffen	w12045
<g/>
,
u	w12047
<g/>
.
f	w12049
<g/>
.
w	w12051
<g/>
.
eingerückt	w12053
werden	w12054
<g/>
.
Künftighin	w12056
wird	w12057
man	w12058
diesem	w12059
Blatte	w12060
einen	w12061
neuen	w12062
Artickel	w12063
einrücken	w12064
<g/>
,
welcher	w12066
die	w12067
Künste	w12068
als	w12069
die	w12070
Mahlerey	w12071
<g/>
,
Bildhauer	w12073
<g/>
,
Zeichnungs	w12075
<g/>
=
und	w12077
Kupferstecherkunst	w12078
zum	w12079
Gegenstande	w12080
haben	w12081
solle	w12082
<g/>
.
Und	w12084
ist	w12085
die	w12086
Zahl	w12087
der	w12088
Pränumeranten	w12089
einmal	w12090
groß	w12091
genug	w12092
<g/>
,
um	w12094
den	w12095
Verleger	w12096
in	w12097
Ansehen	w12098
seiner	w12099
Unkö=sten	w12100
<g/>
=
schadlos	w12102
zu	w12103
halten	w12104
<g/>
;
so	w12106
verspricht	w12107
er	w12108
<g/>
,
daß	w12110
je=dem	w12111
<g/>
=
Blatte	w12113
eine	w12114
unter	w12115
der	w12116
Regierung	w12117
unserer	w12118
glor=würdigsten	w12119
<g/>
=
Monarchen	w12121
herausgekommene	w12122
Denk=münze	w12123
<g/>
=
in	w12125
Kupfer	w12126
gestochen	w12127
<g/>
,
sammt	w12129
der	w12130
Beschrei=bung	w12131
<g/>
=
beygelegt	w12133
werden	w12134
wird	w12135
<g/>
,
aus	w12137
welcher	w12138
mit	w12139
der	w12140
Zeit	w12141
ein	w12142
eben	w12143
so	w12144
angenehmes	w12145
Werk	w12146
wie	w12147
die	w12148
Me=daillengeschichte	w12149
<g/>
=
Ludwigs	w12151
des	w12152
XIV	w12153
<g/>
.
ist	w12155
<g/>
,
entstehen	w12157
kann	w12158
<g/>
.
Einen	w12160
jeden	w12161
der	w12162
seine	w12163
Talente	w12164
<g/>
,
Beschäfti=gungen	w12166
<g/>
=
und	w12168
Werke	w12169
bekannt	w12170
zu	w12171
machen	w12172
suchet	w12173
<g/>
,
wird	w12175
dieses	w12176
<g/>
,
wenn	w12178
es	w12179
Postfrey	w12180
an	w12181
das	w12182
kais	w12183
<g/>
.
kön	w12185
<g/>
.
priv	w12187
<g/>
.
Comtoir	w12189
der	w12190
Wissenschaften	w12191
<g/>
,
Künste	w12193
und	w12194
Commerzien	w12195
einschicket	w12196
<g/>
,
mit	w12198
Vergnügen	w12199
gestattet	w12200
<g/>
.
Die	w12202
Gesellschaft	w12203
<g/>
,
